GarageArea,SalePrice
497,173000.0
520,173000.0
400,173000.0
431,173000.0
474,173000.0
484,173000.0
472,173000.0
429,172785.0
480,172500.0
451,172500.0
648,172500.0
440,172500.0
440,172500.0
460,172400.0
530,172000.0
625,171900.0
478,171750.0
473,171500.0
766,171000.0
476,171000.0
611,171000.0
358,171000.0
490,171000.0
308,170000.0
418,170000.0
400,170000.0
454,170000.0
566,170000.0
461,170000.0
528,170000.0
487,170000.0
397,169990.0
888,169900.0
240,169500.0
264,169500.0
672,169000.0
460,169000.0
336,169000.0
400,168500.0
440,168500.0
520,168500.0
373,168000.0
576,168000.0
424,168000.0
1356,168000.0
442,167900.0
630,167900.0
532,167500.0
461,167500.0
400,167500.0
438,167240.0
418,167000.0
526,167000.0
480,167000.0
472,167000.0
720,166000.0
458,166000.0
420,165600.0
447,165500.0
602,165500.0
377,165500.0
397,165400.0
484,165150.0
296,165000.0
546,165000.0
478,165000.0
354,165000.0
490,165000.0
180,165000.0
540,165000.0
402,165000.0
400,164990.0
288,164900.0
528,164700.0
528,164500.0
564,164500.0
402,164000.0
240,164000.0
492,164000.0
390,163990.0
392,163900.0
432,163500.0
484,163500.0
504,163000.0
320,163000.0
433,163000.0
672,163000.0
360,162900.0
528,162900.0
516,162500.0
576,162000.0
400,162000.0
412,162000.0
497,162000.0
299,161750.0
457,161500.0
304,161500.0
228,161000.0
360,161000.0
397,160200.0
440,160000.0
520,160000.0
440,160000.0
423,160000.0
256,160000.0
402,160000.0
0,160000.0
461,160000.0
462,160000.0
1418,160000.0
572,160000.0
484,160000.0
484,159950.0
388,159895.0
704,159500.0
440,159500.0
539,159500.0
281,159434.0
576,159000.0
440,159000.0
514,159000.0
420,159000.0
440,158900.0
300,158500.0
576,158000.0
309,158000.0
583,158000.0
336,158000.0
645,158000.0
299,158000.0
301,157900.0
312,157900.0
498,157500.0
686,157500.0
352,157000.0
375,157000.0
439,157000.0
450,157000.0
478,157000.0
576,157000.0
432,156932.0
442,156500.0
576,156000.0
470,156000.0
515,156000.0
440,156000.0
420,155900.0
440,155835.0
430,155000.0
453,155000.0
297,155000.0
576,155000.0
164,155000.0
308,155000.0
495,155000.0
442,155000.0
440,155000.0
484,155000.0
440,155000.0
484,155000.0
525,155000.0
576,155000.0
186,154900.0
264,154500.0
480,154300.0
270,154000.0
474,154000.0
480,154000.0
441,154000.0
305,154000.0
530,153900.0
720,153900.0
384,153575.0
405,153500.0
812,153500.0
495,153500.0
528,153337.0
498,153000.0
364,153000.0
756,153000.0
216,152000.0
282,152000.0
576,152000.0
462,152000.0
479,152000.0
480,152000.0
301,151500.0
576,151400.0
492,151000.0
452,151000.0
480,151000.0
480,151000.0
460,151000.0
574,150900.0
624,150750.0
484,150500.0
750,150000.0
490,150000.0
336,150000.0
0,150000.0
552,149900.0
328,149900.0
528,149900.0
500,149900.0
923,149700.0
440,149500.0
505,149500.0
271,149350.0
420,149300.0
480,149000.0
420,149000.0
270,149000.0
225,149000.0
480,148800.0
440,148500.0
440,148500.0
902,148500.0
312,148000.0
504,148000.0
576,148000.0
525,148000.0
564,148000.0
576,148000.0
459,148000.0
276,147500.0
480,147400.0
468,147000.0
264,147000.0
440,147000.0
0,147000.0
576,147000.0
564,147000.0
576,147000.0
528,147000.0
895,147000.0
539,146800.0
312,146500.0
540,146000.0
884,146000.0
440,146000.0
0,145900.0
312,145500.0
292,145250.0
672,145000.0
504,145000.0
294,145000.0
240,145000.0
572,145000.0
216,145000.0
588,145000.0
871,145000.0
492,145000.0
672,145000.0
528,145000.0
364,145000.0
264,145000.0
525,145000.0
490,144900.0
420,144500.0
364,144500.0
480,144152.0
352,144000.0
504,144000.0
576,144000.0
630,144000.0
352,144000.0
495,144000.0
225,144000.0
315,144000.0
420,144000.0
484,144000.0
349,143900.0
440,143750.0
528,143500.0
252,143500.0
576,143250.0
480,143000.0
318,143000.0
452,143000.0
264,143000.0
420,143000.0
576,143000.0
796,143000.0
324,143000.0
315,143000.0
528,143000.0
528,142953.0
576,142600.0
588,142500.0
440,142500.0
484,142500.0
240,142125.0
304,142000.0
288,142000.0
531,142000.0
528,142000.0
576,141500.0
300,141000.0
0,141000.0
312,141000.0
400,141000.0
299,141000.0
544,141000.0
420,141000.0
0,141000.0
312,140200.0
642,140000.0
480,140000.0
440,140000.0
451,140000.0
240,140000.0
461,140000.0
440,140000.0
420,140000.0
384,140000.0
528,140000.0
672,140000.0
400,140000.0
483,140000.0
264,140000.0
300,140000.0
672,140000.0
506,140000.0
525,140000.0
271,140000.0
288,140000.0
456,139950.0
286,139900.0
452,139600.0
240,139500.0
280,139400.0
260,139400.0
294,139000.0
288,139000.0
338,139000.0
308,139000.0
297,139000.0
288,139000.0
416,139000.0
480,139000.0
840,139000.0
552,139000.0
0,139000.0
180,138887.0
299,138800.0
336,138500.0
288,138500.0
816,138000.0
480,138000.0
240,138000.0
528,137900.0
480,137500.0
588,137500.0
252,137500.0
525,137500.0
380,137500.0
180,137500.0
216,137450.0
440,137000.0
528,137000.0
275,137000.0
288,137000.0
400,137000.0
528,136905.0
325,136900.0
0,136500.0
336,136500.0
368,136500.0
576,136500.0
420,136500.0
288,136000.0
216,136000.0
0,136000.0
600,135960.0
0,135900.0
283,135750.0
384,135500.0
300,135500.0
180,135000.0
240,135000.0
484,135000.0
504,135000.0
216,135000.0
548,135000.0
504,135000.0
288,135000.0
284,135000.0
260,135000.0
0,135000.0
312,135000.0
576,135000.0
286,135000.0
254,135000.0
576,135000.0
506,135000.0
576,134900.0
624,134900.0
576,134800.0
240,134500.0
300,134500.0
447,134450.0
680,134432.0
528,134000.0
484,134000.0
322,134000.0
506,133900.0
396,133900.0
286,133700.0
338,133500.0
240,133000.0
367,133000.0
240,133000.0
288,133000.0
308,133000.0
396,133000.0
624,132500.0
264,132500.0
672,132500.0
540,132500.0
280,132500.0
576,132500.0
648,132250.0
576,132000.0
240,132000.0
244,132000.0
252,132000.0
360,132000.0
576,132000.0
352,131500.0
420,131500.0
504,131500.0
264,131400.0
281,131000.0
484,131000.0
440,131000.0
475,130500.0
240,130500.0
264,130500.0
308,130250.0
572,130000.0
380,130000.0
380,130000.0
484,130000.0
288,130000.0
288,130000.0
275,130000.0
450,130000.0
0,130000.0
288,130000.0
380,130000.0
468,129900.0
572,129900.0
624,129900.0
308,129900.0
384,129500.0
360,129500.0
624,129500.0
396,129500.0
596,129000.0
596,129000.0
576,129000.0
544,129000.0
720,129000.0
308,129000.0
450,129000.0
240,129000.0
0,128950.0
338,128900.0
660,128500.0
572,128500.0
300,128500.0
288,128500.0
308,128200.0
440,128000.0
502,128000.0
216,128000.0
0,128000.0
436,128000.0
280,128000.0
240,128000.0
0,127500.0
480,127500.0
300,127500.0
0,127500.0
560,127500.0
440,127500.0
386,127000.0
240,127000.0
576,127000.0
352,127000.0
308,127000.0
260,127000.0
0,127000.0
404,127000.0
336,127000.0
461,126500.0
220,126175.0
240,126000.0
539,126000.0
299,126000.0
288,125500.0
297,125500.0
240,125500.0
528,125500.0
504,125000.0
312,125000.0
336,125000.0
264,125000.0
352,125000.0
720,125000.0
240,125000.0
250,125000.0
384,125000.0
440,125000.0
352,124900.0
456,124900.0
264,124500.0
400,124500.0
270,124500.0
463,124500.0
0,124000.0
240,124000.0
462,124000.0
306,124000.0
792,124000.0
336,124000.0
0,123600.0
308,123500.0
270,123000.0
600,123000.0
480,123000.0
288,123000.0
576,122900.0
440,122500.0
560,122500.0
440,122000.0
280,122000.0
308,122000.0
0,122000.0
305,121600.0
528,121500.0
192,121000.0
924,120500.0
660,120500.0
432,120500.0
528,120500.0
252,120000.0
288,120000.0
308,120000.0
297,120000.0
288,120000.0
720,120000.0
208,120000.0
410,119900.0
300,119900.0
240,119750.0
198,119500.0
280,119500.0
264,119500.0
264,119500.0
240,119200.0
352,119000.0
384,119000.0
180,119000.0
288,119000.0
276,119000.0
280,119000.0
240,119000.0
410,118964.0
400,118858.0
336,118500.0
0,118500.0
261,118500.0
440,118500.0
308,118400.0
205,118000.0
264,118000.0
0,118000.0
286,118000.0
264,118000.0
0,118000.0
429,117500.0
205,117500.0
255,117000.0
326,117000.0
216,117000.0
660,117000.0
288,116900.0
0,116500.0
280,116050.0
440,116000.0
280,116000.0
414,116000.0
250,115000.0
0,115000.0
0,115000.0
240,115000.0
240,115000.0
360,115000.0
336,115000.0
336,115000.0
672,115000.0
210,115000.0
288,115000.0
572,115000.0
216,114504.0
528,114500.0
275,114500.0
0,113000.0
220,113000.0
520,113000.0
264,113000.0
280,113000.0
234,113000.0
288,112500.0
461,112500.0
398,112000.0
280,112000.0
288,112000.0
539,112000.0
576,112000.0
0,112000.0
384,112000.0
576,111250.0
248,111000.0
0,110500.0
440,110500.0
516,110000.0
440,110000.0
240,110000.0
528,110000.0
270,110000.0
352,110000.0
280,110000.0
576,110000.0
888,110000.0
240,110000.0
684,110000.0
400,110000.0
264,110000.0
420,109900.0
408,109900.0
440,109900.0
625,109500.0
240,109500.0
0,109500.0
308,109500.0
352,109008.0
246,109000.0
240,109000.0
400,108959.0
308,108500.0
326,108480.0
240,108000.0
520,108000.0
570,108000.0
0,108000.0
296,108000.0
300,108000.0
281,107900.0
392,107500.0
0,107500.0
432,107500.0
379,107400.0
210,107000.0
672,107000.0
384,107000.0
294,106500.0
327,106500.0
0,106250.0
280,106000.0
360,106000.0
440,106000.0
484,105900.0
528,105500.0
180,105000.0
240,105000.0
338,105000.0
280,105000.0
936,105000.0
392,104900.0
368,104900.0
0,104000.0
300,103600.0
0,103200.0
539,103000.0
384,102776.0
396,102000.0
0,102000.0
180,102000.0
462,101800.0
288,101000.0
273,100000.0
264,100000.0
480,100000.0
0,100000.0
440,100000.0
264,100000.0
288,100000.0
0,100000.0
288,100000.0
0,99900.0
264,99500.0
480,98600.0
420,98300.0
0,98000.0
513,98000.0
240,98000.0
330,97500.0
576,97000.0
308,97000.0
0,97000.0
200,96500.0
0,96500.0
200,95000.0
420,95000.0
432,94750.0
288,94500.0
0,94000.0
400,93500.0
0,93500.0
256,93000.0
576,93000.0
0,93000.0
400,92900.0
0,92000.0
280,91500.0
0,91500.0
273,91300.0
297,91000.0
210,91000.0
160,91000.0
352,90350.0
516,90000.0
560,90000.0
420,90000.0
264,89500.0
0,89500.0
672,89471.0
205,89000.0
0,88000.0
264,88000.0
450,88000.0
286,88000.0
400,87500.0
0,87000.0
360,87000.0
779,87000.0
160,87000.0
286,86000.0
0,86000.0
216,86000.0
0,85500.0
264,85400.0
0,85000.0
336,85000.0
0,85000.0
280,85000.0
308,84900.0
0,84500.0
0,84500.0
0,84500.0
290,84000.0
286,83500.0
366,83000.0
264,83000.0
539,82500.0
544,82500.0
0,82500.0
0,82000.0
294,82000.0
528,82000.0
0,81000.0
0,81000.0
1248,81000.0
0,80500.0
220,80000.0
286,80000.0
0,80000.0
280,80000.0
0,79900.0
528,79900.0
308,79500.0
0,79000.0
352,79000.0
0,79000.0
189,78000.0
0,76500.0
360,76000.0
0,75500.0
286,75000.0
504,73000.0
287,72500.0
240,68500.0
528,68400.0
338,67000.0
0,67000.0
200,66500.0
216,64500.0
360,62383.0
0,61000.0
350,60000.0
0,60000.0
246,60000.0
200,58500.0
504,55993.0
0,55000.0
0,55000.0
0,52500.0
0,52000.0
250,40000.0
0,39300.0
0,37900.0
308,35311.0
0,34900.0
