LotConfig,SalePrice
Inside,203000.0
Inside,202900.0
Inside,202665.0
Inside,202500.0
Corner,202500.0
Inside,202500.0
Inside,201800.0
Inside,201000.0
Inside,201000.0
Inside,201000.0
CulDSac,200624.0
Inside,200500.0
Inside,200500.0
Corner,200141.0
Inside,200100.0
Corner,200000.0
Inside,200000.0
Inside,200000.0
Inside,200000.0
Inside,200000.0
Inside,200000.0
Corner,200000.0
Inside,200000.0
Corner,199900.0
Inside,199900.0
Corner,198900.0
Corner,198500.0
CulDSac,197900.0
Corner,197900.0
CulDSac,197900.0
Inside,197500.0
CulDSac,197500.0
Inside,197000.0
Corner,197000.0
Inside,197000.0
Inside,197000.0
Corner,196500.0
Inside,196500.0
Inside,196000.0
Inside,196000.0
Inside,196000.0
Inside,195400.0
Inside,195000.0
Inside,195000.0
FR2,195000.0
Corner,194700.0
CulDSac,194500.0
Inside,194500.0
Corner,194500.0
Inside,194201.0
Inside,194000.0
Inside,194000.0
FR2,194000.0
Inside,193879.0
Corner,193500.0
Inside,193500.0
Inside,193000.0
Inside,193000.0
Inside,193000.0
Inside,192500.0
Inside,192500.0
Inside,192140.0
Inside,192000.0
Inside,192000.0
Inside,192000.0
Inside,192000.0
Inside,192000.0
CulDSac,191000.0
Inside,191000.0
Inside,191000.0
Inside,191000.0
Inside,190000.0
CulDSac,190000.0
Inside,190000.0
Inside,190000.0
FR2,190000.0
Corner,190000.0
Inside,190000.0
Inside,190000.0
FR2,190000.0
Inside,190000.0
Inside,190000.0
Inside,190000.0
Inside,190000.0
Corner,189950.0
Inside,189000.0
Inside,189000.0
Inside,189000.0
Inside,189000.0
Inside,189000.0
Inside,189000.0
Inside,188700.0
Inside,188500.0
Inside,188000.0
CulDSac,188000.0
Inside,188000.0
Inside,187750.0
Inside,187500.0
Corner,187500.0
Inside,187500.0
CulDSac,187500.0
CulDSac,187500.0
Corner,187500.0
Inside,187100.0
Corner,187000.0
FR2,187000.0
Inside,187000.0
Inside,186700.0
Inside,186500.0
Inside,186500.0
Corner,186000.0
Inside,185900.0
Inside,185850.0
Inside,185750.0
FR2,185500.0
Corner,185000.0
Corner,185000.0
FR2,185000.0
Inside,185000.0
Inside,185000.0
CulDSac,185000.0
Inside,185000.0
Inside,185000.0
Inside,185000.0
Inside,185000.0
Inside,184900.0
Inside,184750.0
Inside,184100.0
Inside,184000.0
CulDSac,184000.0
Inside,184000.0
Inside,184000.0
FR3,183900.0
Inside,183500.0
Inside,183200.0
CulDSac,183000.0
Corner,182900.0
Corner,182000.0
CulDSac,181900.0
FR2,181500.0
Inside,181134.0
CulDSac,181000.0
Corner,181000.0
Inside,181000.0
Inside,181000.0
Inside,181000.0
CulDSac,181000.0
Inside,181000.0
Inside,180500.0
Corner,180500.0
Inside,180500.0
Corner,180500.0
Inside,180000.0
Inside,180000.0
CulDSac,180000.0
Inside,180000.0
Inside,180000.0
Inside,180000.0
Inside,180000.0
Inside,180000.0
Inside,180000.0
CulDSac,180000.0
Corner,179900.0
Inside,179900.0
Corner,179900.0
Inside,179900.0
Corner,179900.0
Inside,179665.0
FR2,179600.0
Inside,179540.0
Inside,179500.0
Inside,179400.0
Inside,179200.0
Inside,179200.0
Inside,179000.0
Inside,179000.0
Inside,179000.0
Inside,178900.0
Inside,178740.0
Corner,178400.0
Inside,178000.0
Inside,178000.0
Inside,178000.0
Corner,178000.0
Inside,178000.0
Inside,178000.0
Inside,178000.0
Inside,177500.0
Inside,177500.0
Inside,177500.0
Corner,177000.0
Inside,177000.0
Inside,177000.0
Corner,177000.0
Inside,177000.0
Corner,176500.0
Inside,176500.0
Inside,176485.0
Inside,176432.0
Corner,176000.0
Corner,176000.0
Inside,176000.0
Inside,176000.0
Inside,176000.0
Inside,176000.0
Inside,176000.0
Inside,176000.0
Inside,175900.0
Inside,175900.0
Inside,175500.0
Inside,175500.0
Inside,175500.0
Inside,175000.0
Corner,175000.0
Inside,175000.0
Inside,175000.0
FR2,175000.0
Inside,175000.0
Corner,175000.0
Corner,175000.0
Inside,175000.0
Inside,174900.0
Inside,174500.0
Inside,174000.0
Inside,174000.0
Inside,174000.0
Inside,174000.0
Inside,174000.0
Inside,174000.0
Inside,174000.0
Inside,173900.0
Inside,173733.0
FR2,173500.0
CulDSac,173000.0
Inside,173000.0
Inside,173000.0
Inside,173000.0
Inside,173000.0
Inside,173000.0
Inside,173000.0
Corner,172785.0
Inside,172500.0
Inside,172500.0
Inside,172500.0
Inside,172500.0
Inside,172500.0
Inside,172400.0
Inside,172000.0
Inside,171900.0
Corner,171750.0
Inside,171500.0
Inside,171000.0
Inside,171000.0
CulDSac,171000.0
Inside,171000.0
Inside,171000.0
Inside,170000.0
Inside,170000.0
Inside,170000.0
Inside,170000.0
Inside,170000.0
Inside,170000.0
Inside,170000.0
Inside,170000.0
Inside,169990.0
Inside,169900.0
Corner,169500.0
Inside,169500.0
Corner,169000.0
Inside,169000.0
Inside,169000.0
Inside,168500.0
Inside,168500.0
Corner,168500.0
Inside,168000.0
Corner,168000.0
Corner,168000.0
Inside,168000.0
Inside,167900.0
Inside,167900.0
Corner,167500.0
Inside,167500.0
Inside,167500.0
Inside,167240.0
Inside,167000.0
Inside,167000.0
Corner,167000.0
Inside,167000.0
Corner,166000.0
Corner,166000.0
Inside,165600.0
Inside,165500.0
Corner,165500.0
Inside,165500.0
Inside,165400.0
Inside,165150.0
Corner,165000.0
Inside,165000.0
Inside,165000.0
Inside,165000.0
FR2,165000.0
Inside,165000.0
Corner,165000.0
FR2,165000.0
Inside,164990.0
Inside,164900.0
Inside,164700.0
Corner,164500.0
Inside,164500.0
FR2,164000.0
Inside,164000.0
Inside,164000.0
Inside,163990.0
Inside,163900.0
Inside,163500.0
Inside,163500.0
Inside,163000.0
Inside,163000.0
Inside,163000.0
Inside,163000.0
Inside,162900.0
Inside,162900.0
CulDSac,162500.0
Corner,162000.0
Inside,162000.0
FR2,162000.0
CulDSac,162000.0
FR2,161750.0
Inside,161500.0
Inside,161500.0
Inside,161000.0
Inside,161000.0
Inside,160200.0
Inside,160000.0
Corner,160000.0
Corner,160000.0
Inside,160000.0
Inside,160000.0
FR2,160000.0
Inside,160000.0
Inside,160000.0
Inside,160000.0
Corner,160000.0
Inside,160000.0
Inside,160000.0
Inside,159950.0
Inside,159895.0
Inside,159500.0
Corner,159500.0
Corner,159500.0
Inside,159434.0
Inside,159000.0
Inside,159000.0
Inside,159000.0
Corner,159000.0
CulDSac,158900.0
Inside,158500.0
Inside,158000.0
Inside,158000.0
Corner,158000.0
Inside,158000.0
Corner,158000.0
Corner,158000.0
Inside,157900.0
CulDSac,157900.0
Inside,157500.0
Inside,157500.0
Corner,157000.0
Corner,157000.0
Inside,157000.0
Inside,157000.0
Inside,157000.0
Corner,157000.0
Inside,156932.0
Inside,156500.0
CulDSac,156000.0
CulDSac,156000.0
Inside,156000.0
Inside,156000.0
Inside,155900.0
Corner,155835.0
Corner,155000.0
Inside,155000.0
Inside,155000.0
Inside,155000.0
Corner,155000.0
Inside,155000.0
Inside,155000.0
Inside,155000.0
Inside,155000.0
FR2,155000.0
Corner,155000.0
Corner,155000.0
Inside,155000.0
Inside,155000.0
FR2,154900.0
Inside,154500.0
Corner,154300.0
Inside,154000.0
Inside,154000.0
CulDSac,154000.0
Inside,154000.0
Inside,154000.0
Inside,153900.0
Inside,153900.0
Inside,153575.0
FR2,153500.0
Inside,153500.0
Inside,153500.0
Inside,153337.0
Inside,153000.0
Inside,153000.0
Inside,153000.0
Corner,152000.0
Inside,152000.0
Corner,152000.0
Inside,152000.0
Inside,152000.0
Corner,152000.0
CulDSac,151500.0
Inside,151400.0
Corner,151000.0
Inside,151000.0
Inside,151000.0
Inside,151000.0
FR2,151000.0
Inside,150900.0
Corner,150750.0
Inside,150500.0
Inside,150000.0
Corner,150000.0
Corner,150000.0
Inside,150000.0
Corner,149900.0
Inside,149900.0
Inside,149900.0
CulDSac,149900.0
Inside,149700.0
Inside,149500.0
Inside,149500.0
CulDSac,149350.0
Inside,149300.0
CulDSac,149000.0
Inside,149000.0
Inside,149000.0
Inside,149000.0
FR2,148800.0
FR2,148500.0
Inside,148500.0
Inside,148500.0
Inside,148000.0
Corner,148000.0
CulDSac,148000.0
Inside,148000.0
FR2,148000.0
Inside,148000.0
Inside,148000.0
Inside,147500.0
Inside,147400.0
Inside,147000.0
Inside,147000.0
Inside,147000.0
Inside,147000.0
Inside,147000.0
Inside,147000.0
Corner,147000.0
Inside,147000.0
Inside,147000.0
Corner,146800.0
Inside,146500.0
Corner,146000.0
Corner,146000.0
Inside,146000.0
Inside,145900.0
Inside,145500.0
Inside,145250.0
Corner,145000.0
Inside,145000.0
Inside,145000.0
Inside,145000.0
Inside,145000.0
Inside,145000.0
Corner,145000.0
Inside,145000.0
Inside,145000.0
Inside,145000.0
Inside,145000.0
CulDSac,145000.0
Inside,145000.0
Inside,145000.0
Inside,144900.0
Inside,144500.0
Inside,144500.0
Inside,144152.0
Inside,144000.0
CulDSac,144000.0
Inside,144000.0
Inside,144000.0
Inside,144000.0
Inside,144000.0
Corner,144000.0
Inside,144000.0
Inside,144000.0
Inside,144000.0
CulDSac,143900.0
Inside,143750.0
Inside,143500.0
CulDSac,143500.0
Corner,143250.0
Inside,143000.0
Corner,143000.0
Inside,143000.0
Inside,143000.0
Inside,143000.0
Inside,143000.0
Inside,143000.0
Inside,143000.0
Inside,143000.0
Inside,143000.0
Inside,142953.0
Inside,142600.0
CulDSac,142500.0
Inside,142500.0
Inside,142500.0
Inside,142125.0
Inside,142000.0
Inside,142000.0
Inside,142000.0
Inside,142000.0
Corner,141500.0
Inside,141000.0
Inside,141000.0
Inside,141000.0
Corner,141000.0
Inside,141000.0
Inside,141000.0
Inside,141000.0
Corner,141000.0
Inside,140200.0
Corner,140000.0
Inside,140000.0
Corner,140000.0
Inside,140000.0
Inside,140000.0
Corner,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,140000.0
Inside,139950.0
Inside,139900.0
CulDSac,139600.0
Inside,139500.0
Inside,139400.0
Corner,139400.0
Inside,139000.0
Inside,139000.0
Inside,139000.0
Inside,139000.0
Inside,139000.0
FR2,139000.0
Inside,139000.0
Corner,139000.0
Corner,139000.0
Corner,139000.0
Corner,139000.0
Inside,138887.0
Corner,138800.0
Inside,138500.0
Inside,138500.0
Inside,138000.0
Inside,138000.0
Inside,138000.0
Inside,137900.0
Inside,137500.0
Inside,137500.0
Inside,137500.0
CulDSac,137500.0
Inside,137500.0
Inside,137500.0
Inside,137450.0
Inside,137000.0
Inside,137000.0
Corner,137000.0
CulDSac,137000.0
Corner,137000.0
Corner,136905.0
Inside,136900.0
Inside,136500.0
CulDSac,136500.0
Inside,136500.0
Inside,136500.0
Inside,136500.0
Corner,136000.0
Inside,136000.0
FR2,136000.0
Corner,135960.0
Inside,135900.0
Inside,135750.0
Inside,135500.0
Inside,135500.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
Inside,135000.0
CulDSac,134900.0
Inside,134900.0
Corner,134800.0
Inside,134500.0
Inside,134500.0
Inside,134450.0
Inside,134432.0
Inside,134000.0
Corner,134000.0
Inside,134000.0
Corner,133900.0
Inside,133900.0
Inside,133700.0
CulDSac,133500.0
Inside,133000.0
Inside,133000.0
Inside,133000.0
Inside,133000.0
Corner,133000.0
Corner,133000.0
Corner,132500.0
Corner,132500.0
Inside,132500.0
Inside,132500.0
Inside,132500.0
Inside,132500.0
Inside,132250.0
Corner,132000.0
Inside,132000.0
Inside,132000.0
Inside,132000.0
Inside,132000.0
Inside,132000.0
Inside,131500.0
Inside,131500.0
Inside,131500.0
Corner,131400.0
Inside,131000.0
Inside,131000.0
Inside,131000.0
CulDSac,130500.0
Inside,130500.0
Inside,130500.0
CulDSac,130250.0
Inside,130000.0
Inside,130000.0
Inside,130000.0
Corner,130000.0
Inside,130000.0
Inside,130000.0
Inside,130000.0
FR2,130000.0
Inside,130000.0
Inside,130000.0
Inside,130000.0
Inside,129900.0
Inside,129900.0
Corner,129900.0
Corner,129900.0
Inside,129500.0
Corner,129500.0
Inside,129500.0
Inside,129500.0
Inside,129000.0
Inside,129000.0
Inside,129000.0
Corner,129000.0
Inside,129000.0
Inside,129000.0
Inside,129000.0
Inside,129000.0
Inside,128950.0
Inside,128900.0
Inside,128500.0
Inside,128500.0
Inside,128500.0
Corner,128500.0
Corner,128200.0
Inside,128000.0
FR3,128000.0
Corner,128000.0
Inside,128000.0
Inside,128000.0
Inside,128000.0
Inside,128000.0
Inside,127500.0
Corner,127500.0
Inside,127500.0
CulDSac,127500.0
Inside,127500.0
Inside,127500.0
Inside,127000.0
Inside,127000.0
Inside,127000.0
Inside,127000.0
Inside,127000.0
Corner,127000.0
Inside,127000.0
Inside,127000.0
Inside,127000.0
Inside,126500.0
Inside,126175.0
Inside,126000.0
Inside,126000.0
Inside,126000.0
Inside,125500.0
Corner,125500.0
Inside,125500.0
Inside,125500.0
Inside,125000.0
Corner,125000.0
FR2,125000.0
Inside,125000.0
Inside,125000.0
Inside,125000.0
Inside,125000.0
Inside,125000.0
Inside,125000.0
Inside,125000.0
Inside,124900.0
Corner,124900.0
Corner,124500.0
Inside,124500.0
Corner,124500.0
Inside,124500.0
Inside,124000.0
Corner,124000.0
Inside,124000.0
Inside,124000.0
Inside,124000.0
Inside,124000.0
Inside,123600.0
Inside,123500.0
Inside,123000.0
Inside,123000.0
Inside,123000.0
Inside,123000.0
Corner,122900.0
Inside,122500.0
Inside,122500.0
Corner,122000.0
Inside,122000.0
Inside,122000.0
Inside,122000.0
Inside,121600.0
Inside,121500.0
Inside,121000.0
Inside,120500.0
Inside,120500.0
Corner,120500.0
FR2,120500.0
Inside,120000.0
Corner,120000.0
Inside,120000.0
Inside,120000.0
Inside,120000.0
Inside,120000.0
Corner,120000.0
Inside,119900.0
Corner,119900.0
Inside,119750.0
Inside,119500.0
Inside,119500.0
CulDSac,119500.0
Inside,119500.0
Inside,119200.0
Inside,119000.0
Inside,119000.0
Inside,119000.0
Inside,119000.0
Inside,119000.0
Inside,119000.0
Corner,119000.0
Inside,118964.0
Inside,118858.0
Inside,118500.0
Inside,118500.0
Inside,118500.0
Inside,118500.0
Inside,118400.0
Corner,118000.0
Inside,118000.0
Inside,118000.0
Inside,118000.0
Inside,118000.0
Inside,118000.0
Inside,117500.0
Inside,117500.0
Corner,117000.0
Inside,117000.0
Corner,117000.0
Inside,117000.0
Inside,116900.0
Inside,116500.0
Inside,116050.0
Inside,116000.0
Inside,116000.0
Corner,116000.0
Inside,115000.0
Corner,115000.0
FR2,115000.0
Inside,115000.0
Inside,115000.0
Inside,115000.0
Inside,115000.0
Inside,115000.0
Inside,115000.0
Inside,115000.0
Inside,115000.0
Inside,115000.0
Inside,114504.0
Inside,114500.0
Inside,114500.0
Inside,113000.0
Inside,113000.0
Inside,113000.0
Inside,113000.0
Inside,113000.0
Inside,113000.0
Inside,112500.0
Corner,112500.0
Corner,112000.0
Inside,112000.0
Corner,112000.0
Inside,112000.0
Inside,112000.0
Corner,112000.0
Inside,112000.0
FR2,111250.0
Inside,111000.0
Inside,110500.0
Inside,110500.0
Corner,110000.0
Corner,110000.0
Inside,110000.0
Corner,110000.0
Inside,110000.0
Corner,110000.0
Inside,110000.0
Corner,110000.0
Corner,110000.0
Inside,110000.0
Inside,110000.0
Inside,110000.0
Corner,110000.0
Inside,109900.0
Inside,109900.0
Inside,109900.0
Inside,109500.0
Inside,109500.0
Inside,109500.0
Inside,109500.0
Inside,109008.0
Inside,109000.0
Inside,109000.0
Inside,108959.0
Inside,108500.0
Corner,108480.0
Inside,108000.0
Inside,108000.0
Inside,108000.0
Inside,108000.0
Inside,108000.0
Corner,108000.0
Corner,107900.0
Inside,107500.0
Inside,107500.0
Corner,107500.0
Corner,107400.0
Inside,107000.0
Inside,107000.0
Inside,107000.0
Inside,106500.0
Inside,106500.0
Inside,106250.0
Inside,106000.0
Corner,106000.0
Inside,106000.0
Inside,105900.0
Corner,105500.0
Corner,105000.0
Inside,105000.0
Corner,105000.0
Inside,105000.0
Corner,105000.0
Inside,104900.0
FR2,104900.0
Corner,104000.0
Inside,103600.0
Inside,103200.0
Inside,103000.0
Inside,102776.0
Inside,102000.0
Inside,102000.0
Corner,102000.0
FR2,101800.0
Inside,101000.0
Inside,100000.0
Inside,100000.0
Inside,100000.0
Corner,100000.0
FR2,100000.0
Inside,100000.0
Inside,100000.0
Inside,100000.0
Inside,100000.0
Corner,99900.0
Inside,99500.0
Inside,98600.0
Inside,98300.0
Inside,98000.0
Inside,98000.0
Inside,98000.0
Inside,97500.0
FR2,97000.0
Inside,97000.0
Inside,97000.0
Inside,96500.0
Corner,96500.0
Inside,95000.0
Corner,95000.0
Inside,94750.0
Inside,94500.0
Inside,94000.0
Inside,93500.0
Inside,93500.0
Inside,93000.0
Inside,93000.0
Corner,93000.0
Corner,92900.0
Inside,92000.0
Inside,91500.0
Inside,91500.0
Inside,91300.0
Inside,91000.0
Inside,91000.0
Inside,91000.0
Inside,90350.0
Inside,90000.0
Inside,90000.0
Inside,90000.0
Inside,89500.0
Inside,89500.0
Inside,89471.0
Inside,89000.0
Corner,88000.0
Inside,88000.0
Inside,88000.0
Inside,88000.0
Inside,87500.0
Inside,87000.0
Inside,87000.0
Inside,87000.0
Inside,87000.0
Inside,86000.0
Inside,86000.0
Corner,86000.0
Inside,85500.0
Inside,85400.0
Corner,85000.0
Inside,85000.0
Inside,85000.0
Inside,85000.0
Inside,84900.0
Inside,84500.0
Inside,84500.0
Inside,84500.0
CulDSac,84000.0
Inside,83500.0
Corner,83000.0
Inside,83000.0
Inside,82500.0
Inside,82500.0
Inside,82500.0
Inside,82000.0
Inside,82000.0
Corner,82000.0
FR2,81000.0
Inside,81000.0
Inside,81000.0
Inside,80500.0
Corner,80000.0
Inside,80000.0
Inside,80000.0
Inside,80000.0
Inside,79900.0
Inside,79900.0
Inside,79500.0
Corner,79000.0
Corner,79000.0
Inside,79000.0
Corner,78000.0
Inside,76500.0
Corner,76000.0
Inside,75500.0
Inside,75000.0
Inside,73000.0
Corner,72500.0
Inside,68500.0
Inside,68400.0
Corner,67000.0
Inside,67000.0
Inside,66500.0
Inside,64500.0
Inside,62383.0
Inside,61000.0
Inside,60000.0
Inside,60000.0
Inside,60000.0
Inside,58500.0
Inside,55993.0
Inside,55000.0
Inside,55000.0
Corner,52500.0
Inside,52000.0
Inside,40000.0
Inside,39300.0
Inside,37900.0
Inside,35311.0
Inside,34900.0
