2ndFlrSF,SalePrice
0,215000.0
846,215000.0
0,215000.0
1112,215000.0
0,215000.0
857,215000.0
1070,214900.0
689,214500.0
0,214000.0
0,214000.0
0,214000.0
1038,214000.0
1039,214000.0
858,213500.0
0,213500.0
0,213490.0
0,213250.0
0,213000.0
769,213000.0
0,213000.0
0,212900.0
834,212000.0
0,212000.0
902,212000.0
896,211000.0
914,211000.0
0,210000.0
975,210000.0
804,210000.0
720,210000.0
0,210000.0
0,209500.0
0,208900.0
0,208900.0
854,208500.0
0,208300.0
0,207500.0
864,207500.0
0,207500.0
900,207500.0
0,207500.0
0,207000.0
795,207000.0
1020,206900.0
0,206300.0
0,206000.0
843,205950.0
0,205000.0
888,205000.0
596,205000.0
0,205000.0
800,205000.0
866,205000.0
0,204900.0
881,204750.0
0,204000.0
868,204000.0
0,203000.0
0,203000.0
915,202900.0
0,202665.0
0,202500.0
0,202500.0
0,202500.0
918,201800.0
0,201000.0
785,201000.0
0,201000.0
0,200624.0
878,200500.0
971,200500.0
0,200141.0
901,200100.0
983,200000.0
720,200000.0
1257,200000.0
1440,200000.0
1072,200000.0
0,200000.0
941,200000.0
1296,200000.0
930,199900.0
0,199900.0
0,198900.0
1427,198500.0
793,197900.0
913,197900.0
0,197900.0
0,197500.0
780,197500.0
798,197000.0
998,197000.0
0,197000.0
685,197000.0
860,196500.0
734,196500.0
0,196000.0
0,196000.0
0,196000.0
0,195400.0
912,195000.0
829,195000.0
1101,195000.0
0,194700.0
730,194500.0
0,194500.0
809,194500.0
0,194201.0
0,194000.0
0,194000.0
0,194000.0
0,193879.0
960,193500.0
0,193500.0
0,193000.0
908,193000.0
729,193000.0
0,192500.0
840,192500.0
1104,192140.0
0,192000.0
866,192000.0
695,192000.0
0,192000.0
0,192000.0
0,191000.0
807,191000.0
0,191000.0
748,191000.0
0,190000.0
896,190000.0
0,190000.0
0,190000.0
784,190000.0
0,190000.0
808,190000.0
864,190000.0
0,190000.0
1259,190000.0
0,190000.0
0,190000.0
862,190000.0
514,189950.0
0,189000.0
728,189000.0
0,189000.0
776,189000.0
790,189000.0
1611,189000.0
811,188700.0
716,188500.0
0,188000.0
844,188000.0
885,188000.0
0,187750.0
0,187500.0
0,187500.0
1111,187500.0
530,187500.0
0,187500.0
807,187500.0
0,187100.0
878,187000.0
761,187000.0
831,187000.0
0,186700.0
797,186500.0
830,186500.0
0,186000.0
812,185900.0
0,185850.0
0,185750.0
0,185500.0
833,185000.0
790,185000.0
709,185000.0
0,185000.0
511,185000.0
966,185000.0
0,185000.0
0,185000.0
933,185000.0
0,185000.0
0,184900.0
1538,184750.0
640,184100.0
0,184000.0
754,184000.0
687,184000.0
702,184000.0
739,183900.0
880,183500.0
702,183200.0
842,183000.0
0,182900.0
0,182000.0
0,181900.0
0,181500.0
0,181134.0
0,181000.0
678,181000.0
0,181000.0
0,181000.0
742,181000.0
783,181000.0
0,181000.0
0,180500.0
0,180500.0
764,180500.0
0,180500.0
0,180000.0
656,180000.0
0,180000.0
0,180000.0
828,180000.0
0,180000.0
702,180000.0
0,180000.0
0,180000.0
0,180000.0
0,179900.0
741,179900.0
0,179900.0
0,179900.0
708,179900.0
832,179665.0
0,179600.0
728,179540.0
720,179500.0
744,179400.0
0,179200.0
0,179200.0
793,179000.0
0,179000.0
0,179000.0
701,178900.0
0,178740.0
0,178400.0
755,178000.0
809,178000.0
707,178000.0
785,178000.0
772,178000.0
0,178000.0
728,178000.0
0,177500.0
741,177500.0
804,177500.0
676,177000.0
756,177000.0
840,177000.0
0,177000.0
741,177000.0
0,176500.0
677,176500.0
0,176485.0
0,176432.0
729,176000.0
0,176000.0
0,176000.0
0,176000.0
0,176000.0
880,176000.0
0,176000.0
728,176000.0
793,175900.0
0,175900.0
0,175500.0
0,175500.0
862,175500.0
702,175000.0
0,175000.0
0,175000.0
0,175000.0
717,175000.0
0,175000.0
787,175000.0
0,175000.0
694,175000.0
0,174900.0
704,174500.0
876,174000.0
0,174000.0
779,174000.0
742,174000.0
0,174000.0
677,174000.0
0,174000.0
750,173900.0
612,173733.0
738,173500.0
0,173000.0
842,173000.0
0,173000.0
0,173000.0
862,173000.0
832,173000.0
712,173000.0
728,172785.0
756,172500.0
668,172500.0
0,172500.0
729,172500.0
765,172500.0
711,172400.0
800,172000.0
625,171900.0
0,171750.0
0,171500.0
0,171000.0
676,171000.0
0,171000.0
0,171000.0
858,171000.0
0,170000.0
0,170000.0
656,170000.0
0,170000.0
370,170000.0
0,170000.0
0,170000.0
698,170000.0
0,169990.0
0,169900.0
592,169500.0
936,169500.0
720,169000.0
684,169000.0
748,169000.0
670,168500.0
756,168500.0
0,168500.0
766,168000.0
0,168000.0
826,168000.0
0,168000.0
813,167900.0
0,167900.0
883,167500.0
0,167500.0
640,167500.0
0,167240.0
0,167000.0
0,167000.0
0,167000.0
0,167000.0
475,166000.0
0,166000.0
804,165600.0
0,165500.0
0,165500.0
0,165500.0
896,165400.0
778,165150.0
0,165000.0
0,165000.0
0,165000.0
0,165000.0
709,165000.0
602,165000.0
850,165000.0
0,165000.0
0,164990.0
0,164900.0
625,164700.0
612,164500.0
0,164500.0
0,164000.0
728,164000.0
672,164000.0
728,163990.0
670,163900.0
0,163500.0
0,163500.0
0,163000.0
888,163000.0
0,163000.0
691,163000.0
445,162900.0
832,162900.0
0,162500.0
0,162000.0
660,162000.0
0,162000.0
660,162000.0
703,161750.0
0,161500.0
684,161500.0
833,161000.0
689,161000.0
0,160200.0
0,160000.0
648,160000.0
0,160000.0
767,160000.0
332,160000.0
670,160000.0
980,160000.0
0,160000.0
628,160000.0
950,160000.0
0,160000.0
0,160000.0
0,159950.0
0,159895.0
978,159500.0
728,159500.0
0,159500.0
672,159434.0
0,159000.0
649,159000.0
0,159000.0
660,159000.0
714,158900.0
0,158500.0
0,158000.0
0,158000.0
741,158000.0
0,158000.0
0,158000.0
689,158000.0
0,157900.0
0,157900.0
0,157500.0
581,157500.0
0,157000.0
0,157000.0
0,157000.0
0,157000.0
0,157000.0
764,157000.0
796,156932.0
0,156500.0
0,156000.0
0,156000.0
0,156000.0
0,156000.0
0,155900.0
728,155835.0
0,155000.0
688,155000.0
0,155000.0
560,155000.0
910,155000.0
0,155000.0
0,155000.0
788,155000.0
0,155000.0
720,155000.0
744,155000.0
0,155000.0
0,155000.0
0,155000.0
523,154900.0
0,154500.0
1169,154300.0
0,154000.0
862,154000.0
0,154000.0
727,154000.0
0,154000.0
0,153900.0
540,153900.0
698,153575.0
0,153500.0
0,153500.0
0,153500.0
0,153337.0
0,153000.0
0,153000.0
0,153000.0
467,152000.0
648,152000.0
0,152000.0
840,152000.0
0,152000.0
0,152000.0
0,151500.0
1230,151400.0
0,151000.0
840,151000.0
600,151000.0
600,151000.0
0,151000.0
0,150900.0
0,150750.0
0,150500.0
0,150000.0
0,150000.0
0,150000.0
0,150000.0
0,149900.0
0,149900.0
0,149900.0
0,149900.0
0,149700.0
728,149500.0
0,149500.0
0,149350.0
0,149300.0
0,149000.0
0,149000.0
651,149000.0
534,149000.0
551,148800.0
601,148500.0
586,148500.0
0,148500.0
0,148000.0
0,148000.0
0,148000.0
0,148000.0
0,148000.0
0,148000.0
0,148000.0
0,147500.0
623,147400.0
672,147000.0
0,147000.0
467,147000.0
0,147000.0
0,147000.0
0,147000.0
0,147000.0
0,147000.0
0,147000.0
0,146800.0
756,146500.0
689,146000.0
0,146000.0
601,146000.0
928,145900.0
0,145500.0
0,145250.0
0,145000.0
0,145000.0
0,145000.0
517,145000.0
0,145000.0
600,145000.0
0,145000.0
1001,145000.0
979,145000.0
0,145000.0
0,145000.0
0,145000.0
0,145000.0
0,145000.0
0,144900.0
0,144500.0
0,144500.0
600,144152.0
0,144000.0
0,144000.0
0,144000.0
0,144000.0
0,144000.0
0,144000.0
875,144000.0
650,144000.0
0,144000.0
0,144000.0
0,143900.0
0,143750.0
0,143500.0
0,143500.0
0,143250.0
566,143000.0
0,143000.0
0,143000.0
0,143000.0
0,143000.0
0,143000.0
0,143000.0
650,143000.0
678,143000.0
0,143000.0
1120,142953.0
0,142600.0
0,142500.0
0,142500.0
0,142500.0
0,142125.0
0,142000.0
0,142000.0
0,142000.0
0,142000.0
472,141500.0
0,141000.0
0,141000.0
0,141000.0
0,141000.0
0,141000.0
595,141000.0
0,141000.0
0,141000.0
605,140200.0
756,140000.0
808,140000.0
0,140000.0
0,140000.0
403,140000.0
0,140000.0
0,140000.0
0,140000.0
0,140000.0
0,140000.0
780,140000.0
672,140000.0
813,140000.0
0,140000.0
580,140000.0
0,140000.0
0,140000.0
0,140000.0
556,140000.0
510,140000.0
0,139950.0
0,139900.0
0,139600.0
545,139500.0
0,139400.0
0,139400.0
0,139000.0
0,139000.0
0,139000.0
0,139000.0
0,139000.0
533,139000.0
686,139000.0
0,139000.0
0,139000.0
589,139000.0
912,139000.0
892,138887.0
0,138800.0
0,138500.0
0,138500.0
0,138000.0
0,138000.0
768,138000.0
0,137900.0
0,137500.0
0,137500.0
0,137500.0
0,137500.0
739,137500.0
574,137500.0
448,137450.0
1020,137000.0
0,137000.0
0,137000.0
0,137000.0
992,137000.0
0,136905.0
639,136900.0
0,136500.0
0,136500.0
0,136500.0
304,136500.0
0,136500.0
0,136000.0
862,136000.0
896,136000.0
0,135960.0
780,135900.0
0,135750.0
0,135500.0
521,135500.0
704,135000.0
682,135000.0
0,135000.0
1040,135000.0
713,135000.0
473,135000.0
0,135000.0
0,135000.0
0,135000.0
0,135000.0
472,135000.0
551,135000.0
0,135000.0
0,135000.0
0,135000.0
653,135000.0
0,135000.0
0,134900.0
390,134900.0
0,134800.0
0,134500.0
0,134500.0
0,134450.0
468,134432.0
0,134000.0
0,134000.0
0,134000.0
1031,133900.0
0,133900.0
0,133700.0
0,133500.0
620,133000.0
0,133000.0
584,133000.0
0,133000.0
0,133000.0
0,133000.0
0,132500.0
0,132500.0
0,132500.0
0,132500.0
587,132500.0
0,132500.0
0,132250.0
0,132000.0
0,132000.0
0,132000.0
0,132000.0
664,132000.0
0,132000.0
745,131500.0
0,131500.0
0,131500.0
0,131400.0
568,131000.0
0,131000.0
349,131000.0
754,130500.0
432,130500.0
0,130500.0
0,130250.0
0,130000.0
739,130000.0
739,130000.0
0,130000.0
0,130000.0
0,130000.0
0,130000.0
0,130000.0
940,130000.0
0,130000.0
732,130000.0
752,129900.0
0,129900.0
0,129900.0
0,129900.0
0,129500.0
0,129500.0
0,129500.0
924,129500.0
0,129000.0
915,129000.0
0,129000.0
0,129000.0
0,129000.0
0,129000.0
0,129000.0
0,129000.0
0,128950.0
0,128900.0
0,128500.0
0,128500.0
0,128500.0
0,128500.0
0,128200.0
0,128000.0
611,128000.0
806,128000.0
742,128000.0
0,128000.0
0,128000.0
567,128000.0
547,127500.0
0,127500.0
0,127500.0
0,127500.0
408,127500.0
0,127500.0
0,127000.0
213,127000.0
316,127000.0
0,127000.0
665,127000.0
0,127000.0
582,127000.0
0,127000.0
550,127000.0
0,126500.0
0,126175.0
378,126000.0
432,126000.0
0,126000.0
0,125500.0
557,125500.0
358,125500.0
622,125500.0
0,125000.0
0,125000.0
0,125000.0
0,125000.0
0,125000.0
0,125000.0
0,125000.0
630,125000.0
0,125000.0
600,125000.0
0,124900.0
561,124900.0
0,124500.0
1000,124500.0
0,124500.0
0,124500.0
0,124000.0
661,124000.0
668,124000.0
0,124000.0
0,124000.0
0,124000.0
0,123600.0
0,123500.0
0,123000.0
0,123000.0
0,123000.0
0,123000.0
252,122900.0
600,122500.0
1044,122500.0
0,122000.0
0,122000.0
925,122000.0
1215,122000.0
456,121600.0
0,121500.0
0,121000.0
0,120500.0
0,120500.0
0,120500.0
0,120500.0
0,120000.0
591,120000.0
504,120000.0
0,120000.0
0,120000.0
0,120000.0
208,120000.0
325,119900.0
0,119900.0
0,119750.0
596,119500.0
0,119500.0
0,119500.0
672,119500.0
0,119200.0
0,119000.0
406,119000.0
0,119000.0
220,119000.0
0,119000.0
0,119000.0
0,119000.0
0,118964.0
0,118858.0
384,118500.0
0,118500.0
0,118500.0
795,118500.0
0,118400.0
0,118000.0
504,118000.0
0,118000.0
0,118000.0
546,118000.0
0,118000.0
0,117500.0
1032,117500.0
634,117000.0
0,117000.0
464,117000.0
620,117000.0
539,116900.0
0,116500.0
0,116050.0
384,116000.0
564,116000.0
0,116000.0
0,115000.0
520,115000.0
0,115000.0
448,115000.0
0,115000.0
0,115000.0
688,115000.0
0,115000.0
0,115000.0
406,115000.0
0,115000.0
0,115000.0
684,114504.0
0,114500.0
0,114500.0
716,113000.0
689,113000.0
0,113000.0
546,113000.0
0,113000.0
0,113000.0
0,112500.0
0,112500.0
445,112000.0
672,112000.0
0,112000.0
584,112000.0
0,112000.0
0,112000.0
550,112000.0
0,111250.0
0,111000.0
0,110500.0
0,110500.0
0,110000.0
548,110000.0
564,110000.0
512,110000.0
0,110000.0
224,110000.0
0,110000.0
0,110000.0
0,110000.0
0,110000.0
0,110000.0
0,110000.0
0,110000.0
0,109900.0
0,109900.0
0,109900.0
0,109500.0
0,109500.0
0,109500.0
0,109500.0
0,109008.0
0,109000.0
299,109000.0
0,108959.0
0,108500.0
0,108480.0
0,108000.0
0,108000.0
439,108000.0
0,108000.0
755,108000.0
0,108000.0
0,107900.0
0,107500.0
527,107500.0
994,107500.0
765,107400.0
518,107000.0
0,107000.0
0,107000.0
0,106500.0
0,106500.0
600,106250.0
504,106000.0
1063,106000.0
672,106000.0
0,105900.0
0,105500.0
0,105000.0
408,105000.0
534,105000.0
560,105000.0
520,105000.0
272,104900.0
457,104900.0
929,104000.0
672,103600.0
0,103200.0
0,103000.0
319,102776.0
0,102000.0
0,102000.0
0,102000.0
0,101800.0
530,101000.0
0,100000.0
351,100000.0
0,100000.0
0,100000.0
0,100000.0
504,100000.0
0,100000.0
0,100000.0
0,100000.0
0,99900.0
0,99500.0
0,98600.0
0,98300.0
0,98000.0
720,98000.0
441,98000.0
546,97500.0
0,97000.0
0,97000.0
546,97000.0
0,96500.0
348,96500.0
495,95000.0
685,95000.0
0,94750.0
504,94500.0
240,94000.0
0,93500.0
0,93500.0
576,93000.0
0,93000.0
0,93000.0
0,92900.0
0,92000.0
454,91500.0
546,91500.0
0,91300.0
462,91000.0
0,91000.0
0,91000.0
0,90350.0
0,90000.0
915,90000.0
0,90000.0
504,89500.0
371,89500.0
0,89471.0
0,89000.0
0,88000.0
567,88000.0
0,88000.0
546,88000.0
0,87500.0
0,87000.0
0,87000.0
679,87000.0
336,87000.0
0,86000.0
0,86000.0
0,86000.0
0,85500.0
504,85400.0
0,85000.0
576,85000.0
0,85000.0
0,85000.0
0,84900.0
0,84500.0
0,84500.0
0,84500.0
0,84000.0
546,83500.0
0,83000.0
504,83000.0
0,82500.0
0,82500.0
0,82500.0
0,82000.0
0,82000.0
0,82000.0
526,81000.0
0,81000.0
0,81000.0
240,80500.0
0,80000.0
0,80000.0
0,80000.0
252,80000.0
110,79900.0
0,79900.0
0,79500.0
524,79000.0
551,79000.0
0,79000.0
596,78000.0
0,76500.0
0,76000.0
0,75500.0
546,75000.0
0,73000.0
0,72500.0
0,68500.0
430,68400.0
0,67000.0
0,67000.0
455,66500.0
0,64500.0
0,62383.0
0,61000.0
0,60000.0
0,60000.0
0,60000.0
0,58500.0
0,55993.0
720,55000.0
0,55000.0
0,52500.0
0,52000.0
668,40000.0
0,39300.0
368,37900.0
0,35311.0
0,34900.0
