BsmtFinType1,SalePrice
Unf,189000.0
LwQ,188700.0
GLQ,188500.0
ALQ,188000.0
Unf,188000.0
GLQ,188000.0
Unf,187750.0
GLQ,187500.0
GLQ,187500.0
LwQ,187500.0
LwQ,187500.0
GLQ,187500.0
ALQ,187500.0
Unf,187100.0
GLQ,187000.0
Unf,187000.0
BLQ,187000.0
Rec,186700.0
Unf,186500.0
Unf,186500.0
GLQ,186000.0
GLQ,185900.0
GLQ,185850.0
Unf,185750.0
GLQ,185500.0
Unf,185000.0
ALQ,185000.0
GLQ,185000.0
GLQ,185000.0
Unf,185000.0
LwQ,185000.0
GLQ,185000.0
Unf,185000.0
ALQ,185000.0
GLQ,185000.0
GLQ,184900.0
GLQ,184750.0
GLQ,184100.0
ALQ,184000.0
ALQ,184000.0
Rec,184000.0
GLQ,184000.0
GLQ,183900.0
Unf,183500.0
GLQ,183200.0
Unf,183000.0
BLQ,182900.0
Unf,182000.0
BLQ,181900.0
ALQ,181500.0
GLQ,181134.0
Unf,181000.0
Unf,181000.0
ALQ,181000.0
GLQ,181000.0
Unf,181000.0
Unf,181000.0
GLQ,181000.0
BLQ,180500.0
Unf,180500.0
Unf,180500.0
GLQ,180500.0
GLQ,180000.0
GLQ,180000.0
ALQ,180000.0
Rec,180000.0
Unf,180000.0
GLQ,180000.0
Unf,180000.0
ALQ,180000.0
GLQ,180000.0
ALQ,180000.0
Unf,179900.0
ALQ,179900.0
GLQ,179900.0
ALQ,179900.0
ALQ,179900.0
GLQ,179665.0
Unf,179600.0
Unf,179540.0
LwQ,179500.0
ALQ,179400.0
GLQ,179200.0
GLQ,179200.0
Unf,179000.0
GLQ,179000.0
Unf,179000.0
Unf,178900.0
Unf,178740.0
ALQ,178400.0
Unf,178000.0
LwQ,178000.0
Unf,178000.0
Unf,178000.0
Unf,178000.0
Unf,178000.0
Unf,178000.0
ALQ,177500.0
BLQ,177500.0
GLQ,177500.0
GLQ,177000.0
GLQ,177000.0
Unf,177000.0
ALQ,177000.0
Unf,177000.0
ALQ,176500.0
Unf,176500.0
Unf,176485.0
GLQ,176432.0
GLQ,176000.0
Rec,176000.0
Unf,176000.0
GLQ,176000.0
Unf,176000.0
BLQ,176000.0
GLQ,176000.0
Unf,176000.0
ALQ,175900.0
ALQ,175900.0
GLQ,175500.0
ALQ,175500.0
Unf,175500.0
ALQ,175000.0
GLQ,175000.0
ALQ,175000.0
GLQ,175000.0
GLQ,175000.0
ALQ,175000.0
ALQ,175000.0
ALQ,175000.0
Unf,175000.0
Rec,174900.0
Rec,174500.0
Unf,174000.0
Unf,174000.0
Unf,174000.0
Unf,174000.0
Unf,174000.0
Unf,174000.0
Unf,174000.0
Unf,173900.0
GLQ,173733.0
GLQ,173500.0
GLQ,173000.0
Unf,173000.0
GLQ,173000.0
GLQ,173000.0
GLQ,173000.0
GLQ,173000.0
GLQ,173000.0
Unf,172785.0
GLQ,172500.0
ALQ,172500.0
Unf,172500.0
GLQ,172500.0
LwQ,172500.0
Unf,172400.0
ALQ,172000.0
Unf,171900.0
Unf,171750.0
ALQ,171500.0
Unf,171000.0
Unf,171000.0
ALQ,171000.0
ALQ,171000.0
Rec,171000.0
BLQ,170000.0
ALQ,170000.0
Unf,170000.0
ALQ,170000.0
ALQ,170000.0
Unf,170000.0
GLQ,170000.0
Unf,170000.0
GLQ,169990.0
GLQ,169900.0
LwQ,169500.0
ALQ,169500.0
NA,169000.0
Unf,169000.0
Unf,169000.0
Unf,168500.0
GLQ,168500.0
GLQ,168500.0
Unf,168000.0
Rec,168000.0
BLQ,168000.0
BLQ,168000.0
GLQ,167900.0
ALQ,167900.0
Unf,167500.0
Rec,167500.0
Unf,167500.0
GLQ,167240.0
GLQ,167000.0
GLQ,167000.0
BLQ,167000.0
Rec,167000.0
Rec,166000.0
Rec,166000.0
ALQ,165600.0
Rec,165500.0
GLQ,165500.0
BLQ,165500.0
Unf,165400.0
Rec,165150.0
GLQ,165000.0
ALQ,165000.0
Unf,165000.0
BLQ,165000.0
GLQ,165000.0
Unf,165000.0
Rec,165000.0
GLQ,165000.0
GLQ,164990.0
BLQ,164900.0
Unf,164700.0
Unf,164500.0
LwQ,164500.0
GLQ,164000.0
Rec,164000.0
GLQ,164000.0
Unf,163990.0
Unf,163900.0
ALQ,163500.0
LwQ,163500.0
ALQ,163000.0
Rec,163000.0
ALQ,163000.0
Unf,163000.0
Unf,162900.0
GLQ,162900.0
BLQ,162500.0
ALQ,162000.0
Unf,162000.0
GLQ,162000.0
BLQ,162000.0
GLQ,161750.0
Rec,161500.0
Unf,161500.0
Unf,161000.0
Rec,161000.0
GLQ,160200.0
Rec,160000.0
BLQ,160000.0
Unf,160000.0
ALQ,160000.0
Rec,160000.0
Unf,160000.0
Unf,160000.0
BLQ,160000.0
BLQ,160000.0
GLQ,160000.0
BLQ,160000.0
ALQ,160000.0
ALQ,159950.0
Unf,159895.0
Unf,159500.0
BLQ,159500.0
ALQ,159500.0
Rec,159434.0
GLQ,159000.0
Rec,159000.0
BLQ,159000.0
ALQ,159000.0
Rec,158900.0
Unf,158500.0
ALQ,158000.0
LwQ,158000.0
Unf,158000.0
BLQ,158000.0
Rec,158000.0
ALQ,158000.0
Rec,157900.0
Rec,157900.0
BLQ,157500.0
Unf,157500.0
BLQ,157000.0
BLQ,157000.0
BLQ,157000.0
ALQ,157000.0
ALQ,157000.0
Unf,157000.0
Unf,156932.0
ALQ,156500.0
ALQ,156000.0
GLQ,156000.0
ALQ,156000.0
GLQ,156000.0
GLQ,155900.0
Unf,155835.0
Unf,155000.0
BLQ,155000.0
Rec,155000.0
ALQ,155000.0
ALQ,155000.0
BLQ,155000.0
Rec,155000.0
Unf,155000.0
GLQ,155000.0
ALQ,155000.0
ALQ,155000.0
Rec,155000.0
ALQ,155000.0
GLQ,155000.0
Unf,154900.0
GLQ,154500.0
Rec,154300.0
Rec,154000.0
GLQ,154000.0
BLQ,154000.0
Rec,154000.0
LwQ,154000.0
GLQ,153900.0
Unf,153900.0
Unf,153575.0
GLQ,153500.0
Rec,153500.0
ALQ,153500.0
GLQ,153337.0
Rec,153000.0
BLQ,153000.0
BLQ,153000.0
LwQ,152000.0
BLQ,152000.0
GLQ,152000.0
Rec,152000.0
Unf,152000.0
GLQ,152000.0
BLQ,151500.0
ALQ,151400.0
ALQ,151000.0
LwQ,151000.0
Unf,151000.0
Unf,151000.0
ALQ,151000.0
Rec,150900.0
Rec,150750.0
LwQ,150500.0
Rec,150000.0
BLQ,150000.0
Rec,150000.0
GLQ,150000.0
ALQ,149900.0
GLQ,149900.0
BLQ,149900.0
GLQ,149900.0
GLQ,149700.0
ALQ,149500.0
BLQ,149500.0
Unf,149350.0
GLQ,149300.0
ALQ,149000.0
GLQ,149000.0
Unf,149000.0
Unf,149000.0
GLQ,148800.0
ALQ,148500.0
ALQ,148500.0
BLQ,148500.0
Unf,148000.0
BLQ,148000.0
GLQ,148000.0
GLQ,148000.0
ALQ,148000.0
ALQ,148000.0
Rec,148000.0
BLQ,147500.0
Unf,147400.0
Rec,147000.0
ALQ,147000.0
ALQ,147000.0
ALQ,147000.0
GLQ,147000.0
GLQ,147000.0
ALQ,147000.0
GLQ,147000.0
Unf,147000.0
ALQ,146800.0
LwQ,146500.0
Unf,146000.0
GLQ,146000.0
ALQ,146000.0
ALQ,145900.0
ALQ,145500.0
Rec,145250.0
Unf,145000.0
Rec,145000.0
Rec,145000.0
Rec,145000.0
Rec,145000.0
Unf,145000.0
LwQ,145000.0
BLQ,145000.0
Rec,145000.0
GLQ,145000.0
ALQ,145000.0
GLQ,145000.0
GLQ,145000.0
GLQ,145000.0
ALQ,144900.0
GLQ,144500.0
Rec,144500.0
Unf,144152.0
ALQ,144000.0
ALQ,144000.0
GLQ,144000.0
NA,144000.0
Unf,144000.0
BLQ,144000.0
Unf,144000.0
BLQ,144000.0
GLQ,144000.0
ALQ,144000.0
Unf,143900.0
LwQ,143750.0
Unf,143500.0
ALQ,143500.0
ALQ,143250.0
GLQ,143000.0
BLQ,143000.0
GLQ,143000.0
BLQ,143000.0
GLQ,143000.0
Unf,143000.0
ALQ,143000.0
ALQ,143000.0
Rec,143000.0
ALQ,143000.0
NA,142953.0
LwQ,142600.0
GLQ,142500.0
ALQ,142500.0
Unf,142500.0
GLQ,142125.0
BLQ,142000.0
GLQ,142000.0
Rec,142000.0
Unf,142000.0
Unf,141500.0
ALQ,141000.0
GLQ,141000.0
ALQ,141000.0
LwQ,141000.0
Rec,141000.0
Unf,141000.0
GLQ,141000.0
Unf,141000.0
Unf,140200.0
ALQ,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
LwQ,140000.0
ALQ,140000.0
ALQ,140000.0
GLQ,140000.0
Rec,140000.0
Unf,140000.0
Unf,140000.0
BLQ,140000.0
BLQ,140000.0
ALQ,140000.0
Unf,140000.0
GLQ,140000.0
Rec,140000.0
GLQ,140000.0
BLQ,140000.0
BLQ,140000.0
Rec,139950.0
Unf,139900.0
NA,139600.0
Unf,139500.0
Unf,139400.0
BLQ,139400.0
LwQ,139000.0
LwQ,139000.0
Rec,139000.0
Rec,139000.0
LwQ,139000.0
ALQ,139000.0
LwQ,139000.0
Rec,139000.0
ALQ,139000.0
Unf,139000.0
Unf,139000.0
Unf,138887.0
BLQ,138800.0
GLQ,138500.0
BLQ,138500.0
GLQ,138000.0
ALQ,138000.0
Rec,138000.0
LwQ,137900.0
GLQ,137500.0
BLQ,137500.0
Unf,137500.0
GLQ,137500.0
Unf,137500.0
Unf,137500.0
BLQ,137450.0
Unf,137000.0
ALQ,137000.0
BLQ,137000.0
BLQ,137000.0
Rec,137000.0
Unf,136905.0
Rec,136900.0
Unf,136500.0
ALQ,136500.0
Rec,136500.0
Rec,136500.0
GLQ,136500.0
BLQ,136000.0
Rec,136000.0
Unf,136000.0
GLQ,135960.0
Rec,135900.0
ALQ,135750.0
ALQ,135500.0
Unf,135500.0
Unf,135000.0
Unf,135000.0
BLQ,135000.0
Rec,135000.0
Unf,135000.0
Unf,135000.0
GLQ,135000.0
BLQ,135000.0
ALQ,135000.0
ALQ,135000.0
Unf,135000.0
Unf,135000.0
ALQ,135000.0
BLQ,135000.0
Rec,135000.0
BLQ,135000.0
Unf,135000.0
GLQ,134900.0
Unf,134900.0
BLQ,134800.0
BLQ,134500.0
BLQ,134500.0
BLQ,134450.0
NA,134432.0
ALQ,134000.0
ALQ,134000.0
BLQ,134000.0
Rec,133900.0
GLQ,133900.0
LwQ,133700.0
BLQ,133500.0
BLQ,133000.0
GLQ,133000.0
Unf,133000.0
Rec,133000.0
ALQ,133000.0
GLQ,133000.0
GLQ,132500.0
ALQ,132500.0
BLQ,132500.0
ALQ,132500.0
Unf,132500.0
ALQ,132500.0
ALQ,132250.0
Unf,132000.0
ALQ,132000.0
LwQ,132000.0
Rec,132000.0
Unf,132000.0
Rec,132000.0
Unf,131500.0
GLQ,131500.0
BLQ,131500.0
BLQ,131400.0
LwQ,131000.0
BLQ,131000.0
ALQ,131000.0
GLQ,130500.0
BLQ,130500.0
ALQ,130500.0
LwQ,130250.0
ALQ,130000.0
Unf,130000.0
Unf,130000.0
LwQ,130000.0
BLQ,130000.0
ALQ,130000.0
Rec,130000.0
BLQ,130000.0
Unf,130000.0
BLQ,130000.0
Unf,130000.0
Unf,129900.0
GLQ,129900.0
BLQ,129900.0
GLQ,129900.0
Rec,129500.0
ALQ,129500.0
ALQ,129500.0
Rec,129500.0
BLQ,129000.0
LwQ,129000.0
ALQ,129000.0
ALQ,129000.0
ALQ,129000.0
BLQ,129000.0
BLQ,129000.0
LwQ,129000.0
ALQ,128950.0
Rec,128900.0
Rec,128500.0
Rec,128500.0
ALQ,128500.0
Rec,128500.0
LwQ,128200.0
ALQ,128000.0
Unf,128000.0
Unf,128000.0
Unf,128000.0
BLQ,128000.0
Rec,128000.0
BLQ,128000.0
ALQ,127500.0
Unf,127500.0
Rec,127500.0
GLQ,127500.0
LwQ,127500.0
ALQ,127500.0
BLQ,127000.0
BLQ,127000.0
Unf,127000.0
ALQ,127000.0
LwQ,127000.0
ALQ,127000.0
Unf,127000.0
ALQ,127000.0
ALQ,127000.0
Unf,126500.0
ALQ,126175.0
ALQ,126000.0
NA,126000.0
GLQ,126000.0
GLQ,125500.0
Unf,125500.0
BLQ,125500.0
Unf,125500.0
Rec,125000.0
Unf,125000.0
ALQ,125000.0
ALQ,125000.0
ALQ,125000.0
LwQ,125000.0
ALQ,125000.0
Unf,125000.0
Rec,125000.0
LwQ,125000.0
ALQ,124900.0
LwQ,124900.0
ALQ,124500.0
Unf,124500.0
ALQ,124500.0
ALQ,124500.0
Rec,124000.0
Unf,124000.0
ALQ,124000.0
Unf,124000.0
Unf,124000.0
BLQ,124000.0
GLQ,123600.0
LwQ,123500.0
BLQ,123000.0
Rec,123000.0
Unf,123000.0
ALQ,123000.0
Unf,122900.0
ALQ,122500.0
Unf,122500.0
BLQ,122000.0
BLQ,122000.0
Unf,122000.0
LwQ,122000.0
ALQ,121600.0
ALQ,121500.0
Unf,121000.0
ALQ,120500.0
ALQ,120500.0
ALQ,120500.0
ALQ,120500.0
NA,120000.0
Unf,120000.0
ALQ,120000.0
BLQ,120000.0
BLQ,120000.0
Rec,120000.0
Unf,120000.0
Rec,119900.0
BLQ,119900.0
Unf,119750.0
Unf,119500.0
BLQ,119500.0
ALQ,119500.0
ALQ,119500.0
BLQ,119200.0
GLQ,119000.0
Rec,119000.0
Unf,119000.0
BLQ,119000.0
BLQ,119000.0
Rec,119000.0
BLQ,119000.0
NA,118964.0
NA,118858.0
Rec,118500.0
GLQ,118500.0
Rec,118500.0
Unf,118500.0
Unf,118400.0
GLQ,118000.0
ALQ,118000.0
ALQ,118000.0
LwQ,118000.0
BLQ,118000.0
Unf,118000.0
BLQ,117500.0
Unf,117500.0
Unf,117000.0
Rec,117000.0
Unf,117000.0
LwQ,117000.0
Unf,116900.0
BLQ,116500.0
Unf,116050.0
Unf,116000.0
Unf,116000.0
Unf,116000.0
ALQ,115000.0
Unf,115000.0
ALQ,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
NA,115000.0
Unf,115000.0
Rec,115000.0
Rec,115000.0
Rec,115000.0
Unf,114504.0
Unf,114500.0
Rec,114500.0
Unf,113000.0
LwQ,113000.0
Unf,113000.0
BLQ,113000.0
Unf,113000.0
Rec,113000.0
Rec,112500.0
LwQ,112500.0
LwQ,112000.0
Unf,112000.0
Unf,112000.0
NA,112000.0
Unf,112000.0
ALQ,112000.0
Unf,112000.0
BLQ,111250.0
ALQ,111000.0
ALQ,110500.0
BLQ,110500.0
LwQ,110000.0
Unf,110000.0
LwQ,110000.0
Unf,110000.0
Unf,110000.0
LwQ,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
BLQ,110000.0
ALQ,110000.0
LwQ,110000.0
Rec,110000.0
NA,109900.0
Unf,109900.0
LwQ,109900.0
NA,109500.0
Unf,109500.0
ALQ,109500.0
Unf,109500.0
Rec,109008.0
GLQ,109000.0
Unf,109000.0
GLQ,108959.0
ALQ,108500.0
Unf,108480.0
Unf,108000.0
NA,108000.0
Rec,108000.0
BLQ,108000.0
Unf,108000.0
Unf,108000.0
Unf,107900.0
NA,107500.0
GLQ,107500.0
Unf,107500.0
Unf,107400.0
Unf,107000.0
ALQ,107000.0
Rec,107000.0
NA,106500.0
ALQ,106500.0
NA,106250.0
Rec,106000.0
Unf,106000.0
Unf,106000.0
Unf,105900.0
Unf,105500.0
BLQ,105000.0
Rec,105000.0
ALQ,105000.0
Rec,105000.0
Unf,105000.0
BLQ,104900.0
Unf,104900.0
Unf,104000.0
BLQ,103600.0
Unf,103200.0
BLQ,103000.0
Unf,102776.0
LwQ,102000.0
Unf,102000.0
Unf,102000.0
NA,101800.0
Unf,101000.0
Unf,100000.0
Unf,100000.0
Unf,100000.0
Rec,100000.0
LwQ,100000.0
BLQ,100000.0
BLQ,100000.0
NA,100000.0
ALQ,100000.0
Unf,99900.0
Unf,99500.0
Rec,98600.0
NA,98300.0
Rec,98000.0
Unf,98000.0
NA,98000.0
Unf,97500.0
ALQ,97000.0
NA,97000.0
Unf,97000.0
Unf,96500.0
Unf,96500.0
LwQ,95000.0
BLQ,95000.0
Rec,94750.0
Unf,94500.0
Unf,94000.0
NA,93500.0
BLQ,93500.0
Unf,93000.0
Unf,93000.0
NA,93000.0
NA,92900.0
GLQ,92000.0
Unf,91500.0
Unf,91500.0
Unf,91300.0
GLQ,91000.0
Unf,91000.0
Rec,91000.0
LwQ,90350.0
NA,90000.0
Unf,90000.0
NA,90000.0
ALQ,89500.0
Unf,89500.0
Rec,89471.0
LwQ,89000.0
BLQ,88000.0
Unf,88000.0
Rec,88000.0
BLQ,88000.0
NA,87500.0
LwQ,87000.0
BLQ,87000.0
Unf,87000.0
LwQ,87000.0
GLQ,86000.0
ALQ,86000.0
Unf,86000.0
Unf,85500.0
ALQ,85400.0
Unf,85000.0
Rec,85000.0
Unf,85000.0
ALQ,85000.0
NA,84900.0
GLQ,84500.0
BLQ,84500.0
Unf,84500.0
NA,84000.0
BLQ,83500.0
ALQ,83000.0
BLQ,83000.0
BLQ,82500.0
ALQ,82500.0
LwQ,82500.0
NA,82000.0
Unf,82000.0
NA,82000.0
Unf,81000.0
ALQ,81000.0
Unf,81000.0
NA,80500.0
Unf,80000.0
GLQ,80000.0
GLQ,80000.0
BLQ,80000.0
Unf,79900.0
Unf,79900.0
Unf,79500.0
Unf,79000.0
Unf,79000.0
Rec,79000.0
Unf,78000.0
Unf,76500.0
Unf,76000.0
LwQ,75500.0
Unf,75000.0
Unf,73000.0
NA,72500.0
Unf,68500.0
Unf,68400.0
Unf,67000.0
BLQ,67000.0
Unf,66500.0
Unf,64500.0
Rec,62383.0
BLQ,61000.0
Unf,60000.0
Unf,60000.0
Rec,60000.0
Rec,58500.0
Unf,55993.0
NA,55000.0
Unf,55000.0
Unf,52500.0
Unf,52000.0
Unf,40000.0
NA,39300.0
Unf,37900.0
BLQ,35311.0
Rec,34900.0
