KitchenAbvGr,SalePrice
1,213000.0
1,213000.0
1,213000.0
1,212900.0
1,212000.0
1,212000.0
1,212000.0
1,211000.0
1,211000.0
1,210000.0
1,210000.0
1,210000.0
1,210000.0
1,210000.0
1,209500.0
1,208900.0
1,208900.0
1,208500.0
1,208300.0
1,207500.0
1,207500.0
1,207500.0
1,207500.0
1,207500.0
1,207000.0
1,207000.0
1,206900.0
2,206300.0
1,206000.0
1,205950.0
1,205000.0
1,205000.0
1,205000.0
1,205000.0
1,205000.0
1,205000.0
1,204900.0
1,204750.0
1,204000.0
1,204000.0
1,203000.0
1,203000.0
1,202900.0
1,202665.0
1,202500.0
1,202500.0
1,202500.0
1,201800.0
1,201000.0
1,201000.0
1,201000.0
2,200624.0
1,200500.0
1,200500.0
1,200141.0
1,200100.0
1,200000.0
1,200000.0
1,200000.0
2,200000.0
1,200000.0
1,200000.0
1,200000.0
2,200000.0
1,199900.0
1,199900.0
1,198900.0
1,198500.0
1,197900.0
1,197900.0
1,197900.0
1,197500.0
1,197500.0
1,197000.0
1,197000.0
1,197000.0
1,197000.0
1,196500.0
1,196500.0
1,196000.0
1,196000.0
1,196000.0
1,195400.0
1,195000.0
1,195000.0
1,195000.0
1,194700.0
1,194500.0
1,194500.0
1,194500.0
1,194201.0
1,194000.0
1,194000.0
1,194000.0
1,193879.0
1,193500.0
1,193500.0
1,193000.0
1,193000.0
1,193000.0
1,192500.0
1,192500.0
1,192140.0
1,192000.0
1,192000.0
1,192000.0
1,192000.0
1,192000.0
1,191000.0
1,191000.0
1,191000.0
1,191000.0
1,190000.0
1,190000.0
1,190000.0
1,190000.0
1,190000.0
1,190000.0
1,190000.0
1,190000.0
1,190000.0
2,190000.0
1,190000.0
1,190000.0
1,190000.0
1,189950.0
1,189000.0
1,189000.0
1,189000.0
1,189000.0
1,189000.0
1,189000.0
1,188700.0
1,188500.0
2,188000.0
1,188000.0
1,188000.0
1,187750.0
1,187500.0
1,187500.0
1,187500.0
1,187500.0
1,187500.0
1,187500.0
1,187100.0
1,187000.0
1,187000.0
1,187000.0
1,186700.0
1,186500.0
1,186500.0
1,186000.0
1,185900.0
1,185850.0
1,185750.0
1,185500.0
1,185000.0
1,185000.0
1,185000.0
1,185000.0
1,185000.0
1,185000.0
1,185000.0
1,185000.0
1,185000.0
1,185000.0
1,184900.0
1,184750.0
1,184100.0
1,184000.0
1,184000.0
1,184000.0
1,184000.0
1,183900.0
1,183500.0
1,183200.0
1,183000.0
1,182900.0
1,182000.0
1,181900.0
1,181500.0
1,181134.0
1,181000.0
1,181000.0
1,181000.0
1,181000.0
1,181000.0
1,181000.0
1,181000.0
1,180500.0
1,180500.0
1,180500.0
1,180500.0
1,180000.0
1,180000.0
1,180000.0
1,180000.0
1,180000.0
1,180000.0
1,180000.0
1,180000.0
1,180000.0
1,180000.0
1,179900.0
1,179900.0
1,179900.0
1,179900.0
1,179900.0
1,179665.0
1,179600.0
1,179540.0
1,179500.0
1,179400.0
1,179200.0
1,179200.0
1,179000.0
1,179000.0
1,179000.0
1,178900.0
1,178740.0
1,178400.0
1,178000.0
1,178000.0
1,178000.0
1,178000.0
1,178000.0
1,178000.0
1,178000.0
1,177500.0
1,177500.0
1,177500.0
1,177000.0
1,177000.0
1,177000.0
1,177000.0
1,177000.0
1,176500.0
1,176500.0
1,176485.0
1,176432.0
1,176000.0
1,176000.0
1,176000.0
1,176000.0
1,176000.0
1,176000.0
1,176000.0
1,176000.0
1,175900.0
1,175900.0
1,175500.0
1,175500.0
1,175500.0
1,175000.0
1,175000.0
1,175000.0
1,175000.0
1,175000.0
1,175000.0
1,175000.0
1,175000.0
1,175000.0
1,174900.0
1,174500.0
1,174000.0
1,174000.0
1,174000.0
1,174000.0
1,174000.0
1,174000.0
1,174000.0
1,173900.0
1,173733.0
1,173500.0
1,173000.0
1,173000.0
1,173000.0
1,173000.0
1,173000.0
1,173000.0
1,173000.0
1,172785.0
1,172500.0
1,172500.0
1,172500.0
1,172500.0
1,172500.0
1,172400.0
1,172000.0
1,171900.0
1,171750.0
1,171500.0
2,171000.0
1,171000.0
1,171000.0
1,171000.0
1,171000.0
1,170000.0
1,170000.0
1,170000.0
1,170000.0
1,170000.0
1,170000.0
1,170000.0
1,170000.0
1,169990.0
1,169900.0
1,169500.0
1,169500.0
1,169000.0
1,169000.0
1,169000.0
1,168500.0
1,168500.0
1,168500.0
1,168000.0
1,168000.0
1,168000.0
1,168000.0
1,167900.0
1,167900.0
1,167500.0
1,167500.0
1,167500.0
1,167240.0
1,167000.0
1,167000.0
1,167000.0
1,167000.0
1,166000.0
1,166000.0
1,165600.0
1,165500.0
1,165500.0
1,165500.0
1,165400.0
1,165150.0
1,165000.0
1,165000.0
1,165000.0
1,165000.0
1,165000.0
1,165000.0
1,165000.0
1,165000.0
1,164990.0
1,164900.0
1,164700.0
1,164500.0
1,164500.0
1,164000.0
1,164000.0
1,164000.0
1,163990.0
1,163900.0
1,163500.0
1,163500.0
1,163000.0
1,163000.0
1,163000.0
2,163000.0
1,162900.0
1,162900.0
1,162500.0
1,162000.0
1,162000.0
1,162000.0
1,162000.0
1,161750.0
1,161500.0
1,161500.0
1,161000.0
1,161000.0
1,160200.0
1,160000.0
2,160000.0
1,160000.0
1,160000.0
1,160000.0
1,160000.0
2,160000.0
1,160000.0
1,160000.0
1,160000.0
1,160000.0
1,160000.0
1,159950.0
1,159895.0
1,159500.0
1,159500.0
1,159500.0
1,159434.0
1,159000.0
1,159000.0
1,159000.0
1,159000.0
1,158900.0
1,158500.0
1,158000.0
1,158000.0
1,158000.0
1,158000.0
1,158000.0
1,158000.0
1,157900.0
1,157900.0
1,157500.0
1,157500.0
1,157000.0
1,157000.0
1,157000.0
1,157000.0
1,157000.0
1,157000.0
1,156932.0
1,156500.0
1,156000.0
1,156000.0
1,156000.0
1,156000.0
1,155900.0
1,155835.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,155000.0
1,154900.0
1,154500.0
2,154300.0
1,154000.0
1,154000.0
1,154000.0
1,154000.0
1,154000.0
1,153900.0
1,153900.0
1,153575.0
1,153500.0
1,153500.0
1,153500.0
2,153337.0
1,153000.0
1,153000.0
1,153000.0
1,152000.0
1,152000.0
1,152000.0
1,152000.0
1,152000.0
1,152000.0
1,151500.0
1,151400.0
1,151000.0
1,151000.0
1,151000.0
1,151000.0
1,151000.0
2,150900.0
1,150750.0
1,150500.0
1,150000.0
1,150000.0
1,150000.0
2,150000.0
1,149900.0
1,149900.0
1,149900.0
1,149900.0
1,149700.0
1,149500.0
1,149500.0
1,149350.0
1,149300.0
1,149000.0
1,149000.0
1,149000.0
1,149000.0
1,148800.0
1,148500.0
1,148500.0
1,148500.0
1,148000.0
1,148000.0
1,148000.0
1,148000.0
1,148000.0
1,148000.0
1,148000.0
1,147500.0
1,147400.0
1,147000.0
1,147000.0
1,147000.0
1,147000.0
1,147000.0
1,147000.0
1,147000.0
1,147000.0
1,147000.0
1,146800.0
1,146500.0
1,146000.0
1,146000.0
1,146000.0
2,145900.0
1,145500.0
1,145250.0
1,145000.0
1,145000.0
1,145000.0
1,145000.0
1,145000.0
1,145000.0
2,145000.0
2,145000.0
2,145000.0
1,145000.0
1,145000.0
1,145000.0
1,145000.0
1,145000.0
1,144900.0
1,144500.0
1,144500.0
1,144152.0
1,144000.0
1,144000.0
2,144000.0
2,144000.0
1,144000.0
1,144000.0
1,144000.0
1,144000.0
1,144000.0
1,144000.0
1,143900.0
1,143750.0
1,143500.0
1,143500.0
1,143250.0
1,143000.0
1,143000.0
1,143000.0
1,143000.0
1,143000.0
2,143000.0
1,143000.0
1,143000.0
1,143000.0
1,143000.0
2,142953.0
2,142600.0
1,142500.0
1,142500.0
1,142500.0
1,142125.0
1,142000.0
1,142000.0
1,142000.0
1,142000.0
1,141500.0
1,141000.0
1,141000.0
1,141000.0
1,141000.0
1,141000.0
1,141000.0
1,141000.0
2,141000.0
1,140200.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
2,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,140000.0
1,139950.0
1,139900.0
1,139600.0
1,139500.0
1,139400.0
1,139400.0
1,139000.0
1,139000.0
1,139000.0
1,139000.0
1,139000.0
1,139000.0
1,139000.0
1,139000.0
1,139000.0
1,139000.0
2,139000.0
1,138887.0
1,138800.0
1,138500.0
1,138500.0
1,138000.0
1,138000.0
1,138000.0
1,137900.0
1,137500.0
1,137500.0
1,137500.0
1,137500.0
1,137500.0
1,137500.0
1,137450.0
2,137000.0
1,137000.0
1,137000.0
1,137000.0
2,137000.0
2,136905.0
1,136900.0
2,136500.0
1,136500.0
1,136500.0
1,136500.0
1,136500.0
1,136000.0
1,136000.0
2,136000.0
1,135960.0
1,135900.0
1,135750.0
1,135500.0
1,135500.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
1,135000.0
2,135000.0
1,134900.0
1,134900.0
1,134800.0
1,134500.0
1,134500.0
1,134450.0
1,134432.0
1,134000.0
1,134000.0
1,134000.0
2,133900.0
1,133900.0
1,133700.0
1,133500.0
1,133000.0
1,133000.0
1,133000.0
1,133000.0
1,133000.0
1,133000.0
1,132500.0
1,132500.0
1,132500.0
1,132500.0
1,132500.0
1,132500.0
1,132250.0
1,132000.0
1,132000.0
1,132000.0
1,132000.0
1,132000.0
1,132000.0
1,131500.0
1,131500.0
1,131500.0
1,131400.0
1,131000.0
1,131000.0
1,131000.0
1,130500.0
1,130500.0
1,130500.0
1,130250.0
1,130000.0
1,130000.0
1,130000.0
1,130000.0
1,130000.0
1,130000.0
1,130000.0
1,130000.0
1,130000.0
1,130000.0
1,130000.0
2,129900.0
1,129900.0
1,129900.0
1,129900.0
1,129500.0
1,129500.0
1,129500.0
1,129500.0
1,129000.0
1,129000.0
1,129000.0
1,129000.0
1,129000.0
1,129000.0
1,129000.0
1,129000.0
1,128950.0
1,128900.0
1,128500.0
1,128500.0
1,128500.0
1,128500.0
1,128200.0
1,128000.0
1,128000.0
1,128000.0
1,128000.0
1,128000.0
1,128000.0
1,128000.0
2,127500.0
1,127500.0
1,127500.0
0,127500.0
1,127500.0
1,127500.0
1,127000.0
1,127000.0
1,127000.0
1,127000.0
1,127000.0
1,127000.0
1,127000.0
1,127000.0
1,127000.0
1,126500.0
1,126175.0
1,126000.0
2,126000.0
1,126000.0
1,125500.0
1,125500.0
1,125500.0
1,125500.0
2,125000.0
1,125000.0
1,125000.0
1,125000.0
1,125000.0
1,125000.0
1,125000.0
1,125000.0
1,125000.0
1,125000.0
1,124900.0
1,124900.0
1,124500.0
2,124500.0
1,124500.0
1,124500.0
1,124000.0
1,124000.0
1,124000.0
1,124000.0
2,124000.0
1,124000.0
1,123600.0
1,123500.0
1,123000.0
1,123000.0
1,123000.0
1,123000.0
1,122900.0
1,122500.0
2,122500.0
1,122000.0
1,122000.0
2,122000.0
1,122000.0
1,121600.0
1,121500.0
1,121000.0
1,120500.0
1,120500.0
1,120500.0
1,120500.0
1,120000.0
1,120000.0
1,120000.0
1,120000.0
1,120000.0
1,120000.0
1,120000.0
1,119900.0
1,119900.0
1,119750.0
1,119500.0
1,119500.0
1,119500.0
1,119500.0
1,119200.0
2,119000.0
1,119000.0
1,119000.0
1,119000.0
1,119000.0
1,119000.0
1,119000.0
2,118964.0
2,118858.0
1,118500.0
1,118500.0
1,118500.0
1,118500.0
1,118400.0
2,118000.0
1,118000.0
2,118000.0
1,118000.0
1,118000.0
1,118000.0
1,117500.0
1,117500.0
1,117000.0
1,117000.0
1,117000.0
1,117000.0
1,116900.0
1,116500.0
1,116050.0
1,116000.0
1,116000.0
1,116000.0
1,115000.0
1,115000.0
1,115000.0
1,115000.0
1,115000.0
1,115000.0
1,115000.0
1,115000.0
1,115000.0
1,115000.0
1,115000.0
1,115000.0
1,114504.0
1,114500.0
1,114500.0
3,113000.0
1,113000.0
1,113000.0
1,113000.0
1,113000.0
1,113000.0
1,112500.0
1,112500.0
1,112000.0
1,112000.0
1,112000.0
2,112000.0
1,112000.0
1,112000.0
1,112000.0
1,111250.0
1,111000.0
1,110500.0
1,110500.0
1,110000.0
1,110000.0
1,110000.0
1,110000.0
1,110000.0
1,110000.0
1,110000.0
1,110000.0
2,110000.0
1,110000.0
1,110000.0
1,110000.0
1,110000.0
1,109900.0
1,109900.0
1,109900.0
1,109500.0
1,109500.0
1,109500.0
1,109500.0
1,109008.0
1,109000.0
1,109000.0
2,108959.0
1,108500.0
1,108480.0
1,108000.0
1,108000.0
1,108000.0
1,108000.0
1,108000.0
1,108000.0
1,107900.0
1,107500.0
1,107500.0
2,107500.0
2,107400.0
1,107000.0
1,107000.0
1,107000.0
1,106500.0
1,106500.0
2,106250.0
1,106000.0
3,106000.0
1,106000.0
1,105900.0
1,105500.0
1,105000.0
1,105000.0
1,105000.0
1,105000.0
1,105000.0
1,104900.0
1,104900.0
1,104000.0
1,103600.0
1,103200.0
1,103000.0
1,102776.0
1,102000.0
1,102000.0
1,102000.0
2,101800.0
1,101000.0
1,100000.0
1,100000.0
1,100000.0
1,100000.0
1,100000.0
1,100000.0
1,100000.0
2,100000.0
1,100000.0
1,99900.0
1,99500.0
1,98600.0
1,98300.0
1,98000.0
1,98000.0
1,98000.0
1,97500.0
1,97000.0
1,97000.0
1,97000.0
1,96500.0
1,96500.0
1,95000.0
2,95000.0
1,94750.0
1,94500.0
1,94000.0
2,93500.0
1,93500.0
2,93000.0
1,93000.0
1,93000.0
2,92900.0
1,92000.0
1,91500.0
1,91500.0
1,91300.0
1,91000.0
1,91000.0
1,91000.0
1,90350.0
2,90000.0
2,90000.0
2,90000.0
1,89500.0
1,89500.0
1,89471.0
1,89000.0
1,88000.0
1,88000.0
1,88000.0
1,88000.0
2,87500.0
1,87000.0
1,87000.0
2,87000.0
1,87000.0
1,86000.0
1,86000.0
1,86000.0
1,85500.0
1,85400.0
1,85000.0
1,85000.0
1,85000.0
1,85000.0
1,84900.0
1,84500.0
1,84500.0
1,84500.0
1,84000.0
1,83500.0
1,83000.0
1,83000.0
1,82500.0
1,82500.0
1,82500.0
2,82000.0
1,82000.0
1,82000.0
1,81000.0
1,81000.0
1,81000.0
1,80500.0
1,80000.0
1,80000.0
1,80000.0
1,80000.0
1,79900.0
1,79900.0
1,79500.0
1,79000.0
1,79000.0
1,79000.0
1,78000.0
1,76500.0
1,76000.0
1,75500.0
1,75000.0
1,73000.0
1,72500.0
1,68500.0
1,68400.0
1,67000.0
1,67000.0
1,66500.0
1,64500.0
1,62383.0
1,61000.0
1,60000.0
1,60000.0
1,60000.0
1,58500.0
1,55993.0
2,55000.0
1,55000.0
1,52500.0
1,52000.0
1,40000.0
1,39300.0
1,37900.0
1,35311.0
1,34900.0
