SaleType,SalePrice
WD,239500.0
WD,239000.0
WD,239000.0
WD,239000.0
WD,239000.0
WD,239000.0
New,239000.0
WD,238000.0
WD,237500.0
WD,237000.0
WD,237000.0
WD,236500.0
WD,236500.0
WD,236000.0
WD,236000.0
ConLD,235128.0
WD,235000.0
WD,235000.0
WD,235000.0
WD,235000.0
WD,235000.0
WD,235000.0
WD,235000.0
WD,234000.0
WD,234000.0
New,233230.0
New,233170.0
WD,233000.0
New,232600.0
WD,232000.0
WD,232000.0
WD,232000.0
WD,231500.0
WD,231500.0
WD,230500.0
WD,230000.0
WD,230000.0
WD,230000.0
WD,230000.0
WD,230000.0
WD,230000.0
WD,230000.0
WD,230000.0
New,229456.0
WD,229000.0
WD,228950.0
WD,228500.0
WD,228500.0
WD,228000.0
WD,228000.0
New,227875.0
New,227680.0
WD,227000.0
WD,227000.0
WD,227000.0
WD,226700.0
WD,226000.0
WD,226000.0
WD,226000.0
WD,225000.0
WD,225000.0
WD,225000.0
New,225000.0
WD,225000.0
WD,225000.0
WD,224900.0
WD,224900.0
New,224500.0
New,224000.0
WD,224000.0
WD,223500.0
WD,223500.0
WD,223000.0
WD,222500.0
WD,222500.0
New,222000.0
WD,222000.0
WD,222000.0
New,221500.0
WD,221000.0
WD,221000.0
WD,220000.0
New,220000.0
WD,220000.0
WD,220000.0
WD,220000.0
WD,219500.0
WD,219500.0
CWD,219500.0
New,219210.0
WD,218000.0
WD,217500.0
COD,217000.0
WD,217000.0
WD,216837.0
WD,216500.0
WD,216000.0
Con,215200.0
WD,215000.0
WD,215000.0
WD,215000.0
WD,215000.0
WD,215000.0
WD,215000.0
WD,215000.0
WD,215000.0
WD,214900.0
WD,214500.0
WD,214000.0
WD,214000.0
WD,214000.0
WD,214000.0
WD,214000.0
WD,213500.0
WD,213500.0
WD,213490.0
WD,213250.0
WD,213000.0
WD,213000.0
WD,213000.0
New,212900.0
ConLw,212000.0
WD,212000.0
WD,212000.0
WD,211000.0
WD,211000.0
WD,210000.0
WD,210000.0
WD,210000.0
WD,210000.0
WD,210000.0
WD,209500.0
WD,208900.0
New,208900.0
WD,208500.0
New,208300.0
WD,207500.0
WD,207500.0
ConLw,207500.0
WD,207500.0
WD,207500.0
WD,207000.0
WD,207000.0
WD,206900.0
WD,206300.0
WD,206000.0
WD,205950.0
WD,205000.0
WD,205000.0
WD,205000.0
WD,205000.0
WD,205000.0
WD,205000.0
New,204900.0
WD,204750.0
WD,204000.0
WD,204000.0
WD,203000.0
New,203000.0
WD,202900.0
New,202665.0
WD,202500.0
WD,202500.0
New,202500.0
WD,201800.0
WD,201000.0
WD,201000.0
WD,201000.0
WD,200624.0
WD,200500.0
WD,200500.0
New,200141.0
WD,200100.0
WD,200000.0
WD,200000.0
ConLI,200000.0
WD,200000.0
WD,200000.0
WD,200000.0
WD,200000.0
WD,200000.0
WD,199900.0
New,199900.0
WD,198900.0
ConLD,198500.0
WD,197900.0
WD,197900.0
WD,197900.0
WD,197500.0
WD,197500.0
New,197000.0
WD,197000.0
WD,197000.0
WD,197000.0
WD,196500.0
WD,196500.0
WD,196000.0
WD,196000.0
WD,196000.0
New,195400.0
WD,195000.0
WD,195000.0
WD,195000.0
WD,194700.0
WD,194500.0
WD,194500.0
WD,194500.0
New,194201.0
New,194000.0
WD,194000.0
WD,194000.0
New,193879.0
WD,193500.0
WD,193500.0
WD,193000.0
WD,193000.0
WD,193000.0
WD,192500.0
WD,192500.0
WD,192140.0
WD,192000.0
WD,192000.0
WD,192000.0
WD,192000.0
WD,192000.0
WD,191000.0
WD,191000.0
WD,191000.0
WD,191000.0
COD,190000.0
WD,190000.0
COD,190000.0
WD,190000.0
WD,190000.0
WD,190000.0
WD,190000.0
WD,190000.0
WD,190000.0
WD,190000.0
WD,190000.0
WD,190000.0
WD,190000.0
WD,189950.0
WD,189000.0
WD,189000.0
WD,189000.0
WD,189000.0
WD,189000.0
WD,189000.0
WD,188700.0
WD,188500.0
WD,188000.0
WD,188000.0
WD,188000.0
New,187750.0
WD,187500.0
WD,187500.0
WD,187500.0
WD,187500.0
COD,187500.0
WD,187500.0
WD,187100.0
WD,187000.0
WD,187000.0
WD,187000.0
WD,186700.0
New,186500.0
WD,186500.0
WD,186000.0
WD,185900.0
WD,185850.0
WD,185750.0
WD,185500.0
WD,185000.0
WD,185000.0
WD,185000.0
New,185000.0
WD,185000.0
WD,185000.0
WD,185000.0
WD,185000.0
WD,185000.0
WD,185000.0
WD,184900.0
New,184750.0
WD,184100.0
WD,184000.0
WD,184000.0
WD,184000.0
WD,184000.0
WD,183900.0
WD,183500.0
WD,183200.0
WD,183000.0
WD,182900.0
New,182000.0
WD,181900.0
WD,181500.0
New,181134.0
WD,181000.0
WD,181000.0
WD,181000.0
WD,181000.0
WD,181000.0
WD,181000.0
COD,181000.0
WD,180500.0
WD,180500.0
WD,180500.0
WD,180500.0
WD,180000.0
WD,180000.0
WD,180000.0
WD,180000.0
WD,180000.0
WD,180000.0
WD,180000.0
COD,180000.0
WD,180000.0
WD,180000.0
WD,179900.0
WD,179900.0
WD,179900.0
WD,179900.0
WD,179900.0
New,179665.0
WD,179600.0
New,179540.0
WD,179500.0
WD,179400.0
WD,179200.0
WD,179200.0
WD,179000.0
WD,179000.0
WD,179000.0
New,178900.0
WD,178740.0
WD,178400.0
WD,178000.0
WD,178000.0
WD,178000.0
WD,178000.0
WD,178000.0
WD,178000.0
WD,178000.0
WD,177500.0
WD,177500.0
WD,177500.0
WD,177000.0
WD,177000.0
WD,177000.0
WD,177000.0
WD,177000.0
WD,176500.0
WD,176500.0
New,176485.0
WD,176432.0
WD,176000.0
WD,176000.0
WD,176000.0
WD,176000.0
WD,176000.0
WD,176000.0
WD,176000.0
WD,176000.0
WD,175900.0
WD,175900.0
WD,175500.0
WD,175500.0
WD,175500.0
WD,175000.0
WD,175000.0
WD,175000.0
WD,175000.0
WD,175000.0
WD,175000.0
WD,175000.0
WD,175000.0
WD,175000.0
WD,174900.0
WD,174500.0
WD,174000.0
WD,174000.0
WD,174000.0
WD,174000.0
WD,174000.0
WD,174000.0
COD,174000.0
New,173900.0
New,173733.0
WD,173500.0
WD,173000.0
WD,173000.0
WD,173000.0
WD,173000.0
WD,173000.0
WD,173000.0
WD,173000.0
New,172785.0
WD,172500.0
WD,172500.0
New,172500.0
WD,172500.0
WD,172500.0
WD,172400.0
WD,172000.0
WD,171900.0
WD,171750.0
WD,171500.0
WD,171000.0
WD,171000.0
WD,171000.0
WD,171000.0
WD,171000.0
WD,170000.0
WD,170000.0
WD,170000.0
WD,170000.0
WD,170000.0
WD,170000.0
WD,170000.0
WD,170000.0
New,169990.0
WD,169900.0
WD,169500.0
WD,169500.0
WD,169000.0
WD,169000.0
WD,169000.0
WD,168500.0
WD,168500.0
WD,168500.0
WD,168000.0
WD,168000.0
WD,168000.0
WD,168000.0
WD,167900.0
WD,167900.0
WD,167500.0
WD,167500.0
WD,167500.0
New,167240.0
WD,167000.0
WD,167000.0
WD,167000.0
WD,167000.0
WD,166000.0
WD,166000.0
WD,165600.0
WD,165500.0
WD,165500.0
WD,165500.0
WD,165400.0
WD,165150.0
WD,165000.0
WD,165000.0
WD,165000.0
WD,165000.0
WD,165000.0
WD,165000.0
WD,165000.0
WD,165000.0
New,164990.0
WD,164900.0
New,164700.0
New,164500.0
WD,164500.0
WD,164000.0
WD,164000.0
WD,164000.0
New,163990.0
WD,163900.0
WD,163500.0
WD,163500.0
COD,163000.0
WD,163000.0
WD,163000.0
WD,163000.0
WD,162900.0
WD,162900.0
WD,162500.0
WD,162000.0
WD,162000.0
WD,162000.0
WD,162000.0
WD,161750.0
WD,161500.0
WD,161500.0
WD,161000.0
WD,161000.0
WD,160200.0
WD,160000.0
ConLD,160000.0
WD,160000.0
WD,160000.0
WD,160000.0
WD,160000.0
WD,160000.0
WD,160000.0
WD,160000.0
New,160000.0
WD,160000.0
WD,160000.0
WD,159950.0
WD,159895.0
WD,159500.0
WD,159500.0
WD,159500.0
WD,159434.0
WD,159000.0
WD,159000.0
WD,159000.0
WD,159000.0
WD,158900.0
WD,158500.0
New,158000.0
CWD,158000.0
COD,158000.0
WD,158000.0
WD,158000.0
WD,158000.0
COD,157900.0
WD,157900.0
WD,157500.0
WD,157500.0
WD,157000.0
WD,157000.0
WD,157000.0
WD,157000.0
COD,157000.0
WD,157000.0
New,156932.0
WD,156500.0
WD,156000.0
WD,156000.0
WD,156000.0
WD,156000.0
WD,155900.0
New,155835.0
New,155000.0
WD,155000.0
WD,155000.0
WD,155000.0
WD,155000.0
WD,155000.0
WD,155000.0
WD,155000.0
WD,155000.0
WD,155000.0
WD,155000.0
WD,155000.0
WD,155000.0
WD,155000.0
WD,154900.0
WD,154500.0
WD,154300.0
WD,154000.0
WD,154000.0
WD,154000.0
WD,154000.0
WD,154000.0
WD,153900.0
WD,153900.0
WD,153575.0
WD,153500.0
COD,153500.0
WD,153500.0
WD,153337.0
WD,153000.0
WD,153000.0
WD,153000.0
WD,152000.0
WD,152000.0
WD,152000.0
WD,152000.0
WD,152000.0
WD,152000.0
WD,151500.0
WD,151400.0
WD,151000.0
COD,151000.0
WD,151000.0
WD,151000.0
WD,151000.0
WD,150900.0
WD,150750.0
WD,150500.0
WD,150000.0
WD,150000.0
WD,150000.0
Oth,150000.0
WD,149900.0
WD,149900.0
WD,149900.0
WD,149900.0
WD,149700.0
WD,149500.0
WD,149500.0
WD,149350.0
WD,149300.0
WD,149000.0
WD,149000.0
WD,149000.0
WD,149000.0
WD,148800.0
WD,148500.0
WD,148500.0
WD,148500.0
WD,148000.0
WD,148000.0
WD,148000.0
WD,148000.0
WD,148000.0
WD,148000.0
WD,148000.0
WD,147500.0
WD,147400.0
WD,147000.0
WD,147000.0
WD,147000.0
New,147000.0
WD,147000.0
WD,147000.0
WD,147000.0
WD,147000.0
New,147000.0
WD,146800.0
WD,146500.0
WD,146000.0
WD,146000.0
WD,146000.0
WD,145900.0
WD,145500.0
WD,145250.0
WD,145000.0
WD,145000.0
WD,145000.0
WD,145000.0
WD,145000.0
WD,145000.0
WD,145000.0
WD,145000.0
WD,145000.0
WD,145000.0
COD,145000.0
WD,145000.0
WD,145000.0
WD,145000.0
WD,144900.0
ConLD,144500.0
WD,144500.0
WD,144152.0
WD,144000.0
WD,144000.0
WD,144000.0
WD,144000.0
WD,144000.0
WD,144000.0
ConLw,144000.0
WD,144000.0
WD,144000.0
WD,144000.0
WD,143900.0
WD,143750.0
WD,143500.0
WD,143500.0
WD,143250.0
WD,143000.0
WD,143000.0
WD,143000.0
WD,143000.0
WD,143000.0
WD,143000.0
WD,143000.0
WD,143000.0
WD,143000.0
WD,143000.0
WD,142953.0
WD,142600.0
WD,142500.0
WD,142500.0
WD,142500.0
WD,142125.0
WD,142000.0
WD,142000.0
COD,142000.0
WD,142000.0
WD,141500.0
WD,141000.0
WD,141000.0
WD,141000.0
WD,141000.0
WD,141000.0
WD,141000.0
WD,141000.0
WD,141000.0
WD,140200.0
WD,140000.0
WD,140000.0
WD,140000.0
WD,140000.0
WD,140000.0
WD,140000.0
COD,140000.0
WD,140000.0
WD,140000.0
COD,140000.0
WD,140000.0
WD,140000.0
WD,140000.0
ConLD,140000.0
WD,140000.0
WD,140000.0
WD,140000.0
New,140000.0
WD,140000.0
WD,140000.0
WD,139950.0
WD,139900.0
WD,139600.0
WD,139500.0
WD,139400.0
WD,139400.0
COD,139000.0
WD,139000.0
WD,139000.0
WD,139000.0
WD,139000.0
WD,139000.0
WD,139000.0
WD,139000.0
COD,139000.0
WD,139000.0
WD,139000.0
WD,138887.0
WD,138800.0
WD,138500.0
WD,138500.0
WD,138000.0
WD,138000.0
WD,138000.0
WD,137900.0
WD,137500.0
WD,137500.0
WD,137500.0
COD,137500.0
WD,137500.0
WD,137500.0
WD,137450.0
WD,137000.0
WD,137000.0
WD,137000.0
WD,137000.0
WD,137000.0
WD,136905.0
WD,136900.0
WD,136500.0
WD,136500.0
COD,136500.0
WD,136500.0
WD,136500.0
WD,136000.0
CWD,136000.0
WD,136000.0
WD,135960.0
WD,135900.0
WD,135750.0
WD,135500.0
WD,135500.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,135000.0
WD,134900.0
WD,134900.0
WD,134800.0
WD,134500.0
WD,134500.0
WD,134450.0
WD,134432.0
WD,134000.0
WD,134000.0
WD,134000.0
WD,133900.0
WD,133900.0
WD,133700.0
WD,133500.0
WD,133000.0
WD,133000.0
WD,133000.0
WD,133000.0
WD,133000.0
WD,133000.0
WD,132500.0
WD,132500.0
WD,132500.0
WD,132500.0
WD,132500.0
WD,132500.0
WD,132250.0
WD,132000.0
WD,132000.0
WD,132000.0
WD,132000.0
WD,132000.0
WD,132000.0
WD,131500.0
WD,131500.0
WD,131500.0
WD,131400.0
WD,131000.0
WD,131000.0
WD,131000.0
WD,130500.0
WD,130500.0
WD,130500.0
WD,130250.0
WD,130000.0
WD,130000.0
WD,130000.0
WD,130000.0
WD,130000.0
WD,130000.0
WD,130000.0
WD,130000.0
WD,130000.0
WD,130000.0
WD,130000.0
WD,129900.0
WD,129900.0
WD,129900.0
WD,129900.0
WD,129500.0
WD,129500.0
WD,129500.0
WD,129500.0
WD,129000.0
WD,129000.0
WD,129000.0
WD,129000.0
WD,129000.0
WD,129000.0
WD,129000.0
WD,129000.0
WD,128950.0
WD,128900.0
WD,128500.0
WD,128500.0
WD,128500.0
WD,128500.0
WD,128200.0
WD,128000.0
WD,128000.0
WD,128000.0
WD,128000.0
WD,128000.0
WD,128000.0
WD,128000.0
WD,127500.0
COD,127500.0
WD,127500.0
WD,127500.0
WD,127500.0
WD,127500.0
WD,127000.0
WD,127000.0
WD,127000.0
WD,127000.0
WD,127000.0
WD,127000.0
WD,127000.0
WD,127000.0
WD,127000.0
COD,126500.0
WD,126175.0
WD,126000.0
COD,126000.0
WD,126000.0
WD,125500.0
WD,125500.0
WD,125500.0
WD,125500.0
ConLI,125000.0
WD,125000.0
WD,125000.0
WD,125000.0
WD,125000.0
WD,125000.0
ConLD,125000.0
WD,125000.0
WD,125000.0
WD,125000.0
WD,124900.0
WD,124900.0
WD,124500.0
COD,124500.0
WD,124500.0
WD,124500.0
WD,124000.0
WD,124000.0
WD,124000.0
WD,124000.0
WD,124000.0
COD,124000.0
WD,123600.0
WD,123500.0
WD,123000.0
WD,123000.0
WD,123000.0
WD,123000.0
WD,122900.0
WD,122500.0
WD,122500.0
WD,122000.0
WD,122000.0
WD,122000.0
WD,122000.0
WD,121600.0
WD,121500.0
WD,121000.0
WD,120500.0
WD,120500.0
WD,120500.0
WD,120500.0
WD,120000.0
WD,120000.0
WD,120000.0
WD,120000.0
WD,120000.0
WD,120000.0
WD,120000.0
WD,119900.0
WD,119900.0
WD,119750.0
WD,119500.0
WD,119500.0
WD,119500.0
WD,119500.0
WD,119200.0
WD,119000.0
WD,119000.0
WD,119000.0
WD,119000.0
WD,119000.0
WD,119000.0
WD,119000.0
WD,118964.0
WD,118858.0
COD,118500.0
WD,118500.0
WD,118500.0
WD,118500.0
WD,118400.0
WD,118000.0
WD,118000.0
WD,118000.0
WD,118000.0
WD,118000.0
WD,118000.0
WD,117500.0
WD,117500.0
WD,117000.0
WD,117000.0
WD,117000.0
WD,117000.0
WD,116900.0
WD,116500.0
Oth,116050.0
WD,116000.0
WD,116000.0
WD,116000.0
WD,115000.0
WD,115000.0
ConLI,115000.0
WD,115000.0
WD,115000.0
WD,115000.0
WD,115000.0
WD,115000.0
WD,115000.0
WD,115000.0
WD,115000.0
WD,115000.0
WD,114504.0
WD,114500.0
COD,114500.0
New,113000.0
WD,113000.0
WD,113000.0
WD,113000.0
WD,113000.0
WD,113000.0
WD,112500.0
WD,112500.0
COD,112000.0
COD,112000.0
COD,112000.0
WD,112000.0
WD,112000.0
WD,112000.0
WD,112000.0
COD,111250.0
WD,111000.0
WD,110500.0
WD,110500.0
WD,110000.0
WD,110000.0
WD,110000.0
ConLI,110000.0
WD,110000.0
WD,110000.0
WD,110000.0
WD,110000.0
COD,110000.0
WD,110000.0
WD,110000.0
WD,110000.0
WD,110000.0
WD,109900.0
WD,109900.0
WD,109900.0
WD,109500.0
WD,109500.0
WD,109500.0
WD,109500.0
WD,109008.0
WD,109000.0
WD,109000.0
WD,108959.0
WD,108500.0
WD,108480.0
WD,108000.0
WD,108000.0
COD,108000.0
WD,108000.0
WD,108000.0
WD,108000.0
WD,107900.0
WD,107500.0
WD,107500.0
WD,107500.0
WD,107400.0
WD,107000.0
WD,107000.0
WD,107000.0
WD,106500.0
WD,106500.0
WD,106250.0
WD,106000.0
WD,106000.0
WD,106000.0
WD,105900.0
WD,105500.0
WD,105000.0
WD,105000.0
WD,105000.0
WD,105000.0
WD,105000.0
WD,104900.0
WD,104900.0
WD,104000.0
WD,103600.0
WD,103200.0
WD,103000.0
WD,102776.0
COD,102000.0
WD,102000.0
WD,102000.0
WD,101800.0
WD,101000.0
WD,100000.0
WD,100000.0
WD,100000.0
WD,100000.0
WD,100000.0
WD,100000.0
WD,100000.0
WD,100000.0
WD,100000.0
WD,99900.0
WD,99500.0
WD,98600.0
WD,98300.0
WD,98000.0
COD,98000.0
WD,98000.0
WD,97500.0
WD,97000.0
WD,97000.0
WD,97000.0
WD,96500.0
WD,96500.0
ConLw,95000.0
WD,95000.0
WD,94750.0
WD,94500.0
WD,94000.0
WD,93500.0
Oth,93500.0
WD,93000.0
WD,93000.0
WD,93000.0
WD,92900.0
WD,92000.0
WD,91500.0
WD,91500.0
WD,91300.0
WD,91000.0
WD,91000.0
WD,91000.0
WD,90350.0
WD,90000.0
WD,90000.0
WD,90000.0
WD,89500.0
WD,89500.0
WD,89471.0
WD,89000.0
WD,88000.0
WD,88000.0
WD,88000.0
WD,88000.0
WD,87500.0
WD,87000.0
WD,87000.0
WD,87000.0
WD,87000.0
WD,86000.0
WD,86000.0
WD,86000.0
WD,85500.0
COD,85400.0
ConLD,85000.0
WD,85000.0
WD,85000.0
WD,85000.0
WD,84900.0
WD,84500.0
WD,84500.0
WD,84500.0
WD,84000.0
WD,83500.0
COD,83000.0
WD,83000.0
WD,82500.0
WD,82500.0
WD,82500.0
WD,82000.0
WD,82000.0
WD,82000.0
WD,81000.0
WD,81000.0
ConLD,81000.0
WD,80500.0
WD,80000.0
WD,80000.0
WD,80000.0
WD,80000.0
ConLD,79900.0
WD,79900.0
WD,79500.0
WD,79000.0
WD,79000.0
WD,79000.0
WD,78000.0
WD,76500.0
WD,76000.0
WD,75500.0
WD,75000.0
WD,73000.0
WD,72500.0
WD,68500.0
COD,68400.0
WD,67000.0
WD,67000.0
WD,66500.0
WD,64500.0
WD,62383.0
WD,61000.0
COD,60000.0
ConLw,60000.0
WD,60000.0
WD,58500.0
WD,55993.0
WD,55000.0
WD,55000.0
WD,52500.0
WD,52000.0
WD,40000.0
WD,39300.0
WD,37900.0
WD,35311.0
WD,34900.0
