Heating,SalePrice
GasA,229456.0
GasA,229000.0
GasA,228950.0
GasA,228500.0
GasA,228500.0
GasA,228000.0
GasA,228000.0
GasA,227875.0
GasA,227680.0
GasA,227000.0
GasA,227000.0
GasA,227000.0
GasA,226700.0
GasA,226000.0
GasA,226000.0
GasA,226000.0
GasW,225000.0
GasA,225000.0
GasA,225000.0
GasA,225000.0
GasA,225000.0
GasA,225000.0
GasA,224900.0
GasA,224900.0
GasA,224500.0
GasA,224000.0
GasA,224000.0
GasA,223500.0
GasA,223500.0
GasA,223000.0
GasA,222500.0
GasA,222500.0
GasA,222000.0
GasA,222000.0
GasA,222000.0
GasA,221500.0
GasA,221000.0
GasA,221000.0
GasA,220000.0
GasA,220000.0
GasA,220000.0
GasA,220000.0
GasA,220000.0
GasA,219500.0
GasA,219500.0
GasA,219500.0
GasA,219210.0
GasA,218000.0
GasA,217500.0
GasA,217000.0
GasA,217000.0
GasA,216837.0
GasA,216500.0
GasA,216000.0
GasA,215200.0
GasA,215000.0
GasA,215000.0
GasA,215000.0
GasA,215000.0
GasA,215000.0
GasA,215000.0
GasA,215000.0
GasA,215000.0
GasA,214900.0
GasA,214500.0
GasA,214000.0
GasA,214000.0
GasA,214000.0
GasA,214000.0
GasA,214000.0
GasA,213500.0
GasA,213500.0
GasA,213490.0
GasA,213250.0
GasA,213000.0
GasA,213000.0
GasA,213000.0
GasA,212900.0
GasA,212000.0
GasA,212000.0
GasA,212000.0
GasA,211000.0
GasA,211000.0
GasA,210000.0
GasA,210000.0
GasA,210000.0
GasA,210000.0
GasA,210000.0
GasA,209500.0
GasA,208900.0
GasA,208900.0
GasA,208500.0
GasA,208300.0
GasA,207500.0
GasA,207500.0
GasA,207500.0
GasA,207500.0
GasA,207500.0
GasA,207000.0
GasA,207000.0
GasA,206900.0
GasA,206300.0
GasA,206000.0
GasA,205950.0
GasA,205000.0
GasA,205000.0
GasW,205000.0
GasA,205000.0
GasA,205000.0
GasA,205000.0
GasA,204900.0
GasA,204750.0
GasA,204000.0
GasA,204000.0
GasA,203000.0
GasA,203000.0
GasA,202900.0
GasA,202665.0
GasA,202500.0
GasA,202500.0
GasA,202500.0
GasA,201800.0
GasA,201000.0
GasA,201000.0
GasA,201000.0
GasA,200624.0
GasA,200500.0
GasA,200500.0
GasA,200141.0
GasA,200100.0
GasA,200000.0
GasA,200000.0
GasA,200000.0
GasA,200000.0
GasA,200000.0
GasA,200000.0
GasA,200000.0
GasA,200000.0
GasA,199900.0
GasA,199900.0
GasA,198900.0
GasA,198500.0
GasA,197900.0
GasA,197900.0
GasA,197900.0
GasA,197500.0
GasA,197500.0
GasA,197000.0
GasA,197000.0
GasA,197000.0
GasA,197000.0
GasA,196500.0
GasA,196500.0
GasA,196000.0
GasA,196000.0
GasA,196000.0
GasA,195400.0
GasA,195000.0
GasA,195000.0
GasA,195000.0
GasA,194700.0
GasA,194500.0
GasA,194500.0
GasA,194500.0
GasA,194201.0
GasA,194000.0
GasA,194000.0
GasA,194000.0
GasA,193879.0
GasA,193500.0
GasA,193500.0
GasA,193000.0
GasA,193000.0
GasA,193000.0
GasA,192500.0
GasA,192500.0
GasA,192140.0
GasA,192000.0
GasA,192000.0
GasA,192000.0
GasA,192000.0
GasA,192000.0
GasA,191000.0
GasA,191000.0
GasA,191000.0
GasA,191000.0
GasA,190000.0
GasA,190000.0
GasA,190000.0
GasA,190000.0
GasA,190000.0
GasA,190000.0
GasA,190000.0
GasA,190000.0
GasA,190000.0
GasA,190000.0
GasA,190000.0
GasA,190000.0
GasA,190000.0
GasA,189950.0
GasA,189000.0
GasA,189000.0
GasA,189000.0
GasA,189000.0
GasA,189000.0
GasA,189000.0
GasA,188700.0
GasA,188500.0
GasA,188000.0
GasA,188000.0
GasA,188000.0
GasA,187750.0
GasA,187500.0
GasA,187500.0
GasA,187500.0
GasA,187500.0
GasA,187500.0
GasA,187500.0
GasA,187100.0
GasA,187000.0
GasA,187000.0
GasA,187000.0
GasA,186700.0
GasA,186500.0
GasA,186500.0
GasA,186000.0
GasA,185900.0
GasA,185850.0
GasA,185750.0
GasA,185500.0
GasA,185000.0
GasA,185000.0
GasA,185000.0
GasA,185000.0
GasA,185000.0
GasA,185000.0
GasA,185000.0
GasA,185000.0
GasA,185000.0
GasA,185000.0
GasA,184900.0
GasA,184750.0
GasA,184100.0
GasA,184000.0
GasA,184000.0
GasA,184000.0
GasA,184000.0
GasA,183900.0
GasA,183500.0
GasA,183200.0
GasA,183000.0
GasA,182900.0
GasA,182000.0
GasA,181900.0
GasA,181500.0
GasA,181134.0
GasA,181000.0
GasA,181000.0
GasA,181000.0
GasA,181000.0
GasA,181000.0
GasA,181000.0
GasA,181000.0
GasA,180500.0
GasA,180500.0
GasA,180500.0
GasA,180500.0
GasA,180000.0
GasA,180000.0
GasA,180000.0
GasA,180000.0
GasA,180000.0
GasA,180000.0
GasA,180000.0
GasA,180000.0
GasA,180000.0
GasA,180000.0
GasA,179900.0
GasA,179900.0
GasA,179900.0
GasA,179900.0
GasA,179900.0
GasA,179665.0
GasA,179600.0
GasA,179540.0
GasA,179500.0
GasA,179400.0
GasA,179200.0
GasA,179200.0
GasA,179000.0
GasA,179000.0
GasA,179000.0
GasA,178900.0
GasA,178740.0
GasA,178400.0
GasA,178000.0
GasA,178000.0
GasA,178000.0
GasA,178000.0
GasA,178000.0
GasA,178000.0
GasA,178000.0
GasA,177500.0
GasA,177500.0
GasA,177500.0
GasA,177000.0
GasA,177000.0
GasA,177000.0
GasA,177000.0
GasA,177000.0
GasA,176500.0
GasA,176500.0
GasA,176485.0
GasA,176432.0
GasA,176000.0
GasA,176000.0
GasA,176000.0
GasA,176000.0
GasA,176000.0
GasA,176000.0
GasA,176000.0
GasA,176000.0
GasA,175900.0
GasA,175900.0
GasA,175500.0
GasA,175500.0
GasA,175500.0
GasA,175000.0
GasA,175000.0
GasA,175000.0
GasA,175000.0
GasA,175000.0
GasA,175000.0
GasA,175000.0
GasA,175000.0
GasA,175000.0
GasA,174900.0
GasA,174500.0
GasA,174000.0
GasA,174000.0
GasA,174000.0
GasA,174000.0
GasA,174000.0
GasA,174000.0
GasA,174000.0
GasA,173900.0
GasA,173733.0
GasA,173500.0
GasA,173000.0
GasA,173000.0
GasA,173000.0
GasA,173000.0
GasA,173000.0
GasA,173000.0
GasA,173000.0
GasA,172785.0
GasA,172500.0
GasA,172500.0
GasA,172500.0
GasA,172500.0
GasA,172500.0
GasA,172400.0
GasA,172000.0
GasA,171900.0
GasA,171750.0
GasA,171500.0
GasA,171000.0
GasA,171000.0
GasA,171000.0
GasA,171000.0
GasA,171000.0
GasA,170000.0
GasA,170000.0
GasA,170000.0
GasA,170000.0
GasA,170000.0
GasA,170000.0
GasA,170000.0
GasA,170000.0
GasA,169990.0
GasA,169900.0
GasA,169500.0
GasA,169500.0
GasA,169000.0
GasA,169000.0
GasA,169000.0
GasA,168500.0
GasA,168500.0
GasA,168500.0
GasA,168000.0
GasA,168000.0
GasA,168000.0
GasA,168000.0
GasA,167900.0
GasA,167900.0
GasA,167500.0
GasA,167500.0
GasA,167500.0
GasA,167240.0
GasA,167000.0
GasA,167000.0
GasA,167000.0
GasA,167000.0
GasA,166000.0
GasA,166000.0
GasA,165600.0
GasA,165500.0
GasA,165500.0
GasA,165500.0
GasA,165400.0
GasA,165150.0
GasA,165000.0
GasA,165000.0
GasA,165000.0
GasA,165000.0
GasA,165000.0
GasA,165000.0
GasA,165000.0
GasA,165000.0
GasA,164990.0
GasA,164900.0
GasA,164700.0
GasA,164500.0
GasA,164500.0
GasA,164000.0
GasA,164000.0
GasA,164000.0
GasA,163990.0
GasA,163900.0
GasA,163500.0
GasA,163500.0
GasA,163000.0
GasW,163000.0
GasA,163000.0
GasA,163000.0
GasA,162900.0
GasA,162900.0
GasA,162500.0
GasA,162000.0
GasA,162000.0
GasA,162000.0
GasA,162000.0
GasA,161750.0
GasA,161500.0
GasA,161500.0
GasA,161000.0
GasA,161000.0
GasA,160200.0
GasA,160000.0
GasA,160000.0
GasA,160000.0
GasA,160000.0
GasA,160000.0
GasA,160000.0
GasA,160000.0
GasA,160000.0
GasA,160000.0
GasA,160000.0
GasA,160000.0
GasA,160000.0
GasA,159950.0
GasA,159895.0
GasA,159500.0
GasA,159500.0
GasA,159500.0
GasA,159434.0
GasA,159000.0
GasA,159000.0
GasA,159000.0
GasA,159000.0
GasA,158900.0
GasA,158500.0
GasA,158000.0
GasA,158000.0
GasA,158000.0
GasA,158000.0
GasA,158000.0
GasA,158000.0
GasA,157900.0
GasA,157900.0
GasA,157500.0
GasA,157500.0
GasA,157000.0
GasA,157000.0
GasA,157000.0
GasA,157000.0
GasA,157000.0
GasA,157000.0
GasA,156932.0
GasA,156500.0
GasA,156000.0
GasA,156000.0
GasA,156000.0
GasA,156000.0
GasA,155900.0
GasA,155835.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,155000.0
GasA,154900.0
GasA,154500.0
GasA,154300.0
GasA,154000.0
GasA,154000.0
GasA,154000.0
GasA,154000.0
GasA,154000.0
GasA,153900.0
GasA,153900.0
GasA,153575.0
GasA,153500.0
GasA,153500.0
GasA,153500.0
GasA,153337.0
GasA,153000.0
GasA,153000.0
GasA,153000.0
GasA,152000.0
GasA,152000.0
GasA,152000.0
GasA,152000.0
GasA,152000.0
GasA,152000.0
GasA,151500.0
GasA,151400.0
GasA,151000.0
GasA,151000.0
GasA,151000.0
GasA,151000.0
GasA,151000.0
GasA,150900.0
GasA,150750.0
GasA,150500.0
GasA,150000.0
GasA,150000.0
GasA,150000.0
GasA,150000.0
GasA,149900.0
GasA,149900.0
GasA,149900.0
GasA,149900.0
GasA,149700.0
GasA,149500.0
GasA,149500.0
GasA,149350.0
GasA,149300.0
GasA,149000.0
GasA,149000.0
GasA,149000.0
GasA,149000.0
GasA,148800.0
GasA,148500.0
GasA,148500.0
GasA,148500.0
GasA,148000.0
GasA,148000.0
GasA,148000.0
GasA,148000.0
GasA,148000.0
GasA,148000.0
GasA,148000.0
GasA,147500.0
GasA,147400.0
GasA,147000.0
GasA,147000.0
GasA,147000.0
GasA,147000.0
GasA,147000.0
GasA,147000.0
GasA,147000.0
GasA,147000.0
GasA,147000.0
GasA,146800.0
GasA,146500.0
GasA,146000.0
GasA,146000.0
GasA,146000.0
GasA,145900.0
GasA,145500.0
GasA,145250.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,145000.0
GasA,144900.0
GasA,144500.0
GasA,144500.0
GasA,144152.0
GasA,144000.0
GasA,144000.0
GasA,144000.0
GasA,144000.0
GasA,144000.0
GasA,144000.0
GasA,144000.0
GasW,144000.0
GasA,144000.0
GasA,144000.0
GasA,143900.0
GasA,143750.0
GasA,143500.0
GasA,143500.0
GasA,143250.0
GasA,143000.0
GasA,143000.0
GasA,143000.0
GasA,143000.0
GasA,143000.0
GasA,143000.0
GasA,143000.0
GasA,143000.0
GasA,143000.0
GasA,143000.0
GasA,142953.0
GasA,142600.0
GasA,142500.0
GasA,142500.0
GasA,142500.0
GasA,142125.0
GasA,142000.0
GasA,142000.0
GasA,142000.0
GasA,142000.0
GasA,141500.0
GasA,141000.0
GasA,141000.0
GasA,141000.0
GasA,141000.0
GasA,141000.0
GasA,141000.0
GasA,141000.0
GasA,141000.0
GasA,140200.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,140000.0
GasA,139950.0
GasA,139900.0
GasA,139600.0
GasA,139500.0
GasA,139400.0
GasA,139400.0
GasA,139000.0
GasA,139000.0
GasA,139000.0
GasA,139000.0
GasA,139000.0
GasA,139000.0
GasA,139000.0
GasA,139000.0
GasA,139000.0
GasA,139000.0
GasA,139000.0
GasA,138887.0
GasA,138800.0
GasA,138500.0
GasA,138500.0
GasA,138000.0
GasA,138000.0
GasA,138000.0
GasA,137900.0
GasA,137500.0
GasA,137500.0
GasA,137500.0
GasA,137500.0
GasA,137500.0
GasA,137500.0
GasA,137450.0
GasA,137000.0
GasA,137000.0
GasA,137000.0
GasA,137000.0
GasA,137000.0
GasA,136905.0
GasA,136900.0
GasA,136500.0
GasA,136500.0
GasA,136500.0
GasA,136500.0
GasA,136500.0
GasA,136000.0
GasW,136000.0
GasA,136000.0
GasA,135960.0
GasA,135900.0
GasA,135750.0
GasA,135500.0
GasA,135500.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,135000.0
GasA,134900.0
GasA,134900.0
GasA,134800.0
GasA,134500.0
GasA,134500.0
GasA,134450.0
GasA,134432.0
GasA,134000.0
GasA,134000.0
GasA,134000.0
GasW,133900.0
GasA,133900.0
GasA,133700.0
GasA,133500.0
GasA,133000.0
GasA,133000.0
GasA,133000.0
GasA,133000.0
GasA,133000.0
GasA,133000.0
GasA,132500.0
GasA,132500.0
GasA,132500.0
GasA,132500.0
GasA,132500.0
GasA,132500.0
GasA,132250.0
GasA,132000.0
GasA,132000.0
GasA,132000.0
GasA,132000.0
GasA,132000.0
GasA,132000.0
GasA,131500.0
GasA,131500.0
GasA,131500.0
GasA,131400.0
GasA,131000.0
GasA,131000.0
GasA,131000.0
GasA,130500.0
GasA,130500.0
GasA,130500.0
GasA,130250.0
GasA,130000.0
GasA,130000.0
GasA,130000.0
GasA,130000.0
GasA,130000.0
GasA,130000.0
GasA,130000.0
GasA,130000.0
GasA,130000.0
GasA,130000.0
GasA,130000.0
GasA,129900.0
GasA,129900.0
GasA,129900.0
GasA,129900.0
GasA,129500.0
GasA,129500.0
GasA,129500.0
OthW,129500.0
GasA,129000.0
GasA,129000.0
GasW,129000.0
GasA,129000.0
GasA,129000.0
GasA,129000.0
GasA,129000.0
GasA,129000.0
GasA,128950.0
GasA,128900.0
GasA,128500.0
GasA,128500.0
GasA,128500.0
GasA,128500.0
GasA,128200.0
GasA,128000.0
GasA,128000.0
GasA,128000.0
GasA,128000.0
GasA,128000.0
GasA,128000.0
GasA,128000.0
GasA,127500.0
GasA,127500.0
GasA,127500.0
GasA,127500.0
GasA,127500.0
GasA,127500.0
GasA,127000.0
GasA,127000.0
GasA,127000.0
GasA,127000.0
GasA,127000.0
GasA,127000.0
GasA,127000.0
GasA,127000.0
GasA,127000.0
GasA,126500.0
GasA,126175.0
GasA,126000.0
GasA,126000.0
GasA,126000.0
GasA,125500.0
GasA,125500.0
GasA,125500.0
GasA,125500.0
GasA,125000.0
GasA,125000.0
GasA,125000.0
GasA,125000.0
GasA,125000.0
GasA,125000.0
GasW,125000.0
GasA,125000.0
GasA,125000.0
GasA,125000.0
GasA,124900.0
GasA,124900.0
GasA,124500.0
GasA,124500.0
GasA,124500.0
GasA,124500.0
GasA,124000.0
GasA,124000.0
GasA,124000.0
GasA,124000.0
GasA,124000.0
GasA,124000.0
GasA,123600.0
GasA,123500.0
GasA,123000.0
GasA,123000.0
GasA,123000.0
GasA,123000.0
GasA,122900.0
GasA,122500.0
GasA,122500.0
GasA,122000.0
GasA,122000.0
GasA,122000.0
OthW,122000.0
GasA,121600.0
GasA,121500.0
Grav,121000.0
GasA,120500.0
GasA,120500.0
GasA,120500.0
GasA,120500.0
GasA,120000.0
GasA,120000.0
GasA,120000.0
GasA,120000.0
GasA,120000.0
GasA,120000.0
GasA,120000.0
GasA,119900.0
GasA,119900.0
GasA,119750.0
GasA,119500.0
GasA,119500.0
GasA,119500.0
GasA,119500.0
GasA,119200.0
GasA,119000.0
GasA,119000.0
GasA,119000.0
GasA,119000.0
GasA,119000.0
GasA,119000.0
GasA,119000.0
GasA,118964.0
GasA,118858.0
GasA,118500.0
GasA,118500.0
GasA,118500.0
GasA,118500.0
GasA,118400.0
GasA,118000.0
GasA,118000.0
GasA,118000.0
GasA,118000.0
GasA,118000.0
GasA,118000.0
GasA,117500.0
GasW,117500.0
GasA,117000.0
GasA,117000.0
GasA,117000.0
GasA,117000.0
GasA,116900.0
GasA,116500.0
GasA,116050.0
GasA,116000.0
GasW,116000.0
GasA,116000.0
GasA,115000.0
GasW,115000.0
GasA,115000.0
GasA,115000.0
GasA,115000.0
GasA,115000.0
GasA,115000.0
GasA,115000.0
GasA,115000.0
GasA,115000.0
GasA,115000.0
GasA,115000.0
GasA,114504.0
GasA,114500.0
GasA,114500.0
GasA,113000.0
GasA,113000.0
GasA,113000.0
GasA,113000.0
GasA,113000.0
GasA,113000.0
GasA,112500.0
GasA,112500.0
GasA,112000.0
GasA,112000.0
GasA,112000.0
GasA,112000.0
GasA,112000.0
GasA,112000.0
GasA,112000.0
GasA,111250.0
GasA,111000.0
GasA,110500.0
GasA,110500.0
GasA,110000.0
GasA,110000.0
GasA,110000.0
GasA,110000.0
GasA,110000.0
GasA,110000.0
GasA,110000.0
GasA,110000.0
GasA,110000.0
GasA,110000.0
GasA,110000.0
GasA,110000.0
GasA,110000.0
GasA,109900.0
GasA,109900.0
GasA,109900.0
GasA,109500.0
GasA,109500.0
GasA,109500.0
GasA,109500.0
GasA,109008.0
GasA,109000.0
GasA,109000.0
GasA,108959.0
GasA,108500.0
GasA,108480.0
GasA,108000.0
GasA,108000.0
GasA,108000.0
GasA,108000.0
GasA,108000.0
GasA,108000.0
GasA,107900.0
GasA,107500.0
GasA,107500.0
GasA,107500.0
GasA,107400.0
GasA,107000.0
GasA,107000.0
GasA,107000.0
GasA,106500.0
GasA,106500.0
GasA,106250.0
GasA,106000.0
GasA,106000.0
GasA,106000.0
GasA,105900.0
GasA,105500.0
GasA,105000.0
GasA,105000.0
GasA,105000.0
GasA,105000.0
GasA,105000.0
GasA,104900.0
GasA,104900.0
GasA,104000.0
GasA,103600.0
GasA,103200.0
GasA,103000.0
GasA,102776.0
GasA,102000.0
GasA,102000.0
GasA,102000.0
GasA,101800.0
GasA,101000.0
GasA,100000.0
GasA,100000.0
GasA,100000.0
GasA,100000.0
GasA,100000.0
GasA,100000.0
GasA,100000.0
GasA,100000.0
GasA,100000.0
GasA,99900.0
GasA,99500.0
GasA,98600.0
GasA,98300.0
GasA,98000.0
GasA,98000.0
Wall,98000.0
GasA,97500.0
GasA,97000.0
GasA,97000.0
GasA,97000.0
Grav,96500.0
GasA,96500.0
GasA,95000.0
GasA,95000.0
GasA,94750.0
GasA,94500.0
GasA,94000.0
GasA,93500.0
GasA,93500.0
GasA,93000.0
GasA,93000.0
GasA,93000.0
Wall,92900.0
GasA,92000.0
GasA,91500.0
GasA,91500.0
GasA,91300.0
GasA,91000.0
GasA,91000.0
GasA,91000.0
GasA,90350.0
GasA,90000.0
GasA,90000.0
Wall,90000.0
GasA,89500.0
GasA,89500.0
GasA,89471.0
GasA,89000.0
GasA,88000.0
GasA,88000.0
GasA,88000.0
GasA,88000.0
Wall,87500.0
GasA,87000.0
GasA,87000.0
GasW,87000.0
GasA,87000.0
GasA,86000.0
GasA,86000.0
GasA,86000.0
GasA,85500.0
GasA,85400.0
GasA,85000.0
GasA,85000.0
GasA,85000.0
GasW,85000.0
GasA,84900.0
GasA,84500.0
GasA,84500.0
GasA,84500.0
GasA,84000.0
GasA,83500.0
GasA,83000.0
GasA,83000.0
GasA,82500.0
GasA,82500.0
GasA,82500.0
GasA,82000.0
GasA,82000.0
GasW,82000.0
GasA,81000.0
GasA,81000.0
GasA,81000.0
GasA,80500.0
GasA,80000.0
GasA,80000.0
GasA,80000.0
Grav,80000.0
GasA,79900.0
GasA,79900.0
GasA,79500.0
Grav,79000.0
GasA,79000.0
GasA,79000.0
GasA,78000.0
GasA,76500.0
GasA,76000.0
GasA,75500.0
GasA,75000.0
GasA,73000.0
Floor,72500.0
GasA,68500.0
GasA,68400.0
GasA,67000.0
GasA,67000.0
GasA,66500.0
GasA,64500.0
GasA,62383.0
GasA,61000.0
GasA,60000.0
Grav,60000.0
GasA,60000.0
GasA,58500.0
GasA,55993.0
GasA,55000.0
GasA,55000.0
Grav,52500.0
GasA,52000.0
GasA,40000.0
GasA,39300.0
Grav,37900.0
GasA,35311.0
GasA,34900.0
