TotalBsmtSF,SalePrice
833,207000.0
952,206900.0
1344,206300.0
1187,206000.0
813,205950.0
1610,205000.0
948,205000.0
952,205000.0
1541,205000.0
768,205000.0
803,205000.0
1498,204900.0
824,204750.0
1490,204000.0
872,204000.0
1504,203000.0
1274,203000.0
967,202900.0
1368,202665.0
1370,202500.0
1208,202500.0
1368,202500.0
864,201800.0
1560,201000.0
928,201000.0
1466,201000.0
2035,200624.0
804,200500.0
1598,200500.0
1316,200141.0
793,200100.0
1107,200000.0
1362,200000.0
1010,200000.0
1440,200000.0
616,200000.0
1682,200000.0
916,200000.0
1248,200000.0
930,199900.0
1241,199900.0
1226,198900.0
0,198500.0
793,197900.0
866,197900.0
1680,197900.0
1161,197500.0
780,197500.0
770,197000.0
824,197000.0
1247,197000.0
539,197000.0
860,196500.0
980,196500.0
1391,196000.0
1306,196000.0
1567,196000.0
1208,195400.0
848,195000.0
831,195000.0
847,195000.0
1362,194700.0
996,194500.0
1232,194500.0
712,194500.0
1258,194201.0
1199,194000.0
1240,194000.0
1360,194000.0
1286,193879.0
896,193500.0
1408,193500.0
1604,193000.0
873,193000.0
839,193000.0
1373,192500.0
936,192500.0
732,192140.0
1431,192000.0
1160,192000.0
943,192000.0
1256,192000.0
1459,192000.0
1468,191000.0
880,191000.0
1346,191000.0
588,191000.0
1844,190000.0
825,190000.0
1617,190000.0
1453,190000.0
796,190000.0
1517,190000.0
808,190000.0
864,190000.0
1500,190000.0
1361,190000.0
856,190000.0
1624,190000.0
750,190000.0
912,189950.0
1228,189000.0
728,189000.0
1454,189000.0
994,189000.0
1055,189000.0
612,189000.0
715,188700.0
716,188500.0
1728,188000.0
880,188000.0
773,188000.0
1293,187750.0
1372,187500.0
868,187500.0
832,187500.0
1156,187500.0
1220,187500.0
691,187500.0
1413,187100.0
832,187000.0
528,187000.0
822,187000.0
1572,186700.0
756,186500.0
936,186500.0
1212,186000.0
770,185900.0
1364,185850.0
1489,185750.0
1414,185500.0
832,185000.0
680,185000.0
802,185000.0
1262,185000.0
1163,185000.0
1013,185000.0
1337,185000.0
1442,185000.0
901,185000.0
1221,185000.0
1176,184900.0
3138,184750.0
408,184100.0
1606,184000.0
725,184000.0
1026,184000.0
788,184000.0
691,183900.0
840,183500.0
783,183200.0
798,183000.0
1440,182900.0
1428,182000.0
1144,181900.0
1262,181500.0
1340,181134.0
1362,181000.0
926,181000.0
1040,181000.0
1346,181000.0
924,181000.0
841,181000.0
1405,181000.0
1425,180500.0
1424,180500.0
764,180500.0
1152,180500.0
1947,180000.0
384,180000.0
938,180000.0
1461,180000.0
840,180000.0
1337,180000.0
783,180000.0
1193,180000.0
1298,180000.0
1309,180000.0
1234,179900.0
713,179900.0
910,179900.0
1219,179900.0
708,179900.0
654,179665.0
1422,179600.0
728,179540.0
720,179500.0
744,179400.0
1575,179200.0
1278,179200.0
982,179000.0
1200,179000.0
1349,179000.0
783,178900.0
1375,178740.0
944,178400.0
741,178000.0
728,178000.0
707,178000.0
808,178000.0
799,178000.0
1212,178000.0
585,178000.0
1200,177500.0
771,177500.0
756,177500.0
794,177000.0
756,177000.0
840,177000.0
1019,177000.0
896,177000.0
1184,176500.0
935,176500.0
1302,176485.0
1314,176432.0
729,176000.0
1362,176000.0
1257,176000.0
1112,176000.0
1237,176000.0
832,176000.0
1132,176000.0
728,176000.0
761,175900.0
1386,175900.0
1422,175500.0
1242,175500.0
764,175500.0
702,175000.0
1392,175000.0
1484,175000.0
1461,175000.0
729,175000.0
520,175000.0
731,175000.0
1126,175000.0
953,175000.0
1127,174900.0
704,174500.0
684,174000.0
1304,174000.0
702,174000.0
742,174000.0
1373,174000.0
776,174000.0
1319,174000.0
750,173900.0
612,173733.0
738,173500.0
1188,173000.0
798,173000.0
1158,173000.0
1291,173000.0
764,173000.0
800,173000.0
959,173000.0
728,172785.0
970,172500.0
1052,172500.0
1258,172500.0
729,172500.0
918,172500.0
953,172400.0
784,172000.0
625,171900.0
1405,171750.0
1196,171500.0
1907,171000.0
650,171000.0
1390,171000.0
1096,171000.0
858,171000.0
1350,170000.0
1389,170000.0
384,170000.0
1763,170000.0
796,170000.0
1074,170000.0
1053,170000.0
570,170000.0
1316,169990.0
1012,169900.0
1040,169500.0
864,169500.0
0,169000.0
916,169000.0
804,169000.0
384,168500.0
756,168500.0
1248,168500.0
806,168000.0
1188,168000.0
916,168000.0
1249,168000.0
780,167900.0
1350,167900.0
728,167500.0
1268,167500.0
384,167500.0
1248,167240.0
1416,167000.0
1277,167000.0
1486,167000.0
1516,167000.0
910,166000.0
1392,166000.0
697,165600.0
1398,165500.0
1097,165500.0
992,165500.0
746,165400.0
732,165150.0
1099,165000.0
1208,165000.0
1064,165000.0
1383,165000.0
673,165000.0
602,165000.0
816,165000.0
1224,165000.0
1310,164990.0
1008,164900.0
625,164700.0
612,164500.0
1164,164500.0
1216,164000.0
918,164000.0
559,164000.0
728,163990.0
384,163900.0
876,163500.0
1657,163500.0
1362,163000.0
880,163000.0
1261,163000.0
482,163000.0
1078,162900.0
832,162900.0
1232,162500.0
1063,162000.0
660,162000.0
1204,162000.0
723,162000.0
689,161750.0
1372,161500.0
1104,161500.0
588,161000.0
689,161000.0
1145,160200.0
1088,160000.0
954,160000.0
1116,160000.0
983,160000.0
728,160000.0
384,160000.0
686,160000.0
1251,160000.0
600,160000.0
6110,160000.0
747,160000.0
1126,160000.0
1024,159950.0
1266,159895.0
718,159500.0
690,159500.0
655,159500.0
793,159434.0
1114,159000.0
912,159000.0
1394,159000.0
1004,159000.0
672,158900.0
1092,158500.0
1158,158000.0
1302,158000.0
689,158000.0
1051,158000.0
1127,158000.0
663,158000.0
1442,157900.0
1188,157900.0
1478,157500.0
650,157500.0
1253,157000.0
1165,157000.0
1176,157000.0
1090,157000.0
1271,157000.0
596,157000.0
616,156932.0
1478,156500.0
990,156000.0
888,156000.0
1073,156000.0
1026,156000.0
848,155900.0
728,155835.0
1125,155000.0
660,155000.0
1215,155000.0
560,155000.0
910,155000.0
1269,155000.0
1094,155000.0
756,155000.0
1010,155000.0
696,155000.0
804,155000.0
1134,155000.0
1120,155000.0
1114,155000.0
731,154900.0
1059,154500.0
1105,154300.0
1060,154000.0
764,154000.0
1154,154000.0
727,154000.0
1246,154000.0
1199,153900.0
876,153900.0
698,153575.0
1237,153500.0
1559,153500.0
1056,153500.0
1086,153337.0
1297,153000.0
1156,153000.0
992,153000.0
1149,152000.0
910,152000.0
1040,152000.0
780,152000.0
1090,152000.0
1040,152000.0
958,151500.0
942,151400.0
506,151000.0
716,151000.0
600,151000.0
600,151000.0
1054,151000.0
1728,150900.0
1063,150750.0
1040,150500.0
1008,150000.0
1281,150000.0
1244,150000.0
1440,150000.0
894,149900.0
985,149900.0
1466,149900.0
1078,149900.0
912,149700.0
672,149500.0
1505,149500.0
1228,149350.0
848,149300.0
1004,149000.0
848,149000.0
776,149000.0
1042,149000.0
551,148800.0
855,148500.0
855,148500.0
1002,148500.0
1194,148000.0
1143,148000.0
870,148000.0
547,148000.0
1032,148000.0
1109,148000.0
1051,148000.0
1256,147500.0
600,147400.0
672,147000.0
1113,147000.0
855,147000.0
1120,147000.0
940,147000.0
936,147000.0
912,147000.0
924,147000.0
1795,147000.0
1029,146800.0
728,146500.0
689,146000.0
864,146000.0
855,146000.0
1272,145900.0
1053,145500.0
1383,145250.0
1097,145000.0
1092,145000.0
1314,145000.0
883,145000.0
1056,145000.0
861,145000.0
1626,145000.0
1001,145000.0
979,145000.0
990,145000.0
1258,145000.0
648,145000.0
588,145000.0
547,145000.0
1086,144900.0
848,144500.0
1216,144500.0
600,144152.0
912,144000.0
840,144000.0
1056,144000.0
0,144000.0
1099,144000.0
915,144000.0
815,144000.0
874,144000.0
848,144000.0
1024,144000.0
1140,143900.0
958,143750.0
660,143500.0
1268,143500.0
981,143250.0
796,143000.0
1214,143000.0
1437,143000.0
923,143000.0
848,143000.0
1632,143000.0
1144,143000.0
650,143000.0
1040,143000.0
1328,143000.0
0,142953.0
1728,142600.0
1003,142500.0
864,142500.0
1141,142500.0
1078,142125.0
1056,142000.0
912,142000.0
1188,142000.0
1252,142000.0
927,141500.0
1150,141000.0
1080,141000.0
1100,141000.0
864,141000.0
1092,141000.0
780,141000.0
848,141000.0
1800,141000.0
972,140200.0
756,140000.0
576,140000.0
1121,140000.0
1367,140000.0
940,140000.0
1214,140000.0
1069,140000.0
848,140000.0
1136,140000.0
1164,140000.0
360,140000.0
672,140000.0
780,140000.0
588,140000.0
533,140000.0
936,140000.0
931,140000.0
547,140000.0
856,140000.0
913,140000.0
1144,139950.0
978,139900.0
0,139600.0
778,139500.0
637,139400.0
1056,139400.0
1029,139000.0
1092,139000.0
1240,139000.0
1056,139000.0
1196,139000.0
372,139000.0
686,139000.0
1121,139000.0
952,139000.0
661,139000.0
912,139000.0
747,138887.0
1096,138800.0
894,138500.0
1052,138500.0
816,138000.0
990,138000.0
1208,138000.0
2136,137900.0
936,137500.0
1138,137500.0
700,137500.0
819,137500.0
970,137500.0
939,137500.0
976,137450.0
1020,137000.0
840,137000.0
1008,137000.0
935,137000.0
928,137000.0
1680,136905.0
994,136900.0
1768,136500.0
864,136500.0
1050,136500.0
1181,136500.0
848,136500.0
1080,136000.0
714,136000.0
896,136000.0
943,135960.0
780,135900.0
952,135750.0
980,135500.0
816,135500.0
660,135000.0
651,135000.0
980,135000.0
1040,135000.0
756,135000.0
941,135000.0
975,135000.0
912,135000.0
1134,135000.0
1098,135000.0
720,135000.0
720,135000.0
845,135000.0
1048,135000.0
1010,135000.0
1122,135000.0
1656,135000.0
858,134900.0
698,134900.0
900,134800.0
1008,134500.0
925,134500.0
1070,134450.0
0,134432.0
1142,134000.0
1084,134000.0
952,134000.0
1214,133900.0
768,133900.0
1040,133700.0
864,133500.0
806,133000.0
723,133000.0
884,133000.0
832,133000.0
1040,133000.0
768,133000.0
970,132500.0
999,132500.0
1148,132500.0
1106,132500.0
780,132500.0
911,132500.0
1064,132250.0
832,132000.0
972,132000.0
1268,132000.0
928,132000.0
264,132000.0
1057,132000.0
1050,131500.0
848,131500.0
1039,131500.0
864,131400.0
768,131000.0
864,131000.0
735,131000.0
725,130500.0
768,130500.0
816,130500.0
938,130250.0
384,130000.0
970,130000.0
970,130000.0
926,130000.0
1062,130000.0
864,130000.0
816,130000.0
894,130000.0
940,130000.0
864,130000.0
976,130000.0
952,129900.0
1040,129900.0
864,129900.0
816,129900.0
1040,129500.0
845,129500.0
768,129500.0
735,129500.0
1144,129000.0
1021,129000.0
960,129000.0
1040,129000.0
864,129000.0
936,129000.0
894,129000.0
814,129000.0
950,128950.0
1050,128900.0
720,128500.0
988,128500.0
971,128500.0
864,128500.0
894,128200.0
1078,128000.0
611,128000.0
806,128000.0
742,128000.0
1067,128000.0
1056,128000.0
672,128000.0
644,127500.0
1436,127500.0
864,127500.0
945,127500.0
884,127500.0
1069,127500.0
955,127000.0
672,127000.0
504,127000.0
864,127000.0
1026,127000.0
1040,127000.0
684,127000.0
1075,127000.0
757,127000.0
1065,126500.0
1162,126175.0
756,126000.0
0,126000.0
990,126000.0
876,125500.0
803,125500.0
796,125500.0
622,125500.0
1728,125000.0
1200,125000.0
912,125000.0
744,125000.0
1041,125000.0
825,125000.0
1164,125000.0
702,125000.0
894,125000.0
765,125000.0
780,124900.0
1088,124900.0
816,124500.0
960,124500.0
1041,124500.0
864,124500.0
1040,124000.0
636,124000.0
561,124000.0
932,124000.0
1584,124000.0
1144,124000.0
990,123600.0
980,123500.0
608,123000.0
894,123000.0
858,123000.0
864,123000.0
672,122900.0
765,122500.0
777,122500.0
969,122000.0
882,122000.0
925,122000.0
684,122000.0
747,121600.0
1392,121500.0
952,121000.0
740,120500.0
864,120500.0
816,120500.0
864,120500.0
0,120000.0
626,120000.0
649,120000.0
912,120000.0
864,120000.0
1120,120000.0
862,120000.0
793,119900.0
828,119900.0
920,119750.0
780,119500.0
950,119500.0
876,119500.0
630,119500.0
1082,119200.0
1728,119000.0
861,119000.0
884,119000.0
1032,119000.0
876,119000.0
948,119000.0
788,119000.0
0,118964.0
0,118858.0
832,118500.0
816,118500.0
1029,118500.0
795,118500.0
1012,118400.0
991,118000.0
483,118000.0
1440,118000.0
936,118000.0
672,118000.0
698,118000.0
925,117500.0
1008,117500.0
485,117000.0
833,117000.0
884,117000.0
984,117000.0
572,116900.0
858,116500.0
864,116050.0
648,116000.0
686,116000.0
105,116000.0
789,115000.0
793,115000.0
864,115000.0
896,115000.0
1064,115000.0
1008,115000.0
264,115000.0
0,115000.0
1005,115000.0
818,115000.0
912,115000.0
864,115000.0
684,114504.0
816,114500.0
912,114500.0
736,113000.0
735,113000.0
988,113000.0
672,113000.0
993,113000.0
672,113000.0
928,112500.0
882,112500.0
617,112000.0
630,112000.0
672,112000.0
0,112000.0
816,112000.0
833,112000.0
560,112000.0
864,111250.0
864,111000.0
686,110500.0
1103,110500.0
816,110000.0
440,110000.0
720,110000.0
684,110000.0
813,110000.0
709,110000.0
924,110000.0
1392,110000.0
1584,110000.0
773,110000.0
858,110000.0
894,110000.0
864,110000.0
0,109900.0
876,109900.0
1196,109900.0
0,109500.0
768,109500.0
784,109500.0
894,109500.0
907,109008.0
1057,109000.0
735,109000.0
1198,108959.0
960,108500.0
1073,108480.0
672,108000.0
0,108000.0
637,108000.0
996,108000.0
755,108000.0
948,108000.0
901,107900.0
0,107500.0
1117,107500.0
994,107500.0
840,107400.0
686,107000.0
1029,107000.0
1056,107000.0
0,106500.0
951,106500.0
0,106250.0
483,106000.0
849,106000.0
630,106000.0
624,105900.0
832,105500.0
715,105000.0
768,105000.0
840,105000.0
560,105000.0
672,105000.0
784,104900.0
715,104900.0
755,104000.0
672,103600.0
882,103200.0
780,103000.0
859,102776.0
836,102000.0
1008,102000.0
960,102000.0
0,101800.0
530,101000.0
641,100000.0
732,100000.0
968,100000.0
788,100000.0
1145,100000.0
483,100000.0
892,100000.0
0,100000.0
816,100000.0
864,99900.0
918,99500.0
1235,98600.0
0,98300.0
864,98000.0
624,98000.0
0,98000.0
912,97500.0
864,97000.0
0,97000.0
546,97000.0
768,96500.0
576,96500.0
616,95000.0
978,95000.0
960,94750.0
483,94500.0
780,94000.0
0,93500.0
974,93500.0
811,93000.0
936,93000.0
0,93000.0
0,92900.0
630,92000.0
810,91500.0
672,91500.0
190,91300.0
462,91000.0
1007,91000.0
768,91000.0
440,90350.0
0,90000.0
662,90000.0
0,90000.0
483,89500.0
319,89500.0
907,89471.0
616,89000.0
858,88000.0
525,88000.0
768,88000.0
546,88000.0
0,87500.0
672,87000.0
720,87000.0
1095,87000.0
912,87000.0
630,86000.0
528,86000.0
691,86000.0
440,85500.0
483,85400.0
1013,85000.0
536,85000.0
796,85000.0
1022,85000.0
0,84900.0
520,84500.0
630,84500.0
1140,84500.0
0,84000.0
546,83500.0
458,83000.0
483,83000.0
861,82500.0
1386,82500.0
420,82500.0
0,82000.0
721,82000.0
0,82000.0
658,81000.0
630,81000.0
894,81000.0
0,80500.0
747,80000.0
630,80000.0
1006,80000.0
672,80000.0
901,79900.0
600,79900.0
742,79500.0
572,79000.0
540,79000.0
544,79000.0
596,78000.0
728,76500.0
784,76000.0
630,75500.0
546,75000.0
680,73000.0
0,72500.0
520,68500.0
698,68400.0
961,67000.0
864,67000.0
676,66500.0
656,64500.0
864,62383.0
683,61000.0
1276,60000.0
264,60000.0
290,60000.0
864,58500.0
540,55993.0
0,55000.0
796,55000.0
693,52500.0
270,52000.0
649,40000.0
0,39300.0
600,37900.0
480,35311.0
720,34900.0
