GarageFinish,SalePrice
RFn,178000.0
RFn,178000.0
RFn,178000.0
Fin,178000.0
RFn,177500.0
Unf,177500.0
Unf,177500.0
Fin,177000.0
Unf,177000.0
Unf,177000.0
RFn,177000.0
Unf,177000.0
Unf,176500.0
Fin,176500.0
Fin,176485.0
RFn,176432.0
Unf,176000.0
Unf,176000.0
Unf,176000.0
Unf,176000.0
Fin,176000.0
RFn,176000.0
Fin,176000.0
Fin,176000.0
RFn,175900.0
RFn,175900.0
Fin,175500.0
Unf,175500.0
RFn,175500.0
Unf,175000.0
Unf,175000.0
Unf,175000.0
RFn,175000.0
Unf,175000.0
RFn,175000.0
Unf,175000.0
RFn,175000.0
RFn,175000.0
RFn,174900.0
Unf,174500.0
Fin,174000.0
Unf,174000.0
Fin,174000.0
Fin,174000.0
Fin,174000.0
Unf,174000.0
RFn,174000.0
RFn,173900.0
RFn,173733.0
Fin,173500.0
Unf,173000.0
RFn,173000.0
RFn,173000.0
Unf,173000.0
RFn,173000.0
Unf,173000.0
Fin,173000.0
RFn,172785.0
Fin,172500.0
Unf,172500.0
Fin,172500.0
Unf,172500.0
RFn,172500.0
RFn,172400.0
RFn,172000.0
Fin,171900.0
RFn,171750.0
Unf,171500.0
Unf,171000.0
Unf,171000.0
Fin,171000.0
Fin,171000.0
Fin,171000.0
RFn,170000.0
RFn,170000.0
RFn,170000.0
Unf,170000.0
Unf,170000.0
RFn,170000.0
RFn,170000.0
RFn,170000.0
Fin,169990.0
Unf,169900.0
Unf,169500.0
RFn,169500.0
Unf,169000.0
Fin,169000.0
Unf,169000.0
Fin,168500.0
Unf,168500.0
RFn,168500.0
Fin,168000.0
Unf,168000.0
Unf,168000.0
Fin,168000.0
RFn,167900.0
RFn,167900.0
Unf,167500.0
Unf,167500.0
Fin,167500.0
Fin,167240.0
Fin,167000.0
Unf,167000.0
Fin,167000.0
RFn,167000.0
Unf,166000.0
RFn,166000.0
Fin,165600.0
RFn,165500.0
Fin,165500.0
RFn,165500.0
Fin,165400.0
RFn,165150.0
RFn,165000.0
RFn,165000.0
RFn,165000.0
Unf,165000.0
Unf,165000.0
Unf,165000.0
RFn,165000.0
Fin,165000.0
Fin,164990.0
Unf,164900.0
RFn,164700.0
RFn,164500.0
RFn,164500.0
Unf,164000.0
Unf,164000.0
RFn,164000.0
Fin,163990.0
Fin,163900.0
Unf,163500.0
Unf,163500.0
Unf,163000.0
Unf,163000.0
RFn,163000.0
Unf,163000.0
Unf,162900.0
RFn,162900.0
Unf,162500.0
Fin,162000.0
Fin,162000.0
Fin,162000.0
Unf,162000.0
Fin,161750.0
Unf,161500.0
Unf,161500.0
Unf,161000.0
Unf,161000.0
Fin,160200.0
RFn,160000.0
Unf,160000.0
Unf,160000.0
Unf,160000.0
Unf,160000.0
RFn,160000.0
Unf,160000.0
RFn,160000.0
Unf,160000.0
Fin,160000.0
Unf,160000.0
RFn,160000.0
RFn,159950.0
Fin,159895.0
Unf,159500.0
Fin,159500.0
Fin,159500.0
Unf,159434.0
Unf,159000.0
RFn,159000.0
RFn,159000.0
Unf,159000.0
Fin,158900.0
Unf,158500.0
Unf,158000.0
RFn,158000.0
RFn,158000.0
Unf,158000.0
RFn,158000.0
Fin,158000.0
RFn,157900.0
Unf,157900.0
Unf,157500.0
Unf,157500.0
RFn,157000.0
Unf,157000.0
Unf,157000.0
Fin,157000.0
RFn,157000.0
Unf,157000.0
Fin,156932.0
RFn,156500.0
Unf,156000.0
RFn,156000.0
RFn,156000.0
RFn,156000.0
RFn,155900.0
Fin,155835.0
Unf,155000.0
RFn,155000.0
Unf,155000.0
RFn,155000.0
Unf,155000.0
Unf,155000.0
RFn,155000.0
Unf,155000.0
Unf,155000.0
Unf,155000.0
Unf,155000.0
RFn,155000.0
RFn,155000.0
Unf,155000.0
Unf,154900.0
RFn,154500.0
Unf,154300.0
Unf,154000.0
RFn,154000.0
RFn,154000.0
Unf,154000.0
RFn,154000.0
RFn,153900.0
Unf,153900.0
Unf,153575.0
Fin,153500.0
Unf,153500.0
RFn,153500.0
Unf,153337.0
Fin,153000.0
RFn,153000.0
Unf,153000.0
Unf,152000.0
Unf,152000.0
Unf,152000.0
Fin,152000.0
RFn,152000.0
Unf,152000.0
RFn,151500.0
Fin,151400.0
Unf,151000.0
Fin,151000.0
RFn,151000.0
RFn,151000.0
Unf,151000.0
Unf,150900.0
Unf,150750.0
Unf,150500.0
RFn,150000.0
Unf,150000.0
Unf,150000.0
Unf,150000.0
Unf,149900.0
Unf,149900.0
Fin,149900.0
Fin,149900.0
Unf,149700.0
Fin,149500.0
RFn,149500.0
Unf,149350.0
RFn,149300.0
Fin,149000.0
RFn,149000.0
RFn,149000.0
Unf,149000.0
Unf,148800.0
Unf,148500.0
Unf,148500.0
Unf,148500.0
RFn,148000.0
RFn,148000.0
Unf,148000.0
RFn,148000.0
Unf,148000.0
Unf,148000.0
Unf,148000.0
Fin,147500.0
RFn,147400.0
Unf,147000.0
Unf,147000.0
Unf,147000.0
RFn,147000.0
Unf,147000.0
Unf,147000.0
Unf,147000.0
Unf,147000.0
RFn,147000.0
RFn,146800.0
Unf,146500.0
Unf,146000.0
Unf,146000.0
Unf,146000.0
Unf,145900.0
RFn,145500.0
RFn,145250.0
Unf,145000.0
RFn,145000.0
RFn,145000.0
Unf,145000.0
Fin,145000.0
Unf,145000.0
Fin,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
RFn,145000.0
Unf,145000.0
RFn,145000.0
Fin,145000.0
Unf,144900.0
Fin,144500.0
Unf,144500.0
RFn,144152.0
Unf,144000.0
RFn,144000.0
Unf,144000.0
Unf,144000.0
Unf,144000.0
Unf,144000.0
Unf,144000.0
Unf,144000.0
Fin,144000.0
Unf,144000.0
RFn,143900.0
RFn,143750.0
RFn,143500.0
Unf,143500.0
Unf,143250.0
Unf,143000.0
RFn,143000.0
Unf,143000.0
RFn,143000.0
RFn,143000.0
Unf,143000.0
RFn,143000.0
Unf,143000.0
Unf,143000.0
Unf,143000.0
Unf,142953.0
Unf,142600.0
Unf,142500.0
Unf,142500.0
Unf,142500.0
Unf,142125.0
Unf,142000.0
Unf,142000.0
RFn,142000.0
Unf,142000.0
Unf,141500.0
RFn,141000.0
RFn,141000.0
RFn,141000.0
Unf,141000.0
Fin,141000.0
Unf,141000.0
RFn,141000.0
Unf,141000.0
Unf,140200.0
Unf,140000.0
Unf,140000.0
RFn,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
RFn,140000.0
Fin,140000.0
RFn,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
RFn,140000.0
RFn,140000.0
RFn,140000.0
Unf,140000.0
Unf,140000.0
Fin,140000.0
Unf,140000.0
Unf,140000.0
Unf,139950.0
RFn,139900.0
Unf,139600.0
Unf,139500.0
Unf,139400.0
Unf,139400.0
Unf,139000.0
Unf,139000.0
RFn,139000.0
RFn,139000.0
RFn,139000.0
Unf,139000.0
Unf,139000.0
Unf,139000.0
Unf,139000.0
Unf,139000.0
Unf,139000.0
Unf,138887.0
Fin,138800.0
Unf,138500.0
RFn,138500.0
Fin,138000.0
Unf,138000.0
Unf,138000.0
Unf,137900.0
RFn,137500.0
RFn,137500.0
Unf,137500.0
RFn,137500.0
Unf,137500.0
Unf,137500.0
Unf,137450.0
Unf,137000.0
Unf,137000.0
RFn,137000.0
Unf,137000.0
Unf,137000.0
Unf,136905.0
Unf,136900.0
Unf,136500.0
Unf,136500.0
Unf,136500.0
Unf,136500.0
Fin,136500.0
Unf,136000.0
Unf,136000.0
Unf,136000.0
Unf,135960.0
Unf,135900.0
Unf,135750.0
Fin,135500.0
Unf,135500.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
RFn,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
RFn,135000.0
Unf,135000.0
Unf,135000.0
Unf,134900.0
Unf,134900.0
Unf,134800.0
Unf,134500.0
Unf,134500.0
Unf,134450.0
Fin,134432.0
Fin,134000.0
Unf,134000.0
Unf,134000.0
Unf,133900.0
Fin,133900.0
RFn,133700.0
Unf,133500.0
Unf,133000.0
Fin,133000.0
Unf,133000.0
Unf,133000.0
Fin,133000.0
Unf,133000.0
Unf,132500.0
Unf,132500.0
Unf,132500.0
Unf,132500.0
Unf,132500.0
Unf,132500.0
Unf,132250.0
Unf,132000.0
Unf,132000.0
Fin,132000.0
Unf,132000.0
Unf,132000.0
Fin,132000.0
Unf,131500.0
Fin,131500.0
Unf,131500.0
RFn,131400.0
Unf,131000.0
Unf,131000.0
Unf,131000.0
RFn,130500.0
Unf,130500.0
Unf,130500.0
Unf,130250.0
Unf,130000.0
Unf,130000.0
Unf,130000.0
Unf,130000.0
Unf,130000.0
Fin,130000.0
Fin,130000.0
RFn,130000.0
Unf,130000.0
RFn,130000.0
Unf,130000.0
Unf,129900.0
Unf,129900.0
Unf,129900.0
Unf,129900.0
Unf,129500.0
Unf,129500.0
Unf,129500.0
Unf,129500.0
Unf,129000.0
Unf,129000.0
Unf,129000.0
RFn,129000.0
RFn,129000.0
Fin,129000.0
Fin,129000.0
Unf,129000.0
Unf,128950.0
Unf,128900.0
Unf,128500.0
Unf,128500.0
Unf,128500.0
RFn,128500.0
Unf,128200.0
RFn,128000.0
Fin,128000.0
Unf,128000.0
Unf,128000.0
Unf,128000.0
RFn,128000.0
Unf,128000.0
Unf,127500.0
Unf,127500.0
Unf,127500.0
Unf,127500.0
Unf,127500.0
RFn,127500.0
Unf,127000.0
Unf,127000.0
Unf,127000.0
Unf,127000.0
Unf,127000.0
Unf,127000.0
Unf,127000.0
Unf,127000.0
RFn,127000.0
Unf,126500.0
Unf,126175.0
Unf,126000.0
Unf,126000.0
Unf,126000.0
Unf,125500.0
Unf,125500.0
Unf,125500.0
Unf,125500.0
Unf,125000.0
Unf,125000.0
Unf,125000.0
Unf,125000.0
Unf,125000.0
RFn,125000.0
Unf,125000.0
Unf,125000.0
RFn,125000.0
Unf,125000.0
Unf,124900.0
Unf,124900.0
Unf,124500.0
Unf,124500.0
RFn,124500.0
Unf,124500.0
Unf,124000.0
Unf,124000.0
Fin,124000.0
Unf,124000.0
Unf,124000.0
Unf,124000.0
RFn,123600.0
Unf,123500.0
Unf,123000.0
RFn,123000.0
Unf,123000.0
RFn,123000.0
Unf,122900.0
Unf,122500.0
Unf,122500.0
Unf,122000.0
Unf,122000.0
Unf,122000.0
Unf,122000.0
Unf,121600.0
Unf,121500.0
Unf,121000.0
Fin,120500.0
Unf,120500.0
Unf,120500.0
Unf,120500.0
RFn,120000.0
RFn,120000.0
Unf,120000.0
Fin,120000.0
Unf,120000.0
Unf,120000.0
RFn,120000.0
Unf,119900.0
Unf,119900.0
Unf,119750.0
Unf,119500.0
Unf,119500.0
Unf,119500.0
Unf,119500.0
Unf,119200.0
Unf,119000.0
Unf,119000.0
Unf,119000.0
Unf,119000.0
Unf,119000.0
Unf,119000.0
Unf,119000.0
Unf,118964.0
Unf,118858.0
Unf,118500.0
Unf,118500.0
Unf,118500.0
Unf,118500.0
Unf,118400.0
RFn,118000.0
Unf,118000.0
Unf,118000.0
Unf,118000.0
Unf,118000.0
Unf,118000.0
Unf,117500.0
Unf,117500.0
Unf,117000.0
Unf,117000.0
Unf,117000.0
Unf,117000.0
Unf,116900.0
Unf,116500.0
Unf,116050.0
Unf,116000.0
Unf,116000.0
Unf,116000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
Fin,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
Unf,114504.0
Unf,114500.0
RFn,114500.0
Unf,113000.0
Unf,113000.0
RFn,113000.0
Unf,113000.0
Unf,113000.0
Unf,113000.0
Fin,112500.0
Unf,112500.0
Unf,112000.0
Unf,112000.0
Unf,112000.0
Unf,112000.0
Unf,112000.0
Unf,112000.0
Unf,112000.0
Unf,111250.0
Unf,111000.0
Unf,110500.0
Unf,110500.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
RFn,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
RFn,110000.0
Unf,109900.0
Unf,109900.0
Unf,109900.0
Unf,109500.0
Unf,109500.0
Unf,109500.0
Unf,109500.0
Unf,109008.0
Unf,109000.0
Unf,109000.0
Unf,108959.0
Unf,108500.0
Unf,108480.0
Unf,108000.0
Fin,108000.0
Unf,108000.0
Unf,108000.0
Unf,108000.0
Unf,108000.0
Unf,107900.0
Unf,107500.0
Unf,107500.0
RFn,107500.0
Unf,107400.0
Unf,107000.0
Unf,107000.0
Unf,107000.0
RFn,106500.0
Unf,106500.0
Unf,106250.0
Unf,106000.0
Unf,106000.0
Unf,106000.0
Unf,105900.0
Unf,105500.0
Unf,105000.0
Unf,105000.0
Fin,105000.0
Unf,105000.0
Unf,105000.0
Unf,104900.0
Unf,104900.0
Unf,104000.0
Unf,103600.0
Unf,103200.0
Unf,103000.0
RFn,102776.0
Unf,102000.0
Unf,102000.0
Unf,102000.0
Unf,101800.0
Unf,101000.0
Unf,100000.0
Unf,100000.0
Unf,100000.0
Unf,100000.0
Unf,100000.0
Unf,100000.0
RFn,100000.0
Unf,100000.0
Unf,100000.0
Unf,99900.0
Unf,99500.0
Unf,98600.0
Unf,98300.0
Unf,98000.0
Unf,98000.0
Unf,98000.0
Unf,97500.0
Unf,97000.0
Unf,97000.0
Unf,97000.0
Unf,96500.0
Unf,96500.0
Unf,95000.0
Unf,95000.0
Fin,94750.0
Unf,94500.0
Unf,94000.0
Unf,93500.0
Unf,93500.0
Unf,93000.0
Unf,93000.0
Unf,93000.0
Unf,92900.0
Unf,92000.0
Unf,91500.0
Unf,91500.0
Unf,91300.0
Unf,91000.0
Unf,91000.0
Unf,91000.0
Unf,90350.0
Unf,90000.0
Unf,90000.0
Unf,90000.0
Unf,89500.0
Unf,89500.0
Unf,89471.0
Unf,89000.0
Unf,88000.0
Unf,88000.0
Unf,88000.0
RFn,88000.0
Unf,87500.0
Unf,87000.0
Unf,87000.0
Unf,87000.0
Unf,87000.0
Unf,86000.0
Unf,86000.0
Unf,86000.0
Unf,85500.0
Unf,85400.0
Unf,85000.0
Unf,85000.0
Unf,85000.0
Unf,85000.0
Unf,84900.0
Unf,84500.0
Unf,84500.0
RFn,84500.0
Unf,84000.0
RFn,83500.0
Unf,83000.0
Unf,83000.0
Unf,82500.0
Fin,82500.0
Unf,82500.0
Unf,82000.0
Unf,82000.0
Unf,82000.0
Unf,81000.0
Unf,81000.0
RFn,81000.0
Unf,80500.0
Unf,80000.0
Unf,80000.0
Unf,80000.0
Unf,80000.0
Unf,79900.0
Unf,79900.0
Unf,79500.0
Unf,79000.0
Unf,79000.0
Unf,79000.0
Unf,78000.0
Unf,76500.0
Unf,76000.0
Unf,75500.0
Unf,75000.0
Unf,73000.0
Unf,72500.0
Unf,68500.0
RFn,68400.0
Unf,67000.0
Unf,67000.0
Unf,66500.0
Unf,64500.0
Unf,62383.0
Unf,61000.0
Unf,60000.0
Unf,60000.0
Unf,60000.0
Unf,58500.0
Unf,55993.0
Unf,55000.0
Unf,55000.0
Unf,52500.0
Unf,52000.0
Unf,40000.0
Unf,39300.0
Unf,37900.0
Unf,35311.0
Unf,34900.0
