BsmtQual,SalePrice
Gd,242000.0
Gd,242000.0
Gd,241500.0
Gd,241500.0
Gd,241000.0
Gd,240000.0
TA,240000.0
TA,240000.0
Gd,240000.0
Ex,240000.0
Gd,240000.0
Gd,239900.0
Gd,239799.0
Ex,239686.0
Gd,239500.0
Gd,239000.0
Gd,239000.0
Gd,239000.0
Ex,239000.0
Gd,239000.0
Gd,239000.0
Ex,238000.0
TA,237500.0
Gd,237000.0
Gd,237000.0
Gd,236500.0
Gd,236500.0
Gd,236000.0
Gd,236000.0
Gd,235128.0
Gd,235000.0
TA,235000.0
Gd,235000.0
TA,235000.0
TA,235000.0
Gd,235000.0
Gd,235000.0
Gd,234000.0
Gd,234000.0
Gd,233230.0
Gd,233170.0
Gd,233000.0
Gd,232600.0
Gd,232000.0
Gd,232000.0
Gd,232000.0
Gd,231500.0
Gd,231500.0
Gd,230500.0
Gd,230000.0
Gd,230000.0
Gd,230000.0
Gd,230000.0
TA,230000.0
Gd,230000.0
Gd,230000.0
Gd,230000.0
Gd,229456.0
Gd,229000.0
TA,228950.0
Gd,228500.0
Gd,228500.0
Gd,228000.0
Gd,228000.0
Gd,227875.0
Gd,227680.0
Gd,227000.0
Gd,227000.0
Gd,227000.0
Gd,226700.0
Gd,226000.0
TA,226000.0
Gd,226000.0
TA,225000.0
Gd,225000.0
TA,225000.0
Gd,225000.0
Gd,225000.0
Gd,225000.0
Gd,224900.0
Gd,224900.0
Ex,224500.0
Gd,224000.0
TA,224000.0
Gd,223500.0
TA,223500.0
TA,223000.0
Gd,222500.0
Gd,222500.0
Ex,222000.0
Gd,222000.0
Gd,222000.0
Gd,221500.0
Gd,221000.0
Gd,221000.0
Ex,220000.0
Gd,220000.0
Gd,220000.0
Gd,220000.0
TA,220000.0
Gd,219500.0
Gd,219500.0
TA,219500.0
Gd,219210.0
Gd,218000.0
Gd,217500.0
Gd,217000.0
Gd,217000.0
Gd,216837.0
Gd,216500.0
Gd,216000.0
Gd,215200.0
TA,215000.0
Ex,215000.0
Gd,215000.0
Gd,215000.0
Gd,215000.0
Gd,215000.0
Gd,215000.0
Gd,215000.0
Gd,214900.0
TA,214500.0
Gd,214000.0
Gd,214000.0
Gd,214000.0
Gd,214000.0
Gd,214000.0
Gd,213500.0
Gd,213500.0
Gd,213490.0
Ex,213250.0
Gd,213000.0
Gd,213000.0
Gd,213000.0
Gd,212900.0
Gd,212000.0
Gd,212000.0
Gd,212000.0
Gd,211000.0
Gd,211000.0
Gd,210000.0
Gd,210000.0
Gd,210000.0
Gd,210000.0
Gd,210000.0
Gd,209500.0
Gd,208900.0
Ex,208900.0
Gd,208500.0
Gd,208300.0
TA,207500.0
Gd,207500.0
Gd,207500.0
Gd,207500.0
Gd,207500.0
Gd,207000.0
TA,207000.0
Fa,206900.0
Gd,206300.0
Gd,206000.0
Gd,205950.0
TA,205000.0
Gd,205000.0
TA,205000.0
Gd,205000.0
TA,205000.0
TA,205000.0
Gd,204900.0
Gd,204750.0
Gd,204000.0
Ex,204000.0
Gd,203000.0
Gd,203000.0
Gd,202900.0
Gd,202665.0
Gd,202500.0
Gd,202500.0
Gd,202500.0
TA,201800.0
Ex,201000.0
Gd,201000.0
Gd,201000.0
TA,200624.0
Gd,200500.0
TA,200500.0
Gd,200141.0
Fa,200100.0
Gd,200000.0
Gd,200000.0
Gd,200000.0
TA,200000.0
Gd,200000.0
Gd,200000.0
Gd,200000.0
TA,200000.0
Gd,199900.0
Gd,199900.0
Gd,198900.0
NA,198500.0
Gd,197900.0
Gd,197900.0
Gd,197900.0
TA,197500.0
TA,197500.0
Gd,197000.0
TA,197000.0
Gd,197000.0
TA,197000.0
Gd,196500.0
Gd,196500.0
Gd,196000.0
Gd,196000.0
TA,196000.0
Gd,195400.0
TA,195000.0
Gd,195000.0
Gd,195000.0
Gd,194700.0
Gd,194500.0
Gd,194500.0
Gd,194500.0
Ex,194201.0
Gd,194000.0
Gd,194000.0
Gd,194000.0
Gd,193879.0
Gd,193500.0
Gd,193500.0
Gd,193000.0
Gd,193000.0
TA,193000.0
Gd,192500.0
Gd,192500.0
Gd,192140.0
Gd,192000.0
Gd,192000.0
Gd,192000.0
Gd,192000.0
Gd,192000.0
Gd,191000.0
Gd,191000.0
Gd,191000.0
Ex,191000.0
Gd,190000.0
TA,190000.0
TA,190000.0
Gd,190000.0
Gd,190000.0
TA,190000.0
Gd,190000.0
Gd,190000.0
Gd,190000.0
Gd,190000.0
Gd,190000.0
TA,190000.0
Gd,190000.0
TA,189950.0
Gd,189000.0
Gd,189000.0
Gd,189000.0
TA,189000.0
Gd,189000.0
TA,189000.0
TA,188700.0
Gd,188500.0
TA,188000.0
Gd,188000.0
Gd,188000.0
Gd,187750.0
Gd,187500.0
Ex,187500.0
TA,187500.0
Gd,187500.0
Gd,187500.0
Gd,187500.0
Gd,187100.0
Gd,187000.0
TA,187000.0
TA,187000.0
TA,186700.0
Gd,186500.0
Gd,186500.0
Gd,186000.0
Gd,185900.0
Gd,185850.0
TA,185750.0
Gd,185500.0
Gd,185000.0
Gd,185000.0
Gd,185000.0
Gd,185000.0
Gd,185000.0
TA,185000.0
Gd,185000.0
TA,185000.0
TA,185000.0
Gd,185000.0
Gd,184900.0
Ex,184750.0
Gd,184100.0
Gd,184000.0
TA,184000.0
TA,184000.0
Gd,184000.0
Gd,183900.0
Gd,183500.0
Gd,183200.0
Gd,183000.0
Gd,182900.0
Gd,182000.0
TA,181900.0
Gd,181500.0
Gd,181134.0
Gd,181000.0
Gd,181000.0
TA,181000.0
Gd,181000.0
Gd,181000.0
Gd,181000.0
Gd,181000.0
TA,180500.0
Gd,180500.0
TA,180500.0
TA,180500.0
Gd,180000.0
Gd,180000.0
TA,180000.0
TA,180000.0
Gd,180000.0
Gd,180000.0
Gd,180000.0
Gd,180000.0
Gd,180000.0
Gd,180000.0
Ex,179900.0
Gd,179900.0
Gd,179900.0
TA,179900.0
TA,179900.0
Gd,179665.0
Gd,179600.0
Gd,179540.0
TA,179500.0
Gd,179400.0
Gd,179200.0
Gd,179200.0
Gd,179000.0
Gd,179000.0
Gd,179000.0
Gd,178900.0
Gd,178740.0
TA,178400.0
Gd,178000.0
TA,178000.0
Ex,178000.0
Gd,178000.0
Gd,178000.0
Gd,178000.0
Gd,178000.0
Gd,177500.0
TA,177500.0
Gd,177500.0
Gd,177000.0
Gd,177000.0
Gd,177000.0
TA,177000.0
TA,177000.0
Gd,176500.0
Gd,176500.0
Gd,176485.0
Gd,176432.0
Gd,176000.0
TA,176000.0
Gd,176000.0
Gd,176000.0
Gd,176000.0
TA,176000.0
Gd,176000.0
Gd,176000.0
Gd,175900.0
Gd,175900.0
Gd,175500.0
TA,175500.0
Gd,175500.0
TA,175000.0
Gd,175000.0
Gd,175000.0
Gd,175000.0
Gd,175000.0
Gd,175000.0
Gd,175000.0
Gd,175000.0
Gd,175000.0
TA,174900.0
TA,174500.0
Gd,174000.0
TA,174000.0
Gd,174000.0
Gd,174000.0
Gd,174000.0
Gd,174000.0
TA,174000.0
Gd,173900.0
Gd,173733.0
Gd,173500.0
Gd,173000.0
Gd,173000.0
Gd,173000.0
Gd,173000.0
Gd,173000.0
TA,173000.0
Gd,173000.0
Gd,172785.0
Gd,172500.0
TA,172500.0
Ex,172500.0
Gd,172500.0
TA,172500.0
Gd,172400.0
TA,172000.0
Gd,171900.0
Gd,171750.0
TA,171500.0
TA,171000.0
Gd,171000.0
Gd,171000.0
TA,171000.0
TA,171000.0
TA,170000.0
Gd,170000.0
Gd,170000.0
TA,170000.0
Fa,170000.0
Gd,170000.0
Gd,170000.0
TA,170000.0
Gd,169990.0
TA,169900.0
TA,169500.0
TA,169500.0
NA,169000.0
Gd,169000.0
TA,169000.0
Gd,168500.0
Gd,168500.0
TA,168500.0
Gd,168000.0
TA,168000.0
TA,168000.0
TA,168000.0
TA,167900.0
Gd,167900.0
Gd,167500.0
TA,167500.0
Gd,167500.0
Gd,167240.0
TA,167000.0
TA,167000.0
TA,167000.0
TA,167000.0
TA,166000.0
TA,166000.0
Gd,165600.0
TA,165500.0
Gd,165500.0
TA,165500.0
Gd,165400.0
TA,165150.0
Gd,165000.0
Gd,165000.0
Gd,165000.0
Gd,165000.0
Gd,165000.0
TA,165000.0
TA,165000.0
Ex,165000.0
Gd,164990.0
TA,164900.0
Gd,164700.0
Gd,164500.0
TA,164500.0
Ex,164000.0
TA,164000.0
Gd,164000.0
Gd,163990.0
Gd,163900.0
Gd,163500.0
Gd,163500.0
TA,163000.0
Gd,163000.0
TA,163000.0
Fa,163000.0
TA,162900.0
Gd,162900.0
Gd,162500.0
TA,162000.0
Gd,162000.0
Ex,162000.0
TA,162000.0
Gd,161750.0
TA,161500.0
TA,161500.0
TA,161000.0
TA,161000.0
Gd,160200.0
TA,160000.0
TA,160000.0
TA,160000.0
Gd,160000.0
TA,160000.0
Gd,160000.0
TA,160000.0
TA,160000.0
Gd,160000.0
Ex,160000.0
TA,160000.0
TA,160000.0
TA,159950.0
Gd,159895.0
TA,159500.0
TA,159500.0
TA,159500.0
TA,159434.0
TA,159000.0
TA,159000.0
Gd,159000.0
TA,159000.0
TA,158900.0
TA,158500.0
Gd,158000.0
Gd,158000.0
TA,158000.0
TA,158000.0
TA,158000.0
TA,158000.0
TA,157900.0
TA,157900.0
TA,157500.0
TA,157500.0
TA,157000.0
TA,157000.0
Gd,157000.0
Ex,157000.0
Gd,157000.0
Fa,157000.0
Gd,156932.0
TA,156500.0
Gd,156000.0
Gd,156000.0
TA,156000.0
TA,156000.0
Gd,155900.0
Gd,155835.0
Gd,155000.0
TA,155000.0
TA,155000.0
Gd,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
Gd,155000.0
Gd,155000.0
TA,155000.0
TA,155000.0
Gd,155000.0
TA,154900.0
TA,154500.0
TA,154300.0
TA,154000.0
Gd,154000.0
TA,154000.0
TA,154000.0
TA,154000.0
Gd,153900.0
TA,153900.0
TA,153575.0
Ex,153500.0
TA,153500.0
Gd,153500.0
Gd,153337.0
TA,153000.0
TA,153000.0
TA,153000.0
TA,152000.0
TA,152000.0
Gd,152000.0
TA,152000.0
Gd,152000.0
Gd,152000.0
TA,151500.0
Gd,151400.0
Gd,151000.0
Gd,151000.0
Gd,151000.0
Gd,151000.0
Gd,151000.0
TA,150900.0
TA,150750.0
Gd,150500.0
TA,150000.0
TA,150000.0
TA,150000.0
Gd,150000.0
TA,149900.0
Gd,149900.0
TA,149900.0
TA,149900.0
TA,149700.0
TA,149500.0
TA,149500.0
TA,149350.0
Gd,149300.0
TA,149000.0
Gd,149000.0
Gd,149000.0
TA,149000.0
Gd,148800.0
Gd,148500.0
TA,148500.0
TA,148500.0
TA,148000.0
TA,148000.0
Gd,148000.0
Gd,148000.0
Gd,148000.0
TA,148000.0
TA,148000.0
TA,147500.0
Gd,147400.0
TA,147000.0
TA,147000.0
TA,147000.0
Gd,147000.0
Gd,147000.0
Gd,147000.0
TA,147000.0
TA,147000.0
Ex,147000.0
Gd,146800.0
TA,146500.0
Gd,146000.0
TA,146000.0
Gd,146000.0
TA,145900.0
TA,145500.0
TA,145250.0
Gd,145000.0
Gd,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
Gd,145000.0
Gd,145000.0
TA,145000.0
TA,145000.0
TA,145000.0
Gd,145000.0
TA,144900.0
Gd,144500.0
TA,144500.0
Gd,144152.0
TA,144000.0
Gd,144000.0
TA,144000.0
NA,144000.0
Gd,144000.0
TA,144000.0
TA,144000.0
TA,144000.0
Gd,144000.0
TA,144000.0
TA,143900.0
Gd,143750.0
TA,143500.0
Gd,143500.0
TA,143250.0
Gd,143000.0
TA,143000.0
TA,143000.0
Gd,143000.0
Gd,143000.0
TA,143000.0
TA,143000.0
TA,143000.0
TA,143000.0
TA,143000.0
NA,142953.0
TA,142600.0
TA,142500.0
TA,142500.0
Gd,142500.0
TA,142125.0
TA,142000.0
TA,142000.0
TA,142000.0
TA,142000.0
TA,141500.0
TA,141000.0
Gd,141000.0
TA,141000.0
TA,141000.0
TA,141000.0
TA,141000.0
Gd,141000.0
TA,141000.0
TA,140200.0
TA,140000.0
TA,140000.0
Gd,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
Gd,140000.0
Gd,140000.0
TA,140000.0
TA,140000.0
Gd,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
Gd,140000.0
TA,140000.0
Gd,140000.0
TA,140000.0
TA,140000.0
TA,139950.0
TA,139900.0
NA,139600.0
TA,139500.0
TA,139400.0
TA,139400.0
TA,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
Gd,139000.0
TA,139000.0
Fa,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
Gd,138887.0
TA,138800.0
TA,138500.0
TA,138500.0
TA,138000.0
Gd,138000.0
TA,138000.0
TA,137900.0
TA,137500.0
Gd,137500.0
Fa,137500.0
TA,137500.0
Gd,137500.0
TA,137500.0
TA,137450.0
Fa,137000.0
TA,137000.0
TA,137000.0
TA,137000.0
TA,137000.0
TA,136905.0
TA,136900.0
TA,136500.0
TA,136500.0
TA,136500.0
TA,136500.0
Gd,136500.0
TA,136000.0
TA,136000.0
Gd,136000.0
Gd,135960.0
TA,135900.0
TA,135750.0
TA,135500.0
TA,135500.0
Fa,135000.0
TA,135000.0
TA,135000.0
Gd,135000.0
TA,135000.0
TA,135000.0
Gd,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
Gd,134900.0
TA,134900.0
TA,134800.0
TA,134500.0
TA,134500.0
TA,134450.0
NA,134432.0
Gd,134000.0
TA,134000.0
TA,134000.0
TA,133900.0
Gd,133900.0
TA,133700.0
TA,133500.0
TA,133000.0
Gd,133000.0
TA,133000.0
TA,133000.0
TA,133000.0
Gd,133000.0
TA,132500.0
TA,132500.0
TA,132500.0
TA,132500.0
TA,132500.0
TA,132500.0
TA,132250.0
TA,132000.0
TA,132000.0
TA,132000.0
Gd,132000.0
Fa,132000.0
TA,132000.0
TA,131500.0
Gd,131500.0
TA,131500.0
TA,131400.0
TA,131000.0
Gd,131000.0
TA,131000.0
TA,130500.0
TA,130500.0
TA,130500.0
Gd,130250.0
TA,130000.0
Gd,130000.0
Gd,130000.0
TA,130000.0
TA,130000.0
TA,130000.0
TA,130000.0
TA,130000.0
TA,130000.0
TA,130000.0
Gd,130000.0
TA,129900.0
Gd,129900.0
TA,129900.0
TA,129900.0
TA,129500.0
TA,129500.0
Gd,129500.0
Gd,129500.0
TA,129000.0
Gd,129000.0
TA,129000.0
TA,129000.0
TA,129000.0
TA,129000.0
Gd,129000.0
TA,129000.0
TA,128950.0
TA,128900.0
TA,128500.0
TA,128500.0
Gd,128500.0
TA,128500.0
TA,128200.0
Gd,128000.0
Fa,128000.0
Gd,128000.0
TA,128000.0
Gd,128000.0
TA,128000.0
TA,128000.0
TA,127500.0
TA,127500.0
TA,127500.0
Gd,127500.0
TA,127500.0
Gd,127500.0
TA,127000.0
TA,127000.0
Fa,127000.0
TA,127000.0
TA,127000.0
TA,127000.0
TA,127000.0
TA,127000.0
TA,127000.0
TA,126500.0
TA,126175.0
TA,126000.0
NA,126000.0
Gd,126000.0
TA,125500.0
TA,125500.0
TA,125500.0
Fa,125500.0
TA,125000.0
TA,125000.0
TA,125000.0
Gd,125000.0
TA,125000.0
TA,125000.0
TA,125000.0
TA,125000.0
TA,125000.0
TA,125000.0
TA,124900.0
TA,124900.0
TA,124500.0
TA,124500.0
TA,124500.0
TA,124500.0
Gd,124000.0
Fa,124000.0
Gd,124000.0
TA,124000.0
TA,124000.0
TA,124000.0
Gd,123600.0
Ex,123500.0
TA,123000.0
TA,123000.0
TA,123000.0
TA,123000.0
TA,122900.0
TA,122500.0
TA,122500.0
TA,122000.0
TA,122000.0
TA,122000.0
TA,122000.0
TA,121600.0
Gd,121500.0
TA,121000.0
TA,120500.0
TA,120500.0
TA,120500.0
TA,120500.0
NA,120000.0
Gd,120000.0
TA,120000.0
TA,120000.0
TA,120000.0
TA,120000.0
TA,120000.0
Gd,119900.0
TA,119900.0
Fa,119750.0
TA,119500.0
TA,119500.0
TA,119500.0
TA,119500.0
TA,119200.0
TA,119000.0
TA,119000.0
TA,119000.0
TA,119000.0
TA,119000.0
TA,119000.0
TA,119000.0
NA,118964.0
NA,118858.0
TA,118500.0
Gd,118500.0
TA,118500.0
TA,118500.0
TA,118400.0
TA,118000.0
TA,118000.0
TA,118000.0
TA,118000.0
TA,118000.0
TA,118000.0
TA,117500.0
TA,117500.0
TA,117000.0
TA,117000.0
TA,117000.0
TA,117000.0
TA,116900.0
TA,116500.0
TA,116050.0
Fa,116000.0
TA,116000.0
TA,116000.0
TA,115000.0
TA,115000.0
TA,115000.0
Gd,115000.0
TA,115000.0
TA,115000.0
Gd,115000.0
NA,115000.0
TA,115000.0
TA,115000.0
TA,115000.0
TA,115000.0
TA,114504.0
TA,114500.0
TA,114500.0
TA,113000.0
TA,113000.0
TA,113000.0
TA,113000.0
TA,113000.0
TA,113000.0
TA,112500.0
TA,112500.0
Fa,112000.0
TA,112000.0
TA,112000.0
NA,112000.0
TA,112000.0
TA,112000.0
Fa,112000.0
TA,111250.0
TA,111000.0
TA,110500.0
TA,110500.0
Gd,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
Gd,110000.0
Fa,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
TA,110000.0
NA,109900.0
TA,109900.0
TA,109900.0
NA,109500.0
TA,109500.0
TA,109500.0
TA,109500.0
TA,109008.0
TA,109000.0
TA,109000.0
Gd,108959.0
TA,108500.0
TA,108480.0
TA,108000.0
NA,108000.0
TA,108000.0
TA,108000.0
TA,108000.0
TA,108000.0
TA,107900.0
NA,107500.0
Gd,107500.0
TA,107500.0
Fa,107400.0
TA,107000.0
TA,107000.0
TA,107000.0
NA,106500.0
TA,106500.0
NA,106250.0
TA,106000.0
TA,106000.0
TA,106000.0
TA,105900.0
TA,105500.0
TA,105000.0
TA,105000.0
TA,105000.0
TA,105000.0
TA,105000.0
TA,104900.0
TA,104900.0
TA,104000.0
TA,103600.0
TA,103200.0
TA,103000.0
TA,102776.0
Fa,102000.0
TA,102000.0
TA,102000.0
NA,101800.0
TA,101000.0
Fa,100000.0
TA,100000.0
TA,100000.0
TA,100000.0
TA,100000.0
TA,100000.0
TA,100000.0
NA,100000.0
TA,100000.0
Fa,99900.0
Gd,99500.0
TA,98600.0
NA,98300.0
TA,98000.0
TA,98000.0
NA,98000.0
TA,97500.0
TA,97000.0
NA,97000.0
TA,97000.0
TA,96500.0
TA,96500.0
TA,95000.0
Fa,95000.0
TA,94750.0
TA,94500.0
TA,94000.0
NA,93500.0
Gd,93500.0
TA,93000.0
Fa,93000.0
NA,93000.0
NA,92900.0
Gd,92000.0
Fa,91500.0
TA,91500.0
Fa,91300.0
Gd,91000.0
TA,91000.0
Gd,91000.0
TA,90350.0
NA,90000.0
TA,90000.0
NA,90000.0
TA,89500.0
TA,89500.0
Fa,89471.0
TA,89000.0
TA,88000.0
TA,88000.0
TA,88000.0
TA,88000.0
NA,87500.0
TA,87000.0
TA,87000.0
TA,87000.0
TA,87000.0
Gd,86000.0
TA,86000.0
Fa,86000.0
Gd,85500.0
TA,85400.0
TA,85000.0
Gd,85000.0
Fa,85000.0
TA,85000.0
NA,84900.0
TA,84500.0
Gd,84500.0
Gd,84500.0
NA,84000.0
TA,83500.0
TA,83000.0
TA,83000.0
TA,82500.0
TA,82500.0
TA,82500.0
NA,82000.0
TA,82000.0
NA,82000.0
TA,81000.0
Gd,81000.0
TA,81000.0
NA,80500.0
TA,80000.0
Gd,80000.0
TA,80000.0
Gd,80000.0
TA,79900.0
Fa,79900.0
TA,79500.0
TA,79000.0
TA,79000.0
TA,79000.0
TA,78000.0
TA,76500.0
Fa,76000.0
Gd,75500.0
TA,75000.0
Fa,73000.0
NA,72500.0
TA,68500.0
TA,68400.0
Fa,67000.0
TA,67000.0
TA,66500.0
TA,64500.0
TA,62383.0
Fa,61000.0
TA,60000.0
TA,60000.0
TA,60000.0
TA,58500.0
TA,55993.0
NA,55000.0
TA,55000.0
TA,52500.0
TA,52000.0
TA,40000.0
NA,39300.0
TA,37900.0
TA,35311.0
TA,34900.0
