LotFrontage,SalePrice
75,237000.0
39,236500.0
99.21597457917863,236500.0
101.48480485812954,236000.0
80,236000.0
92,235128.0
82.50305709807344,235000.0
174,235000.0
44,235000.0
85.26719005457343,235000.0
120,235000.0
86.76530317625905,235000.0
70,235000.0
53,234000.0
50.64602981391853,234000.0
120,233230.0
79,233170.0
76,233000.0
81,232600.0
75,232000.0
73,232000.0
48,232000.0
65,231500.0
80,231500.0
106,230500.0
75,230000.0
73,230000.0
66,230000.0
85.65265574623683,230000.0
90,230000.0
34,230000.0
51.46254193436699,230000.0
79,230000.0
72,229456.0
85.26654469707533,229000.0
70.4931784578869,228950.0
82,228500.0
85.60955257291741,228500.0
86.375501702858,228000.0
59,228000.0
84,227875.0
91,227680.0
70,227000.0
67,227000.0
85,227000.0
75,226700.0
72,226000.0
88,226000.0
85.56981118785264,226000.0
81,225000.0
116,225000.0
78,225000.0
76,225000.0
89.73881748105337,225000.0
86.35970584806763,225000.0
48,224900.0
65,224900.0
83,224500.0
44,224000.0
86.07695852826984,224000.0
68,223500.0
144,223500.0
85.5066997419092,223000.0
90.56529052042204,222500.0
75,222500.0
94.13990194033482,222000.0
87.97342431437136,222000.0
97.50812595118019,222000.0
86,221500.0
88,221000.0
58,221000.0
86.28932410749825,220000.0
95,220000.0
68,220000.0
80,220000.0
61.172962418126495,220000.0
85.34247838576943,219500.0
65,219500.0
75,219500.0
58,219210.0
90,218000.0
80,217500.0
85.40050722990145,217000.0
79,217000.0
70,216837.0
102.41691811821013,216500.0
79.75819347807489,216000.0
72,215200.0
141,215000.0
71,215000.0
85.2760277685394,215000.0
80,215000.0
50.68387003130181,215000.0
59,215000.0
85.50561464955483,215000.0
46,215000.0
80,214900.0
54.858441038551874,214500.0
78,214000.0
70,214000.0
70,214000.0
86.84730119136447,214000.0
86,214000.0
79,213500.0
41,213500.0
43,213490.0
78,213250.0
70,213000.0
75,213000.0
75,213000.0
84,212900.0
43,212000.0
29.985601308119584,212000.0
68,212000.0
97,211000.0
83.31370778594997,211000.0
65,210000.0
70,210000.0
75,210000.0
70,210000.0
85,210000.0
34,209500.0
75,208900.0
47,208900.0
65,208500.0
75,208300.0
47,207500.0
64,207500.0
34,207500.0
46.13943970251877,207500.0
79,207500.0
59,207000.0
64,207000.0
85,206900.0
78,206300.0
64,206000.0
65,205950.0
85.2745482267472,205000.0
85.26337453774167,205000.0
55,205000.0
118,205000.0
85,205000.0
80,205000.0
73,204900.0
69,204750.0
78,204000.0
85.5692401647602,204000.0
73,203000.0
68,203000.0
85,202900.0
40,202665.0
44,202500.0
91,202500.0
48,202500.0
85.11428303604605,201800.0
129,201000.0
70,201000.0
73,201000.0
85.29547500352211,200624.0
70,200500.0
138,200500.0
103,200141.0
54,200100.0
85.28555712403765,200000.0
63,200000.0
92.5657737805441,200000.0
60,200000.0
79,200000.0
70,200000.0
95,200000.0
91,200000.0
103.56892496686407,199900.0
35,199900.0
94,198900.0
64,198500.0
85.24682089666696,197900.0
80,197900.0
85.2587599514114,197900.0
78,197500.0
85.24979456444471,197500.0
65,197000.0
102,197000.0
37,197000.0
80,197000.0
89,196500.0
80,196500.0
59,196000.0
34,196000.0
85.63876162382785,196000.0
64,195400.0
85.47991286213284,195000.0
68,195000.0
41,195000.0
61,194700.0
85.03268218940185,194500.0
64,194500.0
83.71945606568666,194500.0
53,194201.0
64,194000.0
74,194000.0
85.02589140321145,194000.0
64,193879.0
100,193500.0
65,193500.0
50,193000.0
68,193000.0
62,193000.0
43,192500.0
65,192500.0
60,192140.0
68,192000.0
83,192000.0
59,192000.0
43,192000.0
70,192000.0
93,191000.0
70,191000.0
43,191000.0
79,191000.0
105,190000.0
85.19552694495945,190000.0
71.31989576174897,190000.0
74.05768143680142,190000.0
85.29760851468835,190000.0
137,190000.0
92,190000.0
65,190000.0
63,190000.0
85.03198888095477,190000.0
59,190000.0
72.72593136241743,190000.0
107,190000.0
55,189950.0
40,189000.0
63,189000.0
65,189000.0
60,189000.0
70,189000.0
51,189000.0
74,188700.0
71,188500.0
63,188000.0
57,188000.0
71.54294650709038,188000.0
60,187750.0
85.26082692844366,187500.0
73,187500.0
85.27557521170046,187500.0
44,187500.0
29.847629223806962,187500.0
106.46231755642899,187500.0
67,187100.0
76,187000.0
80,187000.0
80,187000.0
50,186700.0
65,186500.0
93,186500.0
83,186000.0
64,185900.0
43,185850.0
79.7173482814972,185750.0
65,185500.0
74,185000.0
82.96516920535811,185000.0
70,185000.0
60,185000.0
66,185000.0
85.25371636759276,185000.0
65,185000.0
85.63601013898484,185000.0
76,185000.0
62,185000.0
67,184900.0
130,184750.0
97.92357074843709,184100.0
47,184000.0
71.87062173481246,184000.0
60,184000.0
60,184000.0
35,183900.0
62,183500.0
79.87975636947334,183200.0
72,183000.0
85.20029269289464,182900.0
95,182000.0
83.72223342746989,181900.0
80,181500.0
73,181134.0
48,181000.0
100,181000.0
78,181000.0
43,181000.0
69.74279954607235,181000.0
69.2598094228911,181000.0
34,181000.0
100,180500.0
99,180500.0
60,180500.0
84.2754083590272,180500.0
86.7462982840743,180000.0
67.08008671915674,180000.0
75.55013116285284,180000.0
78,180000.0
72,180000.0
41,180000.0
63,180000.0
104,180000.0
84.55811540629976,180000.0
50,180000.0
85,179900.0
85,179900.0
114,179900.0
85,179900.0
90,179900.0
58,179665.0
63,179600.0
65,179540.0
60,179500.0
24,179400.0
50,179200.0
73.37825157295079,179200.0
60,179000.0
60,179000.0
65,179000.0
65,178900.0
46.807817814145665,178740.0
85.23821053230202,178400.0
77,178000.0
60,178000.0
74,178000.0
78.784058073618,178000.0
59,178000.0
70,178000.0
78,178000.0
105,177500.0
58.00028616512219,177500.0
29.84693881311986,177500.0
77.08383586983499,177000.0
29.84693880133442,177000.0
63,177000.0
124,177000.0
57,177000.0
87,176500.0
63,176500.0
73,176485.0
78,176432.0
34,176000.0
120,176000.0
62,176000.0
54,176000.0
63,176000.0
85.12206116155582,176000.0
60,176000.0
51,176000.0
65,175900.0
51,175900.0
78,175500.0
80,175500.0
36,175500.0
90,175000.0
130,175000.0
70,175000.0
85,175000.0
57,175000.0
70,175000.0
60,175000.0
85.109151531731,175000.0
62,175000.0
82,174900.0
75,174500.0
122,174000.0
80,174000.0
65,174000.0
149,174000.0
53,174000.0
24,174000.0
80,174000.0
68,173900.0
30,173733.0
64,173500.0
103.90619900578221,173000.0
65,173000.0
69.09454505277358,173000.0
66.95082481092506,173000.0
36,173000.0
75.89295210011782,173000.0
58,173000.0
105,172785.0
24,172500.0
66.8338305207449,172500.0
53,172500.0
34,172500.0
70,172500.0
78.62240745883997,172400.0
85.20982460855153,172000.0
35,171900.0
30.54147748351665,171750.0
75,171500.0
82,171000.0
70,171000.0
82.35918127076623,171000.0
76,171000.0
70,171000.0
115,170000.0
77,170000.0
76,170000.0
102,170000.0
60,170000.0
29.910735652742027,170000.0
85,170000.0
102,170000.0
65,169990.0
84.33305025400972,169900.0
50.948869327709986,169500.0
69,169500.0
70.87901760131385,169000.0
57,169000.0
50,169000.0
70.39624777978348,168500.0
29.846938818800695,168500.0
82,168500.0
72.02992457854343,168000.0
69.53275988133446,168000.0
121,168000.0
80.60218360836768,168000.0
80,167900.0
80,167900.0
60,167500.0
73,167500.0
73,167500.0
43,167240.0
80,167000.0
85,167000.0
75,167000.0
100,167000.0
71,166000.0
80,166000.0
71.04988235015,165600.0
70,165500.0
79.75378048337,165500.0
80,165500.0
60,165400.0
80,165150.0
101,165000.0
85.20493119132436,165000.0
78,165000.0
68.67924312620329,165000.0
29.84693877874884,165000.0
55,165000.0
100,165000.0
29.84831025554184,165000.0
65,164990.0
75,164900.0
35,164700.0
40,164500.0
96,164500.0
32,164000.0
53,164000.0
152,164000.0
65,163990.0
69.40824074452158,163900.0
80,163500.0
74.98092542204103,163500.0
80,163000.0
60,163000.0
76,163000.0
60,163000.0
52,162900.0
78,162900.0
83.54924246275198,162500.0
82.24656262433099,162000.0
66.22686297894019,162000.0
32,162000.0
75.99710239814954,162000.0
71.01715777095166,161750.0
78.58137658585837,161500.0
67.85431960870615,161500.0
50.97568149445258,161000.0
60,161000.0
43,160200.0
84,160000.0
60,160000.0
87,160000.0
75,160000.0
130,160000.0
81.47295899541861,160000.0
52.65855296212334,160000.0
80,160000.0
24,160000.0
313,160000.0
75.39200041683944,160000.0
80,160000.0
85,159950.0
43,159895.0
60,159500.0
75,159500.0
79,159500.0
55,159434.0
66,159000.0
77,159000.0
85.0051692227471,159000.0
50,159000.0
85.24545940667973,158900.0
80,158500.0
63,158000.0
85,158000.0
85.26623782168993,158000.0
70.68203865373287,158000.0
86.00716019196479,158000.0
80,158000.0
75,157900.0
67.35740576294614,157900.0
71.54123329619169,157500.0
60,157500.0
81.22655887302409,157000.0
90,157000.0
80,157000.0
60,157000.0
82,157000.0
60,157000.0
73,156932.0
70,156500.0
43,156000.0
52.71001248929783,156000.0
79,156000.0
61,156000.0
37,155900.0
85,155835.0
74,155000.0
69,155000.0
66,155000.0
60,155000.0
50,155000.0
70,155000.0
85,155000.0
70,155000.0
80,155000.0
24,155000.0
24,155000.0
88,155000.0
80,155000.0
66,155000.0
54,154900.0
70,154500.0
80,154300.0
67.64839412185322,154000.0
36,154000.0
82.52909744467159,154000.0
78,154000.0
75,154000.0
55,153900.0
100,153900.0
60,153575.0
32,153500.0
90,153500.0
78,153500.0
64,153337.0
74,153000.0
80,153000.0
64,153000.0
40,152000.0
75,152000.0
82,152000.0
80,152000.0
80,152000.0
81,152000.0
67.25420085422141,151500.0
42,151400.0
88,151000.0
24,151000.0
30,151000.0
30,151000.0
65,151000.0
55,150900.0
75,150750.0
61,150500.0
69,150000.0
84.81085131514945,150000.0
90,150000.0
42,150000.0
70,149900.0
65,149900.0
134,149900.0
77.70357663662735,149900.0
90,149700.0
74,149500.0
128,149500.0
67.29881289509422,149350.0
29.84699226425368,149300.0
75.73567822423746,149000.0
29.847156584039205,149000.0
60,149000.0
52,149000.0
29.84693878216413,148800.0
24,148500.0
24,148500.0
67.32381532637899,148500.0
73,148000.0
79.7807410057804,148000.0
57,148000.0
35,148000.0
85.08388636772068,148000.0
88,148000.0
75,148000.0
75,147500.0
24,147400.0
59,147000.0
80,147000.0
24,147000.0
70,147000.0
67.74730357436208,147000.0
73,147000.0
72,147000.0
100,147000.0
75,147000.0
84.0116325677902,146800.0
79,146500.0
34,146000.0
71,146000.0
24,146000.0
67,145900.0
72,145500.0
80,145250.0
112,145000.0
75,145000.0
70,145000.0
51.22817141616593,145000.0
100,145000.0
52,145000.0
70,145000.0
82,145000.0
82,145000.0
57,145000.0
80,145000.0
67.27158661986404,145000.0
65,145000.0
35,145000.0
85,144900.0
29.853955194381392,144500.0
68,144500.0
30,144152.0
67.25348785823344,144000.0
67.32679321768086,144000.0
64,144000.0
60,144000.0
75,144000.0
98,144000.0
65,144000.0
78,144000.0
29.847384533379383,144000.0
67.38044978098175,144000.0
40,143900.0
29.85574649007493,143750.0
71,143500.0
67.38627495898888,143500.0
68.26459227448844,143250.0
85,143000.0
72.7804754781666,143000.0
65,143000.0
50,143000.0
29.847011320870006,143000.0
100,143000.0
70,143000.0
50,143000.0
78,143000.0
84.62263364514578,143000.0
64,142953.0
74,142600.0
37,142500.0
100,142500.0
63,142500.0
68,142125.0
65,142000.0
65,142000.0
78.62757165728571,142000.0
80,142000.0
51,141500.0
70,141000.0
63,141000.0
67.36374914032255,141000.0
140,141000.0
69,141000.0
50,141000.0
29.84716634914703,141000.0
80,141000.0
65,140200.0
60,140000.0
50,140000.0
80,140000.0
75,140000.0
60,140000.0
70,140000.0
53,140000.0
29.84803261191862,140000.0
80,140000.0
80,140000.0
76,140000.0
51.20263655022347,140000.0
71,140000.0
75,140000.0
85,140000.0
60,140000.0
70,140000.0
35,140000.0
80,140000.0
60,140000.0
75,139950.0
67.38174795360922,139900.0
67.26135833324768,139600.0
60,139500.0
57,139400.0
80,139400.0
70,139000.0
67.30993479278784,139000.0
80,139000.0
70,139000.0
72,139000.0
70,139000.0
60,139000.0
80,139000.0
60,139000.0
53,139000.0
94,139000.0
96,138887.0
68.60247435540033,138800.0
65,138500.0
70,138500.0
60,138000.0
60,138000.0
60,138000.0
89,137900.0
80,137500.0
90,137500.0
80,137500.0
85.22415545416946,137500.0
24,137500.0
51,137500.0
51,137450.0
69,137000.0
74,137000.0
67.25611775295339,137000.0
67.42643050153849,137000.0
95,137000.0
83.09690135671329,136905.0
75,136900.0
72,136500.0
67.3018770356988,136500.0
67.31059275235681,136500.0
60,136500.0
37,136500.0
75,136000.0
60,136000.0
60,136000.0
67.10455727367808,135960.0
55,135900.0
66.8626451235364,135750.0
75,135500.0
59,135500.0
60,135000.0
60,135000.0
71,135000.0
70,135000.0
60,135000.0
60,135000.0
78,135000.0
65,135000.0
67.30955487192966,135000.0
67.31697061278028,135000.0
60,135000.0
115,135000.0
60,135000.0
72,135000.0
70,135000.0
65,135000.0
87,135000.0
67.00188622061752,134900.0
50,134900.0
60,134800.0
66,134500.0
69,134500.0
72,134450.0
80,134432.0
44,134000.0
71,134000.0
55,134000.0
60,133900.0
60,133900.0
70,133700.0
36,133500.0
79,133000.0
34,133000.0
51,133000.0
60,133000.0
75,133000.0
70,133000.0
80,132500.0
67.30100817738197,132500.0
70,132500.0
70,132500.0
50,132500.0
55,132500.0
94,132250.0
51,132000.0
50,132000.0
78,132000.0
70,132000.0
60,132000.0
70,132000.0
81,131500.0
36,131500.0
75,131500.0
80,131400.0
60,131000.0
67.31169691410523,131000.0
60,131000.0
73.11729430845135,130500.0
70,130500.0
60,130500.0
67.08156910194819,130250.0
60,130000.0
24,130000.0
24,130000.0
50,130000.0
92,130000.0
65,130000.0
55,130000.0
57,130000.0
55,130000.0
62,130000.0
32,130000.0
51,129900.0
44,129900.0
70,129900.0
73,129900.0
70,129500.0
69,129500.0
54,129500.0
60,129500.0
68,129000.0
82.39336704674672,129000.0
60,129000.0
85,129000.0
60,129000.0
74,129000.0
109,129000.0
70,129000.0
77,128950.0
80,128900.0
53.32085193875343,128500.0
67.31406934783658,128500.0
69,128500.0
120,128500.0
75,128200.0
29.994776063579838,128000.0
60,128000.0
66,128000.0
35,128000.0
60,128000.0
80,128000.0
50,128000.0
62,127500.0
73,127500.0
70,127500.0
35,127500.0
52,127500.0
53,127500.0
66,127000.0
50,127000.0
92,127000.0
60,127000.0
50,127000.0
67.3069155908314,127000.0
60,127000.0
70,127000.0
41,127000.0
80,126500.0
49,126175.0
60,126000.0
75,126000.0
65,126000.0
67.30465024214159,125500.0
60,125500.0
40,125500.0
60,125500.0
70,125000.0
84,125000.0
70,125000.0
50,125000.0
72,125000.0
49,125000.0
68,125000.0
60,125000.0
99,125000.0
24,125000.0
60,124900.0
98,124900.0
76,124500.0
60,124500.0
80,124500.0
70,124500.0
60,124000.0
50,124000.0
24,124000.0
57,124000.0
65,124000.0
71,124000.0
60,123600.0
57,123500.0
79,123000.0
60,123000.0
70,123000.0
68,123000.0
60,122900.0
24,122500.0
60,122500.0
120,122000.0
67.25977356301888,122000.0
60,122000.0
50,122000.0
51,121600.0
67.59810699640734,121500.0
50.94662028246577,121000.0
71,120500.0
60,120500.0
50.999497888734844,120500.0
60,120500.0
60,120000.0
75,120000.0
50,120000.0
70,120000.0
60,120000.0
60,120000.0
50,120000.0
65,119900.0
60,119900.0
50,119750.0
50,119500.0
61,119500.0
37,119500.0
21,119500.0
60,119200.0
69.1524030324462,119000.0
50,119000.0
50,119000.0
80,119000.0
60,119000.0
60,119000.0
60,119000.0
64,118964.0
64,118858.0
80,118500.0
81,118500.0
61,118500.0
60,118500.0
59,118400.0
50,118000.0
21,118000.0
92,118000.0
75,118000.0
21,118000.0
50,118000.0
70,117500.0
90,117500.0
59,117000.0
90,117000.0
50,117000.0
60,117000.0
50.948143194006185,116900.0
50,116500.0
71,116050.0
40,116000.0
45,116000.0
74,116000.0
50,115000.0
85,115000.0
70,115000.0
50.9466603537172,115000.0
51,115000.0
56,115000.0
29.847031680946557,115000.0
100,115000.0
60,115000.0
50.97009077575306,115000.0
66,115000.0
60,115000.0
60,114504.0
52,114500.0
70,114500.0
33,113000.0
52,113000.0
100,113000.0
21,113000.0
58,113000.0
50,113000.0
50,112500.0
70,112500.0
50,112000.0
21,112000.0
54.6727541749861,112000.0
68,112000.0
51.74918244364172,112000.0
66.99272074272416,112000.0
70,112000.0
67.30843483745323,111250.0
75,111000.0
40,110500.0
50,110500.0
110,110000.0
60,110000.0
50,110000.0
67,110000.0
70,110000.0
56.622122185847154,110000.0
88,110000.0
120,110000.0
85,110000.0
57,110000.0
67.27722335459545,110000.0
68,110000.0
67.31002343773397,110000.0
60,109900.0
67.25186459951763,109900.0
40,109900.0
60,109500.0
52,109500.0
50,109500.0
60,109500.0
77,109008.0
68,109000.0
60,109000.0
60,108959.0
50,108500.0
60,108480.0
60,108000.0
67,108000.0
60,108000.0
63,108000.0
60,108000.0
67.09284553858896,108000.0
50,107900.0
60,107500.0
70,107500.0
60,107500.0
60,107400.0
57,107000.0
94,107000.0
67.29865838246887,107000.0
67.30779810087502,106500.0
50,106500.0
60,106250.0
21,106000.0
90,106000.0
24,106000.0
60,105900.0
59,105500.0
51,105000.0
79,105000.0
90,105000.0
60,105000.0
60,105000.0
60,104900.0
52.99969583358564,104900.0
92,104000.0
54,103600.0
55,103200.0
52,103000.0
66,102776.0
67,102000.0
60,102000.0
60,102000.0
70,101800.0
60,101000.0
60,100000.0
50,100000.0
60,100000.0
50.94781804169321,100000.0
60,100000.0
21,100000.0
65,100000.0
75,100000.0
67,100000.0
56,99900.0
55,99500.0
85,98600.0
60,98300.0
67,98000.0
34,98000.0
50,98000.0
78,97500.0
70,97000.0
70,97000.0
21,97000.0
55,96500.0
55,96500.0
60,95000.0
107,95000.0
73,94750.0
21,94500.0
54,94000.0
60,93500.0
63,93500.0
50,93000.0
60,93000.0
77,93000.0
60,92900.0
21,92000.0
50,91500.0
21,91500.0
50,91300.0
21,91000.0
60,91000.0
52,91000.0
40,90350.0
72,90000.0
85,90000.0
60,90000.0
21,89500.0
50.94710134078749,89500.0
50,89471.0
50,89000.0
67.27234914227473,88000.0
21,88000.0
51,88000.0
21,88000.0
67.30750795578034,87500.0
55,87000.0
50,87000.0
60,87000.0
52,87000.0
21,86000.0
58,86000.0
60,86000.0
51,85500.0
21,85400.0
105,85000.0
36,85000.0
67,85000.0
60,85000.0
60,84900.0
60,84500.0
21,84500.0
90,84500.0
52.77957131015459,84000.0
29.846938795458616,83500.0
85,83000.0
21,83000.0
51.95664455504029,82500.0
85,82500.0
50,82500.0
65,82000.0
60,82000.0
74,82000.0
58,81000.0
21,81000.0
120,81000.0
52,80500.0
47,80000.0
21,80000.0
61.99740547997721,80000.0
60,80000.0
60,79900.0
52,79900.0
50,79500.0
60,79000.0
63,79000.0
70,79000.0
60,78000.0
55,76500.0
60,76000.0
21,75500.0
21,75000.0
30,73000.0
51.93198615399319,72500.0
60,68500.0
60,68400.0
60,67000.0
45,67000.0
52,66500.0
60,64500.0
60,62383.0
50.948694577350345,61000.0
68,60000.0
51,60000.0
60,60000.0
45,58500.0
66,55993.0
70,55000.0
40,55000.0
153,52500.0
56,52000.0
50,40000.0
50,39300.0
50,37900.0
50,35311.0
60,34900.0
