RoofStyle,SalePrice
Hip,178000.0
Gable,177500.0
Gable,177500.0
Gable,177500.0
Gable,177000.0
Gable,177000.0
Gable,177000.0
Gable,177000.0
Gable,177000.0
Hip,176500.0
Hip,176500.0
Gable,176485.0
Gable,176432.0
Gable,176000.0
Gable,176000.0
Gable,176000.0
Gable,176000.0
Gable,176000.0
Gable,176000.0
Gable,176000.0
Gable,176000.0
Gable,175900.0
Hip,175900.0
Gable,175500.0
Hip,175500.0
Gable,175500.0
Mansard,175000.0
Gable,175000.0
Gable,175000.0
Gable,175000.0
Gable,175000.0
Gable,175000.0
Gable,175000.0
Gable,175000.0
Gable,175000.0
Gable,174900.0
Gable,174500.0
Gable,174000.0
Hip,174000.0
Gable,174000.0
Gable,174000.0
Hip,174000.0
Gable,174000.0
Gable,174000.0
Gable,173900.0
Gable,173733.0
Gable,173500.0
Gable,173000.0
Gable,173000.0
Gable,173000.0
Gable,173000.0
Gable,173000.0
Hip,173000.0
Gable,173000.0
Gable,172785.0
Gable,172500.0
Gable,172500.0
Gable,172500.0
Gable,172500.0
Hip,172500.0
Gable,172400.0
Gable,172000.0
Gable,171900.0
Gable,171750.0
Gable,171500.0
Gable,171000.0
Gable,171000.0
Gable,171000.0
Gable,171000.0
Gable,171000.0
Gable,170000.0
Gable,170000.0
Gable,170000.0
Hip,170000.0
Gable,170000.0
Gable,170000.0
Gable,170000.0
Gable,170000.0
Gable,169990.0
Gable,169900.0
Gable,169500.0
Gable,169500.0
Gable,169000.0
Gable,169000.0
Gable,169000.0
Gable,168500.0
Gable,168500.0
Gable,168500.0
Gable,168000.0
Gable,168000.0
Gable,168000.0
Gable,168000.0
Gable,167900.0
Gable,167900.0
Gable,167500.0
Gable,167500.0
Gable,167500.0
Gable,167240.0
Hip,167000.0
Flat,167000.0
Hip,167000.0
Gable,167000.0
Gable,166000.0
Gable,166000.0
Gable,165600.0
Hip,165500.0
Gable,165500.0
Hip,165500.0
Gable,165400.0
Gable,165150.0
Gable,165000.0
Gable,165000.0
Hip,165000.0
Gable,165000.0
Gable,165000.0
Hip,165000.0
Gable,165000.0
Hip,165000.0
Gable,164990.0
Hip,164900.0
Gable,164700.0
Gable,164500.0
Gable,164500.0
Hip,164000.0
Gable,164000.0
Gable,164000.0
Gable,163990.0
Gable,163900.0
Gable,163500.0
Gable,163500.0
Gable,163000.0
Gable,163000.0
Hip,163000.0
Gable,163000.0
Gable,162900.0
Gable,162900.0
Gable,162500.0
Gable,162000.0
Gable,162000.0
Hip,162000.0
Gable,162000.0
Gable,161750.0
Gable,161500.0
Gable,161500.0
Hip,161000.0
Gambrel,161000.0
Gable,160200.0
Gable,160000.0
Gable,160000.0
Hip,160000.0
Gable,160000.0
Gable,160000.0
Gable,160000.0
Gable,160000.0
Hip,160000.0
Gable,160000.0
Hip,160000.0
Gable,160000.0
Gable,160000.0
Gable,159950.0
Gable,159895.0
Gable,159500.0
Hip,159500.0
Hip,159500.0
Gable,159434.0
Gable,159000.0
Gable,159000.0
Gable,159000.0
Gable,159000.0
Hip,158900.0
Gable,158500.0
Gable,158000.0
Hip,158000.0
Gable,158000.0
Hip,158000.0
Gable,158000.0
Gable,158000.0
Gable,157900.0
Gable,157900.0
Gable,157500.0
Gable,157500.0
Hip,157000.0
Hip,157000.0
Gable,157000.0
Gable,157000.0
Gable,157000.0
Hip,157000.0
Gable,156932.0
Hip,156500.0
Gable,156000.0
Gable,156000.0
Hip,156000.0
Gable,156000.0
Gable,155900.0
Gable,155835.0
Gable,155000.0
Gable,155000.0
Hip,155000.0
Gable,155000.0
Gable,155000.0
Gable,155000.0
Hip,155000.0
Gable,155000.0
Gable,155000.0
Hip,155000.0
Gable,155000.0
Gable,155000.0
Hip,155000.0
Gable,155000.0
Gable,154900.0
Hip,154500.0
Gable,154300.0
Gable,154000.0
Gable,154000.0
Gable,154000.0
Gable,154000.0
Hip,154000.0
Gable,153900.0
Gable,153900.0
Gable,153575.0
Hip,153500.0
Gable,153500.0
Gable,153500.0
Gable,153337.0
Hip,153000.0
Gable,153000.0
Hip,153000.0
Gable,152000.0
Gable,152000.0
Gable,152000.0
Mansard,152000.0
Gable,152000.0
Hip,152000.0
Hip,151500.0
Gable,151400.0
Gable,151000.0
Gable,151000.0
Gable,151000.0
Gable,151000.0
Gable,151000.0
Gable,150900.0
Gable,150750.0
Gable,150500.0
Gable,150000.0
Gable,150000.0
Gable,150000.0
Gable,150000.0
Gable,149900.0
Gable,149900.0
Gable,149900.0
Gable,149900.0
Gable,149700.0
Hip,149500.0
Hip,149500.0
Gable,149350.0
Gable,149300.0
Gable,149000.0
Gable,149000.0
Gable,149000.0
Gable,149000.0
Gable,148800.0
Gable,148500.0
Gable,148500.0
Gable,148500.0
Hip,148000.0
Hip,148000.0
Gable,148000.0
Gable,148000.0
Gable,148000.0
Gable,148000.0
Gable,148000.0
Gable,147500.0
Gable,147400.0
Hip,147000.0
Gable,147000.0
Gable,147000.0
Gable,147000.0
Gable,147000.0
Gable,147000.0
Gable,147000.0
Gable,147000.0
Gable,147000.0
Gable,146800.0
Gable,146500.0
Gable,146000.0
Hip,146000.0
Gable,146000.0
Gable,145900.0
Gable,145500.0
Hip,145250.0
Gable,145000.0
Hip,145000.0
Gable,145000.0
Gable,145000.0
Hip,145000.0
Gable,145000.0
Gable,145000.0
Gable,145000.0
Gable,145000.0
Gable,145000.0
Gable,145000.0
Gable,145000.0
Hip,145000.0
Gable,145000.0
Gable,144900.0
Gable,144500.0
Hip,144500.0
Gable,144152.0
Hip,144000.0
Gable,144000.0
Gable,144000.0
Gable,144000.0
Gable,144000.0
Gable,144000.0
Gable,144000.0
Gable,144000.0
Gable,144000.0
Hip,144000.0
Gable,143900.0
Gable,143750.0
Gable,143500.0
Gable,143500.0
Hip,143250.0
Gable,143000.0
Gable,143000.0
Flat,143000.0
Gable,143000.0
Gable,143000.0
Gable,143000.0
Gable,143000.0
Hip,143000.0
Gable,143000.0
Hip,143000.0
Gable,142953.0
Gable,142600.0
Gable,142500.0
Hip,142500.0
Gable,142500.0
Hip,142125.0
Gable,142000.0
Hip,142000.0
Hip,142000.0
Hip,142000.0
Gable,141500.0
Gable,141000.0
Gable,141000.0
Gable,141000.0
Gable,141000.0
Gable,141000.0
Gable,141000.0
Gable,141000.0
Gable,141000.0
Gable,140200.0
Gable,140000.0
Gable,140000.0
Gable,140000.0
Hip,140000.0
Gable,140000.0
Hip,140000.0
Gable,140000.0
Gable,140000.0
Gable,140000.0
Hip,140000.0
Gable,140000.0
Gable,140000.0
Hip,140000.0
Hip,140000.0
Gable,140000.0
Gable,140000.0
Gable,140000.0
Gable,140000.0
Gable,140000.0
Gable,140000.0
Gable,139950.0
Hip,139900.0
Hip,139600.0
Gable,139500.0
Gable,139400.0
Gable,139400.0
Hip,139000.0
Gable,139000.0
Hip,139000.0
Gable,139000.0
Gable,139000.0
Gambrel,139000.0
Gable,139000.0
Gable,139000.0
Gable,139000.0
Gable,139000.0
Mansard,139000.0
Gable,138887.0
Gable,138800.0
Gable,138500.0
Hip,138500.0
Gable,138000.0
Gable,138000.0
Gable,138000.0
Hip,137900.0
Gable,137500.0
Gable,137500.0
Gable,137500.0
Gable,137500.0
Gable,137500.0
Gable,137500.0
Gable,137450.0
Gable,137000.0
Hip,137000.0
Gable,137000.0
Hip,137000.0
Gable,137000.0
Gable,136905.0
Gable,136900.0
Hip,136500.0
Gable,136500.0
Hip,136500.0
Gable,136500.0
Gable,136500.0
Hip,136000.0
Gable,136000.0
Gable,136000.0
Gable,135960.0
Gable,135900.0
Gable,135750.0
Gable,135500.0
Gable,135500.0
Gable,135000.0
Gable,135000.0
Gable,135000.0
Gable,135000.0
Gable,135000.0
Gable,135000.0
Gable,135000.0
Gable,135000.0
Gable,135000.0
Hip,135000.0
Gable,135000.0
Gable,135000.0
Gable,135000.0
Hip,135000.0
Gable,135000.0
Gable,135000.0
Gable,135000.0
Hip,134900.0
Gable,134900.0
Gable,134800.0
Gable,134500.0
Gable,134500.0
Gable,134450.0
Gable,134432.0
Gable,134000.0
Gable,134000.0
Hip,134000.0
Hip,133900.0
Gable,133900.0
Gable,133700.0
Gable,133500.0
Gable,133000.0
Gable,133000.0
Gable,133000.0
Gable,133000.0
Gable,133000.0
Gable,133000.0
Hip,132500.0
Gable,132500.0
Hip,132500.0
Hip,132500.0
Gable,132500.0
Gable,132500.0
Gable,132250.0
Gable,132000.0
Gable,132000.0
Gable,132000.0
Hip,132000.0
Gable,132000.0
Hip,132000.0
Gable,131500.0
Gable,131500.0
Hip,131500.0
Hip,131400.0
Gable,131000.0
Gable,131000.0
Gable,131000.0
Gable,130500.0
Gable,130500.0
Gable,130500.0
Hip,130250.0
Gable,130000.0
Gable,130000.0
Gable,130000.0
Gable,130000.0
Hip,130000.0
Hip,130000.0
Gable,130000.0
Gable,130000.0
Gable,130000.0
Gable,130000.0
Gable,130000.0
Gable,129900.0
Gable,129900.0
Gable,129900.0
Gable,129900.0
Hip,129500.0
Gable,129500.0
Gable,129500.0
Gable,129500.0
Gable,129000.0
Flat,129000.0
Gable,129000.0
Gable,129000.0
Gable,129000.0
Gable,129000.0
Gable,129000.0
Gable,129000.0
Gable,128950.0
Hip,128900.0
Gable,128500.0
Hip,128500.0
Gable,128500.0
Hip,128500.0
Gable,128200.0
Gable,128000.0
Gable,128000.0
Gable,128000.0
Gable,128000.0
Gable,128000.0
Gable,128000.0
Gable,128000.0
Gable,127500.0
Hip,127500.0
Hip,127500.0
Flat,127500.0
Gable,127500.0
Gable,127500.0
Gable,127000.0
Gable,127000.0
Gable,127000.0
Hip,127000.0
Gable,127000.0
Gable,127000.0
Gable,127000.0
Hip,127000.0
Gable,127000.0
Gable,126500.0
Gable,126175.0
Gable,126000.0
Gable,126000.0
Gable,126000.0
Gable,125500.0
Gable,125500.0
Gable,125500.0
Gable,125500.0
Gable,125000.0
Gable,125000.0
Gable,125000.0
Gable,125000.0
Hip,125000.0
Gable,125000.0
Gable,125000.0
Gambrel,125000.0
Gable,125000.0
Gable,125000.0
Gable,124900.0
Hip,124900.0
Gable,124500.0
Hip,124500.0
Gable,124500.0
Gable,124500.0
Gable,124000.0
Gable,124000.0
Gable,124000.0
Gable,124000.0
Gable,124000.0
Gable,124000.0
Gable,123600.0
Gable,123500.0
Gable,123000.0
Hip,123000.0
Gable,123000.0
Gable,123000.0
Gable,122900.0
Gable,122500.0
Gable,122500.0
Gable,122000.0
Gable,122000.0
Hip,122000.0
Gable,122000.0
Gable,121600.0
Hip,121500.0
Gable,121000.0
Gable,120500.0
Gable,120500.0
Gable,120500.0
Gable,120500.0
Hip,120000.0
Gable,120000.0
Gable,120000.0
Gable,120000.0
Gable,120000.0
Hip,120000.0
Gable,120000.0
Gable,119900.0
Gable,119900.0
Gable,119750.0
Gable,119500.0
Gable,119500.0
Gable,119500.0
Gable,119500.0
Gable,119200.0
Gable,119000.0
Gable,119000.0
Gable,119000.0
Gable,119000.0
Gable,119000.0
Hip,119000.0
Gable,119000.0
Gable,118964.0
Gable,118858.0
Gable,118500.0
Gable,118500.0
Gable,118500.0
Gable,118500.0
Gable,118400.0
Gable,118000.0
Gable,118000.0
Gable,118000.0
Gable,118000.0
Gable,118000.0
Hip,118000.0
Gable,117500.0
Gable,117500.0
Hip,117000.0
Gable,117000.0
Gable,117000.0
Gable,117000.0
Gable,116900.0
Gable,116500.0
Gable,116050.0
Gable,116000.0
Gable,116000.0
Gable,116000.0
Gable,115000.0
Gable,115000.0
Gable,115000.0
Gable,115000.0
Gable,115000.0
Gable,115000.0
Gable,115000.0
Hip,115000.0
Gable,115000.0
Gable,115000.0
Gable,115000.0
Hip,115000.0
Gable,114504.0
Gable,114500.0
Gable,114500.0
Gable,113000.0
Gable,113000.0
Hip,113000.0
Gable,113000.0
Gable,113000.0
Hip,113000.0
Hip,112500.0
Gable,112500.0
Gable,112000.0
Gable,112000.0
Gable,112000.0
Gable,112000.0
Gable,112000.0
Gable,112000.0
Gable,112000.0
Hip,111250.0
Hip,111000.0
Gable,110500.0
Gable,110500.0
Gable,110000.0
Gable,110000.0
Gable,110000.0
Gable,110000.0
Hip,110000.0
Gable,110000.0
Hip,110000.0
Hip,110000.0
Gable,110000.0
Gable,110000.0
Gable,110000.0
Gable,110000.0
Gable,110000.0
Gable,109900.0
Gable,109900.0
Gable,109900.0
Hip,109500.0
Gable,109500.0
Gable,109500.0
Hip,109500.0
Hip,109008.0
Gable,109000.0
Gable,109000.0
Gable,108959.0
Hip,108500.0
Gable,108480.0
Gable,108000.0
Gable,108000.0
Gable,108000.0
Gable,108000.0
Gable,108000.0
Gable,108000.0
Gable,107900.0
Gable,107500.0
Gable,107500.0
Gable,107500.0
Gambrel,107400.0
Gable,107000.0
Gable,107000.0
Gable,107000.0
Gable,106500.0
Gable,106500.0
Gable,106250.0
Gable,106000.0
Hip,106000.0
Gable,106000.0
Gable,105900.0
Gable,105500.0
Gable,105000.0
Gable,105000.0
Gable,105000.0
Gable,105000.0
Gable,105000.0
Gable,104900.0
Gable,104900.0
Gable,104000.0
Gambrel,103600.0
Gable,103200.0
Gable,103000.0
Gable,102776.0
Gable,102000.0
Gable,102000.0
Gable,102000.0
Gable,101800.0
Gable,101000.0
Mansard,100000.0
Gable,100000.0
Gable,100000.0
Gable,100000.0
Gable,100000.0
Gable,100000.0
Gable,100000.0
Hip,100000.0
Gable,100000.0
Gable,99900.0
Gable,99500.0
Hip,98600.0
Hip,98300.0
Gable,98000.0
Gable,98000.0
Gable,98000.0
Gable,97500.0
Gable,97000.0
Gable,97000.0
Gable,97000.0
Gable,96500.0
Gable,96500.0
Gable,95000.0
Gable,95000.0
Hip,94750.0
Gable,94500.0
Gable,94000.0
Gable,93500.0
Gable,93500.0
Gable,93000.0
Gable,93000.0
Gable,93000.0
Gable,92900.0
Gable,92000.0
Gable,91500.0
Gable,91500.0
Gable,91300.0
Gable,91000.0
Hip,91000.0
Gable,91000.0
Gable,90350.0
Gable,90000.0
Gable,90000.0
Gable,90000.0
Gable,89500.0
Gable,89500.0
Hip,89471.0
Gable,89000.0
Gable,88000.0
Gable,88000.0
Gable,88000.0
Gable,88000.0
Gable,87500.0
Gable,87000.0
Gable,87000.0
Gable,87000.0
Gable,87000.0
Gable,86000.0
Gable,86000.0
Gable,86000.0
Gable,85500.0
Gable,85400.0
Hip,85000.0
Gable,85000.0
Gable,85000.0
Hip,85000.0
Gable,84900.0
Gable,84500.0
Gable,84500.0
Gable,84500.0
Gable,84000.0
Gable,83500.0
Gable,83000.0
Gable,83000.0
Gable,82500.0
Hip,82500.0
Hip,82500.0
Gable,82000.0
Gable,82000.0
Flat,82000.0
Gambrel,81000.0
Gable,81000.0
Gable,81000.0
Gable,80500.0
Gable,80000.0
Gable,80000.0
Gable,80000.0
Gable,80000.0
Gable,79900.0
Gable,79900.0
Gable,79500.0
Gable,79000.0
Gable,79000.0
Gable,79000.0
Gable,78000.0
Gable,76500.0
Gable,76000.0
Gable,75500.0
Gable,75000.0
Gable,73000.0
Hip,72500.0
Gable,68500.0
Gable,68400.0
Gable,67000.0
Gable,67000.0
Gable,66500.0
Gable,64500.0
Gable,62383.0
Gable,61000.0
Gable,60000.0
Gable,60000.0
Gable,60000.0
Gable,58500.0
Hip,55993.0
Hip,55000.0
Gable,55000.0
Gable,52500.0
Gable,52000.0
Gambrel,40000.0
Gable,39300.0
Gable,37900.0
Gable,35311.0
Gable,34900.0
