Street,SalePrice
Pave,277500.0
Pave,277000.0
Pave,277000.0
Pave,276000.0
Pave,275500.0
Pave,275000.0
Pave,275000.0
Pave,275000.0
Pave,275000.0
Pave,275000.0
Pave,274970.0
Pave,274900.0
Pave,274725.0
Pave,274300.0
Pave,274000.0
Pave,272000.0
Pave,272000.0
Pave,271900.0
Pave,271000.0
Pave,271000.0
Pave,270000.0
Pave,270000.0
Pave,270000.0
Pave,269790.0
Pave,269500.0
Pave,268000.0
Pave,268000.0
Pave,267000.0
Pave,266500.0
Pave,266000.0
Pave,266000.0
Pave,265979.0
Pave,265900.0
Pave,265000.0
Pave,264561.0
Pave,264132.0
Pave,263435.0
Pave,263000.0
Pave,262500.0
Pave,262500.0
Pave,262280.0
Pave,262000.0
Pave,261500.0
Pave,260400.0
Pave,260000.0
Pave,260000.0
Pave,260000.0
Pave,260000.0
Pave,260000.0
Pave,260000.0
Pave,259500.0
Pave,259000.0
Pave,258000.0
Pave,257500.0
Pave,257000.0
Pave,256300.0
Pave,256000.0
Pave,256000.0
Pave,255900.0
Pave,255500.0
Pave,255000.0
Pave,255000.0
Pave,254900.0
Pave,254000.0
Pave,253293.0
Pave,253000.0
Pave,252678.0
Pave,252000.0
Pave,251000.0
Pave,250580.0
Pave,250000.0
Pave,250000.0
Pave,250000.0
Pave,250000.0
Pave,250000.0
Pave,250000.0
Pave,250000.0
Pave,250000.0
Pave,249700.0
Pave,248900.0
Pave,248328.0
Pave,248000.0
Pave,248000.0
Pave,246578.0
Pave,245500.0
Pave,245350.0
Pave,245000.0
Pave,244600.0
Pave,244400.0
Pave,244000.0
Pave,244000.0
Pave,244000.0
Pave,243000.0
Pave,242000.0
Pave,242000.0
Pave,241500.0
Pave,241500.0
Pave,241000.0
Pave,240000.0
Pave,240000.0
Pave,240000.0
Pave,240000.0
Pave,240000.0
Pave,240000.0
Pave,239900.0
Pave,239799.0
Pave,239686.0
Pave,239500.0
Pave,239000.0
Pave,239000.0
Pave,239000.0
Pave,239000.0
Pave,239000.0
Pave,239000.0
Pave,238000.0
Pave,237500.0
Pave,237000.0
Pave,237000.0
Pave,236500.0
Pave,236500.0
Pave,236000.0
Pave,236000.0
Pave,235128.0
Pave,235000.0
Pave,235000.0
Pave,235000.0
Pave,235000.0
Pave,235000.0
Pave,235000.0
Pave,235000.0
Pave,234000.0
Pave,234000.0
Pave,233230.0
Pave,233170.0
Pave,233000.0
Pave,232600.0
Pave,232000.0
Pave,232000.0
Pave,232000.0
Pave,231500.0
Pave,231500.0
Pave,230500.0
Pave,230000.0
Pave,230000.0
Pave,230000.0
Pave,230000.0
Pave,230000.0
Pave,230000.0
Pave,230000.0
Pave,230000.0
Pave,229456.0
Pave,229000.0
Grvl,228950.0
Pave,228500.0
Pave,228500.0
Pave,228000.0
Pave,228000.0
Pave,227875.0
Pave,227680.0
Pave,227000.0
Pave,227000.0
Pave,227000.0
Pave,226700.0
Pave,226000.0
Pave,226000.0
Pave,226000.0
Pave,225000.0
Pave,225000.0
Pave,225000.0
Pave,225000.0
Pave,225000.0
Pave,225000.0
Pave,224900.0
Pave,224900.0
Pave,224500.0
Pave,224000.0
Pave,224000.0
Pave,223500.0
Pave,223500.0
Pave,223000.0
Pave,222500.0
Pave,222500.0
Pave,222000.0
Pave,222000.0
Pave,222000.0
Pave,221500.0
Pave,221000.0
Pave,221000.0
Pave,220000.0
Pave,220000.0
Pave,220000.0
Pave,220000.0
Pave,220000.0
Pave,219500.0
Pave,219500.0
Pave,219500.0
Pave,219210.0
Pave,218000.0
Pave,217500.0
Pave,217000.0
Pave,217000.0
Pave,216837.0
Pave,216500.0
Pave,216000.0
Pave,215200.0
Pave,215000.0
Pave,215000.0
Pave,215000.0
Pave,215000.0
Pave,215000.0
Pave,215000.0
Pave,215000.0
Pave,215000.0
Pave,214900.0
Pave,214500.0
Pave,214000.0
Pave,214000.0
Pave,214000.0
Pave,214000.0
Pave,214000.0
Pave,213500.0
Pave,213500.0
Pave,213490.0
Pave,213250.0
Pave,213000.0
Pave,213000.0
Pave,213000.0
Pave,212900.0
Pave,212000.0
Pave,212000.0
Pave,212000.0
Pave,211000.0
Pave,211000.0
Pave,210000.0
Pave,210000.0
Pave,210000.0
Pave,210000.0
Pave,210000.0
Pave,209500.0
Pave,208900.0
Pave,208900.0
Pave,208500.0
Pave,208300.0
Pave,207500.0
Pave,207500.0
Pave,207500.0
Pave,207500.0
Pave,207500.0
Pave,207000.0
Pave,207000.0
Pave,206900.0
Pave,206300.0
Pave,206000.0
Pave,205950.0
Pave,205000.0
Pave,205000.0
Pave,205000.0
Pave,205000.0
Pave,205000.0
Pave,205000.0
Pave,204900.0
Pave,204750.0
Pave,204000.0
Pave,204000.0
Pave,203000.0
Pave,203000.0
Pave,202900.0
Pave,202665.0
Pave,202500.0
Pave,202500.0
Pave,202500.0
Pave,201800.0
Pave,201000.0
Pave,201000.0
Pave,201000.0
Pave,200624.0
Pave,200500.0
Pave,200500.0
Pave,200141.0
Pave,200100.0
Pave,200000.0
Pave,200000.0
Pave,200000.0
Pave,200000.0
Pave,200000.0
Pave,200000.0
Pave,200000.0
Pave,200000.0
Pave,199900.0
Pave,199900.0
Pave,198900.0
Pave,198500.0
Pave,197900.0
Pave,197900.0
Pave,197900.0
Pave,197500.0
Pave,197500.0
Pave,197000.0
Pave,197000.0
Pave,197000.0
Pave,197000.0
Pave,196500.0
Pave,196500.0
Pave,196000.0
Pave,196000.0
Pave,196000.0
Pave,195400.0
Pave,195000.0
Pave,195000.0
Pave,195000.0
Pave,194700.0
Pave,194500.0
Pave,194500.0
Pave,194500.0
Pave,194201.0
Pave,194000.0
Pave,194000.0
Pave,194000.0
Pave,193879.0
Pave,193500.0
Pave,193500.0
Pave,193000.0
Pave,193000.0
Pave,193000.0
Pave,192500.0
Pave,192500.0
Pave,192140.0
Pave,192000.0
Pave,192000.0
Pave,192000.0
Pave,192000.0
Pave,192000.0
Pave,191000.0
Pave,191000.0
Pave,191000.0
Pave,191000.0
Pave,190000.0
Pave,190000.0
Pave,190000.0
Pave,190000.0
Pave,190000.0
Pave,190000.0
Pave,190000.0
Pave,190000.0
Pave,190000.0
Pave,190000.0
Pave,190000.0
Pave,190000.0
Pave,190000.0
Pave,189950.0
Pave,189000.0
Pave,189000.0
Pave,189000.0
Pave,189000.0
Pave,189000.0
Pave,189000.0
Pave,188700.0
Pave,188500.0
Pave,188000.0
Pave,188000.0
Pave,188000.0
Pave,187750.0
Pave,187500.0
Pave,187500.0
Pave,187500.0
Pave,187500.0
Pave,187500.0
Pave,187500.0
Pave,187100.0
Pave,187000.0
Pave,187000.0
Pave,187000.0
Grvl,186700.0
Pave,186500.0
Pave,186500.0
Pave,186000.0
Pave,185900.0
Pave,185850.0
Pave,185750.0
Pave,185500.0
Pave,185000.0
Pave,185000.0
Pave,185000.0
Pave,185000.0
Pave,185000.0
Pave,185000.0
Pave,185000.0
Pave,185000.0
Pave,185000.0
Pave,185000.0
Pave,184900.0
Pave,184750.0
Pave,184100.0
Pave,184000.0
Pave,184000.0
Pave,184000.0
Pave,184000.0
Pave,183900.0
Pave,183500.0
Pave,183200.0
Pave,183000.0
Pave,182900.0
Pave,182000.0
Pave,181900.0
Pave,181500.0
Pave,181134.0
Pave,181000.0
Pave,181000.0
Pave,181000.0
Pave,181000.0
Pave,181000.0
Pave,181000.0
Pave,181000.0
Pave,180500.0
Pave,180500.0
Pave,180500.0
Pave,180500.0
Pave,180000.0
Pave,180000.0
Pave,180000.0
Pave,180000.0
Pave,180000.0
Pave,180000.0
Pave,180000.0
Pave,180000.0
Pave,180000.0
Pave,180000.0
Pave,179900.0
Pave,179900.0
Pave,179900.0
Pave,179900.0
Pave,179900.0
Pave,179665.0
Pave,179600.0
Pave,179540.0
Pave,179500.0
Pave,179400.0
Pave,179200.0
Pave,179200.0
Pave,179000.0
Pave,179000.0
Pave,179000.0
Pave,178900.0
Pave,178740.0
Pave,178400.0
Pave,178000.0
Pave,178000.0
Pave,178000.0
Pave,178000.0
Pave,178000.0
Pave,178000.0
Pave,178000.0
Pave,177500.0
Pave,177500.0
Pave,177500.0
Pave,177000.0
Pave,177000.0
Pave,177000.0
Pave,177000.0
Pave,177000.0
Pave,176500.0
Pave,176500.0
Pave,176485.0
Pave,176432.0
Pave,176000.0
Pave,176000.0
Pave,176000.0
Pave,176000.0
Pave,176000.0
Pave,176000.0
Pave,176000.0
Pave,176000.0
Pave,175900.0
Pave,175900.0
Pave,175500.0
Pave,175500.0
Pave,175500.0
Pave,175000.0
Pave,175000.0
Pave,175000.0
Pave,175000.0
Pave,175000.0
Pave,175000.0
Pave,175000.0
Pave,175000.0
Pave,175000.0
Pave,174900.0
Pave,174500.0
Pave,174000.0
Pave,174000.0
Pave,174000.0
Pave,174000.0
Pave,174000.0
Pave,174000.0
Pave,174000.0
Pave,173900.0
Pave,173733.0
Pave,173500.0
Pave,173000.0
Pave,173000.0
Pave,173000.0
Pave,173000.0
Pave,173000.0
Pave,173000.0
Pave,173000.0
Pave,172785.0
Pave,172500.0
Pave,172500.0
Pave,172500.0
Pave,172500.0
Pave,172500.0
Pave,172400.0
Pave,172000.0
Pave,171900.0
Pave,171750.0
Pave,171500.0
Pave,171000.0
Pave,171000.0
Pave,171000.0
Pave,171000.0
Pave,171000.0
Pave,170000.0
Pave,170000.0
Pave,170000.0
Pave,170000.0
Pave,170000.0
Pave,170000.0
Pave,170000.0
Pave,170000.0
Pave,169990.0
Pave,169900.0
Pave,169500.0
Pave,169500.0
Pave,169000.0
Pave,169000.0
Pave,169000.0
Pave,168500.0
Pave,168500.0
Pave,168500.0
Pave,168000.0
Pave,168000.0
Pave,168000.0
Pave,168000.0
Pave,167900.0
Pave,167900.0
Pave,167500.0
Pave,167500.0
Pave,167500.0
Pave,167240.0
Pave,167000.0
Pave,167000.0
Pave,167000.0
Pave,167000.0
Pave,166000.0
Pave,166000.0
Pave,165600.0
Pave,165500.0
Pave,165500.0
Pave,165500.0
Pave,165400.0
Pave,165150.0
Pave,165000.0
Pave,165000.0
Pave,165000.0
Pave,165000.0
Pave,165000.0
Pave,165000.0
Pave,165000.0
Pave,165000.0
Pave,164990.0
Pave,164900.0
Pave,164700.0
Pave,164500.0
Pave,164500.0
Pave,164000.0
Pave,164000.0
Pave,164000.0
Pave,163990.0
Pave,163900.0
Pave,163500.0
Pave,163500.0
Pave,163000.0
Pave,163000.0
Pave,163000.0
Pave,163000.0
Pave,162900.0
Pave,162900.0
Pave,162500.0
Pave,162000.0
Pave,162000.0
Pave,162000.0
Pave,162000.0
Pave,161750.0
Pave,161500.0
Pave,161500.0
Pave,161000.0
Pave,161000.0
Pave,160200.0
Pave,160000.0
Pave,160000.0
Pave,160000.0
Pave,160000.0
Pave,160000.0
Pave,160000.0
Pave,160000.0
Pave,160000.0
Pave,160000.0
Pave,160000.0
Pave,160000.0
Pave,160000.0
Pave,159950.0
Pave,159895.0
Pave,159500.0
Pave,159500.0
Pave,159500.0
Pave,159434.0
Pave,159000.0
Pave,159000.0
Pave,159000.0
Pave,159000.0
Pave,158900.0
Pave,158500.0
Pave,158000.0
Pave,158000.0
Pave,158000.0
Pave,158000.0
Pave,158000.0
Pave,158000.0
Pave,157900.0
Pave,157900.0
Pave,157500.0
Pave,157500.0
Pave,157000.0
Pave,157000.0
Pave,157000.0
Pave,157000.0
Pave,157000.0
Pave,157000.0
Pave,156932.0
Pave,156500.0
Pave,156000.0
Pave,156000.0
Pave,156000.0
Pave,156000.0
Pave,155900.0
Pave,155835.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,155000.0
Pave,154900.0
Pave,154500.0
Pave,154300.0
Pave,154000.0
Pave,154000.0
Pave,154000.0
Pave,154000.0
Pave,154000.0
Pave,153900.0
Pave,153900.0
Pave,153575.0
Pave,153500.0
Pave,153500.0
Pave,153500.0
Pave,153337.0
Pave,153000.0
Pave,153000.0
Pave,153000.0
Pave,152000.0
Pave,152000.0
Pave,152000.0
Pave,152000.0
Pave,152000.0
Pave,152000.0
Pave,151500.0
Pave,151400.0
Pave,151000.0
Pave,151000.0
Pave,151000.0
Pave,151000.0
Pave,151000.0
Pave,150900.0
Pave,150750.0
Pave,150500.0
Pave,150000.0
Pave,150000.0
Pave,150000.0
Pave,150000.0
Pave,149900.0
Pave,149900.0
Pave,149900.0
Pave,149900.0
Pave,149700.0
Pave,149500.0
Pave,149500.0
Pave,149350.0
Pave,149300.0
Pave,149000.0
Pave,149000.0
Pave,149000.0
Pave,149000.0
Pave,148800.0
Pave,148500.0
Pave,148500.0
Pave,148500.0
Pave,148000.0
Pave,148000.0
Pave,148000.0
Pave,148000.0
Pave,148000.0
Pave,148000.0
Pave,148000.0
Pave,147500.0
Pave,147400.0
Pave,147000.0
Pave,147000.0
Pave,147000.0
Pave,147000.0
Pave,147000.0
Pave,147000.0
Pave,147000.0
Pave,147000.0
Pave,147000.0
Pave,146800.0
Pave,146500.0
Pave,146000.0
Pave,146000.0
Pave,146000.0
Pave,145900.0
Pave,145500.0
Pave,145250.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,145000.0
Pave,144900.0
Pave,144500.0
Pave,144500.0
Pave,144152.0
Pave,144000.0
Pave,144000.0
Pave,144000.0
Pave,144000.0
Pave,144000.0
Pave,144000.0
Pave,144000.0
Pave,144000.0
Pave,144000.0
Pave,144000.0
Pave,143900.0
Pave,143750.0
Pave,143500.0
Pave,143500.0
Pave,143250.0
Pave,143000.0
Pave,143000.0
Pave,143000.0
Pave,143000.0
Pave,143000.0
Pave,143000.0
Pave,143000.0
Pave,143000.0
Pave,143000.0
Pave,143000.0
Pave,142953.0
Pave,142600.0
Pave,142500.0
Pave,142500.0
Pave,142500.0
Pave,142125.0
Pave,142000.0
Pave,142000.0
Pave,142000.0
Pave,142000.0
Pave,141500.0
Pave,141000.0
Pave,141000.0
Pave,141000.0
Pave,141000.0
Pave,141000.0
Pave,141000.0
Pave,141000.0
Pave,141000.0
Pave,140200.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,140000.0
Pave,139950.0
Pave,139900.0
Pave,139600.0
Pave,139500.0
Pave,139400.0
Pave,139400.0
Pave,139000.0
Pave,139000.0
Pave,139000.0
Pave,139000.0
Pave,139000.0
Pave,139000.0
Pave,139000.0
Pave,139000.0
Pave,139000.0
Pave,139000.0
Pave,139000.0
Pave,138887.0
Pave,138800.0
Pave,138500.0
Pave,138500.0
Pave,138000.0
Pave,138000.0
Pave,138000.0
Pave,137900.0
Pave,137500.0
Pave,137500.0
Pave,137500.0
Pave,137500.0
Pave,137500.0
Pave,137500.0
Pave,137450.0
Pave,137000.0
Pave,137000.0
Pave,137000.0
Pave,137000.0
Pave,137000.0
Pave,136905.0
Pave,136900.0
Pave,136500.0
Pave,136500.0
Pave,136500.0
Pave,136500.0
Pave,136500.0
Pave,136000.0
Pave,136000.0
Pave,136000.0
Pave,135960.0
Pave,135900.0
Pave,135750.0
Pave,135500.0
Pave,135500.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,135000.0
Pave,134900.0
Pave,134900.0
Pave,134800.0
Pave,134500.0
Pave,134500.0
Pave,134450.0
Pave,134432.0
Pave,134000.0
Pave,134000.0
Pave,134000.0
Pave,133900.0
Pave,133900.0
Pave,133700.0
Pave,133500.0
Pave,133000.0
Pave,133000.0
Pave,133000.0
Pave,133000.0
Pave,133000.0
Pave,133000.0
Pave,132500.0
Pave,132500.0
Pave,132500.0
Pave,132500.0
Pave,132500.0
Pave,132500.0
Pave,132250.0
Pave,132000.0
Pave,132000.0
Pave,132000.0
Pave,132000.0
Pave,132000.0
Pave,132000.0
Pave,131500.0
Pave,131500.0
Pave,131500.0
Pave,131400.0
Pave,131000.0
Pave,131000.0
Pave,131000.0
Pave,130500.0
Pave,130500.0
Pave,130500.0
Pave,130250.0
Pave,130000.0
Pave,130000.0
Pave,130000.0
Pave,130000.0
Pave,130000.0
Pave,130000.0
Pave,130000.0
Pave,130000.0
Pave,130000.0
Pave,130000.0
Pave,130000.0
Pave,129900.0
Pave,129900.0
Pave,129900.0
Pave,129900.0
Pave,129500.0
Pave,129500.0
Pave,129500.0
Pave,129500.0
Pave,129000.0
Pave,129000.0
Pave,129000.0
Pave,129000.0
Pave,129000.0
Pave,129000.0
Pave,129000.0
Pave,129000.0
Pave,128950.0
Pave,128900.0
Pave,128500.0
Pave,128500.0
Pave,128500.0
Pave,128500.0
Pave,128200.0
Pave,128000.0
Pave,128000.0
Pave,128000.0
Pave,128000.0
Pave,128000.0
Pave,128000.0
Pave,128000.0
Pave,127500.0
Pave,127500.0
Pave,127500.0
Pave,127500.0
Pave,127500.0
Pave,127500.0
Pave,127000.0
Pave,127000.0
Pave,127000.0
Pave,127000.0
Pave,127000.0
Pave,127000.0
Pave,127000.0
Pave,127000.0
Pave,127000.0
Pave,126500.0
Pave,126175.0
Pave,126000.0
Pave,126000.0
Pave,126000.0
Pave,125500.0
Pave,125500.0
Pave,125500.0
Pave,125500.0
Pave,125000.0
Pave,125000.0
Pave,125000.0
Pave,125000.0
Pave,125000.0
Pave,125000.0
Pave,125000.0
Pave,125000.0
Pave,125000.0
Pave,125000.0
Pave,124900.0
Pave,124900.0
Pave,124500.0
Pave,124500.0
Pave,124500.0
Pave,124500.0
Pave,124000.0
Pave,124000.0
Pave,124000.0
Pave,124000.0
Pave,124000.0
Pave,124000.0
Pave,123600.0
Pave,123500.0
Pave,123000.0
Pave,123000.0
Pave,123000.0
Pave,123000.0
Pave,122900.0
Pave,122500.0
Pave,122500.0
Pave,122000.0
Pave,122000.0
Pave,122000.0
Pave,122000.0
Pave,121600.0
Pave,121500.0
Pave,121000.0
Pave,120500.0
Pave,120500.0
Pave,120500.0
Pave,120500.0
Pave,120000.0
Pave,120000.0
Pave,120000.0
Pave,120000.0
Pave,120000.0
Pave,120000.0
Pave,120000.0
Pave,119900.0
Pave,119900.0
Pave,119750.0
Pave,119500.0
Pave,119500.0
Pave,119500.0
Pave,119500.0
Pave,119200.0
Pave,119000.0
Pave,119000.0
Pave,119000.0
Pave,119000.0
Pave,119000.0
Pave,119000.0
Pave,119000.0
Pave,118964.0
Pave,118858.0
Pave,118500.0
Grvl,118500.0
Pave,118500.0
Pave,118500.0
Pave,118400.0
Pave,118000.0
Pave,118000.0
Pave,118000.0
Pave,118000.0
Pave,118000.0
Pave,118000.0
Pave,117500.0
Pave,117500.0
Pave,117000.0
Pave,117000.0
Pave,117000.0
Pave,117000.0
Pave,116900.0
Pave,116500.0
Pave,116050.0
Pave,116000.0
Pave,116000.0
Pave,116000.0
Pave,115000.0
Pave,115000.0
Pave,115000.0
Pave,115000.0
Pave,115000.0
Pave,115000.0
Pave,115000.0
Pave,115000.0
Pave,115000.0
Pave,115000.0
Pave,115000.0
Pave,115000.0
Pave,114504.0
Pave,114500.0
Pave,114500.0
Pave,113000.0
Pave,113000.0
Pave,113000.0
Pave,113000.0
Pave,113000.0
Pave,113000.0
Pave,112500.0
Pave,112500.0
Pave,112000.0
Pave,112000.0
Pave,112000.0
Pave,112000.0
Pave,112000.0
Pave,112000.0
Pave,112000.0
Pave,111250.0
Pave,111000.0
Pave,110500.0
Pave,110500.0
Grvl,110000.0
Pave,110000.0
Pave,110000.0
Pave,110000.0
Pave,110000.0
Pave,110000.0
Pave,110000.0
Pave,110000.0
Pave,110000.0
Pave,110000.0
Pave,110000.0
Pave,110000.0
Pave,110000.0
Pave,109900.0
Pave,109900.0
Pave,109900.0
Pave,109500.0
Pave,109500.0
Pave,109500.0
Pave,109500.0
Pave,109008.0
Pave,109000.0
Pave,109000.0
Pave,108959.0
Pave,108500.0
Pave,108480.0
Pave,108000.0
Pave,108000.0
Pave,108000.0
Pave,108000.0
Pave,108000.0
Pave,108000.0
Pave,107900.0
Pave,107500.0
Pave,107500.0
Pave,107500.0
Pave,107400.0
Pave,107000.0
Pave,107000.0
Pave,107000.0
Pave,106500.0
Pave,106500.0
Pave,106250.0
Pave,106000.0
Pave,106000.0
Pave,106000.0
Pave,105900.0
Pave,105500.0
Pave,105000.0
Pave,105000.0
Pave,105000.0
Pave,105000.0
Pave,105000.0
Pave,104900.0
Pave,104900.0
Pave,104000.0
Pave,103600.0
Pave,103200.0
Pave,103000.0
Pave,102776.0
Pave,102000.0
Pave,102000.0
Pave,102000.0
Pave,101800.0
Pave,101000.0
Pave,100000.0
Pave,100000.0
Pave,100000.0
Pave,100000.0
Pave,100000.0
Pave,100000.0
Pave,100000.0
Pave,100000.0
Pave,100000.0
Pave,99900.0
Pave,99500.0
Pave,98600.0
Pave,98300.0
Pave,98000.0
Pave,98000.0
Pave,98000.0
Pave,97500.0
Pave,97000.0
Pave,97000.0
Pave,97000.0
Pave,96500.0
Pave,96500.0
Pave,95000.0
Pave,95000.0
Pave,94750.0
Pave,94500.0
Pave,94000.0
Pave,93500.0
Pave,93500.0
Pave,93000.0
Pave,93000.0
Pave,93000.0
Pave,92900.0
Pave,92000.0
Pave,91500.0
Pave,91500.0
Pave,91300.0
Pave,91000.0
Pave,91000.0
Pave,91000.0
Pave,90350.0
Pave,90000.0
Pave,90000.0
Pave,90000.0
Pave,89500.0
Pave,89500.0
Pave,89471.0
Pave,89000.0
Pave,88000.0
Pave,88000.0
Pave,88000.0
Pave,88000.0
Pave,87500.0
Pave,87000.0
Pave,87000.0
Pave,87000.0
Pave,87000.0
Pave,86000.0
Pave,86000.0
Pave,86000.0
Pave,85500.0
Pave,85400.0
Pave,85000.0
Pave,85000.0
Pave,85000.0
Pave,85000.0
Pave,84900.0
Pave,84500.0
Pave,84500.0
Pave,84500.0
Pave,84000.0
Pave,83500.0
Pave,83000.0
Pave,83000.0
Pave,82500.0
Pave,82500.0
Pave,82500.0
Pave,82000.0
Pave,82000.0
Pave,82000.0
Pave,81000.0
Pave,81000.0
Grvl,81000.0
Pave,80500.0
Pave,80000.0
Pave,80000.0
Pave,80000.0
Pave,80000.0
Pave,79900.0
Pave,79900.0
Pave,79500.0
Pave,79000.0
Pave,79000.0
Pave,79000.0
Pave,78000.0
Pave,76500.0
Pave,76000.0
Pave,75500.0
Pave,75000.0
Pave,73000.0
Pave,72500.0
Pave,68500.0
Pave,68400.0
Pave,67000.0
Pave,67000.0
Pave,66500.0
Pave,64500.0
Pave,62383.0
Pave,61000.0
Pave,60000.0
Pave,60000.0
Pave,60000.0
Pave,58500.0
Grvl,55993.0
Pave,55000.0
Pave,55000.0
Pave,52500.0
Pave,52000.0
Pave,40000.0
Pave,39300.0
Pave,37900.0
Pave,35311.0
Pave,34900.0
