BsmtUnfSF,SalePrice
160,242000.0
916,241500.0
96,241500.0
280,241000.0
595,240000.0
384,240000.0
907,240000.0
1670,240000.0
1710,240000.0
141,240000.0
893,239900.0
927,239799.0
83,239686.0
544,239500.0
354,239000.0
326,239000.0
242,239000.0
1800,239000.0
449,239000.0
1571,239000.0
422,238000.0
340,237500.0
458,237000.0
324,237000.0
415,236500.0
1753,236500.0
652,236000.0
300,236000.0
1580,235128.0
93,235000.0
140,235000.0
0,235000.0
0,235000.0
501,235000.0
257,235000.0
125,235000.0
1276,234000.0
1374,234000.0
1079,233230.0
1502,233170.0
300,233000.0
1489,232600.0
1550,232000.0
1616,232000.0
315,232000.0
107,231500.0
602,231500.0
1406,230500.0
1777,230000.0
336,230000.0
975,230000.0
668,230000.0
230,230000.0
410,230000.0
792,230000.0
278,230000.0
364,229456.0
0,229000.0
103,228950.0
386,228500.0
1284,228500.0
1686,228000.0
499,228000.0
874,227875.0
1417,227680.0
167,227000.0
785,227000.0
1588,227000.0
466,226700.0
440,226000.0
479,226000.0
319,226000.0
701,225000.0
0,225000.0
293,225000.0
1496,225000.0
847,225000.0
284,225000.0
1649,224900.0
334,224900.0
846,224500.0
625,224000.0
568,224000.0
434,223500.0
15,223500.0
734,223000.0
884,222500.0
901,222500.0
892,222000.0
72,222000.0
964,222000.0
1594,221500.0
572,221000.0
1195,221000.0
262,220000.0
340,220000.0
270,220000.0
119,220000.0
0,220000.0
318,219500.0
847,219500.0
390,219500.0
879,219210.0
280,218000.0
0,217500.0
905,217000.0
279,217000.0
1836,216837.0
235,216500.0
281,216000.0
732,215200.0
441,215000.0
114,215000.0
356,215000.0
397,215000.0
1273,215000.0
847,215000.0
39,215000.0
791,215000.0
193,214900.0
844,214500.0
426,214000.0
726,214000.0
1515,214000.0
220,214000.0
894,214000.0
939,213500.0
722,213500.0
1346,213490.0
379,213250.0
761,213000.0
227,213000.0
1630,213000.0
1528,212900.0
70,212000.0
0,212000.0
846,212000.0
320,211000.0
88,211000.0
490,210000.0
273,210000.0
768,210000.0
765,210000.0
589,210000.0
1530,209500.0
484,208900.0
1352,208900.0
150,208500.0
1191,208300.0
207,207500.0
361,207500.0
410,207500.0
180,207500.0
0,207500.0
638,207000.0
833,207000.0
176,206900.0
35,206300.0
501,206000.0
813,205950.0
410,205000.0
253,205000.0
952,205000.0
1541,205000.0
314,205000.0
400,205000.0
1498,204900.0
176,204750.0
811,204000.0
130,204000.0
814,203000.0
349,203000.0
967,202900.0
1368,202665.0
1346,202500.0
995,202500.0
1368,202500.0
410,201800.0
1560,201000.0
114,201000.0
1450,201000.0
816,200624.0
299,200500.0
977,200500.0
1316,200141.0
441,200100.0
216,200000.0
1362,200000.0
1010,200000.0
1184,200000.0
154,200000.0
1342,200000.0
216,200000.0
748,200000.0
930,199900.0
135,199900.0
1226,198900.0
0,198500.0
793,197900.0
866,197900.0
1152,197900.0
179,197500.0
399,197500.0
770,197000.0
301,197000.0
208,197000.0
114,197000.0
860,196500.0
586,196500.0
1375,196000.0
406,196000.0
0,196000.0
544,195400.0
692,195000.0
831,195000.0
847,195000.0
1342,194700.0
594,194500.0
508,194500.0
712,194500.0
1258,194201.0
515,194000.0
1240,194000.0
289,194000.0
1286,193879.0
448,193500.0
270,193500.0
598,193000.0
240,193000.0
80,193000.0
1357,192500.0
936,192500.0
732,192140.0
871,192000.0
768,192000.0
115,192000.0
1232,192000.0
1459,192000.0
1468,191000.0
880,191000.0
1330,191000.0
588,191000.0
1139,190000.0
409,190000.0
470,190000.0
371,190000.0
84,190000.0
557,190000.0
808,190000.0
864,190000.0
1480,190000.0
652,190000.0
201,190000.0
812,190000.0
76,190000.0
912,189950.0
461,189000.0
80,189000.0
1434,189000.0
994,189000.0
1055,189000.0
612,189000.0
389,188700.0
291,188500.0
122,188000.0
880,188000.0
554,188000.0
1293,187750.0
336,187500.0
82,187500.0
264,187500.0
254,187500.0
184,187500.0
99,187500.0
1413,187100.0
406,187000.0
528,187000.0
169,187000.0
413,186700.0
756,186500.0
936,186500.0
1176,186000.0
280,185900.0
705,185850.0
1489,185750.0
1390,185500.0
832,185000.0
370,185000.0
88,185000.0
357,185000.0
1163,185000.0
0,185000.0
638,185000.0
1442,185000.0
459,185000.0
811,185000.0
343,184900.0
878,184750.0
55,184100.0
0,184000.0
99,184000.0
697,184000.0
64,184000.0
241,183900.0
840,183500.0
326,183200.0
798,183000.0
762,182900.0
1428,182000.0
331,181900.0
284,181500.0
1316,181134.0
1362,181000.0
926,181000.0
0,181000.0
1330,181000.0
924,181000.0
841,181000.0
1139,181000.0
935,180500.0
1424,180500.0
764,180500.0
138,180500.0
1035,180000.0
134,180000.0
0,180000.0
891,180000.0
840,180000.0
604,180000.0
783,180000.0
549,180000.0
40,180000.0
256,180000.0
1234,179900.0
163,179900.0
172,179900.0
586,179900.0
304,179900.0
100,179665.0
1422,179600.0
728,179540.0
342,179500.0
195,179400.0
1145,179200.0
78,179200.0
982,179000.0
0,179000.0
1349,179000.0
783,178900.0
1375,178740.0
77,178400.0
741,178000.0
712,178000.0
707,178000.0
808,178000.0
799,178000.0
1212,178000.0
585,178000.0
322,177500.0
224,177500.0
378,177500.0
612,177000.0
320,177000.0
840,177000.0
300,177000.0
896,177000.0
245,176500.0
935,176500.0
1302,176485.0
1290,176432.0
310,176000.0
0,176000.0
1257,176000.0
92,176000.0
1237,176000.0
280,176000.0
108,176000.0
728,176000.0
374,175900.0
398,175900.0
606,175500.0
326,175500.0
764,175500.0
143,175000.0
387,175000.0
486,175000.0
678,175000.0
125,175000.0
76,175000.0
162,175000.0
266,175000.0
953,175000.0
276,174900.0
429,174500.0
684,174000.0
1304,174000.0
702,174000.0
742,174000.0
1373,174000.0
776,174000.0
1319,174000.0
750,173900.0
318,173733.0
545,173500.0
577,173000.0
798,173000.0
598,173000.0
288,173000.0
197,173000.0
336,173000.0
173,173000.0
728,172785.0
321,172500.0
554,172500.0
1258,172500.0
348,172500.0
192,172500.0
953,172400.0
29,172000.0
625,171900.0
1405,171750.0
276,171500.0
1907,171000.0
650,171000.0
0,171000.0
574,171000.0
539,171000.0
383,170000.0
195,170000.0
384,170000.0
372,170000.0
170,170000.0
1074,170000.0
0,170000.0
570,170000.0
1288,169990.0
473,169900.0
816,169500.0
324,169500.0
0,169000.0
916,169000.0
804,169000.0
384,168500.0
336,168500.0
288,168500.0
806,168000.0
200,168000.0
700,168000.0
90,168000.0
0,167900.0
664,167900.0
728,167500.0
571,167500.0
384,167500.0
1232,167240.0
131,167000.0
499,167000.0
849,167000.0
975,167000.0
403,166000.0
352,166000.0
179,165600.0
380,165500.0
0,165500.0
161,165500.0
746,165400.0
485,165150.0
728,165000.0
441,165000.0
1064,165000.0
319,165000.0
32,165000.0
602,165000.0
374,165000.0
341,165000.0
1286,164990.0
178,164900.0
625,164700.0
612,164500.0
285,164500.0
319,164000.0
554,164000.0
132,164000.0
728,163990.0
384,163900.0
163,163500.0
420,163500.0
700,163000.0
490,163000.0
599,163000.0
482,163000.0
1078,162900.0
638,162900.0
572,162500.0
733,162000.0
660,162000.0
338,162000.0
130,162000.0
311,161750.0
491,161500.0
1104,161500.0
588,161000.0
548,161000.0
1129,160200.0
445,160000.0
290,160000.0
1116,160000.0
323,160000.0
300,160000.0
384,160000.0
686,160000.0
698,160000.0
90,160000.0
466,160000.0
60,160000.0
190,160000.0
380,159950.0
1266,159895.0
718,159500.0
155,159500.0
0,159500.0
611,159434.0
468,159000.0
312,159000.0
785,159000.0
605,159000.0
234,158900.0
1092,158500.0
217,158000.0
452,158000.0
689,158000.0
378,158000.0
563,158000.0
292,158000.0
834,157900.0
595,157900.0
208,157500.0
650,157500.0
520,157000.0
324,157000.0
92,157000.0
110,157000.0
567,157000.0
596,157000.0
616,156932.0
628,156500.0
274,156000.0
115,156000.0
237,156000.0
115,156000.0
186,155900.0
728,155835.0
1125,155000.0
148,155000.0
630,155000.0
0,155000.0
611,155000.0
363,155000.0
594,155000.0
756,155000.0
506,155000.0
92,155000.0
248,155000.0
284,155000.0
344,155000.0
300,155000.0
731,154900.0
396,154500.0
662,154300.0
204,154000.0
191,154000.0
184,154000.0
429,154000.0
0,154000.0
899,153900.0
876,153900.0
698,153575.0
36,153500.0
1221,153500.0
268,153500.0
0,153337.0
84,153000.0
350,153000.0
132,153000.0
779,152000.0
490,152000.0
308,152000.0
0,152000.0
1090,152000.0
702,152000.0
460,151500.0
105,151400.0
0,151000.0
23,151000.0
600,151000.0
600,151000.0
14,151000.0
396,150900.0
658,150750.0
364,150500.0
413,150000.0
165,150000.0
467,150000.0
0,150000.0
0,149900.0
390,149900.0
1290,149900.0
344,149900.0
312,149700.0
463,149500.0
481,149500.0
1228,149350.0
151,149300.0
426,149000.0
186,149000.0
776,149000.0
1042,149000.0
312,148800.0
289,148500.0
544,148500.0
174,148500.0
1194,148000.0
392,148000.0
572,148000.0
88,148000.0
427,148000.0
210,148000.0
504,148000.0
136,147500.0
600,147400.0
216,147000.0
506,147000.0
103,147000.0
914,147000.0
0,147000.0
189,147000.0
317,147000.0
172,147000.0
1795,147000.0
490,146800.0
342,146500.0
689,146000.0
203,146000.0
544,146000.0
188,145900.0
247,145500.0
818,145250.0
1097,145000.0
305,145000.0
392,145000.0
484,145000.0
0,145000.0
861,145000.0
1098,145000.0
717,145000.0
495,145000.0
304,145000.0
602,145000.0
0,145000.0
81,145000.0
0,145000.0
404,144900.0
186,144500.0
833,144500.0
600,144152.0
175,144000.0
0,144000.0
0,144000.0
0,144000.0
1099,144000.0
270,144000.0
815,144000.0
414,144000.0
163,144000.0
193,144000.0
1140,143900.0
0,143750.0
660,143500.0
1072,143500.0
664,143250.0
64,143000.0
519,143000.0
113,143000.0
261,143000.0
186,143000.0
1632,143000.0
102,143000.0
26,143000.0
844,143000.0
678,143000.0
0,142953.0
1497,142600.0
184,142500.0
102,142500.0
1141,142500.0
0,142125.0
281,142000.0
80,142000.0
188,142000.0
1252,142000.0
927,141500.0
465,141000.0
400,141000.0
375,141000.0
744,141000.0
197,141000.0
780,141000.0
151,141000.0
1800,141000.0
972,140200.0
540,140000.0
576,140000.0
1121,140000.0
1367,140000.0
552,140000.0
420,140000.0
510,140000.0
163,140000.0
244,140000.0
1164,140000.0
360,140000.0
516,140000.0
380,140000.0
75,140000.0
533,140000.0
0,140000.0
319,140000.0
0,140000.0
736,140000.0
333,140000.0
572,139950.0
978,139900.0
0,139600.0
778,139500.0
637,139400.0
108,139400.0
525,139000.0
252,139000.0
0,139000.0
210,139000.0
580,139000.0
23,139000.0
0,139000.0
470,139000.0
100,139000.0
661,139000.0
912,139000.0
747,138887.0
230,138800.0
224,138500.0
36,138500.0
0,138000.0
244,138000.0
676,138000.0
1380,137900.0
173,137500.0
38,137500.0
700,137500.0
354,137500.0
970,137500.0
939,137500.0
712,137450.0
1020,137000.0
168,137000.0
522,137000.0
0,137000.0
708,137000.0
1680,136905.0
550,136900.0
1768,136500.0
218,136500.0
135,136500.0
758,136500.0
162,136500.0
510,136000.0
0,136000.0
896,136000.0
0,135960.0
570,135900.0
724,135750.0
100,135500.0
816,135500.0
660,135000.0
651,135000.0
420,135000.0
390,135000.0
756,135000.0
941,135000.0
0,135000.0
447,135000.0
75,135000.0
196,135000.0
720,135000.0
720,135000.0
625,135000.0
462,135000.0
422,135000.0
500,135000.0
1656,135000.0
173,134900.0
698,134900.0
180,134800.0
365,134500.0
141,134500.0
710,134450.0
0,134432.0
268,134000.0
748,134000.0
210,134000.0
168,133900.0
108,133900.0
671,133700.0
404,133500.0
238,133000.0
0,133000.0
884,133000.0
457,133000.0
216,133000.0
112,133000.0
340,132500.0
411,132500.0
0,132500.0
303,132500.0
780,132500.0
428,132500.0
431,132250.0
832,132000.0
292,132000.0
728,132000.0
551,132000.0
264,132000.0
640,132000.0
1050,131500.0
189,131500.0
198,131500.0
270,131400.0
476,131000.0
239,131000.0
360,131000.0
192,130500.0
416,130500.0
175,130500.0
167,130250.0
0,130000.0
970,130000.0
970,130000.0
0,130000.0
468,130000.0
414,130000.0
0,130000.0
192,130000.0
940,130000.0
354,130000.0
976,130000.0
952,129900.0
200,129900.0
169,129900.0
108,129900.0
134,129500.0
280,129500.0
149,129500.0
416,129500.0
405,129000.0
111,129000.0
171,129000.0
108,129000.0
317,129000.0
448,129000.0
402,129000.0
0,129000.0
381,128950.0
546,128900.0
360,128500.0
161,128500.0
448,128500.0
504,128500.0
0,128200.0
958,128000.0
611,128000.0
806,128000.0
742,128000.0
625,128000.0
412,128000.0
0,128000.0
112,127500.0
1436,127500.0
252,127500.0
0,127500.0
459,127500.0
709,127500.0
192,127000.0
295,127000.0
504,127000.0
474,127000.0
808,127000.0
381,127000.0
684,127000.0
409,127000.0
36,127000.0
1065,126500.0
906,126175.0
444,126000.0
0,126000.0
495,126000.0
277,125500.0
803,125500.0
61,125500.0
622,125500.0
396,125000.0
1200,125000.0
70,125000.0
0,125000.0
410,125000.0
0,125000.0
124,125000.0
702,125000.0
340,125000.0
0,125000.0
148,124900.0
0,124900.0
270,124500.0
960,124500.0
50,124500.0
673,124500.0
424,124000.0
636,124000.0
276,124000.0
932,124000.0
1584,124000.0
247,124000.0
402,123600.0
219,123500.0
0,123000.0
117,123000.0
858,123000.0
95,123000.0
672,122900.0
294,122500.0
777,122500.0
253,122000.0
432,122000.0
925,122000.0
425,122000.0
363,121600.0
90,121500.0
952,121000.0
212,120500.0
250,120500.0
278,120500.0
248,120500.0
0,120000.0
626,120000.0
318,120000.0
522,120000.0
450,120000.0
299,120000.0
862,120000.0
286,119900.0
187,119900.0
920,119750.0
780,119500.0
251,119500.0
218,119500.0
399,119500.0
746,119200.0
1424,119000.0
229,119000.0
884,119000.0
752,119000.0
246,119000.0
216,119000.0
278,119000.0
0,118964.0
0,118858.0
390,118500.0
0,118500.0
126,118500.0
795,118500.0
1012,118400.0
140,118000.0
321,118000.0
1307,118000.0
124,118000.0
355,118000.0
698,118000.0
121,117500.0
1008,117500.0
485,117000.0
418,117000.0
884,117000.0
156,117000.0
572,116900.0
162,116500.0
864,116050.0
648,116000.0
686,116000.0
105,116000.0
516,115000.0
793,115000.0
432,115000.0
896,115000.0
1064,115000.0
1008,115000.0
264,115000.0
0,115000.0
1005,115000.0
350,115000.0
0,115000.0
697,115000.0
684,114504.0
816,114500.0
456,114500.0
736,113000.0
641,113000.0
988,113000.0
316,113000.0
993,113000.0
328,113000.0
620,112500.0
276,112500.0
0,112000.0
630,112000.0
672,112000.0
0,112000.0
816,112000.0
208,112000.0
560,112000.0
264,111250.0
372,111000.0
357,110500.0
706,110500.0
0,110000.0
440,110000.0
408,110000.0
684,110000.0
813,110000.0
524,110000.0
924,110000.0
1392,110000.0
1584,110000.0
203,110000.0
536,110000.0
342,110000.0
524,110000.0
0,109900.0
876,109900.0
999,109900.0
0,109500.0
768,109500.0
0,109500.0
894,109500.0
619,109008.0
326,109000.0
735,109000.0
0,108959.0
710,108500.0
1073,108480.0
672,108000.0
0,108000.0
0,108000.0
706,108000.0
755,108000.0
948,108000.0
901,107900.0
0,107500.0
148,107500.0
994,107500.0
840,107400.0
686,107000.0
480,107000.0
0,107000.0
0,106500.0
666,106500.0
0,106250.0
162,106000.0
849,106000.0
630,106000.0
624,105900.0
832,105500.0
506,105000.0
359,105000.0
420,105000.0
356,105000.0
672,105000.0
392,104900.0
715,104900.0
755,104000.0
121,103600.0
882,103200.0
628,103000.0
859,102776.0
0,102000.0
1008,102000.0
960,102000.0
0,101800.0
530,101000.0
641,100000.0
732,100000.0
968,100000.0
522,100000.0
740,100000.0
153,100000.0
460,100000.0
0,100000.0
126,100000.0
864,99900.0
918,99500.0
635,98600.0
0,98300.0
396,98000.0
624,98000.0
0,98000.0
912,97500.0
160,97000.0
0,97000.0
546,97000.0
768,96500.0
576,96500.0
0,95000.0
538,95000.0
440,94750.0
483,94500.0
780,94000.0
0,93500.0
762,93500.0
811,93000.0
936,93000.0
0,93000.0
0,92900.0
77,92000.0
810,91500.0
672,91500.0
190,91300.0
0,91000.0
1007,91000.0
384,91000.0
75,90350.0
0,90000.0
662,90000.0
0,90000.0
125,89500.0
319,89500.0
739,89471.0
0,89000.0
244,88000.0
525,88000.0
279,88000.0
0,88000.0
0,87500.0
556,87000.0
604,87000.0
1095,87000.0
588,87000.0
115,86000.0
180,86000.0
691,86000.0
440,85500.0
96,85400.0
1013,85000.0
175,85000.0
796,85000.0
310,85000.0
0,84900.0
30,84500.0
0,84500.0
1140,84500.0
0,84000.0
212,83500.0
350,83000.0
174,83000.0
599,82500.0
564,82500.0
140,82500.0
0,82000.0
721,82000.0
0,82000.0
658,81000.0
135,81000.0
894,81000.0
0,80500.0
747,80000.0
121,80000.0
718,80000.0
324,80000.0
901,79900.0
600,79900.0
742,79500.0
572,79000.0
540,79000.0
0,79000.0
596,78000.0
728,76500.0
784,76000.0
0,75500.0
546,75000.0
680,73000.0
0,72500.0
520,68500.0
698,68400.0
961,67000.0
823,67000.0
676,66500.0
656,64500.0
0,62383.0
333,61000.0
1276,60000.0
264,60000.0
0,60000.0
661,58500.0
540,55993.0
0,55000.0
796,55000.0
693,52500.0
270,52000.0
649,40000.0
0,39300.0
600,37900.0
430,35311.0
225,34900.0
