BsmtFinType2,SalePrice
Unf,214000.0
Unf,214000.0
Unf,213500.0
Unf,213500.0
Unf,213490.0
GLQ,213250.0
Unf,213000.0
Unf,213000.0
Unf,213000.0
Unf,212900.0
ALQ,212000.0
BLQ,212000.0
Unf,212000.0
Unf,211000.0
Unf,211000.0
Unf,210000.0
Unf,210000.0
Unf,210000.0
Unf,210000.0
Rec,210000.0
Unf,209500.0
Unf,208900.0
Unf,208900.0
Unf,208500.0
Unf,208300.0
Unf,207500.0
Unf,207500.0
Unf,207500.0
LwQ,207500.0
LwQ,207500.0
Unf,207000.0
Unf,207000.0
LwQ,206900.0
Unf,206300.0
Unf,206000.0
Unf,205950.0
Unf,205000.0
Unf,205000.0
Unf,205000.0
Unf,205000.0
Unf,205000.0
Unf,205000.0
Unf,204900.0
Unf,204750.0
Unf,204000.0
Unf,204000.0
Unf,203000.0
Unf,203000.0
Unf,202900.0
Unf,202665.0
Unf,202500.0
Unf,202500.0
Unf,202500.0
Unf,201800.0
Unf,201000.0
Unf,201000.0
Unf,201000.0
Unf,200624.0
Unf,200500.0
BLQ,200500.0
Unf,200141.0
Unf,200100.0
BLQ,200000.0
Unf,200000.0
Unf,200000.0
Unf,200000.0
Unf,200000.0
Unf,200000.0
Unf,200000.0
Unf,200000.0
Unf,199900.0
Unf,199900.0
Unf,198900.0
NA,198500.0
Unf,197900.0
Unf,197900.0
Unf,197900.0
Unf,197500.0
Unf,197500.0
Unf,197000.0
Unf,197000.0
Unf,197000.0
Rec,197000.0
Unf,196500.0
Unf,196500.0
Unf,196000.0
Unf,196000.0
Unf,196000.0
Unf,195400.0
Unf,195000.0
Unf,195000.0
Unf,195000.0
Unf,194700.0
Unf,194500.0
Unf,194500.0
Unf,194500.0
Unf,194201.0
Unf,194000.0
Unf,194000.0
Rec,194000.0
Unf,193879.0
Unf,193500.0
Unf,193500.0
GLQ,193000.0
Unf,193000.0
Unf,193000.0
Unf,192500.0
Unf,192500.0
Unf,192140.0
Unf,192000.0
Unf,192000.0
Unf,192000.0
Unf,192000.0
Unf,192000.0
Unf,191000.0
Unf,191000.0
Unf,191000.0
Unf,191000.0
Unf,190000.0
Unf,190000.0
BLQ,190000.0
Unf,190000.0
Unf,190000.0
Rec,190000.0
Unf,190000.0
Unf,190000.0
Unf,190000.0
Rec,190000.0
Unf,190000.0
Unf,190000.0
Unf,190000.0
Unf,189950.0
Unf,189000.0
Unf,189000.0
Unf,189000.0
Unf,189000.0
Unf,189000.0
Unf,189000.0
Unf,188700.0
Unf,188500.0
Unf,188000.0
Unf,188000.0
Unf,188000.0
Unf,187750.0
Unf,187500.0
Unf,187500.0
Unf,187500.0
Unf,187500.0
Unf,187500.0
Unf,187500.0
Unf,187100.0
Unf,187000.0
Unf,187000.0
Rec,187000.0
Unf,186700.0
Unf,186500.0
Unf,186500.0
Unf,186000.0
Unf,185900.0
Unf,185850.0
Unf,185750.0
Unf,185500.0
Unf,185000.0
Unf,185000.0
Unf,185000.0
Unf,185000.0
Unf,185000.0
ALQ,185000.0
Unf,185000.0
Unf,185000.0
Unf,185000.0
Unf,185000.0
Unf,184900.0
Unf,184750.0
Unf,184100.0
LwQ,184000.0
Unf,184000.0
Unf,184000.0
Unf,184000.0
Unf,183900.0
Unf,183500.0
Unf,183200.0
Unf,183000.0
Unf,182900.0
Unf,182000.0
Rec,181900.0
Unf,181500.0
Unf,181134.0
Unf,181000.0
Unf,181000.0
LwQ,181000.0
Unf,181000.0
Unf,181000.0
Unf,181000.0
Unf,181000.0
Unf,180500.0
Unf,180500.0
Unf,180500.0
Unf,180500.0
Unf,180000.0
Unf,180000.0
Unf,180000.0
Unf,180000.0
Unf,180000.0
Unf,180000.0
Unf,180000.0
Unf,180000.0
Unf,180000.0
Unf,180000.0
Unf,179900.0
Unf,179900.0
Unf,179900.0
Unf,179900.0
Unf,179900.0
Unf,179665.0
Unf,179600.0
Unf,179540.0
Unf,179500.0
Unf,179400.0
Unf,179200.0
Unf,179200.0
Unf,179000.0
Unf,179000.0
Unf,179000.0
Unf,178900.0
Unf,178740.0
Unf,178400.0
Unf,178000.0
Unf,178000.0
Unf,178000.0
Unf,178000.0
Unf,178000.0
Unf,178000.0
Unf,178000.0
BLQ,177500.0
Unf,177500.0
Unf,177500.0
Unf,177000.0
Unf,177000.0
Unf,177000.0
Unf,177000.0
Unf,177000.0
BLQ,176500.0
Unf,176500.0
Unf,176485.0
Unf,176432.0
Unf,176000.0
ALQ,176000.0
Unf,176000.0
LwQ,176000.0
Unf,176000.0
Unf,176000.0
Unf,176000.0
Unf,176000.0
Unf,175900.0
Unf,175900.0
LwQ,175500.0
Unf,175500.0
Unf,175500.0
Rec,175000.0
Unf,175000.0
Unf,175000.0
Unf,175000.0
Unf,175000.0
Unf,175000.0
Unf,175000.0
LwQ,175000.0
Unf,175000.0
ALQ,174900.0
Unf,174500.0
Unf,174000.0
Unf,174000.0
Unf,174000.0
Unf,174000.0
Unf,174000.0
Unf,174000.0
Unf,174000.0
Unf,173900.0
Unf,173733.0
Unf,173500.0
Unf,173000.0
Unf,173000.0
Unf,173000.0
Unf,173000.0
Unf,173000.0
Rec,173000.0
Unf,173000.0
Unf,172785.0
Unf,172500.0
BLQ,172500.0
Unf,172500.0
Unf,172500.0
Rec,172500.0
Unf,172400.0
LwQ,172000.0
Unf,171900.0
Unf,171750.0
LwQ,171500.0
Unf,171000.0
Unf,171000.0
Unf,171000.0
Unf,171000.0
Unf,171000.0
Unf,170000.0
LwQ,170000.0
Unf,170000.0
Rec,170000.0
Unf,170000.0
Unf,170000.0
LwQ,170000.0
Unf,170000.0
Unf,169990.0
Unf,169900.0
Unf,169500.0
Unf,169500.0
NA,169000.0
Unf,169000.0
Unf,169000.0
Unf,168500.0
Unf,168500.0
Rec,168500.0
Unf,168000.0
Unf,168000.0
Unf,168000.0
Unf,168000.0
LwQ,167900.0
Unf,167900.0
Unf,167500.0
Unf,167500.0
Unf,167500.0
Unf,167240.0
Unf,167000.0
Unf,167000.0
Unf,167000.0
BLQ,167000.0
Unf,166000.0
Unf,166000.0
Unf,165600.0
Unf,165500.0
Unf,165500.0
Unf,165500.0
Unf,165400.0
Unf,165150.0
Unf,165000.0
Unf,165000.0
Unf,165000.0
Unf,165000.0
Unf,165000.0
Unf,165000.0
Unf,165000.0
Unf,165000.0
Unf,164990.0
Rec,164900.0
Unf,164700.0
Unf,164500.0
ALQ,164500.0
Unf,164000.0
Unf,164000.0
Unf,164000.0
Unf,163990.0
Unf,163900.0
Unf,163500.0
Unf,163500.0
Rec,163000.0
Unf,163000.0
Unf,163000.0
Unf,163000.0
Unf,162900.0
Unf,162900.0
Unf,162500.0
Rec,162000.0
Unf,162000.0
Unf,162000.0
Unf,162000.0
Unf,161750.0
LwQ,161500.0
Unf,161500.0
Unf,161000.0
Unf,161000.0
Unf,160200.0
Unf,160000.0
Unf,160000.0
Unf,160000.0
Unf,160000.0
Unf,160000.0
Unf,160000.0
Unf,160000.0
Unf,160000.0
Unf,160000.0
Unf,160000.0
Rec,160000.0
Unf,160000.0
BLQ,159950.0
Unf,159895.0
Unf,159500.0
Unf,159500.0
Unf,159500.0
Unf,159434.0
Unf,159000.0
Unf,159000.0
Unf,159000.0
Unf,159000.0
Unf,158900.0
Unf,158500.0
Unf,158000.0
ALQ,158000.0
Unf,158000.0
Unf,158000.0
Unf,158000.0
Unf,158000.0
Unf,157900.0
Unf,157900.0
Unf,157500.0
Unf,157500.0
Unf,157000.0
Unf,157000.0
Unf,157000.0
Unf,157000.0
Unf,157000.0
Unf,157000.0
Unf,156932.0
Rec,156500.0
Unf,156000.0
Unf,156000.0
Unf,156000.0
LwQ,156000.0
Unf,155900.0
Unf,155835.0
Unf,155000.0
Unf,155000.0
Unf,155000.0
BLQ,155000.0
Unf,155000.0
LwQ,155000.0
Unf,155000.0
Unf,155000.0
Unf,155000.0
Unf,155000.0
Unf,155000.0
BLQ,155000.0
Unf,155000.0
Unf,155000.0
Unf,154900.0
Unf,154500.0
Unf,154300.0
ALQ,154000.0
Unf,154000.0
Rec,154000.0
Unf,154000.0
Rec,154000.0
Unf,153900.0
Unf,153900.0
Unf,153575.0
Unf,153500.0
Unf,153500.0
Unf,153500.0
Unf,153337.0
Unf,153000.0
LwQ,153000.0
Unf,153000.0
Unf,152000.0
Unf,152000.0
Unf,152000.0
BLQ,152000.0
Unf,152000.0
Unf,152000.0
Unf,151500.0
Unf,151400.0
Unf,151000.0
GLQ,151000.0
Unf,151000.0
Unf,151000.0
LwQ,151000.0
LwQ,150900.0
Unf,150750.0
Rec,150500.0
BLQ,150000.0
Unf,150000.0
Unf,150000.0
Unf,150000.0
Unf,149900.0
Unf,149900.0
Unf,149900.0
Unf,149900.0
Unf,149700.0
Unf,149500.0
Unf,149500.0
Unf,149350.0
Unf,149300.0
Unf,149000.0
Unf,149000.0
Unf,149000.0
Unf,149000.0
Unf,148800.0
Unf,148500.0
Unf,148500.0
Unf,148500.0
Unf,148000.0
Unf,148000.0
Unf,148000.0
Unf,148000.0
Unf,148000.0
Unf,148000.0
Unf,148000.0
LwQ,147500.0
Unf,147400.0
Unf,147000.0
Unf,147000.0
Rec,147000.0
Unf,147000.0
LwQ,147000.0
Unf,147000.0
Unf,147000.0
ALQ,147000.0
Unf,147000.0
Unf,146800.0
Unf,146500.0
Unf,146000.0
Unf,146000.0
Unf,146000.0
Unf,145900.0
Unf,145500.0
Unf,145250.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
Unf,145000.0
BLQ,144900.0
Unf,144500.0
Unf,144500.0
Unf,144152.0
Unf,144000.0
LwQ,144000.0
Unf,144000.0
NA,144000.0
Unf,144000.0
Unf,144000.0
Unf,144000.0
Unf,144000.0
Unf,144000.0
Rec,144000.0
Unf,143900.0
Unf,143750.0
Unf,143500.0
Unf,143500.0
LwQ,143250.0
Unf,143000.0
Unf,143000.0
Unf,143000.0
BLQ,143000.0
Unf,143000.0
Unf,143000.0
BLQ,143000.0
Unf,143000.0
Unf,143000.0
Rec,143000.0
NA,142953.0
Unf,142600.0
Unf,142500.0
Unf,142500.0
Unf,142500.0
Rec,142125.0
Unf,142000.0
Unf,142000.0
Unf,142000.0
Unf,142000.0
Unf,141500.0
BLQ,141000.0
Unf,141000.0
Rec,141000.0
Unf,141000.0
Unf,141000.0
Unf,141000.0
Unf,141000.0
Unf,141000.0
Unf,140200.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
GLQ,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
BLQ,140000.0
Unf,140000.0
Unf,140000.0
Unf,140000.0
Unf,139950.0
Unf,139900.0
NA,139600.0
Unf,139500.0
Unf,139400.0
LwQ,139400.0
Unf,139000.0
BLQ,139000.0
LwQ,139000.0
Unf,139000.0
Unf,139000.0
Unf,139000.0
Unf,139000.0
Unf,139000.0
Unf,139000.0
Unf,139000.0
Unf,139000.0
Unf,138887.0
Rec,138800.0
BLQ,138500.0
Unf,138500.0
Unf,138000.0
Unf,138000.0
BLQ,138000.0
Unf,137900.0
Unf,137500.0
Rec,137500.0
Unf,137500.0
Rec,137500.0
Unf,137500.0
Unf,137500.0
Unf,137450.0
Unf,137000.0
Unf,137000.0
Unf,137000.0
LwQ,137000.0
Unf,137000.0
Unf,136905.0
Unf,136900.0
Unf,136500.0
Unf,136500.0
Unf,136500.0
Unf,136500.0
Unf,136500.0
Unf,136000.0
LwQ,136000.0
Unf,136000.0
Unf,135960.0
Unf,135900.0
Unf,135750.0
Rec,135500.0
Unf,135500.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,135000.0
Unf,134900.0
Unf,134900.0
Rec,134800.0
Unf,134500.0
Unf,134500.0
Unf,134450.0
NA,134432.0
Unf,134000.0
Unf,134000.0
LwQ,134000.0
Unf,133900.0
Unf,133900.0
Unf,133700.0
Unf,133500.0
Rec,133000.0
LwQ,133000.0
Unf,133000.0
Unf,133000.0
Unf,133000.0
Unf,133000.0
Unf,132500.0
Unf,132500.0
Unf,132500.0
Unf,132500.0
Unf,132500.0
Unf,132500.0
Unf,132250.0
Unf,132000.0
Unf,132000.0
Unf,132000.0
Unf,132000.0
Unf,132000.0
Unf,132000.0
Unf,131500.0
Unf,131500.0
Unf,131500.0
Unf,131400.0
Unf,131000.0
ALQ,131000.0
Unf,131000.0
Unf,130500.0
Unf,130500.0
Unf,130500.0
BLQ,130250.0
Unf,130000.0
Unf,130000.0
Unf,130000.0
ALQ,130000.0
Rec,130000.0
Unf,130000.0
ALQ,130000.0
Unf,130000.0
Unf,130000.0
Unf,130000.0
Unf,130000.0
Unf,129900.0
Unf,129900.0
LwQ,129900.0
Unf,129900.0
Unf,129500.0
Unf,129500.0
Unf,129500.0
Unf,129500.0
Unf,129000.0
Rec,129000.0
Unf,129000.0
Unf,129000.0
BLQ,129000.0
Rec,129000.0
Unf,129000.0
Rec,129000.0
Unf,128950.0
Unf,128900.0
Unf,128500.0
Unf,128500.0
Unf,128500.0
Unf,128500.0
ALQ,128200.0
Unf,128000.0
Unf,128000.0
Unf,128000.0
Unf,128000.0
Unf,128000.0
LwQ,128000.0
Unf,128000.0
Rec,127500.0
Unf,127500.0
Unf,127500.0
Unf,127500.0
Unf,127500.0
Unf,127500.0
Unf,127000.0
GLQ,127000.0
Unf,127000.0
Unf,127000.0
Unf,127000.0
Unf,127000.0
Unf,127000.0
Unf,127000.0
Rec,127000.0
Unf,126500.0
Unf,126175.0
Unf,126000.0
NA,126000.0
Unf,126000.0
Unf,125500.0
Unf,125500.0
Unf,125500.0
Unf,125500.0
Unf,125000.0
Unf,125000.0
Unf,125000.0
LwQ,125000.0
Unf,125000.0
Rec,125000.0
Unf,125000.0
Unf,125000.0
LwQ,125000.0
Unf,125000.0
Unf,124900.0
Unf,124900.0
Unf,124500.0
Unf,124500.0
Unf,124500.0
Unf,124500.0
Unf,124000.0
Unf,124000.0
Unf,124000.0
Unf,124000.0
Unf,124000.0
Rec,124000.0
Unf,123600.0
ALQ,123500.0
LwQ,123000.0
Unf,123000.0
Unf,123000.0
Unf,123000.0
Unf,122900.0
Unf,122500.0
Unf,122500.0
Unf,122000.0
Unf,122000.0
Unf,122000.0
Unf,122000.0
Unf,121600.0
Unf,121500.0
Unf,121000.0
Rec,120500.0
BLQ,120500.0
Unf,120500.0
Unf,120500.0
NA,120000.0
Unf,120000.0
Unf,120000.0
LwQ,120000.0
Unf,120000.0
Unf,120000.0
Unf,120000.0
Unf,119900.0
Unf,119900.0
Unf,119750.0
Unf,119500.0
LwQ,119500.0
Unf,119500.0
Unf,119500.0
Unf,119200.0
Rec,119000.0
BLQ,119000.0
Unf,119000.0
Unf,119000.0
Rec,119000.0
Unf,119000.0
Unf,119000.0
NA,118964.0
NA,118858.0
Unf,118500.0
Unf,118500.0
Unf,118500.0
Unf,118500.0
Unf,118400.0
Unf,118000.0
Unf,118000.0
Unf,118000.0
Unf,118000.0
Unf,118000.0
Unf,118000.0
Rec,117500.0
Unf,117500.0
Unf,117000.0
Unf,117000.0
Unf,117000.0
BLQ,117000.0
Unf,116900.0
Unf,116500.0
Unf,116050.0
Unf,116000.0
Unf,116000.0
Unf,116000.0
BLQ,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
Unf,115000.0
NA,115000.0
Unf,115000.0
Unf,115000.0
LwQ,115000.0
Unf,115000.0
Unf,114504.0
Unf,114500.0
Unf,114500.0
Unf,113000.0
Unf,113000.0
Unf,113000.0
Unf,113000.0
Unf,113000.0
Unf,113000.0
Unf,112500.0
Rec,112500.0
Unf,112000.0
Unf,112000.0
Unf,112000.0
NA,112000.0
Unf,112000.0
Unf,112000.0
Unf,112000.0
Unf,111250.0
Unf,111000.0
Unf,110500.0
Unf,110500.0
GLQ,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
Unf,110000.0
NA,109900.0
Unf,109900.0
Unf,109900.0
NA,109500.0
Unf,109500.0
Unf,109500.0
Unf,109500.0
Unf,109008.0
Unf,109000.0
Unf,109000.0
Unf,108959.0
Unf,108500.0
Unf,108480.0
Unf,108000.0
NA,108000.0
Unf,108000.0
Unf,108000.0
Unf,108000.0
Unf,108000.0
Unf,107900.0
NA,107500.0
Unf,107500.0
Unf,107500.0
Unf,107400.0
Unf,107000.0
BLQ,107000.0
Unf,107000.0
NA,106500.0
Unf,106500.0
NA,106250.0
Unf,106000.0
Unf,106000.0
Unf,106000.0
Unf,105900.0
Unf,105500.0
Unf,105000.0
BLQ,105000.0
Rec,105000.0
Unf,105000.0
Unf,105000.0
Unf,104900.0
Unf,104900.0
Unf,104000.0
Unf,103600.0
Unf,103200.0
Unf,103000.0
Unf,102776.0
Unf,102000.0
Unf,102000.0
Unf,102000.0
NA,101800.0
Unf,101000.0
Unf,100000.0
Unf,100000.0
Unf,100000.0
Unf,100000.0
Unf,100000.0
Unf,100000.0
Unf,100000.0
NA,100000.0
Unf,100000.0
Unf,99900.0
Unf,99500.0
Unf,98600.0
NA,98300.0
Unf,98000.0
Unf,98000.0
NA,98000.0
Unf,97500.0
LwQ,97000.0
NA,97000.0
Unf,97000.0
Unf,96500.0
Unf,96500.0
Rec,95000.0
Unf,95000.0
Unf,94750.0
Unf,94500.0
Unf,94000.0
NA,93500.0
Unf,93500.0
Unf,93000.0
Unf,93000.0
NA,93000.0
NA,92900.0
Unf,92000.0
Unf,91500.0
Unf,91500.0
Unf,91300.0
Unf,91000.0
Unf,91000.0
Unf,91000.0
Unf,90350.0
NA,90000.0
Unf,90000.0
NA,90000.0
Unf,89500.0
Unf,89500.0
Unf,89471.0
Unf,89000.0
Unf,88000.0
Unf,88000.0
Unf,88000.0
LwQ,88000.0
NA,87500.0
Unf,87000.0
Unf,87000.0
Unf,87000.0
Unf,87000.0
Unf,86000.0
Unf,86000.0
Unf,86000.0
Unf,85500.0
Unf,85400.0
Unf,85000.0
BLQ,85000.0
Unf,85000.0
Rec,85000.0
NA,84900.0
Unf,84500.0
GLQ,84500.0
Unf,84500.0
NA,84000.0
Unf,83500.0
Unf,83000.0
Unf,83000.0
Unf,82500.0
Unf,82500.0
Unf,82500.0
NA,82000.0
Unf,82000.0
NA,82000.0
Unf,81000.0
Unf,81000.0
Unf,81000.0
NA,80500.0
Unf,80000.0
Unf,80000.0
Unf,80000.0
Unf,80000.0
Unf,79900.0
Unf,79900.0
Unf,79500.0
Unf,79000.0
Unf,79000.0
Unf,79000.0
Unf,78000.0
Unf,76500.0
Unf,76000.0
GLQ,75500.0
Unf,75000.0
Unf,73000.0
NA,72500.0
Unf,68500.0
Unf,68400.0
Unf,67000.0
Unf,67000.0
Unf,66500.0
Unf,64500.0
BLQ,62383.0
Unf,61000.0
Unf,60000.0
Unf,60000.0
Unf,60000.0
Unf,58500.0
Unf,55993.0
NA,55000.0
Unf,55000.0
Unf,52500.0
Unf,52000.0
Unf,40000.0
NA,39300.0
Unf,37900.0
Unf,35311.0
Unf,34900.0
