Fence,SalePrice
GdPrv,275000.0
GdPrv,275000.0
GdPrv,275000.0
GdPrv,275000.0
GdPrv,275000.0
GdPrv,274970.0
GdPrv,274900.0
GdPrv,274725.0
GdPrv,274300.0
GdPrv,274000.0
MnPrv,272000.0
GdPrv,272000.0
GdPrv,271900.0
GdPrv,271000.0
GdPrv,271000.0
GdPrv,270000.0
GdPrv,270000.0
GdPrv,270000.0
GdPrv,269790.0
GdPrv,269500.0
GdPrv,268000.0
GdPrv,268000.0
GdPrv,267000.0
GdPrv,266500.0
GdPrv,266000.0
GdPrv,266000.0
GdPrv,265979.0
GdPrv,265900.0
GdPrv,265000.0
GdPrv,264561.0
GdPrv,264132.0
GdPrv,263435.0
GdPrv,263000.0
GdPrv,262500.0
GdPrv,262500.0
GdPrv,262280.0
GdPrv,262000.0
GdPrv,261500.0
GdPrv,260400.0
GdPrv,260000.0
GdPrv,260000.0
GdPrv,260000.0
GdPrv,260000.0
GdPrv,260000.0
GdPrv,260000.0
MnPrv,259500.0
GdPrv,259000.0
GdPrv,258000.0
GdPrv,257500.0
GdPrv,257000.0
GdPrv,256300.0
MnPrv,256000.0
MnPrv,256000.0
GdPrv,255900.0
GdPrv,255500.0
GdPrv,255000.0
GdPrv,255000.0
GdWo,254900.0
GdPrv,254000.0
GdPrv,253293.0
GdPrv,253000.0
GdPrv,252678.0
GdPrv,252000.0
GdPrv,251000.0
GdPrv,250580.0
GdPrv,250000.0
GdPrv,250000.0
GdPrv,250000.0
GdPrv,250000.0
GdPrv,250000.0
GdPrv,250000.0
GdPrv,250000.0
MnPrv,250000.0
GdPrv,249700.0
GdPrv,248900.0
GdPrv,248328.0
GdPrv,248000.0
GdPrv,248000.0
GdPrv,246578.0
GdPrv,245500.0
GdPrv,245350.0
GdPrv,245000.0
GdPrv,244600.0
GdPrv,244400.0
MnPrv,244000.0
GdPrv,244000.0
GdPrv,244000.0
MnPrv,243000.0
GdPrv,242000.0
GdPrv,242000.0
GdPrv,241500.0
MnPrv,241500.0
GdPrv,241000.0
GdPrv,240000.0
GdPrv,240000.0
MnPrv,240000.0
GdPrv,240000.0
GdPrv,240000.0
GdPrv,240000.0
GdPrv,239900.0
GdPrv,239799.0
GdPrv,239686.0
GdPrv,239500.0
GdPrv,239000.0
GdPrv,239000.0
GdPrv,239000.0
GdPrv,239000.0
GdPrv,239000.0
GdPrv,239000.0
GdPrv,238000.0
GdPrv,237500.0
GdPrv,237000.0
GdPrv,237000.0
GdPrv,236500.0
GdPrv,236500.0
GdPrv,236000.0
GdPrv,236000.0
GdPrv,235128.0
MnPrv,235000.0
GdPrv,235000.0
GdPrv,235000.0
GdPrv,235000.0
GdPrv,235000.0
GdPrv,235000.0
GdPrv,235000.0
MnPrv,234000.0
GdPrv,234000.0
GdPrv,233230.0
GdPrv,233170.0
GdPrv,233000.0
GdPrv,232600.0
GdPrv,232000.0
GdPrv,232000.0
GdPrv,232000.0
MnPrv,231500.0
GdPrv,231500.0
GdPrv,230500.0
GdPrv,230000.0
GdPrv,230000.0
GdPrv,230000.0
GdPrv,230000.0
GdPrv,230000.0
GdPrv,230000.0
MnPrv,230000.0
GdPrv,230000.0
GdPrv,229456.0
GdPrv,229000.0
MnPrv,228950.0
GdPrv,228500.0
GdPrv,228500.0
GdPrv,228000.0
GdPrv,228000.0
GdPrv,227875.0
GdPrv,227680.0
GdPrv,227000.0
GdPrv,227000.0
GdPrv,227000.0
GdPrv,226700.0
GdPrv,226000.0
GdPrv,226000.0
GdPrv,226000.0
MnPrv,225000.0
GdPrv,225000.0
GdPrv,225000.0
GdPrv,225000.0
GdPrv,225000.0
GdPrv,225000.0
GdPrv,224900.0
GdPrv,224900.0
GdPrv,224500.0
GdPrv,224000.0
GdPrv,224000.0
GdPrv,223500.0
GdPrv,223500.0
GdPrv,223000.0
GdPrv,222500.0
GdPrv,222500.0
GdPrv,222000.0
GdPrv,222000.0
GdPrv,222000.0
GdPrv,221500.0
GdPrv,221000.0
GdPrv,221000.0
GdPrv,220000.0
GdPrv,220000.0
GdPrv,220000.0
GdPrv,220000.0
MnPrv,220000.0
GdPrv,219500.0
GdPrv,219500.0
MnPrv,219500.0
GdPrv,219210.0
GdPrv,218000.0
GdPrv,217500.0
MnPrv,217000.0
GdPrv,217000.0
GdPrv,216837.0
GdPrv,216500.0
GdPrv,216000.0
GdPrv,215200.0
MnPrv,215000.0
GdPrv,215000.0
GdPrv,215000.0
GdPrv,215000.0
GdPrv,215000.0
GdPrv,215000.0
GdPrv,215000.0
MnPrv,215000.0
GdPrv,214900.0
GdPrv,214500.0
GdPrv,214000.0
GdPrv,214000.0
GdPrv,214000.0
GdPrv,214000.0
GdPrv,214000.0
GdPrv,213500.0
GdPrv,213500.0
GdPrv,213490.0
GdPrv,213250.0
GdPrv,213000.0
GdPrv,213000.0
GdPrv,213000.0
GdPrv,212900.0
GdPrv,212000.0
GdPrv,212000.0
GdPrv,212000.0
GdPrv,211000.0
MnPrv,211000.0
GdPrv,210000.0
GdPrv,210000.0
GdPrv,210000.0
MnPrv,210000.0
MnPrv,210000.0
GdPrv,209500.0
GdPrv,208900.0
GdPrv,208900.0
GdPrv,208500.0
GdPrv,208300.0
GdWo,207500.0
GdPrv,207500.0
GdPrv,207500.0
GdPrv,207500.0
MnPrv,207500.0
GdPrv,207000.0
GdPrv,207000.0
GdPrv,206900.0
GdPrv,206300.0
GdPrv,206000.0
GdPrv,205950.0
GdPrv,205000.0
GdPrv,205000.0
MnPrv,205000.0
GdPrv,205000.0
MnPrv,205000.0
GdPrv,205000.0
GdPrv,204900.0
GdPrv,204750.0
GdPrv,204000.0
GdPrv,204000.0
GdPrv,203000.0
GdPrv,203000.0
GdPrv,202900.0
GdPrv,202665.0
GdPrv,202500.0
GdPrv,202500.0
GdPrv,202500.0
GdPrv,201800.0
GdPrv,201000.0
GdPrv,201000.0
GdPrv,201000.0
GdPrv,200624.0
GdPrv,200500.0
MnPrv,200500.0
GdPrv,200141.0
MnPrv,200100.0
GdPrv,200000.0
GdPrv,200000.0
GdPrv,200000.0
MnPrv,200000.0
GdPrv,200000.0
GdPrv,200000.0
GdPrv,200000.0
GdPrv,200000.0
GdPrv,199900.0
GdPrv,199900.0
GdPrv,198900.0
GdPrv,198500.0
GdPrv,197900.0
GdPrv,197900.0
GdPrv,197900.0
MnPrv,197500.0
GdPrv,197500.0
GdPrv,197000.0
GdPrv,197000.0
GdPrv,197000.0
GdPrv,197000.0
GdPrv,196500.0
MnPrv,196500.0
GdPrv,196000.0
GdPrv,196000.0
GdPrv,196000.0
GdPrv,195400.0
GdPrv,195000.0
GdPrv,195000.0
GdPrv,195000.0
GdPrv,194700.0
GdPrv,194500.0
GdPrv,194500.0
GdPrv,194500.0
GdPrv,194201.0
GdPrv,194000.0
GdPrv,194000.0
MnPrv,194000.0
GdPrv,193879.0
GdPrv,193500.0
GdPrv,193500.0
GdPrv,193000.0
GdPrv,193000.0
GdPrv,193000.0
GdPrv,192500.0
GdPrv,192500.0
GdPrv,192140.0
GdPrv,192000.0
GdPrv,192000.0
GdPrv,192000.0
GdPrv,192000.0
GdPrv,192000.0
GdPrv,191000.0
GdPrv,191000.0
GdPrv,191000.0
MnPrv,191000.0
MnPrv,190000.0
GdWo,190000.0
GdWo,190000.0
GdPrv,190000.0
GdPrv,190000.0
MnPrv,190000.0
GdPrv,190000.0
GdPrv,190000.0
GdPrv,190000.0
GdPrv,190000.0
GdPrv,190000.0
MnPrv,190000.0
GdPrv,190000.0
GdPrv,189950.0
GdPrv,189000.0
GdPrv,189000.0
GdPrv,189000.0
GdPrv,189000.0
GdPrv,189000.0
GdPrv,189000.0
MnPrv,188700.0
GdPrv,188500.0
GdPrv,188000.0
GdPrv,188000.0
GdPrv,188000.0
GdPrv,187750.0
GdPrv,187500.0
GdPrv,187500.0
GdPrv,187500.0
GdPrv,187500.0
GdPrv,187500.0
GdPrv,187500.0
GdPrv,187100.0
GdPrv,187000.0
GdPrv,187000.0
MnWw,187000.0
GdWo,186700.0
GdPrv,186500.0
GdPrv,186500.0
GdPrv,186000.0
GdPrv,185900.0
GdPrv,185850.0
GdPrv,185750.0
GdPrv,185500.0
GdPrv,185000.0
GdPrv,185000.0
GdPrv,185000.0
GdPrv,185000.0
GdPrv,185000.0
GdPrv,185000.0
GdPrv,185000.0
MnPrv,185000.0
GdPrv,185000.0
GdPrv,185000.0
GdPrv,184900.0
GdPrv,184750.0
GdPrv,184100.0
GdPrv,184000.0
GdPrv,184000.0
GdPrv,184000.0
GdPrv,184000.0
GdPrv,183900.0
GdPrv,183500.0
GdPrv,183200.0
GdPrv,183000.0
GdPrv,182900.0
GdPrv,182000.0
GdPrv,181900.0
GdPrv,181500.0
GdPrv,181134.0
GdPrv,181000.0
GdPrv,181000.0
GdPrv,181000.0
GdPrv,181000.0
GdPrv,181000.0
GdPrv,181000.0
GdPrv,181000.0
MnPrv,180500.0
GdPrv,180500.0
GdPrv,180500.0
GdPrv,180500.0
MnPrv,180000.0
GdPrv,180000.0
MnPrv,180000.0
MnPrv,180000.0
GdPrv,180000.0
GdPrv,180000.0
GdPrv,180000.0
MnPrv,180000.0
GdPrv,180000.0
GdPrv,180000.0
GdPrv,179900.0
MnPrv,179900.0
GdPrv,179900.0
MnPrv,179900.0
GdPrv,179900.0
GdPrv,179665.0
GdPrv,179600.0
GdPrv,179540.0
GdPrv,179500.0
GdPrv,179400.0
GdPrv,179200.0
GdWo,179200.0
GdPrv,179000.0
GdWo,179000.0
GdPrv,179000.0
GdPrv,178900.0
GdPrv,178740.0
GdPrv,178400.0
GdPrv,178000.0
GdPrv,178000.0
GdPrv,178000.0
MnPrv,178000.0
GdPrv,178000.0
GdPrv,178000.0
GdPrv,178000.0
GdPrv,177500.0
MnPrv,177500.0
GdPrv,177500.0
GdPrv,177000.0
GdPrv,177000.0
GdPrv,177000.0
GdPrv,177000.0
MnPrv,177000.0
GdPrv,176500.0
GdPrv,176500.0
GdPrv,176485.0
GdPrv,176432.0
GdPrv,176000.0
GdWo,176000.0
GdPrv,176000.0
GdPrv,176000.0
GdPrv,176000.0
GdPrv,176000.0
GdPrv,176000.0
GdPrv,176000.0
GdPrv,175900.0
GdPrv,175900.0
GdPrv,175500.0
GdPrv,175500.0
GdPrv,175500.0
GdPrv,175000.0
GdPrv,175000.0
MnPrv,175000.0
GdPrv,175000.0
GdPrv,175000.0
MnPrv,175000.0
MnPrv,175000.0
GdPrv,175000.0
GdPrv,175000.0
GdPrv,174900.0
MnPrv,174500.0
GdPrv,174000.0
MnPrv,174000.0
GdPrv,174000.0
GdPrv,174000.0
GdPrv,174000.0
GdPrv,174000.0
GdPrv,174000.0
GdPrv,173900.0
GdPrv,173733.0
GdPrv,173500.0
GdPrv,173000.0
GdPrv,173000.0
GdPrv,173000.0
GdPrv,173000.0
GdPrv,173000.0
GdPrv,173000.0
GdPrv,173000.0
GdPrv,172785.0
GdPrv,172500.0
MnPrv,172500.0
GdPrv,172500.0
GdPrv,172500.0
MnPrv,172500.0
GdPrv,172400.0
MnPrv,172000.0
GdPrv,171900.0
GdPrv,171750.0
MnPrv,171500.0
GdPrv,171000.0
MnPrv,171000.0
MnPrv,171000.0
GdPrv,171000.0
GdPrv,171000.0
MnPrv,170000.0
MnPrv,170000.0
GdPrv,170000.0
MnPrv,170000.0
MnPrv,170000.0
GdPrv,170000.0
MnPrv,170000.0
GdPrv,170000.0
GdPrv,169990.0
GdWo,169900.0
MnPrv,169500.0
GdPrv,169500.0
GdPrv,169000.0
GdPrv,169000.0
MnPrv,169000.0
GdPrv,168500.0
GdPrv,168500.0
GdPrv,168500.0
GdPrv,168000.0
MnPrv,168000.0
GdPrv,168000.0
MnPrv,168000.0
MnPrv,167900.0
GdPrv,167900.0
GdPrv,167500.0
GdWo,167500.0
GdPrv,167500.0
GdPrv,167240.0
MnPrv,167000.0
GdWo,167000.0
MnPrv,167000.0
GdWo,167000.0
MnPrv,166000.0
GdPrv,166000.0
GdPrv,165600.0
GdPrv,165500.0
MnPrv,165500.0
MnPrv,165500.0
GdPrv,165400.0
GdPrv,165150.0
GdPrv,165000.0
GdPrv,165000.0
MnPrv,165000.0
GdPrv,165000.0
GdPrv,165000.0
MnPrv,165000.0
GdPrv,165000.0
GdPrv,165000.0
GdPrv,164990.0
GdWo,164900.0
GdPrv,164700.0
GdPrv,164500.0
GdPrv,164500.0
GdPrv,164000.0
MnPrv,164000.0
GdPrv,164000.0
GdPrv,163990.0
GdPrv,163900.0
MnPrv,163500.0
MnPrv,163500.0
GdWo,163000.0
MnPrv,163000.0
GdWo,163000.0
MnPrv,163000.0
MnPrv,162900.0
GdWo,162900.0
MnPrv,162500.0
MnPrv,162000.0
GdPrv,162000.0
GdPrv,162000.0
MnPrv,162000.0
MnPrv,161750.0
GdWo,161500.0
GdWo,161500.0
MnPrv,161000.0
MnPrv,161000.0
GdPrv,160200.0
GdWo,160000.0
MnPrv,160000.0
MnPrv,160000.0
MnPrv,160000.0
MnPrv,160000.0
GdPrv,160000.0
MnPrv,160000.0
MnPrv,160000.0
GdPrv,160000.0
GdPrv,160000.0
MnPrv,160000.0
MnPrv,160000.0
GdWo,159950.0
GdPrv,159895.0
GdPrv,159500.0
MnPrv,159500.0
MnPrv,159500.0
MnPrv,159434.0
GdPrv,159000.0
GdPrv,159000.0
MnPrv,159000.0
MnPrv,159000.0
GdPrv,158900.0
GdPrv,158500.0
GdPrv,158000.0
MnPrv,158000.0
GdPrv,158000.0
GdWo,158000.0
MnPrv,158000.0
MnPrv,158000.0
GdWo,157900.0
GdWo,157900.0
GdWo,157500.0
GdPrv,157500.0
GdWo,157000.0
MnPrv,157000.0
MnPrv,157000.0
MnPrv,157000.0
GdPrv,157000.0
GdPrv,157000.0
GdPrv,156932.0
GdWo,156500.0
GdPrv,156000.0
MnPrv,156000.0
GdWo,156000.0
MnPrv,156000.0
GdPrv,155900.0
GdPrv,155835.0
MnPrv,155000.0
GdWo,155000.0
GdWo,155000.0
MnPrv,155000.0
GdPrv,155000.0
GdWo,155000.0
MnPrv,155000.0
GdPrv,155000.0
MnPrv,155000.0
GdPrv,155000.0
GdPrv,155000.0
GdPrv,155000.0
MnPrv,155000.0
GdPrv,155000.0
MnPrv,154900.0
MnPrv,154500.0
GdPrv,154300.0
MnPrv,154000.0
GdPrv,154000.0
MnPrv,154000.0
GdPrv,154000.0
GdPrv,154000.0
GdPrv,153900.0
MnPrv,153900.0
MnPrv,153575.0
GdPrv,153500.0
GdWo,153500.0
MnPrv,153500.0
GdPrv,153337.0
GdWo,153000.0
MnPrv,153000.0
MnWw,153000.0
MnPrv,152000.0
MnPrv,152000.0
GdPrv,152000.0
GdWo,152000.0
MnPrv,152000.0
GdPrv,152000.0
MnWw,151500.0
GdPrv,151400.0
GdWo,151000.0
GdPrv,151000.0
GdPrv,151000.0
GdPrv,151000.0
MnPrv,151000.0
GdPrv,150900.0
GdWo,150750.0
MnPrv,150500.0
MnWw,150000.0
GdWo,150000.0
GdWo,150000.0
MnPrv,150000.0
GdWo,149900.0
GdWo,149900.0
MnPrv,149900.0
MnPrv,149900.0
MnPrv,149700.0
MnPrv,149500.0
GdWo,149500.0
MnPrv,149350.0
GdPrv,149300.0
GdWo,149000.0
MnPrv,149000.0
MnPrv,149000.0
MnPrv,149000.0
GdPrv,148800.0
GdPrv,148500.0
GdPrv,148500.0
MnPrv,148500.0
MnPrv,148000.0
GdPrv,148000.0
MnPrv,148000.0
GdPrv,148000.0
MnPrv,148000.0
MnPrv,148000.0
GdWo,148000.0
MnPrv,147500.0
GdPrv,147400.0
MnPrv,147000.0
GdWo,147000.0
GdPrv,147000.0
MnPrv,147000.0
MnPrv,147000.0
MnPrv,147000.0
GdWo,147000.0
GdWo,147000.0
GdPrv,147000.0
GdPrv,146800.0
MnPrv,146500.0
GdPrv,146000.0
MnPrv,146000.0
GdPrv,146000.0
GdPrv,145900.0
MnPrv,145500.0
GdWo,145250.0
GdPrv,145000.0
MnPrv,145000.0
GdWo,145000.0
MnPrv,145000.0
MnPrv,145000.0
MnPrv,145000.0
GdPrv,145000.0
MnPrv,145000.0
GdPrv,145000.0
MnPrv,145000.0
MnPrv,145000.0
GdWo,145000.0
MnWw,145000.0
GdPrv,145000.0
GdWo,144900.0
MnPrv,144500.0
MnPrv,144500.0
GdPrv,144152.0
MnPrv,144000.0
MnPrv,144000.0
GdPrv,144000.0
GdPrv,144000.0
GdPrv,144000.0
MnWw,144000.0
MnPrv,144000.0
GdWo,144000.0
MnPrv,144000.0
GdWo,144000.0
MnPrv,143900.0
MnPrv,143750.0
MnPrv,143500.0
MnPrv,143500.0
MnPrv,143250.0
MnPrv,143000.0
GdWo,143000.0
GdWo,143000.0
MnPrv,143000.0
MnPrv,143000.0
GdPrv,143000.0
GdWo,143000.0
MnPrv,143000.0
GdWo,143000.0
MnPrv,143000.0
GdPrv,142953.0
GdWo,142600.0
GdPrv,142500.0
MnPrv,142500.0
GdPrv,142500.0
GdWo,142125.0
GdWo,142000.0
GdPrv,142000.0
MnPrv,142000.0
MnPrv,142000.0
MnPrv,141500.0
GdWo,141000.0
GdPrv,141000.0
GdWo,141000.0
MnPrv,141000.0
MnWw,141000.0
MnPrv,141000.0
GdPrv,141000.0
GdWo,141000.0
MnPrv,140200.0
GdPrv,140000.0
GdPrv,140000.0
MnPrv,140000.0
GdWo,140000.0
MnPrv,140000.0
GdPrv,140000.0
MnPrv,140000.0
MnPrv,140000.0
GdWo,140000.0
GdWo,140000.0
MnPrv,140000.0
MnPrv,140000.0
GdWo,140000.0
MnPrv,140000.0
GdWo,140000.0
MnPrv,140000.0
GdWo,140000.0
GdPrv,140000.0
MnPrv,140000.0
MnPrv,140000.0
GdWo,139950.0
GdWo,139900.0
GdWo,139600.0
GdWo,139500.0
GdPrv,139400.0
GdWo,139400.0
MnPrv,139000.0
GdWo,139000.0
MnPrv,139000.0
MnWw,139000.0
GdWo,139000.0
GdWo,139000.0
MnPrv,139000.0
MnPrv,139000.0
GdWo,139000.0
MnPrv,139000.0
GdPrv,139000.0
MnPrv,138887.0
GdWo,138800.0
MnPrv,138500.0
GdWo,138500.0
MnPrv,138000.0
MnPrv,138000.0
GdPrv,138000.0
MnPrv,137900.0
MnPrv,137500.0
MnPrv,137500.0
GdWo,137500.0
GdPrv,137500.0
GdPrv,137500.0
MnPrv,137500.0
MnPrv,137450.0
MnPrv,137000.0
MnPrv,137000.0
GdWo,137000.0
MnPrv,137000.0
MnPrv,137000.0
GdPrv,136905.0
MnPrv,136900.0
GdWo,136500.0
GdWo,136500.0
GdWo,136500.0
MnPrv,136500.0
MnPrv,136500.0
MnWw,136000.0
GdWo,136000.0
GdPrv,136000.0
MnPrv,135960.0
MnPrv,135900.0
GdWo,135750.0
GdWo,135500.0
MnPrv,135500.0
MnPrv,135000.0
MnPrv,135000.0
MnPrv,135000.0
MnPrv,135000.0
MnPrv,135000.0
MnPrv,135000.0
GdPrv,135000.0
GdWo,135000.0
GdWo,135000.0
GdWo,135000.0
MnPrv,135000.0
MnPrv,135000.0
MnPrv,135000.0
MnWw,135000.0
MnWw,135000.0
MnPrv,135000.0
GdPrv,135000.0
MnPrv,134900.0
MnPrv,134900.0
MnPrv,134800.0
MnWw,134500.0
MnWw,134500.0
MnPrv,134450.0
MnPrv,134432.0
MnPrv,134000.0
MnPrv,134000.0
MnPrv,134000.0
MnPrv,133900.0
MnPrv,133900.0
GdWo,133700.0
MnPrv,133500.0
MnPrv,133000.0
MnPrv,133000.0
MnPrv,133000.0
GdWo,133000.0
MnPrv,133000.0
MnPrv,133000.0
MnPrv,132500.0
MnPrv,132500.0
GdPrv,132500.0
GdWo,132500.0
MnPrv,132500.0
GdWo,132500.0
MnPrv,132250.0
GdPrv,132000.0
MnWw,132000.0
MnPrv,132000.0
GdWo,132000.0
GdPrv,132000.0
MnWw,132000.0
MnPrv,131500.0
MnPrv,131500.0
MnPrv,131500.0
GdWo,131400.0
GdWo,131000.0
MnPrv,131000.0
MnPrv,131000.0
GdPrv,130500.0
MnPrv,130500.0
MnPrv,130500.0
MnPrv,130250.0
MnPrv,130000.0
GdPrv,130000.0
GdPrv,130000.0
MnPrv,130000.0
GdWo,130000.0
MnPrv,130000.0
MnWw,130000.0
MnPrv,130000.0
MnPrv,130000.0
GdWo,130000.0
GdPrv,130000.0
MnPrv,129900.0
MnPrv,129900.0
GdWo,129900.0
MnWw,129900.0
MnPrv,129500.0
MnPrv,129500.0
MnPrv,129500.0
MnPrv,129500.0
GdWo,129000.0
GdPrv,129000.0
MnPrv,129000.0
GdWo,129000.0
MnWw,129000.0
GdWo,129000.0
GdWo,129000.0
MnWw,129000.0
MnPrv,128950.0
MnWw,128900.0
MnPrv,128500.0
GdWo,128500.0
MnPrv,128500.0
GdWo,128500.0
MnPrv,128200.0
MnPrv,128000.0
GdPrv,128000.0
MnPrv,128000.0
MnPrv,128000.0
MnPrv,128000.0
MnPrv,128000.0
MnPrv,128000.0
MnPrv,127500.0
MnPrv,127500.0
GdWo,127500.0
MnPrv,127500.0
MnPrv,127500.0
MnPrv,127500.0
MnPrv,127000.0
MnPrv,127000.0
MnPrv,127000.0
MnPrv,127000.0
MnPrv,127000.0
MnPrv,127000.0
MnPrv,127000.0
GdWo,127000.0
MnPrv,127000.0
MnPrv,126500.0
MnPrv,126175.0
MnPrv,126000.0
GdPrv,126000.0
MnPrv,126000.0
MnPrv,125500.0
MnPrv,125500.0
MnPrv,125500.0
MnPrv,125500.0
GdWo,125000.0
MnPrv,125000.0
MnPrv,125000.0
MnPrv,125000.0
GdWo,125000.0
MnPrv,125000.0
MnPrv,125000.0
GdWo,125000.0
MnPrv,125000.0
MnPrv,125000.0
MnPrv,124900.0
MnWw,124900.0
MnPrv,124500.0
GdPrv,124500.0
MnPrv,124500.0
GdWo,124500.0
MnPrv,124000.0
MnPrv,124000.0
GdPrv,124000.0
GdPrv,124000.0
GdWo,124000.0
GdWo,124000.0
MnPrv,123600.0
MnWw,123500.0
GdWo,123000.0
MnPrv,123000.0
GdWo,123000.0
MnWw,123000.0
MnPrv,122900.0
MnPrv,122500.0
MnPrv,122500.0
MnPrv,122000.0
MnPrv,122000.0
MnPrv,122000.0
MnPrv,122000.0
MnPrv,121600.0
MnPrv,121500.0
MnPrv,121000.0
MnPrv,120500.0
GdWo,120500.0
MnPrv,120500.0
GdWo,120500.0
MnPrv,120000.0
GdPrv,120000.0
MnPrv,120000.0
MnWw,120000.0
GdWo,120000.0
MnWw,120000.0
MnPrv,120000.0
MnPrv,119900.0
MnPrv,119900.0
MnPrv,119750.0
MnPrv,119500.0
MnWw,119500.0
MnPrv,119500.0
MnPrv,119500.0
GdWo,119200.0
GdWo,119000.0
MnPrv,119000.0
MnPrv,119000.0
GdWo,119000.0
MnWw,119000.0
GdWo,119000.0
MnPrv,119000.0
GdPrv,118964.0
GdPrv,118858.0
GdWo,118500.0
MnPrv,118500.0
GdWo,118500.0
MnPrv,118500.0
MnPrv,118400.0
MnPrv,118000.0
MnPrv,118000.0
GdWo,118000.0
GdWo,118000.0
MnPrv,118000.0
MnPrv,118000.0
GdWo,117500.0
MnPrv,117500.0
MnPrv,117000.0
MnPrv,117000.0
MnPrv,117000.0
MnPrv,117000.0
MnPrv,116900.0
MnPrv,116500.0
GdWo,116050.0
MnPrv,116000.0
MnPrv,116000.0
GdWo,116000.0
MnWw,115000.0
MnPrv,115000.0
GdWo,115000.0
MnPrv,115000.0
MnPrv,115000.0
MnPrv,115000.0
GdPrv,115000.0
GdPrv,115000.0
GdWo,115000.0
MnPrv,115000.0
MnWw,115000.0
MnWw,115000.0
MnPrv,114504.0
MnPrv,114500.0
MnWw,114500.0
MnPrv,113000.0
MnPrv,113000.0
MnPrv,113000.0
MnPrv,113000.0
MnPrv,113000.0
MnPrv,113000.0
MnWw,112500.0
MnPrv,112500.0
MnPrv,112000.0
GdWo,112000.0
MnPrv,112000.0
GdPrv,112000.0
MnPrv,112000.0
MnPrv,112000.0
GdWo,112000.0
MnWw,111250.0
MnPrv,111000.0
MnPrv,110500.0
MnPrv,110500.0
MnPrv,110000.0
MnPrv,110000.0
MnWw,110000.0
GdPrv,110000.0
MnPrv,110000.0
MnPrv,110000.0
MnPrv,110000.0
GdWo,110000.0
GdWo,110000.0
MnWw,110000.0
GdWo,110000.0
MnPrv,110000.0
GdWo,110000.0
GdWo,109900.0
