YearRemodAdd,SalePrice
2000,235000.0
2004,234000.0
2004,234000.0
2006,233230.0
2009,233170.0
2004,233000.0
2006,232600.0
2006,232000.0
2005,232000.0
2003,232000.0
1997,231500.0
2001,231500.0
2000,230500.0
2002,230000.0
2000,230000.0
1999,230000.0
2002,230000.0
2004,230000.0
2008,230000.0
1950,230000.0
2001,230000.0
2009,229456.0
1988,229000.0
1965,228950.0
1989,228500.0
2002,228500.0
1981,228000.0
1993,228000.0
2007,227875.0
2008,227680.0
2001,227000.0
2002,227000.0
2006,227000.0
2005,226700.0
2003,226000.0
1966,226000.0
2001,226000.0
1953,225000.0
1991,225000.0
2002,225000.0
2007,225000.0
2003,225000.0
1999,225000.0
1998,224900.0
2003,224900.0
2009,224500.0
2010,224000.0
2006,224000.0
2002,223500.0
2004,223500.0
1969,223000.0
2001,222500.0
1999,222500.0
2009,222000.0
2007,222000.0
1997,222000.0
2006,221500.0
2002,221000.0
1998,221000.0
2002,220000.0
2005,220000.0
2006,220000.0
1992,220000.0
1950,220000.0
1998,219500.0
2004,219500.0
1984,219500.0
2006,219210.0
2004,218000.0
1977,217500.0
1953,217000.0
1997,217000.0
2005,216837.0
2002,216500.0
2000,216000.0
2009,215200.0
1960,215000.0
2002,215000.0
2000,215000.0
1994,215000.0
2003,215000.0
2005,215000.0
1998,215000.0
1991,215000.0
2003,214900.0
1994,214500.0
1999,214000.0
2003,214000.0
2004,214000.0
1999,214000.0
2007,214000.0
2006,213500.0
2001,213500.0
2005,213490.0
1999,213250.0
2005,213000.0
1993,213000.0
2001,213000.0
2006,212900.0
1996,212000.0
1985,212000.0
2007,212000.0
1989,211000.0
1998,211000.0
2004,210000.0
1995,210000.0
2008,210000.0
1950,210000.0
1988,210000.0
2006,209500.0
1998,208900.0
2007,208900.0
2003,208500.0
2009,208300.0
1997,207500.0
2003,207500.0
2008,207500.0
1984,207500.0
1980,207500.0
2004,207000.0
2000,207000.0
1969,206900.0
1998,206300.0
2006,206000.0
2007,205950.0
2001,205000.0
2002,205000.0
2007,205000.0
2002,205000.0
1990,205000.0
1976,205000.0
2006,204900.0
1997,204750.0
1999,204000.0
1997,204000.0
1996,203000.0
2007,203000.0
2002,202900.0
2006,202665.0
2006,202500.0
1998,202500.0
2006,202500.0
1988,201800.0
2003,201000.0
1994,201000.0
2007,201000.0
1975,200624.0
1998,200500.0
1994,200500.0
2007,200141.0
1950,200100.0
1973,200000.0
2003,200000.0
2002,200000.0
1995,200000.0
1997,200000.0
2003,200000.0
2002,200000.0
1969,200000.0
1999,199900.0
2007,199900.0
2009,198900.0
2003,198500.0
1976,197900.0
1998,197900.0
1976,197900.0
2006,197500.0
1976,197500.0
2006,197000.0
1970,197000.0
2005,197000.0
1979,197000.0
2004,196500.0
1988,196500.0
2004,196000.0
2005,196000.0
1977,196000.0
2007,195400.0
1976,195000.0
2002,195000.0
2005,195000.0
2006,194700.0
2003,194500.0
2007,194500.0
1996,194500.0
2007,194201.0
2006,194000.0
2006,194000.0
1978,194000.0
2006,193879.0
1968,193500.0
1998,193500.0
1994,193000.0
1999,193000.0
2004,193000.0
2006,192500.0
2002,192500.0
2005,192140.0
1999,192000.0
1977,192000.0
1998,192000.0
2005,192000.0
2002,192000.0
2000,191000.0
1996,191000.0
2006,191000.0
1994,191000.0
1977,190000.0
1971,190000.0
1993,190000.0
1986,190000.0
1976,190000.0
2002,190000.0
1977,190000.0
2004,190000.0
2004,190000.0
1977,190000.0
2005,190000.0
1964,190000.0
1992,190000.0
1998,189950.0
1989,189000.0
2005,189000.0
2001,189000.0
1999,189000.0
1992,189000.0
1998,189000.0
1995,188700.0
2005,188500.0
1976,188000.0
1999,188000.0
1996,188000.0
2006,187750.0
1980,187500.0
2003,187500.0
2007,187500.0
1991,187500.0
1984,187500.0
1996,187500.0
2002,187100.0
1993,187000.0
1994,187000.0
1993,187000.0
1963,186700.0
2006,186500.0
2000,186500.0
2009,186000.0
2004,185900.0
2005,185850.0
1968,185750.0
2004,185500.0
1998,185000.0
1993,185000.0
1997,185000.0
2006,185000.0
1950,185000.0
1967,185000.0
2003,185000.0
1970,185000.0
1974,185000.0
2005,185000.0
2003,184900.0
2008,184750.0
2002,184100.0
1986,184000.0
2004,184000.0
1950,184000.0
2005,184000.0
1999,183900.0
2004,183500.0
2003,183200.0
2003,183000.0
1981,182900.0
2008,182000.0
1987,181900.0
1976,181500.0
2007,181134.0
1998,181000.0
1998,181000.0
1999,181000.0
2006,181000.0
2000,181000.0
1999,181000.0
1999,181000.0
1964,180500.0
1990,180500.0
1950,180500.0
1964,180500.0
1989,180000.0
2000,180000.0
1969,180000.0
1993,180000.0
2003,180000.0
1993,180000.0
2003,180000.0
1976,180000.0
1985,180000.0
1990,180000.0
2007,179900.0
1975,179900.0
1991,179900.0
1999,179900.0
1968,179900.0
2006,179665.0
2004,179600.0
2007,179540.0
1997,179500.0
1999,179400.0
1992,179200.0
1991,179200.0
2000,179000.0
1988,179000.0
2001,179000.0
2007,178900.0
2004,178740.0
2007,178400.0
1985,178000.0
1990,178000.0
2004,178000.0
1993,178000.0
1994,178000.0
2001,178000.0
2003,178000.0
1995,177500.0
1950,177500.0
2000,177500.0
1997,177000.0
2000,177000.0
1976,177000.0
2006,177000.0
1950,177000.0
2002,176500.0
1998,176500.0
2007,176485.0
2006,176432.0
1999,176000.0
1962,176000.0
2005,176000.0
1987,176000.0
1996,176000.0
1968,176000.0
2005,176000.0
2005,176000.0
1992,175900.0
2007,175900.0
1981,175500.0
1973,175500.0
2003,175500.0
1968,175000.0
1988,175000.0
1971,175000.0
1989,175000.0
1997,175000.0
1999,175000.0
1950,175000.0
1977,175000.0
2000,175000.0
1966,174900.0
1950,174500.0
2005,174000.0
1970,174000.0
1995,174000.0
2005,174000.0
2007,174000.0
2000,174000.0
2005,174000.0
2006,173900.0
2009,173733.0
2005,173500.0
1991,173000.0
2004,173000.0
1992,173000.0
1997,173000.0
2004,173000.0
2000,173000.0
2000,173000.0
2006,172785.0
2000,172500.0
1958,172500.0
2007,172500.0
1999,172500.0
1978,172500.0
2000,172400.0
1969,172000.0
2007,171900.0
2003,171750.0
1977,171500.0
1989,171000.0
1981,171000.0
1981,171000.0
1977,171000.0
1962,171000.0
1959,170000.0
1975,170000.0
2000,170000.0
1974,170000.0
1989,170000.0
1986,170000.0
1974,170000.0
1992,170000.0
2006,169990.0
1976,169900.0
1950,169500.0
1962,169500.0
1950,169000.0
1997,169000.0
1990,169000.0
1996,168500.0
2000,168500.0
1964,168500.0
1996,168000.0
1987,168000.0
1986,168000.0
1975,168000.0
1964,167900.0
1977,167900.0
1993,167500.0
1960,167500.0
2007,167500.0
2006,167240.0
1953,167000.0
1970,167000.0
1999,167000.0
1964,167000.0
1952,166000.0
1957,166000.0
1994,165600.0
1959,165500.0
1978,165500.0
1996,165500.0
2004,165400.0
1972,165150.0
1962,165000.0
1977,165000.0
1974,165000.0
1954,165000.0
2000,165000.0
1996,165000.0
1978,165000.0
1999,165000.0
2005,164990.0
2000,164900.0
2007,164700.0
2009,164500.0
1966,164500.0
1998,164000.0
1950,164000.0
2005,164000.0
2006,163990.0
1992,163900.0
2006,163500.0
1970,163500.0
1961,163000.0
1970,163000.0
1958,163000.0
2000,163000.0
1992,162900.0
1976,162900.0
1984,162500.0
2006,162000.0
2003,162000.0
1998,162000.0
1972,162000.0
1977,161750.0
1967,161500.0
1989,161500.0
1996,161000.0
2005,161000.0
2006,160200.0
1965,160000.0
1970,160000.0
1962,160000.0
1985,160000.0
1950,160000.0
1992,160000.0
1995,160000.0
1964,160000.0
2000,160000.0
2008,160000.0
1950,160000.0
1977,160000.0
1966,159950.0
2007,159895.0
1998,159500.0
1977,159500.0
1959,159500.0
2000,159434.0
2004,159000.0
1981,159000.0
1963,159000.0
1950,159000.0
1978,158900.0
2004,158500.0
2004,158000.0
1991,158000.0
1972,158000.0
1968,158000.0
1964,158000.0
1969,158000.0
1958,157900.0
1962,157900.0
1960,157500.0
2002,157500.0
1960,157000.0
1953,157000.0
2000,157000.0
2006,157000.0
1978,157000.0
1950,157000.0
2007,156932.0
1957,156500.0
1995,156000.0
1978,156000.0
1965,156000.0
2005,156000.0
2004,155900.0
2006,155835.0
2007,155000.0
1966,155000.0
1998,155000.0
2007,155000.0
2005,155000.0
1960,155000.0
1953,155000.0
1966,155000.0
1971,155000.0
1999,155000.0
1976,155000.0
2000,155000.0
1963,155000.0
2004,155000.0
1950,154900.0
2003,154500.0
1960,154300.0
2001,154000.0
2004,154000.0
1966,154000.0
1968,154000.0
1994,154000.0
1993,153900.0
1950,153900.0
2003,153575.0
1998,153500.0
1973,153500.0
1975,153500.0
1979,153337.0
1990,153000.0
1972,153000.0
2000,153000.0
2004,152000.0
1950,152000.0
1996,152000.0
1969,152000.0
1976,152000.0
1985,152000.0
1998,151500.0
1973,151400.0
1995,151000.0
1980,151000.0
2005,151000.0
2005,151000.0
1969,151000.0
1976,150900.0
2002,150750.0
2008,150500.0
1991,150000.0
1993,150000.0
1957,150000.0
1977,150000.0
1972,149900.0
1977,149900.0
1959,149900.0
2008,149900.0
1996,149700.0
1978,149500.0
1953,149500.0
2006,149350.0
2004,149300.0
1970,149000.0
2004,149000.0
2000,149000.0
1950,149000.0
2004,148800.0
1976,148500.0
1978,148500.0
1970,148500.0
1959,148000.0
1976,148000.0
1996,148000.0
2005,148000.0
1978,148000.0
1995,148000.0
1979,148000.0
1965,147500.0
2005,147400.0
1997,147000.0
2007,147000.0
1974,147000.0
2007,147000.0
1978,147000.0
1992,147000.0
2008,147000.0
2005,147000.0
2007,147000.0
1976,146800.0
1995,146500.0
2007,146000.0
1998,146000.0
1978,146000.0
2003,145900.0
2006,145500.0
1960,145250.0
1995,145000.0
1964,145000.0
1957,145000.0
1982,145000.0
1955,145000.0
1950,145000.0
2005,145000.0
1950,145000.0
1950,145000.0
1995,145000.0
2004,145000.0
2001,145000.0
1958,145000.0
2005,145000.0
2003,144900.0
2004,144500.0
2002,144500.0
2005,144152.0
1962,144000.0
1983,144000.0
1980,144000.0
1977,144000.0
2006,144000.0
1950,144000.0
1950,144000.0
1958,144000.0
2004,144000.0
1983,144000.0
1962,143900.0
1976,143750.0
1977,143500.0
1989,143500.0
1971,143250.0
1995,143000.0
1967,143000.0
2003,143000.0
1980,143000.0
2004,143000.0
1967,143000.0
1959,143000.0
1988,143000.0
1950,143000.0
1963,143000.0
1979,142953.0
1965,142600.0
1984,142500.0
1974,142500.0
2005,142500.0
1996,142125.0
1968,142000.0
1996,142000.0
1959,142000.0
1959,142000.0
1950,141500.0
1959,141000.0
2005,141000.0
1960,141000.0
1951,141000.0
1957,141000.0
1950,141000.0
2004,141000.0
1961,141000.0
1950,140200.0
1970,140000.0
1950,140000.0
2004,140000.0
1954,140000.0
2000,140000.0
1965,140000.0
1977,140000.0
2003,140000.0
1965,140000.0
1969,140000.0
1996,140000.0
1950,140000.0
1963,140000.0
1958,140000.0
1987,140000.0
1980,140000.0
1980,140000.0
2006,140000.0
2005,140000.0
1950,140000.0
1961,139950.0
1978,139900.0
1955,139600.0
1950,139500.0
1950,139400.0
2005,139400.0
1965,139000.0
1962,139000.0
1988,139000.0
1992,139000.0
1956,139000.0
2005,139000.0
1950,139000.0
1963,139000.0
1951,139000.0
2003,139000.0
1971,139000.0
1950,138887.0
1969,138800.0
2009,138500.0
1968,138500.0
2003,138000.0
1995,138000.0
1982,138000.0
1951,137900.0
1963,137500.0
1972,137500.0
1950,137500.0
1958,137500.0
2004,137500.0
2004,137500.0
1990,137450.0
1950,137000.0
1982,137000.0
1954,137000.0
1965,137000.0
1950,137000.0
1976,136905.0
1972,136900.0
1968,136500.0
2005,136500.0
1961,136500.0
1950,136500.0
2003,136500.0
1958,136000.0
1950,136000.0
1974,136000.0
1979,135960.0
2000,135900.0
1956,135750.0
1967,135500.0
1955,135500.0
1987,135000.0
1992,135000.0
1977,135000.0
1969,135000.0
1995,135000.0
1972,135000.0
1977,135000.0
1994,135000.0
1956,135000.0
1955,135000.0
1950,135000.0
1950,135000.0
2003,135000.0
1956,135000.0
2002,135000.0
1950,135000.0
1973,135000.0
1982,134900.0
2000,134900.0
2000,134800.0
2006,134500.0
1962,134500.0
1996,134450.0
1959,134432.0
1976,134000.0
1983,134000.0
1968,134000.0
1998,133900.0
2003,133900.0
1959,133700.0
1972,133500.0
1950,133000.0
1998,133000.0
1995,133000.0
1950,133000.0
1963,133000.0
2007,133000.0
1963,132500.0
2001,132500.0
1959,132500.0
1962,132500.0
1950,132500.0
1976,132500.0
1963,132250.0
2001,132000.0
2002,132000.0
1954,132000.0
2000,132000.0
2002,132000.0
1962,132000.0
1954,131500.0
2003,131500.0
1965,131500.0
1983,131400.0
2008,131000.0
1983,131000.0
1950,131000.0
2005,130500.0
1995,130500.0
2008,130500.0
1980,130250.0
1955,130000.0
2006,130000.0
2004,130000.0
2001,130000.0
1958,130000.0
2004,130000.0
2000,130000.0
2003,130000.0
1950,130000.0
1968,130000.0
2004,130000.0
1950,129900.0
1976,129900.0
1958,129900.0
1957,129900.0
1965,129500.0
2006,129500.0
1970,129500.0
1950,129500.0
1956,129000.0
1979,129000.0
1970,129000.0
1961,129000.0
2002,129000.0
2000,129000.0
1968,129000.0
1966,129000.0
1959,128950.0
1956,128900.0
1950,128500.0
1961,128500.0
1969,128500.0
1972,128500.0
1976,128200.0
1976,128000.0
1999,128000.0
1950,128000.0
2001,128000.0
1995,128000.0
1954,128000.0
1950,128000.0
1999,127500.0
1956,127500.0
1959,127500.0
1975,127500.0
1950,127500.0
1977,127500.0
1966,127000.0
2001,127000.0
1991,127000.0
1972,127000.0
1950,127000.0
2010,127000.0
2006,127000.0
1960,127000.0
1977,127000.0
1960,126500.0
2005,126175.0
1950,126000.0
1977,126000.0
1994,126000.0
1967,125500.0
1995,125500.0
2007,125500.0
1950,125500.0
1963,125000.0
1950,125000.0
1967,125000.0
1984,125000.0
1976,125000.0
1995,125000.0
1950,125000.0
1994,125000.0
1966,125000.0
1970,125000.0
1972,124900.0
1996,124900.0
1982,124500.0
1952,124500.0
1959,124500.0
1970,124500.0
1978,124000.0
1991,124000.0
1980,124000.0
1950,124000.0
1967,124000.0
1963,124000.0
1995,123600.0
1952,123500.0
1953,123000.0
1972,123000.0
1971,123000.0
1967,123000.0
2006,122900.0
1971,122500.0
1950,122500.0
1975,122000.0
1967,122000.0
1950,122000.0
1987,122000.0
1950,121600.0
1996,121500.0
1950,121000.0
1955,120500.0
1970,120500.0
2007,120500.0
1971,120500.0
2006,120000.0
1980,120000.0
2002,120000.0
1985,120000.0
1959,120000.0
1950,120000.0
1950,120000.0
1950,119900.0
1965,119900.0
1950,119750.0
1950,119500.0
1971,119500.0
1985,119500.0
1972,119500.0
1950,119200.0
1964,119000.0
1950,119000.0
2004,119000.0
1950,119000.0
1950,119000.0
1954,119000.0
1992,119000.0
1979,118964.0
1979,118858.0
1950,118500.0
1990,118500.0
1961,118500.0
1950,118500.0
1950,118400.0
1950,118000.0
2007,118000.0
1955,118000.0
1954,118000.0
1972,118000.0
2008,118000.0
1965,117500.0
1950,117500.0
2003,117000.0
2000,117000.0
1997,117000.0
1960,117000.0
1950,116900.0
2008,116500.0
1970,116050.0
1950,116000.0
1950,116000.0
1996,116000.0
1950,115000.0
2005,115000.0
1971,115000.0
1950,115000.0
1950,115000.0
1950,115000.0
1976,115000.0
2006,115000.0
1955,115000.0
2004,115000.0
1964,115000.0
1990,115000.0
1993,114504.0
1950,114500.0
1958,114500.0
2008,113000.0
1950,113000.0
1954,113000.0
1973,113000.0
1950,113000.0
1950,113000.0
1957,112500.0
1972,112500.0
1950,112000.0
1971,112000.0
1956,112000.0
1978,112000.0
2007,112000.0
1985,112000.0
2000,112000.0
1972,111250.0
1954,111000.0
1997,110500.0
1980,110500.0
1963,110000.0
1981,110000.0
1950,110000.0
2000,110000.0
2005,110000.0
1950,110000.0
1975,110000.0
1968,110000.0
1958,110000.0
1953,110000.0
1971,110000.0
1954,110000.0
1966,110000.0
1950,109900.0
1966,109900.0
1990,109900.0
1950,109500.0
2006,109500.0
1950,109500.0
1962,109500.0
1957,109008.0
2007,109000.0
1950,109000.0
1969,108959.0
1950,108500.0
1968,108480.0
1997,108000.0
2003,108000.0
1950,108000.0
1969,108000.0
1950,108000.0
1968,108000.0
2000,107900.0
2007,107500.0
1991,107500.0
1965,107500.0
1950,107400.0
1950,107000.0
1976,107000.0
1966,107000.0
1959,106500.0
1950,106500.0
2000,106250.0
1970,106000.0
1965,106000.0
1970,106000.0
2003,105900.0
1954,105500.0
1993,105000.0
1950,105000.0
1950,105000.0
1950,105000.0
1950,105000.0
1950,104900.0
2007,104900.0
1950,104000.0
1950,103600.0
1956,103200.0
1950,103000.0
1950,102776.0
1951,102000.0
1950,102000.0
1950,102000.0
1962,101800.0
1996,101000.0
1995,100000.0
1950,100000.0
2006,100000.0
1950,100000.0
1950,100000.0
1973,100000.0
1967,100000.0
1965,100000.0
1958,100000.0
1950,99900.0
1979,99500.0
1961,98600.0
1950,98300.0
1950,98000.0
1950,98000.0
1950,98000.0
1950,97500.0
1971,97000.0
1956,97000.0
2008,97000.0
1950,96500.0
2004,96500.0
1950,95000.0
1970,95000.0
1965,94750.0
1972,94500.0
1996,94000.0
1950,93500.0
1992,93500.0
1954,93000.0
1953,93000.0
1954,93000.0
1950,92900.0
1970,92000.0
1950,91500.0
1971,91500.0
1996,91300.0
1973,91000.0
1950,91000.0
1950,91000.0
2002,90350.0
1967,90000.0
1950,90000.0
1950,90000.0
1971,89500.0
1950,89500.0
2000,89471.0
1950,89000.0
1971,88000.0
1971,88000.0
1950,88000.0
1970,88000.0
1950,87500.0
1950,87000.0
1950,87000.0
1950,87000.0
1950,87000.0
2002,86000.0
2002,86000.0
1950,86000.0
1958,85500.0
1971,85400.0
1982,85000.0
1976,85000.0
1950,85000.0
2006,85000.0
2006,84900.0
1982,84500.0
1970,84500.0
2006,84500.0
1957,84000.0
1973,83500.0
1950,83000.0
1973,83000.0
1950,82500.0
1977,82500.0
1950,82500.0
1955,82000.0
1950,82000.0
1952,82000.0
1996,81000.0
1972,81000.0
1950,81000.0
1950,80500.0
1950,80000.0
1970,80000.0
1959,80000.0
1950,80000.0
1998,79900.0
1953,79900.0
1960,79500.0
1950,79000.0
1950,79000.0
2006,79000.0
1950,78000.0
1966,76500.0
1950,76000.0
1972,75500.0
1970,75000.0
2004,73000.0
1950,72500.0
1950,68500.0
1950,68400.0
1950,67000.0
1950,67000.0
1950,66500.0
2007,64500.0
1965,62383.0
1950,61000.0
1958,60000.0
1950,60000.0
1950,60000.0
1950,58500.0
1952,55993.0
1950,55000.0
1950,55000.0
1950,52500.0
2003,52000.0
1950,40000.0
1950,39300.0
1950,37900.0
1950,35311.0
1950,34900.0
