BedroomAbvGr,SalePrice
2,266000.0
4,265979.0
2,265900.0
3,265000.0
1,264561.0
2,264132.0
3,263435.0
4,263000.0
3,262500.0
3,262500.0
4,262280.0
2,262000.0
3,261500.0
3,260400.0
4,260000.0
3,260000.0
4,260000.0
4,260000.0
0,260000.0
3,260000.0
3,259500.0
3,259000.0
4,258000.0
3,257500.0
2,257000.0
3,256300.0
2,256000.0
5,256000.0
4,255900.0
3,255500.0
3,255000.0
3,255000.0
3,254900.0
2,254000.0
3,253293.0
3,253000.0
3,252678.0
3,252000.0
2,251000.0
3,250580.0
4,250000.0
3,250000.0
3,250000.0
4,250000.0
3,250000.0
4,250000.0
3,250000.0
5,250000.0
3,249700.0
3,248900.0
3,248328.0
4,248000.0
3,248000.0
2,246578.0
1,245500.0
3,245350.0
3,245000.0
3,244600.0
4,244400.0
3,244000.0
3,244000.0
3,244000.0
4,243000.0
5,242000.0
4,242000.0
3,241500.0
2,241500.0
2,241000.0
3,240000.0
4,240000.0
5,240000.0
3,240000.0
3,240000.0
3,240000.0
3,239900.0
3,239799.0
1,239686.0
3,239500.0
2,239000.0
3,239000.0
4,239000.0
2,239000.0
4,239000.0
3,239000.0
4,238000.0
4,237500.0
3,237000.0
3,237000.0
2,236500.0
3,236500.0
4,236000.0
3,236000.0
3,235128.0
1,235000.0
4,235000.0
2,235000.0
3,235000.0
4,235000.0
3,235000.0
3,235000.0
3,234000.0
2,234000.0
3,233230.0
3,233170.0
4,233000.0
3,232600.0
3,232000.0
3,232000.0
3,232000.0
3,231500.0
3,231500.0
3,230500.0
3,230000.0
3,230000.0
4,230000.0
3,230000.0
2,230000.0
2,230000.0
3,230000.0
3,230000.0
3,229456.0
4,229000.0
3,228950.0
3,228500.0
3,228500.0
2,228000.0
3,228000.0
3,227875.0
3,227680.0
3,227000.0
3,227000.0
3,227000.0
3,226700.0
3,226000.0
4,226000.0
3,226000.0
3,225000.0
4,225000.0
3,225000.0
3,225000.0
3,225000.0
3,225000.0
3,224900.0
3,224900.0
3,224500.0
2,224000.0
3,224000.0
3,223500.0
3,223500.0
3,223000.0
3,222500.0
3,222500.0
2,222000.0
3,222000.0
4,222000.0
3,221500.0
3,221000.0
4,221000.0
2,220000.0
3,220000.0
3,220000.0
3,220000.0
3,220000.0
3,219500.0
4,219500.0
3,219500.0
4,219210.0
3,218000.0
3,217500.0
3,217000.0
3,217000.0
3,216837.0
4,216500.0
3,216000.0
3,215200.0
3,215000.0
3,215000.0
3,215000.0
3,215000.0
2,215000.0
4,215000.0
3,215000.0
3,215000.0
4,214900.0
5,214500.0
3,214000.0
3,214000.0
3,214000.0
3,214000.0
4,214000.0
3,213500.0
2,213500.0
2,213490.0
3,213250.0
3,213000.0
3,213000.0
3,213000.0
3,212900.0
3,212000.0
1,212000.0
3,212000.0
4,211000.0
3,211000.0
3,210000.0
4,210000.0
3,210000.0
3,210000.0
3,210000.0
2,209500.0
3,208900.0
2,208900.0
3,208500.0
2,208300.0
2,207500.0
3,207500.0
2,207500.0
3,207500.0
3,207500.0
2,207000.0
4,207000.0
4,206900.0
2,206300.0
2,206000.0
3,205950.0
3,205000.0
3,205000.0
3,205000.0
3,205000.0
3,205000.0
4,205000.0
2,204900.0
3,204750.0
3,204000.0
3,204000.0
3,203000.0
3,203000.0
4,202900.0
2,202665.0
2,202500.0
3,202500.0
2,202500.0
4,201800.0
3,201000.0
3,201000.0
3,201000.0
4,200624.0
3,200500.0
3,200500.0
3,200141.0
4,200100.0
3,200000.0
3,200000.0
4,200000.0
8,200000.0
4,200000.0
3,200000.0
3,200000.0
6,200000.0
4,199900.0
1,199900.0
3,198900.0
4,198500.0
3,197900.0
3,197900.0
3,197900.0
3,197500.0
4,197500.0
3,197000.0
5,197000.0
1,197000.0
3,197000.0
3,196500.0
3,196500.0
2,196000.0
1,196000.0
2,196000.0
2,195400.0
4,195000.0
3,195000.0
4,195000.0
2,194700.0
3,194500.0
2,194500.0
3,194500.0
2,194201.0
2,194000.0
2,194000.0
2,194000.0
2,193879.0
4,193500.0
3,193500.0
2,193000.0
3,193000.0
3,193000.0
2,192500.0
3,192500.0
4,192140.0
3,192000.0
4,192000.0
3,192000.0
2,192000.0
3,192000.0
3,191000.0
2,191000.0
2,191000.0
3,191000.0
3,190000.0
4,190000.0
2,190000.0
2,190000.0
3,190000.0
2,190000.0
3,190000.0
3,190000.0
3,190000.0
4,190000.0
2,190000.0
4,190000.0
3,190000.0
3,189950.0
2,189000.0
3,189000.0
3,189000.0
3,189000.0
3,189000.0
4,189000.0
3,188700.0
3,188500.0
4,188000.0
3,188000.0
3,188000.0
2,187750.0
3,187500.0
3,187500.0
5,187500.0
3,187500.0
1,187500.0
3,187500.0
3,187100.0
3,187000.0
3,187000.0
3,187000.0
3,186700.0
3,186500.0
3,186500.0
3,186000.0
3,185900.0
2,185850.0
3,185750.0
3,185500.0
3,185000.0
3,185000.0
3,185000.0
2,185000.0
4,185000.0
3,185000.0
3,185000.0
2,185000.0
4,185000.0
2,185000.0
2,184900.0
3,184750.0
3,184100.0
3,184000.0
4,184000.0
4,184000.0
3,184000.0
3,183900.0
3,183500.0
3,183200.0
3,183000.0
3,182900.0
3,182000.0
3,181900.0
3,181500.0
3,181134.0
3,181000.0
3,181000.0
3,181000.0
1,181000.0
3,181000.0
3,181000.0
2,181000.0
3,180500.0
3,180500.0
3,180500.0
3,180500.0
3,180000.0
3,180000.0
1,180000.0
3,180000.0
3,180000.0
2,180000.0
3,180000.0
3,180000.0
3,180000.0
2,180000.0
3,179900.0
3,179900.0
3,179900.0
3,179900.0
3,179900.0
3,179665.0
3,179600.0
3,179540.0
4,179500.0
3,179400.0
2,179200.0
3,179200.0
3,179000.0
3,179000.0
3,179000.0
3,178900.0
2,178740.0
3,178400.0
3,178000.0
3,178000.0
3,178000.0
3,178000.0
3,178000.0
3,178000.0
3,178000.0
3,177500.0
3,177500.0
3,177500.0
3,177000.0
3,177000.0
4,177000.0
2,177000.0
3,177000.0
3,176500.0
3,176500.0
3,176485.0
3,176432.0
2,176000.0
3,176000.0
3,176000.0
2,176000.0
3,176000.0
4,176000.0
2,176000.0
3,176000.0
3,175900.0
1,175900.0
3,175500.0
3,175500.0
2,175500.0
3,175000.0
3,175000.0
3,175000.0
3,175000.0
3,175000.0
3,175000.0
3,175000.0
3,175000.0
3,175000.0
3,174900.0
3,174500.0
3,174000.0
3,174000.0
3,174000.0
3,174000.0
2,174000.0
2,174000.0
3,174000.0
3,173900.0
2,173733.0
3,173500.0
3,173000.0
3,173000.0
3,173000.0
2,173000.0
2,173000.0
4,173000.0
3,173000.0
3,172785.0
3,172500.0
4,172500.0
2,172500.0
3,172500.0
3,172500.0
3,172400.0
4,172000.0
2,171900.0
2,171750.0
3,171500.0
5,171000.0
3,171000.0
3,171000.0
3,171000.0
4,171000.0
2,170000.0
2,170000.0
3,170000.0
3,170000.0
3,170000.0
2,170000.0
3,170000.0
4,170000.0
3,169990.0
3,169900.0
4,169500.0
4,169500.0
2,169000.0
3,169000.0
4,169000.0
3,168500.0
2,168500.0
3,168500.0
3,168000.0
3,168000.0
4,168000.0
3,168000.0
4,167900.0
2,167900.0
3,167500.0
3,167500.0
3,167500.0
2,167240.0
3,167000.0
2,167000.0
3,167000.0
3,167000.0
4,166000.0
3,166000.0
3,165600.0
4,165500.0
1,165500.0
3,165500.0
3,165400.0
4,165150.0
3,165000.0
3,165000.0
3,165000.0
3,165000.0
3,165000.0
3,165000.0
4,165000.0
2,165000.0
3,164990.0
2,164900.0
2,164700.0
2,164500.0
3,164500.0
2,164000.0
4,164000.0
4,164000.0
3,163990.0
3,163900.0
2,163500.0
3,163500.0
3,163000.0
2,163000.0
3,163000.0
3,163000.0
3,162900.0
4,162900.0
3,162500.0
3,162000.0
3,162000.0
2,162000.0
3,162000.0
3,161750.0
3,161500.0
5,161500.0
3,161000.0
3,161000.0
2,160200.0
3,160000.0
3,160000.0
3,160000.0
4,160000.0
2,160000.0
3,160000.0
5,160000.0
3,160000.0
2,160000.0
3,160000.0
3,160000.0
3,160000.0
3,159950.0
2,159895.0
3,159500.0
3,159500.0
3,159500.0
3,159434.0
3,159000.0
3,159000.0
3,159000.0
3,159000.0
3,158900.0
3,158500.0
3,158000.0
3,158000.0
3,158000.0
3,158000.0
3,158000.0
4,158000.0
4,157900.0
3,157900.0
3,157500.0
3,157500.0
2,157000.0
2,157000.0
3,157000.0
2,157000.0
3,157000.0
4,157000.0
3,156932.0
3,156500.0
3,156000.0
2,156000.0
3,156000.0
3,156000.0
1,155900.0
3,155835.0
2,155000.0
3,155000.0
3,155000.0
3,155000.0
4,155000.0
3,155000.0
3,155000.0
4,155000.0
3,155000.0
3,155000.0
3,155000.0
3,155000.0
3,155000.0
3,155000.0
3,154900.0
3,154500.0
5,154300.0
3,154000.0
2,154000.0
3,154000.0
4,154000.0
3,154000.0
2,153900.0
4,153900.0
3,153575.0
2,153500.0
2,153500.0
3,153500.0
2,153337.0
3,153000.0
3,153000.0
2,153000.0
3,152000.0
4,152000.0
3,152000.0
4,152000.0
3,152000.0
3,152000.0
2,151500.0
5,151400.0
3,151000.0
3,151000.0
2,151000.0
2,151000.0
3,151000.0
4,150900.0
3,150750.0
3,150500.0
3,150000.0
3,150000.0
3,150000.0
4,150000.0
3,149900.0
3,149900.0
3,149900.0
3,149900.0
2,149700.0
3,149500.0
2,149500.0
3,149350.0
1,149300.0
2,149000.0
1,149000.0
3,149000.0
3,149000.0
2,148800.0
3,148500.0
3,148500.0
3,148500.0
3,148000.0
3,148000.0
2,148000.0
2,148000.0
3,148000.0
3,148000.0
3,148000.0
3,147500.0
2,147400.0
3,147000.0
3,147000.0
3,147000.0
3,147000.0
3,147000.0
2,147000.0
2,147000.0
2,147000.0
2,147000.0
3,146800.0
3,146500.0
2,146000.0
1,146000.0
3,146000.0
4,145900.0
3,145500.0
3,145250.0
3,145000.0
3,145000.0
3,145000.0
3,145000.0
3,145000.0
3,145000.0
4,145000.0
4,145000.0
4,145000.0
3,145000.0
3,145000.0
0,145000.0
3,145000.0
2,145000.0
3,144900.0
1,144500.0
4,144500.0
2,144152.0
2,144000.0
2,144000.0
0,144000.0
4,144000.0
3,144000.0
3,144000.0
3,144000.0
3,144000.0
1,144000.0
2,144000.0
3,143900.0
2,143750.0
3,143500.0
3,143500.0
3,143250.0
1,143000.0
3,143000.0
1,143000.0
2,143000.0
1,143000.0
4,143000.0
3,143000.0
3,143000.0
3,143000.0
3,143000.0
6,142953.0
6,142600.0
3,142500.0
3,142500.0
3,142500.0
2,142125.0
3,142000.0
3,142000.0
3,142000.0
3,142000.0
3,141500.0
3,141000.0
3,141000.0
3,141000.0
2,141000.0
2,141000.0
3,141000.0
1,141000.0
6,141000.0
3,140200.0
3,140000.0
3,140000.0
2,140000.0
2,140000.0
2,140000.0
2,140000.0
2,140000.0
1,140000.0
3,140000.0
3,140000.0
4,140000.0
4,140000.0
4,140000.0
2,140000.0
3,140000.0
2,140000.0
3,140000.0
2,140000.0
3,140000.0
3,140000.0
3,139950.0
3,139900.0
4,139600.0
3,139500.0
3,139400.0
3,139400.0
3,139000.0
3,139000.0
3,139000.0
3,139000.0
2,139000.0
3,139000.0
4,139000.0
3,139000.0
2,139000.0
3,139000.0
4,139000.0
4,138887.0
3,138800.0
3,138500.0
3,138500.0
2,138000.0
3,138000.0
3,138000.0
4,137900.0
3,137500.0
3,137500.0
2,137500.0
3,137500.0
3,137500.0
4,137500.0
3,137450.0
4,137000.0
2,137000.0
2,137000.0
3,137000.0
4,137000.0
4,136905.0
4,136900.0
4,136500.0
3,136500.0
3,136500.0
4,136500.0
1,136500.0
3,136000.0
5,136000.0
4,136000.0
2,135960.0
6,135900.0
2,135750.0
3,135500.0
3,135500.0
3,135000.0
3,135000.0
3,135000.0
5,135000.0
3,135000.0
4,135000.0
2,135000.0
3,135000.0
3,135000.0
3,135000.0
4,135000.0
4,135000.0
2,135000.0
3,135000.0
2,135000.0
4,135000.0
4,135000.0
2,134900.0
2,134900.0
3,134800.0
2,134500.0
3,134500.0
2,134450.0
4,134432.0
3,134000.0
3,134000.0
3,134000.0
4,133900.0
2,133900.0
3,133700.0
3,133500.0
3,133000.0
1,133000.0
3,133000.0
3,133000.0
3,133000.0
2,133000.0
2,132500.0
3,132500.0
3,132500.0
3,132500.0
4,132500.0
3,132500.0
3,132250.0
2,132000.0
2,132000.0
2,132000.0
2,132000.0
2,132000.0
3,132000.0
4,131500.0
1,131500.0
3,131500.0
3,131400.0
3,131000.0
2,131000.0
3,131000.0
3,130500.0
3,130500.0
3,130500.0
3,130250.0
3,130000.0
3,130000.0
3,130000.0
3,130000.0
3,130000.0
3,130000.0
2,130000.0
3,130000.0
4,130000.0
3,130000.0
3,130000.0
2,129900.0
3,129900.0
3,129900.0
2,129900.0
3,129500.0
2,129500.0
2,129500.0
3,129500.0
3,129000.0
3,129000.0
3,129000.0
3,129000.0
3,129000.0
2,129000.0
3,129000.0
3,129000.0
3,128950.0
2,128900.0
2,128500.0
3,128500.0
3,128500.0
3,128500.0
3,128200.0
2,128000.0
3,128000.0
4,128000.0
3,128000.0
2,128000.0
3,128000.0
3,128000.0
4,127500.0
3,127500.0
2,127500.0
4,127500.0
3,127500.0
2,127500.0
3,127000.0
2,127000.0
3,127000.0
3,127000.0
3,127000.0
3,127000.0
3,127000.0
4,127000.0
4,127000.0
3,126500.0
3,126175.0
3,126000.0
4,126000.0
3,126000.0
3,125500.0
2,125500.0
3,125500.0
3,125500.0
6,125000.0
4,125000.0
3,125000.0
2,125000.0
3,125000.0
2,125000.0
3,125000.0
3,125000.0
3,125000.0
3,125000.0
2,124900.0
2,124900.0
2,124500.0
4,124500.0
3,124500.0
3,124500.0
3,124000.0
3,124000.0
2,124000.0
2,124000.0
4,124000.0
3,124000.0
3,123600.0
2,123500.0
3,123000.0
2,123000.0
3,123000.0
3,123000.0
3,122900.0
2,122500.0
4,122500.0
3,122000.0
3,122000.0
4,122000.0
4,122000.0
3,121600.0
3,121500.0
2,121000.0
2,120500.0
3,120500.0
2,120500.0
3,120500.0
3,120000.0
3,120000.0
2,120000.0
2,120000.0
2,120000.0
2,120000.0
3,120000.0
3,119900.0
3,119900.0
2,119750.0
3,119500.0
3,119500.0
3,119500.0
3,119500.0
2,119200.0
6,119000.0
4,119000.0
2,119000.0
3,119000.0
3,119000.0
3,119000.0
2,119000.0
4,118964.0
4,118858.0
2,118500.0
3,118500.0
3,118500.0
5,118500.0
2,118400.0
2,118000.0
2,118000.0
4,118000.0
2,118000.0
3,118000.0
2,118000.0
2,117500.0
5,117500.0
2,117000.0
2,117000.0
3,117000.0
3,117000.0
2,116900.0
2,116500.0
3,116050.0
2,116000.0
3,116000.0
3,116000.0
2,115000.0
3,115000.0
3,115000.0
3,115000.0
3,115000.0
2,115000.0
3,115000.0
3,115000.0
2,115000.0
3,115000.0
2,115000.0
2,115000.0
3,114504.0
3,114500.0
2,114500.0
2,113000.0
3,113000.0
2,113000.0
3,113000.0
2,113000.0
2,113000.0
3,112500.0
3,112500.0
2,112000.0
3,112000.0
3,112000.0
4,112000.0
3,112000.0
3,112000.0
2,112000.0
3,111250.0
3,111000.0
2,110500.0
2,110500.0
2,110000.0
2,110000.0
2,110000.0
3,110000.0
2,110000.0
3,110000.0
3,110000.0
2,110000.0
4,110000.0
2,110000.0
2,110000.0
3,110000.0
3,110000.0
2,109900.0
3,109900.0
2,109900.0
2,109500.0
2,109500.0
2,109500.0
2,109500.0
3,109008.0
3,109000.0
2,109000.0
0,108959.0
2,108500.0
2,108480.0
2,108000.0
2,108000.0
3,108000.0
3,108000.0
4,108000.0
3,108000.0
2,107900.0
2,107500.0
3,107500.0
4,107500.0
3,107400.0
3,107000.0
3,107000.0
2,107000.0
3,106500.0
2,106500.0
3,106250.0
2,106000.0
2,106000.0
3,106000.0
2,105900.0
2,105500.0
2,105000.0
3,105000.0
2,105000.0
2,105000.0
3,105000.0
4,104900.0
4,104900.0
5,104000.0
3,103600.0
1,103200.0
2,103000.0
2,102776.0
2,102000.0
4,102000.0
2,102000.0
2,101800.0
3,101000.0
2,100000.0
3,100000.0
2,100000.0
2,100000.0
2,100000.0
2,100000.0
3,100000.0
4,100000.0
2,100000.0
2,99900.0
2,99500.0
2,98600.0
3,98300.0
2,98000.0
4,98000.0
4,98000.0
3,97500.0
2,97000.0
2,97000.0
3,97000.0
2,96500.0
3,96500.0
3,95000.0
3,95000.0
3,94750.0
2,94500.0
2,94000.0
2,93500.0
3,93500.0
3,93000.0
2,93000.0
3,93000.0
2,92900.0
1,92000.0
4,91500.0
3,91500.0
2,91300.0
2,91000.0
3,91000.0
2,91000.0
2,90350.0
2,90000.0
5,90000.0
2,90000.0
2,89500.0
3,89500.0
2,89471.0
2,89000.0
3,88000.0
3,88000.0
3,88000.0
3,88000.0
2,87500.0
3,87000.0
2,87000.0
4,87000.0
2,87000.0
1,86000.0
2,86000.0
2,86000.0
2,85500.0
2,85400.0
2,85000.0
3,85000.0
2,85000.0
2,85000.0
2,84900.0
2,84500.0
1,84500.0
3,84500.0
3,84000.0
3,83500.0
2,83000.0
2,83000.0
1,82500.0
3,82500.0
2,82500.0
2,82000.0
2,82000.0
2,82000.0
5,81000.0
1,81000.0
2,81000.0
2,80500.0
2,80000.0
1,80000.0
3,80000.0
2,80000.0
4,79900.0
1,79900.0
2,79500.0
2,79000.0
3,79000.0
3,79000.0
3,78000.0
3,76500.0
2,76000.0
1,75500.0
3,75000.0
2,73000.0
2,72500.0
1,68500.0
2,68400.0
2,67000.0
2,67000.0
3,66500.0
4,64500.0
3,62383.0
1,61000.0
3,60000.0
1,60000.0
1,60000.0
2,58500.0
2,55993.0
3,55000.0
2,55000.0
2,52500.0
2,52000.0
3,40000.0
1,39300.0
2,37900.0
1,35311.0
2,34900.0
