Functional,SalePrice
Typ,202665.0
Typ,202500.0
Typ,202500.0
Typ,202500.0
Typ,201800.0
Typ,201000.0
Typ,201000.0
Typ,201000.0
Maj1,200624.0
Typ,200500.0
Maj1,200500.0
Typ,200141.0
Typ,200100.0
Typ,200000.0
Mod,200000.0
Typ,200000.0
Typ,200000.0
Typ,200000.0
Typ,200000.0
Typ,200000.0
Typ,200000.0
Typ,199900.0
Typ,199900.0
Typ,198900.0
Typ,198500.0
Typ,197900.0
Typ,197900.0
Typ,197900.0
Typ,197500.0
Typ,197500.0
Typ,197000.0
Typ,197000.0
Typ,197000.0
Typ,197000.0
Typ,196500.0
Typ,196500.0
Typ,196000.0
Typ,196000.0
Typ,196000.0
Typ,195400.0
Typ,195000.0
Typ,195000.0
Typ,195000.0
Typ,194700.0
Typ,194500.0
Typ,194500.0
Typ,194500.0
Typ,194201.0
Typ,194000.0
Typ,194000.0
Typ,194000.0
Typ,193879.0
Typ,193500.0
Typ,193500.0
Typ,193000.0
Typ,193000.0
Typ,193000.0
Typ,192500.0
Typ,192500.0
Typ,192140.0
Typ,192000.0
Typ,192000.0
Typ,192000.0
Typ,192000.0
Typ,192000.0
Typ,191000.0
Typ,191000.0
Typ,191000.0
Min1,191000.0
Typ,190000.0
Typ,190000.0
Typ,190000.0
Typ,190000.0
Typ,190000.0
Mod,190000.0
Typ,190000.0
Typ,190000.0
Typ,190000.0
Typ,190000.0
Typ,190000.0
Typ,190000.0
Typ,190000.0
Typ,189950.0
Typ,189000.0
Typ,189000.0
Typ,189000.0
Typ,189000.0
Typ,189000.0
Typ,189000.0
Typ,188700.0
Typ,188500.0
Typ,188000.0
Typ,188000.0
Typ,188000.0
Typ,187750.0
Typ,187500.0
Typ,187500.0
Typ,187500.0
Typ,187500.0
Typ,187500.0
Typ,187500.0
Typ,187100.0
Typ,187000.0
Typ,187000.0
Typ,187000.0
Typ,186700.0
Typ,186500.0
Typ,186500.0
Typ,186000.0
Typ,185900.0
Typ,185850.0
Typ,185750.0
Typ,185500.0
Typ,185000.0
Typ,185000.0
Typ,185000.0
Typ,185000.0
Typ,185000.0
Min2,185000.0
Typ,185000.0
Typ,185000.0
Typ,185000.0
Typ,185000.0
Typ,184900.0
Typ,184750.0
Typ,184100.0
Min2,184000.0
Typ,184000.0
Typ,184000.0
Typ,184000.0
Typ,183900.0
Typ,183500.0
Typ,183200.0
Typ,183000.0
Typ,182900.0
Typ,182000.0
Typ,181900.0
Typ,181500.0
Typ,181134.0
Typ,181000.0
Typ,181000.0
Typ,181000.0
Typ,181000.0
Typ,181000.0
Typ,181000.0
Typ,181000.0
Typ,180500.0
Typ,180500.0
Typ,180500.0
Typ,180500.0
Min1,180000.0
Typ,180000.0
Typ,180000.0
Min1,180000.0
Typ,180000.0
Typ,180000.0
Typ,180000.0
Typ,180000.0
Typ,180000.0
Typ,180000.0
Typ,179900.0
Typ,179900.0
Typ,179900.0
Typ,179900.0
Typ,179900.0
Typ,179665.0
Typ,179600.0
Typ,179540.0
Typ,179500.0
Typ,179400.0
Typ,179200.0
Typ,179200.0
Typ,179000.0
Typ,179000.0
Typ,179000.0
Typ,178900.0
Typ,178740.0
Typ,178400.0
Typ,178000.0
Typ,178000.0
Typ,178000.0
Typ,178000.0
Typ,178000.0
Typ,178000.0
Typ,178000.0
Typ,177500.0
Typ,177500.0
Typ,177500.0
Typ,177000.0
Typ,177000.0
Typ,177000.0
Typ,177000.0
Typ,177000.0
Min1,176500.0
Typ,176500.0
Typ,176485.0
Typ,176432.0
Typ,176000.0
Typ,176000.0
Typ,176000.0
Typ,176000.0
Typ,176000.0
Typ,176000.0
Typ,176000.0
Typ,176000.0
Typ,175900.0
Typ,175900.0
Typ,175500.0
Typ,175500.0
Typ,175500.0
Typ,175000.0
Typ,175000.0
Typ,175000.0
Typ,175000.0
Typ,175000.0
Min2,175000.0
Typ,175000.0
Typ,175000.0
Typ,175000.0
Typ,174900.0
Typ,174500.0
Typ,174000.0
Typ,174000.0
Typ,174000.0
Typ,174000.0
Typ,174000.0
Typ,174000.0
Typ,174000.0
Typ,173900.0
Typ,173733.0
Typ,173500.0
Typ,173000.0
Typ,173000.0
Typ,173000.0
Typ,173000.0
Typ,173000.0
Typ,173000.0
Typ,173000.0
Typ,172785.0
Typ,172500.0
Typ,172500.0
Typ,172500.0
Typ,172500.0
Typ,172500.0
Typ,172400.0
Min2,172000.0
Typ,171900.0
Typ,171750.0
Typ,171500.0
Typ,171000.0
Typ,171000.0
Min2,171000.0
Typ,171000.0
Typ,171000.0
Typ,170000.0
Typ,170000.0
Typ,170000.0
Typ,170000.0
Min1,170000.0
Typ,170000.0
Typ,170000.0
Typ,170000.0
Typ,169990.0
Typ,169900.0
Typ,169500.0
Typ,169500.0
Typ,169000.0
Typ,169000.0
Min2,169000.0
Typ,168500.0
Typ,168500.0
Typ,168500.0
Typ,168000.0
Min2,168000.0
Typ,168000.0
Typ,168000.0
Typ,167900.0
Typ,167900.0
Typ,167500.0
Typ,167500.0
Typ,167500.0
Typ,167240.0
Typ,167000.0
Typ,167000.0
Typ,167000.0
Typ,167000.0
Typ,166000.0
Typ,166000.0
Typ,165600.0
Typ,165500.0
Typ,165500.0
Typ,165500.0
Typ,165400.0
Min2,165150.0
Typ,165000.0
Typ,165000.0
Typ,165000.0
Typ,165000.0
Typ,165000.0
Typ,165000.0
Typ,165000.0
Typ,165000.0
Typ,164990.0
Min1,164900.0
Typ,164700.0
Typ,164500.0
Typ,164500.0
Typ,164000.0
Typ,164000.0
Typ,164000.0
Typ,163990.0
Typ,163900.0
Typ,163500.0
Typ,163500.0
Typ,163000.0
Typ,163000.0
Typ,163000.0
Typ,163000.0
Typ,162900.0
Typ,162900.0
Typ,162500.0
Typ,162000.0
Typ,162000.0
Typ,162000.0
Typ,162000.0
Typ,161750.0
Typ,161500.0
Min2,161500.0
Typ,161000.0
Typ,161000.0
Typ,160200.0
Typ,160000.0
Mod,160000.0
Typ,160000.0
Mod,160000.0
Min2,160000.0
Typ,160000.0
Typ,160000.0
Typ,160000.0
Typ,160000.0
Typ,160000.0
Min1,160000.0
Typ,160000.0
Typ,159950.0
Typ,159895.0
Typ,159500.0
Typ,159500.0
Typ,159500.0
Typ,159434.0
Typ,159000.0
Typ,159000.0
Typ,159000.0
Typ,159000.0
Typ,158900.0
Typ,158500.0
Typ,158000.0
Min1,158000.0
Typ,158000.0
Typ,158000.0
Typ,158000.0
Typ,158000.0
Typ,157900.0
Typ,157900.0
Typ,157500.0
Typ,157500.0
Typ,157000.0
Typ,157000.0
Typ,157000.0
Typ,157000.0
Typ,157000.0
Typ,157000.0
Typ,156932.0
Typ,156500.0
Typ,156000.0
Typ,156000.0
Typ,156000.0
Typ,156000.0
Typ,155900.0
Typ,155835.0
Typ,155000.0
Typ,155000.0
Typ,155000.0
Typ,155000.0
Min2,155000.0
Typ,155000.0
Typ,155000.0
Typ,155000.0
Typ,155000.0
Typ,155000.0
Typ,155000.0
Maj1,155000.0
Typ,155000.0
Typ,155000.0
Typ,154900.0
Typ,154500.0
Typ,154300.0
Typ,154000.0
Typ,154000.0
Typ,154000.0
Typ,154000.0
Typ,154000.0
Typ,153900.0
Typ,153900.0
Typ,153575.0
Typ,153500.0
Min2,153500.0
Typ,153500.0
Typ,153337.0
Typ,153000.0
Typ,153000.0
Typ,153000.0
Typ,152000.0
Typ,152000.0
Typ,152000.0
Min1,152000.0
Typ,152000.0
Typ,152000.0
Typ,151500.0
Maj1,151400.0
Typ,151000.0
Typ,151000.0
Typ,151000.0
Typ,151000.0
Typ,151000.0
Typ,150900.0
Typ,150750.0
Typ,150500.0
Typ,150000.0
Min1,150000.0
Typ,150000.0
Typ,150000.0
Typ,149900.0
Typ,149900.0
Typ,149900.0
Typ,149900.0
Typ,149700.0
Typ,149500.0
Typ,149500.0
Typ,149350.0
Typ,149300.0
Typ,149000.0
Typ,149000.0
Typ,149000.0
Typ,149000.0
Typ,148800.0
Typ,148500.0
Typ,148500.0
Typ,148500.0
Typ,148000.0
Typ,148000.0
Typ,148000.0
Typ,148000.0
Typ,148000.0
Min2,148000.0
Typ,148000.0
Typ,147500.0
Typ,147400.0
Typ,147000.0
Typ,147000.0
Typ,147000.0
Typ,147000.0
Typ,147000.0
Typ,147000.0
Typ,147000.0
Typ,147000.0
Typ,147000.0
Typ,146800.0
Typ,146500.0
Typ,146000.0
Typ,146000.0
Typ,146000.0
Typ,145900.0
Typ,145500.0
Typ,145250.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,145000.0
Typ,144900.0
Typ,144500.0
Min2,144500.0
Typ,144152.0
Typ,144000.0
Typ,144000.0
Typ,144000.0
Typ,144000.0
Typ,144000.0
Maj1,144000.0
Typ,144000.0
Typ,144000.0
Typ,144000.0
Min1,144000.0
Min2,143900.0
Typ,143750.0
Typ,143500.0
Typ,143500.0
Typ,143250.0
Typ,143000.0
Typ,143000.0
Typ,143000.0
Typ,143000.0
Typ,143000.0
Typ,143000.0
Typ,143000.0
Typ,143000.0
Typ,143000.0
Typ,143000.0
Typ,142953.0
Typ,142600.0
Typ,142500.0
Typ,142500.0
Typ,142500.0
Typ,142125.0
Typ,142000.0
Typ,142000.0
Typ,142000.0
Typ,142000.0
Typ,141500.0
Typ,141000.0
Typ,141000.0
Typ,141000.0
Typ,141000.0
Typ,141000.0
Typ,141000.0
Typ,141000.0
Typ,141000.0
Typ,140200.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Min2,140000.0
Typ,140000.0
Typ,140000.0
Typ,140000.0
Min2,140000.0
Typ,140000.0
Typ,139950.0
Min1,139900.0
Min2,139600.0
Typ,139500.0
Typ,139400.0
Typ,139400.0
Min1,139000.0
Typ,139000.0
Min1,139000.0
Typ,139000.0
Typ,139000.0
Typ,139000.0
Typ,139000.0
Typ,139000.0
Typ,139000.0
Typ,139000.0
Typ,139000.0
Typ,138887.0
Typ,138800.0
Typ,138500.0
Typ,138500.0
Typ,138000.0
Typ,138000.0
Min1,138000.0
Mod,137900.0
Typ,137500.0
Typ,137500.0
Typ,137500.0
Typ,137500.0
Maj1,137500.0
Typ,137500.0
Typ,137450.0
Typ,137000.0
Typ,137000.0
Typ,137000.0
Typ,137000.0
Typ,137000.0
Typ,136905.0
Typ,136900.0
Typ,136500.0
Typ,136500.0
Typ,136500.0
Typ,136500.0
Typ,136500.0
Typ,136000.0
Typ,136000.0
Typ,136000.0
Typ,135960.0
Typ,135900.0
Typ,135750.0
Typ,135500.0
Typ,135500.0
Min2,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Typ,135000.0
Min2,135000.0
Typ,135000.0
Typ,134900.0
Typ,134900.0
Typ,134800.0
Typ,134500.0
Typ,134500.0
Min1,134450.0
Min2,134432.0
Typ,134000.0
Typ,134000.0
Typ,134000.0
Typ,133900.0
Typ,133900.0
Typ,133700.0
Typ,133500.0
Typ,133000.0
Typ,133000.0
Typ,133000.0
Typ,133000.0
Typ,133000.0
Typ,133000.0
Typ,132500.0
Typ,132500.0
Typ,132500.0
Typ,132500.0
Typ,132500.0
Typ,132500.0
Typ,132250.0
Typ,132000.0
Typ,132000.0
Typ,132000.0
Typ,132000.0
Typ,132000.0
Typ,132000.0
Typ,131500.0
Typ,131500.0
Typ,131500.0
Typ,131400.0
Min2,131000.0
Typ,131000.0
Typ,131000.0
Typ,130500.0
Typ,130500.0
Typ,130500.0
Typ,130250.0
Min1,130000.0
Maj1,130000.0
Maj1,130000.0
Typ,130000.0
Min2,130000.0
Typ,130000.0
Typ,130000.0
Typ,130000.0
Typ,130000.0
Typ,130000.0
Maj1,130000.0
Min1,129900.0
Typ,129900.0
Typ,129900.0
Typ,129900.0
Typ,129500.0
Typ,129500.0
Typ,129500.0
Typ,129500.0
Typ,129000.0
Sev,129000.0
Typ,129000.0
Typ,129000.0
Typ,129000.0
Typ,129000.0
Typ,129000.0
Typ,129000.0
Typ,128950.0
Typ,128900.0
Typ,128500.0
Typ,128500.0
Typ,128500.0
Typ,128500.0
Typ,128200.0
Typ,128000.0
Typ,128000.0
Typ,128000.0
Typ,128000.0
Min2,128000.0
Typ,128000.0
Typ,128000.0
Typ,127500.0
Typ,127500.0
Typ,127500.0
Typ,127500.0
Typ,127500.0
Typ,127500.0
Typ,127000.0
Min1,127000.0
Typ,127000.0
Typ,127000.0
Typ,127000.0
Typ,127000.0
Typ,127000.0
Maj1,127000.0
Typ,127000.0
Typ,126500.0
Typ,126175.0
Typ,126000.0
Typ,126000.0
Typ,126000.0
Typ,125500.0
Typ,125500.0
Typ,125500.0
Typ,125500.0
Typ,125000.0
Typ,125000.0
Typ,125000.0
Typ,125000.0
Typ,125000.0
Typ,125000.0
Typ,125000.0
Typ,125000.0
Typ,125000.0
Min1,125000.0
Typ,124900.0
Typ,124900.0
Typ,124500.0
Typ,124500.0
Typ,124500.0
Typ,124500.0
Typ,124000.0
Typ,124000.0
Typ,124000.0
Typ,124000.0
Mod,124000.0
Typ,124000.0
Typ,123600.0
Typ,123500.0
Min2,123000.0
Typ,123000.0
Typ,123000.0
Typ,123000.0
Typ,122900.0
Min1,122500.0
Typ,122500.0
Typ,122000.0
Typ,122000.0
Typ,122000.0
Typ,122000.0
Typ,121600.0
Mod,121500.0
Typ,121000.0
Typ,120500.0
Typ,120500.0
Typ,120500.0
Typ,120500.0
Typ,120000.0
Typ,120000.0
Typ,120000.0
Typ,120000.0
Typ,120000.0
Typ,120000.0
Typ,120000.0
Typ,119900.0
Typ,119900.0
Typ,119750.0
Typ,119500.0
Typ,119500.0
Typ,119500.0
Typ,119500.0
Typ,119200.0
Typ,119000.0
Typ,119000.0
Typ,119000.0
Typ,119000.0
Typ,119000.0
Typ,119000.0
Typ,119000.0
Typ,118964.0
Typ,118858.0
Typ,118500.0
Typ,118500.0
Typ,118500.0
Typ,118500.0
Typ,118400.0
Typ,118000.0
Typ,118000.0
Typ,118000.0
Min1,118000.0
Typ,118000.0
Typ,118000.0
Typ,117500.0
Typ,117500.0
Typ,117000.0
Typ,117000.0
Typ,117000.0
Min2,117000.0
Typ,116900.0
Typ,116500.0
Typ,116050.0
Typ,116000.0
Typ,116000.0
Typ,116000.0
Typ,115000.0
Typ,115000.0
Typ,115000.0
Typ,115000.0
Maj2,115000.0
Typ,115000.0
Typ,115000.0
Min1,115000.0
Typ,115000.0
Typ,115000.0
Typ,115000.0
Typ,115000.0
Typ,114504.0
Typ,114500.0
Typ,114500.0
Typ,113000.0
Typ,113000.0
Typ,113000.0
Typ,113000.0
Typ,113000.0
Typ,113000.0
Typ,112500.0
Typ,112500.0
Min1,112000.0
Typ,112000.0
Typ,112000.0
Typ,112000.0
Typ,112000.0
Typ,112000.0
Min2,112000.0
Typ,111250.0
Typ,111000.0
Typ,110500.0
Typ,110500.0
Typ,110000.0
Typ,110000.0
Typ,110000.0
Typ,110000.0
Typ,110000.0
Typ,110000.0
Typ,110000.0
Maj2,110000.0
Typ,110000.0
Typ,110000.0
Typ,110000.0
Typ,110000.0
Typ,110000.0
Typ,109900.0
Typ,109900.0
Typ,109900.0
Typ,109500.0
Typ,109500.0
Typ,109500.0
Typ,109500.0
Typ,109008.0
Typ,109000.0
Typ,109000.0
Typ,108959.0
Typ,108500.0
Typ,108480.0
Typ,108000.0
Typ,108000.0
Typ,108000.0
Typ,108000.0
Typ,108000.0
Typ,108000.0
Typ,107900.0
Mod,107500.0
Typ,107500.0
Min2,107500.0
Typ,107400.0
Typ,107000.0
Typ,107000.0
Typ,107000.0
Typ,106500.0
Typ,106500.0
Typ,106250.0
Typ,106000.0
Typ,106000.0
Typ,106000.0
Typ,105900.0
Typ,105500.0
Typ,105000.0
Typ,105000.0
Typ,105000.0
Typ,105000.0
Typ,105000.0
Typ,104900.0
Typ,104900.0
Typ,104000.0
Typ,103600.0
Typ,103200.0
Typ,103000.0
Typ,102776.0
Typ,102000.0
Typ,102000.0
Typ,102000.0
Typ,101800.0
Typ,101000.0
Typ,100000.0
Typ,100000.0
Typ,100000.0
Typ,100000.0
Min1,100000.0
Typ,100000.0
Typ,100000.0
Typ,100000.0
Typ,100000.0
Typ,99900.0
Typ,99500.0
Typ,98600.0
Min1,98300.0
Typ,98000.0
Typ,98000.0
Mod,98000.0
Typ,97500.0
Typ,97000.0
Typ,97000.0
Typ,97000.0
Typ,96500.0
Min2,96500.0
Typ,95000.0
Typ,95000.0
Typ,94750.0
Typ,94500.0
Typ,94000.0
Typ,93500.0
Typ,93500.0
Typ,93000.0
Min2,93000.0
Min2,93000.0
Typ,92900.0
Typ,92000.0
Typ,91500.0
Typ,91500.0
Typ,91300.0
Typ,91000.0
Typ,91000.0
Typ,91000.0
Typ,90350.0
Typ,90000.0
Min2,90000.0
Typ,90000.0
Typ,89500.0
Typ,89500.0
Typ,89471.0
Typ,89000.0
Typ,88000.0
Typ,88000.0
Min1,88000.0
Typ,88000.0
Typ,87500.0
Typ,87000.0
Typ,87000.0
Min2,87000.0
Typ,87000.0
Typ,86000.0
Typ,86000.0
Typ,86000.0
Typ,85500.0
Typ,85400.0
Typ,85000.0
Typ,85000.0
Typ,85000.0
Maj2,85000.0
Typ,84900.0
Typ,84500.0
Typ,84500.0
Typ,84500.0
Typ,84000.0
Typ,83500.0
Typ,83000.0
Typ,83000.0
Typ,82500.0
Typ,82500.0
Typ,82500.0
Typ,82000.0
Typ,82000.0
Min1,82000.0
Typ,81000.0
Typ,81000.0
Typ,81000.0
Typ,80500.0
Typ,80000.0
Typ,80000.0
Typ,80000.0
Typ,80000.0
Typ,79900.0
Typ,79900.0
Typ,79500.0
Typ,79000.0
Typ,79000.0
Typ,79000.0
Typ,78000.0
Mod,76500.0
Typ,76000.0
Typ,75500.0
Typ,75000.0
Typ,73000.0
Typ,72500.0
Typ,68500.0
Typ,68400.0
Maj2,67000.0
Typ,67000.0
Typ,66500.0
Typ,64500.0
Typ,62383.0
Maj1,61000.0
Mod,60000.0
Maj1,60000.0
Typ,60000.0
Typ,58500.0
Typ,55993.0
Mod,55000.0
Typ,55000.0
Typ,52500.0
Maj2,52000.0
Typ,40000.0
Typ,39300.0
Typ,37900.0
Typ,35311.0
Typ,34900.0
