RoofMatl,SalePrice
CompShg,176000.0
CompShg,176000.0
CompShg,176000.0
CompShg,175900.0
CompShg,175900.0
CompShg,175500.0
CompShg,175500.0
CompShg,175500.0
CompShg,175000.0
CompShg,175000.0
CompShg,175000.0
CompShg,175000.0
CompShg,175000.0
CompShg,175000.0
CompShg,175000.0
CompShg,175000.0
CompShg,175000.0
CompShg,174900.0
CompShg,174500.0
CompShg,174000.0
CompShg,174000.0
CompShg,174000.0
CompShg,174000.0
CompShg,174000.0
CompShg,174000.0
CompShg,174000.0
CompShg,173900.0
CompShg,173733.0
CompShg,173500.0
CompShg,173000.0
CompShg,173000.0
CompShg,173000.0
CompShg,173000.0
CompShg,173000.0
CompShg,173000.0
CompShg,173000.0
CompShg,172785.0
CompShg,172500.0
CompShg,172500.0
CompShg,172500.0
CompShg,172500.0
CompShg,172500.0
CompShg,172400.0
CompShg,172000.0
CompShg,171900.0
CompShg,171750.0
CompShg,171500.0
CompShg,171000.0
CompShg,171000.0
CompShg,171000.0
CompShg,171000.0
CompShg,171000.0
CompShg,170000.0
CompShg,170000.0
CompShg,170000.0
CompShg,170000.0
CompShg,170000.0
CompShg,170000.0
CompShg,170000.0
CompShg,170000.0
CompShg,169990.0
CompShg,169900.0
CompShg,169500.0
CompShg,169500.0
CompShg,169000.0
CompShg,169000.0
CompShg,169000.0
CompShg,168500.0
CompShg,168500.0
WdShngl,168500.0
CompShg,168000.0
CompShg,168000.0
CompShg,168000.0
CompShg,168000.0
CompShg,167900.0
CompShg,167900.0
CompShg,167500.0
CompShg,167500.0
CompShg,167500.0
CompShg,167240.0
CompShg,167000.0
Tar&Grv,167000.0
CompShg,167000.0
CompShg,167000.0
CompShg,166000.0
CompShg,166000.0
CompShg,165600.0
CompShg,165500.0
CompShg,165500.0
CompShg,165500.0
CompShg,165400.0
CompShg,165150.0
Tar&Grv,165000.0
CompShg,165000.0
CompShg,165000.0
CompShg,165000.0
CompShg,165000.0
CompShg,165000.0
CompShg,165000.0
CompShg,165000.0
CompShg,164990.0
CompShg,164900.0
CompShg,164700.0
CompShg,164500.0
CompShg,164500.0
CompShg,164000.0
CompShg,164000.0
CompShg,164000.0
CompShg,163990.0
CompShg,163900.0
CompShg,163500.0
CompShg,163500.0
CompShg,163000.0
CompShg,163000.0
CompShg,163000.0
CompShg,163000.0
CompShg,162900.0
CompShg,162900.0
CompShg,162500.0
CompShg,162000.0
CompShg,162000.0
CompShg,162000.0
CompShg,162000.0
CompShg,161750.0
CompShg,161500.0
CompShg,161500.0
CompShg,161000.0
CompShg,161000.0
CompShg,160200.0
CompShg,160000.0
CompShg,160000.0
CompShg,160000.0
CompShg,160000.0
CompShg,160000.0
CompShg,160000.0
CompShg,160000.0
CompShg,160000.0
CompShg,160000.0
ClyTile,160000.0
CompShg,160000.0
CompShg,160000.0
CompShg,159950.0
CompShg,159895.0
CompShg,159500.0
CompShg,159500.0
CompShg,159500.0
CompShg,159434.0
CompShg,159000.0
CompShg,159000.0
CompShg,159000.0
CompShg,159000.0
CompShg,158900.0
CompShg,158500.0
CompShg,158000.0
CompShg,158000.0
CompShg,158000.0
CompShg,158000.0
CompShg,158000.0
CompShg,158000.0
CompShg,157900.0
CompShg,157900.0
CompShg,157500.0
CompShg,157500.0
CompShg,157000.0
CompShg,157000.0
CompShg,157000.0
CompShg,157000.0
CompShg,157000.0
CompShg,157000.0
CompShg,156932.0
CompShg,156500.0
CompShg,156000.0
CompShg,156000.0
CompShg,156000.0
CompShg,156000.0
CompShg,155900.0
CompShg,155835.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,155000.0
CompShg,154900.0
CompShg,154500.0
CompShg,154300.0
CompShg,154000.0
CompShg,154000.0
CompShg,154000.0
CompShg,154000.0
CompShg,154000.0
CompShg,153900.0
CompShg,153900.0
CompShg,153575.0
CompShg,153500.0
CompShg,153500.0
CompShg,153500.0
CompShg,153337.0
CompShg,153000.0
CompShg,153000.0
CompShg,153000.0
CompShg,152000.0
CompShg,152000.0
CompShg,152000.0
CompShg,152000.0
CompShg,152000.0
CompShg,152000.0
CompShg,151500.0
CompShg,151400.0
CompShg,151000.0
CompShg,151000.0
CompShg,151000.0
CompShg,151000.0
CompShg,151000.0
CompShg,150900.0
CompShg,150750.0
CompShg,150500.0
CompShg,150000.0
CompShg,150000.0
CompShg,150000.0
CompShg,150000.0
CompShg,149900.0
CompShg,149900.0
CompShg,149900.0
CompShg,149900.0
CompShg,149700.0
CompShg,149500.0
CompShg,149500.0
CompShg,149350.0
CompShg,149300.0
CompShg,149000.0
CompShg,149000.0
CompShg,149000.0
CompShg,149000.0
CompShg,148800.0
CompShg,148500.0
CompShg,148500.0
CompShg,148500.0
CompShg,148000.0
CompShg,148000.0
CompShg,148000.0
CompShg,148000.0
CompShg,148000.0
CompShg,148000.0
CompShg,148000.0
CompShg,147500.0
CompShg,147400.0
CompShg,147000.0
CompShg,147000.0
CompShg,147000.0
CompShg,147000.0
CompShg,147000.0
CompShg,147000.0
CompShg,147000.0
CompShg,147000.0
CompShg,147000.0
CompShg,146800.0
CompShg,146500.0
CompShg,146000.0
CompShg,146000.0
CompShg,146000.0
CompShg,145900.0
CompShg,145500.0
CompShg,145250.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,145000.0
CompShg,144900.0
CompShg,144500.0
CompShg,144500.0
CompShg,144152.0
CompShg,144000.0
CompShg,144000.0
CompShg,144000.0
CompShg,144000.0
CompShg,144000.0
CompShg,144000.0
CompShg,144000.0
CompShg,144000.0
CompShg,144000.0
CompShg,144000.0
CompShg,143900.0
CompShg,143750.0
CompShg,143500.0
CompShg,143500.0
CompShg,143250.0
CompShg,143000.0
CompShg,143000.0
Tar&Grv,143000.0
CompShg,143000.0
CompShg,143000.0
CompShg,143000.0
CompShg,143000.0
CompShg,143000.0
CompShg,143000.0
CompShg,143000.0
CompShg,142953.0
CompShg,142600.0
CompShg,142500.0
CompShg,142500.0
CompShg,142500.0
CompShg,142125.0
CompShg,142000.0
CompShg,142000.0
CompShg,142000.0
CompShg,142000.0
CompShg,141500.0
CompShg,141000.0
CompShg,141000.0
CompShg,141000.0
CompShg,141000.0
CompShg,141000.0
CompShg,141000.0
CompShg,141000.0
CompShg,141000.0
CompShg,140200.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,140000.0
CompShg,139950.0
CompShg,139900.0
CompShg,139600.0
CompShg,139500.0
CompShg,139400.0
CompShg,139400.0
CompShg,139000.0
CompShg,139000.0
CompShg,139000.0
CompShg,139000.0
CompShg,139000.0
CompShg,139000.0
CompShg,139000.0
CompShg,139000.0
CompShg,139000.0
CompShg,139000.0
CompShg,139000.0
CompShg,138887.0
CompShg,138800.0
CompShg,138500.0
CompShg,138500.0
CompShg,138000.0
CompShg,138000.0
CompShg,138000.0
CompShg,137900.0
CompShg,137500.0
CompShg,137500.0
CompShg,137500.0
CompShg,137500.0
CompShg,137500.0
CompShg,137500.0
CompShg,137450.0
CompShg,137000.0
CompShg,137000.0
CompShg,137000.0
CompShg,137000.0
Roll,137000.0
CompShg,136905.0
CompShg,136900.0
CompShg,136500.0
CompShg,136500.0
CompShg,136500.0
CompShg,136500.0
CompShg,136500.0
CompShg,136000.0
CompShg,136000.0
CompShg,136000.0
CompShg,135960.0
CompShg,135900.0
CompShg,135750.0
CompShg,135500.0
CompShg,135500.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,135000.0
CompShg,134900.0
CompShg,134900.0
CompShg,134800.0
CompShg,134500.0
CompShg,134500.0
CompShg,134450.0
CompShg,134432.0
CompShg,134000.0
CompShg,134000.0
CompShg,134000.0
CompShg,133900.0
CompShg,133900.0
CompShg,133700.0
CompShg,133500.0
CompShg,133000.0
CompShg,133000.0
CompShg,133000.0
CompShg,133000.0
CompShg,133000.0
CompShg,133000.0
CompShg,132500.0
CompShg,132500.0
CompShg,132500.0
CompShg,132500.0
CompShg,132500.0
CompShg,132500.0
CompShg,132250.0
CompShg,132000.0
CompShg,132000.0
CompShg,132000.0
CompShg,132000.0
CompShg,132000.0
CompShg,132000.0
CompShg,131500.0
CompShg,131500.0
CompShg,131500.0
CompShg,131400.0
CompShg,131000.0
CompShg,131000.0
CompShg,131000.0
CompShg,130500.0
CompShg,130500.0
CompShg,130500.0
CompShg,130250.0
CompShg,130000.0
CompShg,130000.0
CompShg,130000.0
CompShg,130000.0
CompShg,130000.0
CompShg,130000.0
CompShg,130000.0
CompShg,130000.0
CompShg,130000.0
CompShg,130000.0
CompShg,130000.0
CompShg,129900.0
CompShg,129900.0
CompShg,129900.0
CompShg,129900.0
CompShg,129500.0
CompShg,129500.0
CompShg,129500.0
CompShg,129500.0
CompShg,129000.0
Tar&Grv,129000.0
CompShg,129000.0
CompShg,129000.0
CompShg,129000.0
CompShg,129000.0
CompShg,129000.0
CompShg,129000.0
CompShg,128950.0
CompShg,128900.0
CompShg,128500.0
CompShg,128500.0
CompShg,128500.0
CompShg,128500.0
CompShg,128200.0
CompShg,128000.0
CompShg,128000.0
CompShg,128000.0
CompShg,128000.0
CompShg,128000.0
CompShg,128000.0
CompShg,128000.0
CompShg,127500.0
CompShg,127500.0
CompShg,127500.0
Tar&Grv,127500.0
CompShg,127500.0
CompShg,127500.0
CompShg,127000.0
CompShg,127000.0
CompShg,127000.0
CompShg,127000.0
CompShg,127000.0
CompShg,127000.0
CompShg,127000.0
CompShg,127000.0
CompShg,127000.0
CompShg,126500.0
CompShg,126175.0
CompShg,126000.0
CompShg,126000.0
CompShg,126000.0
CompShg,125500.0
CompShg,125500.0
CompShg,125500.0
CompShg,125500.0
CompShg,125000.0
CompShg,125000.0
CompShg,125000.0
CompShg,125000.0
CompShg,125000.0
CompShg,125000.0
CompShg,125000.0
CompShg,125000.0
CompShg,125000.0
CompShg,125000.0
CompShg,124900.0
CompShg,124900.0
CompShg,124500.0
CompShg,124500.0
CompShg,124500.0
CompShg,124500.0
CompShg,124000.0
CompShg,124000.0
CompShg,124000.0
CompShg,124000.0
CompShg,124000.0
CompShg,124000.0
CompShg,123600.0
CompShg,123500.0
CompShg,123000.0
CompShg,123000.0
CompShg,123000.0
CompShg,123000.0
CompShg,122900.0
CompShg,122500.0
CompShg,122500.0
CompShg,122000.0
CompShg,122000.0
CompShg,122000.0
CompShg,122000.0
CompShg,121600.0
CompShg,121500.0
CompShg,121000.0
CompShg,120500.0
CompShg,120500.0
CompShg,120500.0
CompShg,120500.0
CompShg,120000.0
CompShg,120000.0
CompShg,120000.0
CompShg,120000.0
CompShg,120000.0
CompShg,120000.0
CompShg,120000.0
CompShg,119900.0
CompShg,119900.0
CompShg,119750.0
CompShg,119500.0
CompShg,119500.0
CompShg,119500.0
CompShg,119500.0
CompShg,119200.0
CompShg,119000.0
CompShg,119000.0
CompShg,119000.0
CompShg,119000.0
CompShg,119000.0
CompShg,119000.0
CompShg,119000.0
CompShg,118964.0
CompShg,118858.0
CompShg,118500.0
CompShg,118500.0
CompShg,118500.0
CompShg,118500.0
CompShg,118400.0
CompShg,118000.0
CompShg,118000.0
CompShg,118000.0
CompShg,118000.0
CompShg,118000.0
CompShg,118000.0
CompShg,117500.0
CompShg,117500.0
CompShg,117000.0
CompShg,117000.0
CompShg,117000.0
CompShg,117000.0
CompShg,116900.0
CompShg,116500.0
CompShg,116050.0
CompShg,116000.0
CompShg,116000.0
CompShg,116000.0
CompShg,115000.0
CompShg,115000.0
CompShg,115000.0
CompShg,115000.0
CompShg,115000.0
CompShg,115000.0
CompShg,115000.0
CompShg,115000.0
CompShg,115000.0
CompShg,115000.0
CompShg,115000.0
CompShg,115000.0
CompShg,114504.0
CompShg,114500.0
CompShg,114500.0
CompShg,113000.0
CompShg,113000.0
CompShg,113000.0
CompShg,113000.0
CompShg,113000.0
CompShg,113000.0
CompShg,112500.0
CompShg,112500.0
CompShg,112000.0
CompShg,112000.0
CompShg,112000.0
CompShg,112000.0
CompShg,112000.0
CompShg,112000.0
CompShg,112000.0
CompShg,111250.0
CompShg,111000.0
CompShg,110500.0
CompShg,110500.0
CompShg,110000.0
CompShg,110000.0
CompShg,110000.0
CompShg,110000.0
CompShg,110000.0
CompShg,110000.0
CompShg,110000.0
CompShg,110000.0
CompShg,110000.0
CompShg,110000.0
CompShg,110000.0
CompShg,110000.0
CompShg,110000.0
CompShg,109900.0
CompShg,109900.0
CompShg,109900.0
CompShg,109500.0
CompShg,109500.0
CompShg,109500.0
CompShg,109500.0
CompShg,109008.0
CompShg,109000.0
CompShg,109000.0
CompShg,108959.0
CompShg,108500.0
CompShg,108480.0
CompShg,108000.0
CompShg,108000.0
CompShg,108000.0
CompShg,108000.0
CompShg,108000.0
CompShg,108000.0
CompShg,107900.0
CompShg,107500.0
CompShg,107500.0
CompShg,107500.0
CompShg,107400.0
CompShg,107000.0
CompShg,107000.0
CompShg,107000.0
CompShg,106500.0
CompShg,106500.0
CompShg,106250.0
CompShg,106000.0
CompShg,106000.0
CompShg,106000.0
CompShg,105900.0
CompShg,105500.0
CompShg,105000.0
CompShg,105000.0
CompShg,105000.0
CompShg,105000.0
CompShg,105000.0
CompShg,104900.0
CompShg,104900.0
CompShg,104000.0
CompShg,103600.0
CompShg,103200.0
CompShg,103000.0
CompShg,102776.0
CompShg,102000.0
CompShg,102000.0
CompShg,102000.0
CompShg,101800.0
CompShg,101000.0
CompShg,100000.0
CompShg,100000.0
CompShg,100000.0
CompShg,100000.0
CompShg,100000.0
CompShg,100000.0
CompShg,100000.0
CompShg,100000.0
CompShg,100000.0
CompShg,99900.0
CompShg,99500.0
CompShg,98600.0
CompShg,98300.0
CompShg,98000.0
CompShg,98000.0
CompShg,98000.0
CompShg,97500.0
CompShg,97000.0
CompShg,97000.0
CompShg,97000.0
CompShg,96500.0
CompShg,96500.0
CompShg,95000.0
CompShg,95000.0
CompShg,94750.0
CompShg,94500.0
CompShg,94000.0
CompShg,93500.0
CompShg,93500.0
CompShg,93000.0
CompShg,93000.0
CompShg,93000.0
CompShg,92900.0
CompShg,92000.0
CompShg,91500.0
CompShg,91500.0
CompShg,91300.0
CompShg,91000.0
CompShg,91000.0
CompShg,91000.0
CompShg,90350.0
CompShg,90000.0
CompShg,90000.0
CompShg,90000.0
CompShg,89500.0
CompShg,89500.0
CompShg,89471.0
CompShg,89000.0
CompShg,88000.0
CompShg,88000.0
CompShg,88000.0
CompShg,88000.0
CompShg,87500.0
CompShg,87000.0
CompShg,87000.0
CompShg,87000.0
CompShg,87000.0
