MasVnrType,SalePrice
BrkFace,230500.0
BrkFace,230000.0
BrkFace,230000.0
BrkFace,230000.0
Stone,230000.0
None,230000.0
Stone,230000.0
None,230000.0
None,230000.0
Stone,229456.0
BrkFace,229000.0
None,228950.0
BrkFace,228500.0
BrkFace,228500.0
BrkFace,228000.0
None,228000.0
None,227875.0
Stone,227680.0
None,227000.0
BrkFace,227000.0
Stone,227000.0
None,226700.0
BrkFace,226000.0
BrkFace,226000.0
None,226000.0
None,225000.0
BrkFace,225000.0
None,225000.0
Stone,225000.0
None,225000.0
None,225000.0
BrkFace,224900.0
BrkFace,224900.0
None,224500.0
Stone,224000.0
BrkFace,224000.0
BrkFace,223500.0
None,223500.0
BrkFace,223000.0
BrkFace,222500.0
BrkFace,222500.0
Stone,222000.0
BrkFace,222000.0
BrkFace,222000.0
BrkFace,221500.0
BrkFace,221000.0
BrkFace,221000.0
BrkFace,220000.0
BrkFace,220000.0
Stone,220000.0
None,220000.0
BrkFace,220000.0
BrkFace,219500.0
None,219500.0
None,219500.0
None,219210.0
None,218000.0
BrkFace,217500.0
BrkFace,217000.0
None,217000.0
None,216837.0
BrkFace,216500.0
None,216000.0
None,215200.0
Stone,215000.0
None,215000.0
Stone,215000.0
BrkFace,215000.0
BrkFace,215000.0
None,215000.0
None,215000.0
BrkFace,215000.0
BrkFace,214900.0
None,214500.0
BrkFace,214000.0
BrkFace,214000.0
BrkFace,214000.0
BrkFace,214000.0
Stone,214000.0
None,213500.0
None,213500.0
BrkFace,213490.0
None,213250.0
BrkFace,213000.0
BrkFace,213000.0
BrkFace,213000.0
BrkFace,212900.0
None,212000.0
None,212000.0
None,212000.0
BrkFace,211000.0
None,211000.0
BrkFace,210000.0
None,210000.0
None,210000.0
None,210000.0
Stone,210000.0
Stone,209500.0
BrkFace,208900.0
None,208900.0
BrkFace,208500.0
None,208300.0
None,207500.0
None,207500.0
Stone,207500.0
None,207500.0
BrkFace,207500.0
Stone,207000.0
None,207000.0
None,206900.0
BrkFace,206300.0
Stone,206000.0
Stone,205950.0
BrkFace,205000.0
None,205000.0
None,205000.0
BrkFace,205000.0
BrkFace,205000.0
BrkFace,205000.0
None,204900.0
None,204750.0
BrkFace,204000.0
BrkFace,204000.0
BrkFace,203000.0
BrkFace,203000.0
None,202900.0
Stone,202665.0
Stone,202500.0
None,202500.0
Stone,202500.0
Stone,201800.0
None,201000.0
BrkFace,201000.0
None,201000.0
BrkFace,200624.0
BrkFace,200500.0
None,200500.0
None,200141.0
None,200100.0
Stone,200000.0
None,200000.0
None,200000.0
None,200000.0
None,200000.0
BrkFace,200000.0
None,200000.0
BrkFace,200000.0
None,199900.0
Stone,199900.0
None,198900.0
BrkFace,198500.0
BrkFace,197900.0
None,197900.0
BrkFace,197900.0
None,197500.0
BrkFace,197500.0
None,197000.0
None,197000.0
None,197000.0
BrkFace,197000.0
None,196500.0
BrkFace,196500.0
None,196000.0
Stone,196000.0
None,196000.0
BrkFace,195400.0
BrkFace,195000.0
BrkFace,195000.0
None,195000.0
Stone,194700.0
None,194500.0
Stone,194500.0
None,194500.0
BrkFace,194201.0
Stone,194000.0
None,194000.0
None,194000.0
None,193879.0
BrkFace,193500.0
BrkFace,193500.0
None,193000.0
BrkFace,193000.0
None,193000.0
BrkFace,192500.0
BrkFace,192500.0
None,192140.0
None,192000.0
BrkFace,192000.0
None,192000.0
BrkFace,192000.0
BrkFace,192000.0
BrkFace,191000.0
None,191000.0
BrkFace,191000.0
None,191000.0
BrkFace,190000.0
BrkFace,190000.0
None,190000.0
None,190000.0
BrkFace,190000.0
None,190000.0
None,190000.0
None,190000.0
BrkFace,190000.0
None,190000.0
Stone,190000.0
BrkCmn,190000.0
None,190000.0
None,189950.0
None,189000.0
None,189000.0
None,189000.0
None,189000.0
None,189000.0
None,189000.0
None,188700.0
None,188500.0
None,188000.0
None,188000.0
None,188000.0
None,187750.0
BrkFace,187500.0
BrkFace,187500.0
BrkFace,187500.0
BrkFace,187500.0
None,187500.0
None,187500.0
None,187100.0
BrkFace,187000.0
BrkFace,187000.0
BrkFace,187000.0
BrkFace,186700.0
None,186500.0
BrkFace,186500.0
None,186000.0
None,185900.0
Stone,185850.0
None,185750.0
BrkFace,185500.0
BrkFace,185000.0
BrkFace,185000.0
None,185000.0
Stone,185000.0
None,185000.0
None,185000.0
None,185000.0
BrkFace,185000.0
BrkFace,185000.0
None,185000.0
BrkFace,184900.0
Stone,184750.0
None,184100.0
Stone,184000.0
BrkFace,184000.0
None,184000.0
None,184000.0
BrkFace,183900.0
None,183500.0
None,183200.0
None,183000.0
BrkFace,182900.0
Stone,182000.0
BrkFace,181900.0
None,181500.0
None,181134.0
None,181000.0
None,181000.0
BrkFace,181000.0
BrkFace,181000.0
None,181000.0
None,181000.0
None,181000.0
BrkFace,180500.0
None,180500.0
None,180500.0
BrkFace,180500.0
BrkFace,180000.0
None,180000.0
None,180000.0
None,180000.0
BrkFace,180000.0
None,180000.0
None,180000.0
BrkFace,180000.0
BrkFace,180000.0
BrkFace,180000.0
None,179900.0
None,179900.0
None,179900.0
None,179900.0
BrkFace,179900.0
None,179665.0
BrkFace,179600.0
None,179540.0
None,179500.0
BrkFace,179400.0
None,179200.0
BrkFace,179200.0
BrkFace,179000.0
None,179000.0
BrkFace,179000.0
None,178900.0
BrkFace,178740.0
Stone,178400.0
BrkFace,178000.0
None,178000.0
None,178000.0
None,178000.0
None,178000.0
None,178000.0
BrkFace,178000.0
None,177500.0
None,177500.0
BrkFace,177500.0
None,177000.0
BrkFace,177000.0
None,177000.0
BrkFace,177000.0
None,177000.0
None,176500.0
None,176500.0
None,176485.0
None,176432.0
BrkFace,176000.0
BrkFace,176000.0
None,176000.0
BrkFace,176000.0
BrkFace,176000.0
BrkFace,176000.0
None,176000.0
None,176000.0
None,175900.0
BrkFace,175900.0
BrkFace,175500.0
BrkFace,175500.0
Stone,175500.0
BrkFace,175000.0
None,175000.0
None,175000.0
BrkFace,175000.0
None,175000.0
None,175000.0
BrkFace,175000.0
None,175000.0
None,175000.0
BrkFace,174900.0
None,174500.0
None,174000.0
BrkFace,174000.0
None,174000.0
None,174000.0
BrkFace,174000.0
BrkFace,174000.0
BrkFace,174000.0
None,173900.0
Stone,173733.0
None,173500.0
None,173000.0
None,173000.0
BrkFace,173000.0
None,173000.0
Stone,173000.0
BrkFace,173000.0
None,173000.0
None,172785.0
BrkFace,172500.0
None,172500.0
BrkFace,172500.0
BrkFace,172500.0
BrkFace,172500.0
None,172400.0
BrkFace,172000.0
None,171900.0
Stone,171750.0
None,171500.0
BrkFace,171000.0
BrkFace,171000.0
None,171000.0
None,171000.0
BrkFace,171000.0
None,170000.0
None,170000.0
None,170000.0
None,170000.0
None,170000.0
None,170000.0
BrkFace,170000.0
BrkFace,170000.0
None,169990.0
BrkFace,169900.0
BrkFace,169500.0
BrkFace,169500.0
None,169000.0
None,169000.0
None,169000.0
BrkFace,168500.0
BrkFace,168500.0
BrkFace,168500.0
None,168000.0
None,168000.0
None,168000.0
Stone,168000.0
BrkFace,167900.0
BrkFace,167900.0
None,167500.0
BrkFace,167500.0
None,167500.0
BrkFace,167240.0
Stone,167000.0
None,167000.0
None,167000.0
BrkFace,167000.0
None,166000.0
BrkFace,166000.0
BrkFace,165600.0
None,165500.0
BrkFace,165500.0
None,165500.0
Stone,165400.0
None,165150.0
BrkFace,165000.0
None,165000.0
BrkFace,165000.0
None,165000.0
None,165000.0
None,165000.0
BrkCmn,165000.0
BrkFace,165000.0
None,164990.0
BrkCmn,164900.0
None,164700.0
Stone,164500.0
BrkFace,164500.0
BrkFace,164000.0
None,164000.0
None,164000.0
None,163990.0
BrkFace,163900.0
None,163500.0
None,163500.0
BrkCmn,163000.0
None,163000.0
None,163000.0
None,163000.0
None,162900.0
None,162900.0
None,162500.0
None,162000.0
None,162000.0
BrkFace,162000.0
None,162000.0
BrkFace,161750.0
None,161500.0
None,161500.0
None,161000.0
None,161000.0
BrkFace,160200.0
BrkFace,160000.0
None,160000.0
BrkFace,160000.0
None,160000.0
None,160000.0
BrkFace,160000.0
None,160000.0
BrkFace,160000.0
BrkFace,160000.0
Stone,160000.0
None,160000.0
None,160000.0
BrkFace,159950.0
BrkFace,159895.0
None,159500.0
BrkFace,159500.0
None,159500.0
None,159434.0
None,159000.0
None,159000.0
BrkFace,159000.0
None,159000.0
BrkCmn,158900.0
None,158500.0
None,158000.0
BrkFace,158000.0
BrkFace,158000.0
BrkFace,158000.0
BrkFace,158000.0
Stone,158000.0
BrkFace,157900.0
BrkFace,157900.0
BrkFace,157500.0
None,157500.0
BrkFace,157000.0
BrkFace,157000.0
None,157000.0
None,157000.0
BrkFace,157000.0
None,157000.0
None,156932.0
None,156500.0
None,156000.0
None,156000.0
BrkFace,156000.0
None,156000.0
BrkFace,155900.0
None,155835.0
None,155000.0
BrkFace,155000.0
BrkFace,155000.0
None,155000.0
None,155000.0
None,155000.0
Stone,155000.0
BrkFace,155000.0
BrkFace,155000.0
None,155000.0
None,155000.0
BrkCmn,155000.0
BrkFace,155000.0
None,155000.0
None,154900.0
None,154500.0
BrkFace,154300.0
None,154000.0
Stone,154000.0
BrkFace,154000.0
None,154000.0
None,154000.0
None,153900.0
None,153900.0
None,153575.0
BrkFace,153500.0
None,153500.0
None,153500.0
Stone,153337.0
BrkFace,153000.0
BrkFace,153000.0
None,153000.0
None,152000.0
None,152000.0
None,152000.0
BrkFace,152000.0
BrkFace,152000.0
None,152000.0
None,151500.0
None,151400.0
BrkFace,151000.0
None,151000.0
None,151000.0
None,151000.0
None,151000.0
None,150900.0
None,150750.0
None,150500.0
BrkFace,150000.0
None,150000.0
None,150000.0
None,150000.0
None,149900.0
BrkFace,149900.0
BrkFace,149900.0
None,149900.0
None,149700.0
BrkFace,149500.0
BrkFace,149500.0
None,149350.0
BrkFace,149300.0
BrkFace,149000.0
BrkFace,149000.0
None,149000.0
None,149000.0
None,148800.0
None,148500.0
None,148500.0
BrkFace,148500.0
BrkFace,148000.0
BrkFace,148000.0
None,148000.0
BrkFace,148000.0
BrkFace,148000.0
None,148000.0
BrkFace,148000.0
None,147500.0
None,147400.0
None,147000.0
None,147000.0
None,147000.0
None,147000.0
None,147000.0
None,147000.0
BrkFace,147000.0
None,147000.0
BrkFace,147000.0
None,146800.0
Stone,146500.0
None,146000.0
BrkFace,146000.0
None,146000.0
None,145900.0
BrkFace,145500.0
BrkFace,145250.0
None,145000.0
Stone,145000.0
None,145000.0
None,145000.0
None,145000.0
None,145000.0
BrkFace,145000.0
None,145000.0
BrkFace,145000.0
None,145000.0
BrkFace,145000.0
None,145000.0
BrkFace,145000.0
BrkFace,145000.0
BrkFace,144900.0
BrkFace,144500.0
Stone,144500.0
None,144152.0
None,144000.0
None,144000.0
None,144000.0
BrkFace,144000.0
None,144000.0
None,144000.0
None,144000.0
BrkFace,144000.0
BrkFace,144000.0
None,144000.0
None,143900.0
None,143750.0
BrkFace,143500.0
None,143500.0
None,143250.0
None,143000.0
BrkFace,143000.0
None,143000.0
None,143000.0
BrkFace,143000.0
None,143000.0
BrkFace,143000.0
None,143000.0
BrkFace,143000.0
BrkFace,143000.0
None,142953.0
BrkFace,142600.0
None,142500.0
None,142500.0
None,142500.0
None,142125.0
None,142000.0
None,142000.0
BrkFace,142000.0
Stone,142000.0
None,141500.0
None,141000.0
BrkFace,141000.0
None,141000.0
None,141000.0
None,141000.0
None,141000.0
BrkFace,141000.0
None,141000.0
None,140200.0
None,140000.0
None,140000.0
None,140000.0
None,140000.0
None,140000.0
None,140000.0
None,140000.0
BrkFace,140000.0
None,140000.0
BrkFace,140000.0
None,140000.0
None,140000.0
BrkFace,140000.0
BrkFace,140000.0
None,140000.0
BrkFace,140000.0
None,140000.0
BrkFace,140000.0
None,140000.0
None,140000.0
BrkFace,139950.0
None,139900.0
None,139600.0
None,139500.0
None,139400.0
None,139400.0
None,139000.0
BrkFace,139000.0
BrkCmn,139000.0
None,139000.0
BrkFace,139000.0
BrkFace,139000.0
None,139000.0
None,139000.0
None,139000.0
None,139000.0
None,139000.0
None,138887.0
None,138800.0
None,138500.0
BrkFace,138500.0
None,138000.0
None,138000.0
None,138000.0
BrkFace,137900.0
BrkFace,137500.0
None,137500.0
None,137500.0
BrkFace,137500.0
Stone,137500.0
None,137500.0
None,137450.0
None,137000.0
None,137000.0
None,137000.0
BrkFace,137000.0
Stone,137000.0
BrkFace,136905.0
None,136900.0
None,136500.0
BrkFace,136500.0
None,136500.0
None,136500.0
BrkFace,136500.0
BrkFace,136000.0
None,136000.0
None,136000.0
None,135960.0
None,135900.0
None,135750.0
None,135500.0
None,135500.0
None,135000.0
None,135000.0
BrkFace,135000.0
BrkFace,135000.0
None,135000.0
None,135000.0
BrkFace,135000.0
None,135000.0
None,135000.0
BrkFace,135000.0
None,135000.0
None,135000.0
None,135000.0
BrkFace,135000.0
BrkFace,135000.0
None,135000.0
BrkFace,135000.0
None,134900.0
None,134900.0
None,134800.0
None,134500.0
None,134500.0
BrkFace,134450.0
None,134432.0
None,134000.0
None,134000.0
None,134000.0
None,133900.0
None,133900.0
None,133700.0
None,133500.0
None,133000.0
BrkFace,133000.0
None,133000.0
None,133000.0
None,133000.0
None,133000.0
None,132500.0
None,132500.0
None,132500.0
BrkFace,132500.0
None,132500.0
None,132500.0
None,132250.0
None,132000.0
None,132000.0
BrkFace,132000.0
None,132000.0
None,132000.0
None,132000.0
BrkFace,131500.0
BrkFace,131500.0
None,131500.0
None,131400.0
None,131000.0
None,131000.0
None,131000.0
BrkFace,130500.0
None,130500.0
None,130500.0
None,130250.0
None,130000.0
Stone,130000.0
Stone,130000.0
None,130000.0
BrkFace,130000.0
BrkFace,130000.0
None,130000.0
None,130000.0
None,130000.0
None,130000.0
Stone,130000.0
None,129900.0
None,129900.0
None,129900.0
None,129900.0
None,129500.0
None,129500.0
None,129500.0
None,129500.0
None,129000.0
BrkCmn,129000.0
BrkFace,129000.0
None,129000.0
None,129000.0
None,129000.0
None,129000.0
None,129000.0
None,128950.0
None,128900.0
None,128500.0
BrkFace,128500.0
None,128500.0
None,128500.0
None,128200.0
None,128000.0
None,128000.0
None,128000.0
None,128000.0
None,128000.0
Stone,128000.0
None,128000.0
None,127500.0
None,127500.0
None,127500.0
BrkFace,127500.0
None,127500.0
None,127500.0
None,127000.0
None,127000.0
None,127000.0
None,127000.0
None,127000.0
None,127000.0
None,127000.0
None,127000.0
None,127000.0
BrkCmn,126500.0
None,126175.0
None,126000.0
None,126000.0
None,126000.0
BrkFace,125500.0
None,125500.0
None,125500.0
None,125500.0
BrkFace,125000.0
None,125000.0
None,125000.0
None,125000.0
BrkFace,125000.0
None,125000.0
None,125000.0
None,125000.0
None,125000.0
None,125000.0
None,124900.0
None,124900.0
None,124500.0
BrkFace,124500.0
BrkFace,124500.0
None,124500.0
BrkFace,124000.0
None,124000.0
None,124000.0
None,124000.0
None,124000.0
None,124000.0
None,123600.0
None,123500.0
None,123000.0
None,123000.0
None,123000.0
None,123000.0
None,122900.0
BrkFace,122500.0
None,122500.0
None,122000.0
BrkFace,122000.0
None,122000.0
None,122000.0
None,121600.0
BrkFace,121500.0
None,121000.0
None,120500.0
None,120500.0
None,120500.0
None,120500.0
BrkFace,120000.0
None,120000.0
None,120000.0
None,120000.0
BrkFace,120000.0
None,120000.0
None,120000.0
None,119900.0
None,119900.0
None,119750.0
None,119500.0
None,119500.0
None,119500.0
BrkFace,119500.0
BrkFace,119200.0
BrkFace,119000.0
None,119000.0
None,119000.0
None,119000.0
None,119000.0
None,119000.0
Stone,119000.0
None,118964.0
None,118858.0
None,118500.0
BrkFace,118500.0
BrkCmn,118500.0
None,118500.0
None,118400.0
None,118000.0
BrkFace,118000.0
BrkFace,118000.0
None,118000.0
BrkFace,118000.0
None,118000.0
None,117500.0
None,117500.0
None,117000.0
None,117000.0
None,117000.0
None,117000.0
None,116900.0
None,116500.0
None,116050.0
None,116000.0
None,116000.0
None,116000.0
None,115000.0
None,115000.0
None,115000.0
None,115000.0
None,115000.0
None,115000.0
None,115000.0
BrkFace,115000.0
None,115000.0
None,115000.0
None,115000.0
None,115000.0
None,114504.0
None,114500.0
None,114500.0
None,113000.0
None,113000.0
None,113000.0
BrkFace,113000.0
None,113000.0
None,113000.0
None,112500.0
None,112500.0
None,112000.0
BrkFace,112000.0
None,112000.0
None,112000.0
None,112000.0
None,112000.0
None,112000.0
None,111250.0
BrkFace,111000.0
None,110500.0
None,110500.0
None,110000.0
None,110000.0
None,110000.0
None,110000.0
None,110000.0
BrkCmn,110000.0
None,110000.0
BrkFace,110000.0
BrkFace,110000.0
None,110000.0
None,110000.0
None,110000.0
BrkFace,110000.0
None,109900.0
BrkCmn,109900.0
None,109900.0
None,109500.0
None,109500.0
None,109500.0
None,109500.0
None,109008.0
None,109000.0
None,109000.0
None,108959.0
None,108500.0
None,108480.0
None,108000.0
None,108000.0
None,108000.0
None,108000.0
None,108000.0
None,108000.0
None,107900.0
None,107500.0
None,107500.0
None,107500.0
None,107400.0
None,107000.0
None,107000.0
None,107000.0
None,106500.0
None,106500.0
None,106250.0
BrkFace,106000.0
None,106000.0
BrkFace,106000.0
None,105900.0
None,105500.0
None,105000.0
None,105000.0
None,105000.0
None,105000.0
None,105000.0
None,104900.0
None,104900.0
None,104000.0
None,103600.0
None,103200.0
None,103000.0
None,102776.0
None,102000.0
None,102000.0
None,102000.0
None,101800.0
None,101000.0
None,100000.0
None,100000.0
None,100000.0
None,100000.0
None,100000.0
BrkFace,100000.0
BrkFace,100000.0
None,100000.0
None,100000.0
None,99900.0
None,99500.0
BrkCmn,98600.0
None,98300.0
None,98000.0
None,98000.0
None,98000.0
None,97500.0
None,97000.0
None,97000.0
None,97000.0
None,96500.0
None,96500.0
None,95000.0
None,95000.0
BrkFace,94750.0
BrkFace,94500.0
None,94000.0
None,93500.0
None,93500.0
None,93000.0
None,93000.0
None,93000.0
None,92900.0
None,92000.0
None,91500.0
BrkFace,91500.0
None,91300.0
None,91000.0
None,91000.0
None,91000.0
None,90350.0
None,90000.0
None,90000.0
None,90000.0
BrkFace,89500.0
None,89500.0
BrkCmn,89471.0
None,89000.0
None,88000.0
BrkFace,88000.0
None,88000.0
None,88000.0
BrkFace,87500.0
None,87000.0
None,87000.0
None,87000.0
None,87000.0
None,86000.0
None,86000.0
None,86000.0
None,85500.0
BrkFace,85400.0
None,85000.0
None,85000.0
None,85000.0
None,85000.0
None,84900.0
None,84500.0
None,84500.0
None,84500.0
None,84000.0
None,83500.0
None,83000.0
BrkFace,83000.0
None,82500.0
BrkFace,82500.0
None,82500.0
None,82000.0
None,82000.0
None,82000.0
None,81000.0
None,81000.0
None,81000.0
None,80500.0
None,80000.0
None,80000.0
None,80000.0
None,80000.0
None,79900.0
BrkFace,79900.0
None,79500.0
None,79000.0
None,79000.0
None,79000.0
None,78000.0
None,76500.0
None,76000.0
None,75500.0
BrkFace,75000.0
None,73000.0
None,72500.0
None,68500.0
None,68400.0
None,67000.0
None,67000.0
None,66500.0
None,64500.0
None,62383.0
None,61000.0
None,60000.0
None,60000.0
None,60000.0
None,58500.0
None,55993.0
None,55000.0
None,55000.0
None,52500.0
None,52000.0
None,40000.0
None,39300.0
None,37900.0
None,35311.0
None,34900.0
