SalePrice,SalePrice
197000,197000.0
196500,196500.0
196500,196500.0
196000,196000.0
196000,196000.0
196000,196000.0
195400,195400.0
195000,195000.0
195000,195000.0
195000,195000.0
194700,194700.0
194500,194500.0
194500,194500.0
194500,194500.0
194201,194201.0
194000,194000.0
194000,194000.0
194000,194000.0
193879,193879.0
193500,193500.0
193500,193500.0
193000,193000.0
193000,193000.0
193000,193000.0
192500,192500.0
192500,192500.0
192140,192140.0
192000,192000.0
192000,192000.0
192000,192000.0
192000,192000.0
192000,192000.0
191000,191000.0
191000,191000.0
191000,191000.0
191000,191000.0
190000,190000.0
190000,190000.0
190000,190000.0
190000,190000.0
190000,190000.0
190000,190000.0
190000,190000.0
190000,190000.0
190000,190000.0
190000,190000.0
190000,190000.0
190000,190000.0
190000,190000.0
189950,189950.0
189000,189000.0
189000,189000.0
189000,189000.0
189000,189000.0
189000,189000.0
189000,189000.0
188700,188700.0
188500,188500.0
188000,188000.0
188000,188000.0
188000,188000.0
187750,187750.0
187500,187500.0
187500,187500.0
187500,187500.0
187500,187500.0
187500,187500.0
187500,187500.0
187100,187100.0
187000,187000.0
187000,187000.0
187000,187000.0
186700,186700.0
186500,186500.0
186500,186500.0
186000,186000.0
185900,185900.0
185850,185850.0
185750,185750.0
185500,185500.0
185000,185000.0
185000,185000.0
185000,185000.0
185000,185000.0
185000,185000.0
185000,185000.0
185000,185000.0
185000,185000.0
185000,185000.0
185000,185000.0
184900,184900.0
184750,184750.0
184100,184100.0
184000,184000.0
184000,184000.0
184000,184000.0
184000,184000.0
183900,183900.0
183500,183500.0
183200,183200.0
183000,183000.0
182900,182900.0
182000,182000.0
181900,181900.0
181500,181500.0
181134,181134.0
181000,181000.0
181000,181000.0
181000,181000.0
181000,181000.0
181000,181000.0
181000,181000.0
181000,181000.0
180500,180500.0
180500,180500.0
180500,180500.0
180500,180500.0
180000,180000.0
180000,180000.0
180000,180000.0
180000,180000.0
180000,180000.0
180000,180000.0
180000,180000.0
180000,180000.0
180000,180000.0
180000,180000.0
179900,179900.0
179900,179900.0
179900,179900.0
179900,179900.0
179900,179900.0
179665,179665.0
179600,179600.0
179540,179540.0
179500,179500.0
179400,179400.0
179200,179200.0
179200,179200.0
179000,179000.0
179000,179000.0
179000,179000.0
178900,178900.0
178740,178740.0
178400,178400.0
178000,178000.0
178000,178000.0
178000,178000.0
178000,178000.0
178000,178000.0
178000,178000.0
178000,178000.0
177500,177500.0
177500,177500.0
177500,177500.0
177000,177000.0
177000,177000.0
177000,177000.0
177000,177000.0
177000,177000.0
176500,176500.0
176500,176500.0
176485,176485.0
176432,176432.0
176000,176000.0
176000,176000.0
176000,176000.0
176000,176000.0
176000,176000.0
176000,176000.0
176000,176000.0
176000,176000.0
175900,175900.0
175900,175900.0
175500,175500.0
175500,175500.0
175500,175500.0
175000,175000.0
175000,175000.0
175000,175000.0
175000,175000.0
175000,175000.0
175000,175000.0
175000,175000.0
175000,175000.0
175000,175000.0
174900,174900.0
174500,174500.0
174000,174000.0
174000,174000.0
174000,174000.0
174000,174000.0
174000,174000.0
174000,174000.0
174000,174000.0
173900,173900.0
173733,173733.0
173500,173500.0
173000,173000.0
173000,173000.0
173000,173000.0
173000,173000.0
173000,173000.0
173000,173000.0
173000,173000.0
172785,172785.0
172500,172500.0
172500,172500.0
172500,172500.0
172500,172500.0
172500,172500.0
172400,172400.0
172000,172000.0
171900,171900.0
171750,171750.0
171500,171500.0
171000,171000.0
171000,171000.0
171000,171000.0
171000,171000.0
171000,171000.0
170000,170000.0
170000,170000.0
170000,170000.0
170000,170000.0
170000,170000.0
170000,170000.0
170000,170000.0
170000,170000.0
169990,169990.0
169900,169900.0
169500,169500.0
169500,169500.0
169000,169000.0
169000,169000.0
169000,169000.0
168500,168500.0
168500,168500.0
168500,168500.0
168000,168000.0
168000,168000.0
168000,168000.0
168000,168000.0
167900,167900.0
167900,167900.0
167500,167500.0
167500,167500.0
167500,167500.0
167240,167240.0
167000,167000.0
167000,167000.0
167000,167000.0
167000,167000.0
166000,166000.0
166000,166000.0
165600,165600.0
165500,165500.0
165500,165500.0
165500,165500.0
165400,165400.0
165150,165150.0
165000,165000.0
165000,165000.0
165000,165000.0
165000,165000.0
165000,165000.0
165000,165000.0
165000,165000.0
165000,165000.0
164990,164990.0
164900,164900.0
164700,164700.0
164500,164500.0
164500,164500.0
164000,164000.0
164000,164000.0
164000,164000.0
163990,163990.0
163900,163900.0
163500,163500.0
163500,163500.0
163000,163000.0
163000,163000.0
163000,163000.0
163000,163000.0
162900,162900.0
162900,162900.0
162500,162500.0
162000,162000.0
162000,162000.0
162000,162000.0
162000,162000.0
161750,161750.0
161500,161500.0
161500,161500.0
161000,161000.0
161000,161000.0
160200,160200.0
160000,160000.0
160000,160000.0
160000,160000.0
160000,160000.0
160000,160000.0
160000,160000.0
160000,160000.0
160000,160000.0
160000,160000.0
160000,160000.0
160000,160000.0
160000,160000.0
159950,159950.0
159895,159895.0
159500,159500.0
159500,159500.0
159500,159500.0
159434,159434.0
159000,159000.0
159000,159000.0
159000,159000.0
159000,159000.0
158900,158900.0
158500,158500.0
158000,158000.0
158000,158000.0
158000,158000.0
158000,158000.0
158000,158000.0
158000,158000.0
157900,157900.0
157900,157900.0
157500,157500.0
157500,157500.0
157000,157000.0
157000,157000.0
157000,157000.0
157000,157000.0
157000,157000.0
157000,157000.0
156932,156932.0
156500,156500.0
156000,156000.0
156000,156000.0
156000,156000.0
156000,156000.0
155900,155900.0
155835,155835.0
155000,155000.0
155000,155000.0
155000,155000.0
155000,155000.0
155000,155000.0
155000,155000.0
155000,155000.0
155000,155000.0
155000,155000.0
155000,155000.0
155000,155000.0
155000,155000.0
155000,155000.0
155000,155000.0
154900,154900.0
154500,154500.0
154300,154300.0
154000,154000.0
154000,154000.0
154000,154000.0
154000,154000.0
154000,154000.0
153900,153900.0
153900,153900.0
153575,153575.0
153500,153500.0
153500,153500.0
153500,153500.0
153337,153337.0
153000,153000.0
153000,153000.0
153000,153000.0
152000,152000.0
152000,152000.0
152000,152000.0
152000,152000.0
152000,152000.0
152000,152000.0
151500,151500.0
151400,151400.0
151000,151000.0
151000,151000.0
151000,151000.0
151000,151000.0
151000,151000.0
150900,150900.0
150750,150750.0
150500,150500.0
150000,150000.0
150000,150000.0
150000,150000.0
150000,150000.0
149900,149900.0
149900,149900.0
149900,149900.0
149900,149900.0
149700,149700.0
149500,149500.0
149500,149500.0
149350,149350.0
149300,149300.0
149000,149000.0
149000,149000.0
149000,149000.0
149000,149000.0
148800,148800.0
148500,148500.0
148500,148500.0
148500,148500.0
148000,148000.0
148000,148000.0
148000,148000.0
148000,148000.0
148000,148000.0
148000,148000.0
148000,148000.0
147500,147500.0
147400,147400.0
147000,147000.0
147000,147000.0
147000,147000.0
147000,147000.0
147000,147000.0
147000,147000.0
147000,147000.0
147000,147000.0
147000,147000.0
146800,146800.0
146500,146500.0
146000,146000.0
146000,146000.0
146000,146000.0
145900,145900.0
145500,145500.0
145250,145250.0
145000,145000.0
145000,145000.0
145000,145000.0
145000,145000.0
145000,145000.0
145000,145000.0
145000,145000.0
145000,145000.0
145000,145000.0
145000,145000.0
145000,145000.0
145000,145000.0
145000,145000.0
145000,145000.0
144900,144900.0
144500,144500.0
144500,144500.0
144152,144152.0
144000,144000.0
144000,144000.0
144000,144000.0
144000,144000.0
144000,144000.0
144000,144000.0
144000,144000.0
144000,144000.0
144000,144000.0
144000,144000.0
143900,143900.0
143750,143750.0
143500,143500.0
143500,143500.0
143250,143250.0
143000,143000.0
143000,143000.0
143000,143000.0
143000,143000.0
143000,143000.0
143000,143000.0
143000,143000.0
143000,143000.0
143000,143000.0
143000,143000.0
142953,142953.0
142600,142600.0
142500,142500.0
142500,142500.0
142500,142500.0
142125,142125.0
142000,142000.0
142000,142000.0
142000,142000.0
142000,142000.0
141500,141500.0
141000,141000.0
141000,141000.0
141000,141000.0
141000,141000.0
141000,141000.0
141000,141000.0
141000,141000.0
141000,141000.0
140200,140200.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
140000,140000.0
139950,139950.0
139900,139900.0
139600,139600.0
139500,139500.0
139400,139400.0
139400,139400.0
139000,139000.0
139000,139000.0
139000,139000.0
139000,139000.0
139000,139000.0
139000,139000.0
139000,139000.0
139000,139000.0
139000,139000.0
139000,139000.0
139000,139000.0
138887,138887.0
138800,138800.0
138500,138500.0
138500,138500.0
138000,138000.0
138000,138000.0
138000,138000.0
137900,137900.0
137500,137500.0
137500,137500.0
137500,137500.0
137500,137500.0
137500,137500.0
137500,137500.0
137450,137450.0
137000,137000.0
137000,137000.0
137000,137000.0
137000,137000.0
137000,137000.0
136905,136905.0
136900,136900.0
136500,136500.0
136500,136500.0
136500,136500.0
136500,136500.0
136500,136500.0
136000,136000.0
136000,136000.0
136000,136000.0
135960,135960.0
135900,135900.0
135750,135750.0
135500,135500.0
135500,135500.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
135000,135000.0
134900,134900.0
134900,134900.0
134800,134800.0
134500,134500.0
134500,134500.0
134450,134450.0
134432,134432.0
134000,134000.0
134000,134000.0
134000,134000.0
133900,133900.0
133900,133900.0
133700,133700.0
133500,133500.0
133000,133000.0
133000,133000.0
133000,133000.0
133000,133000.0
133000,133000.0
133000,133000.0
132500,132500.0
132500,132500.0
132500,132500.0
132500,132500.0
132500,132500.0
132500,132500.0
132250,132250.0
132000,132000.0
132000,132000.0
132000,132000.0
132000,132000.0
132000,132000.0
132000,132000.0
131500,131500.0
131500,131500.0
131500,131500.0
131400,131400.0
131000,131000.0
131000,131000.0
131000,131000.0
130500,130500.0
130500,130500.0
130500,130500.0
130250,130250.0
130000,130000.0
130000,130000.0
130000,130000.0
130000,130000.0
130000,130000.0
130000,130000.0
130000,130000.0
130000,130000.0
130000,130000.0
130000,130000.0
130000,130000.0
129900,129900.0
129900,129900.0
129900,129900.0
129900,129900.0
129500,129500.0
129500,129500.0
129500,129500.0
129500,129500.0
129000,129000.0
129000,129000.0
129000,129000.0
129000,129000.0
129000,129000.0
129000,129000.0
129000,129000.0
129000,129000.0
128950,128950.0
128900,128900.0
128500,128500.0
128500,128500.0
128500,128500.0
128500,128500.0
128200,128200.0
128000,128000.0
128000,128000.0
128000,128000.0
128000,128000.0
128000,128000.0
128000,128000.0
128000,128000.0
127500,127500.0
127500,127500.0
127500,127500.0
127500,127500.0
127500,127500.0
127500,127500.0
127000,127000.0
127000,127000.0
127000,127000.0
127000,127000.0
127000,127000.0
127000,127000.0
127000,127000.0
127000,127000.0
127000,127000.0
126500,126500.0
126175,126175.0
126000,126000.0
126000,126000.0
126000,126000.0
125500,125500.0
125500,125500.0
125500,125500.0
125500,125500.0
125000,125000.0
125000,125000.0
125000,125000.0
125000,125000.0
125000,125000.0
125000,125000.0
125000,125000.0
125000,125000.0
125000,125000.0
125000,125000.0
124900,124900.0
124900,124900.0
124500,124500.0
124500,124500.0
124500,124500.0
124500,124500.0
124000,124000.0
124000,124000.0
124000,124000.0
124000,124000.0
124000,124000.0
124000,124000.0
123600,123600.0
123500,123500.0
123000,123000.0
123000,123000.0
123000,123000.0
123000,123000.0
122900,122900.0
122500,122500.0
122500,122500.0
122000,122000.0
122000,122000.0
122000,122000.0
122000,122000.0
121600,121600.0
121500,121500.0
121000,121000.0
120500,120500.0
120500,120500.0
120500,120500.0
120500,120500.0
120000,120000.0
120000,120000.0
120000,120000.0
120000,120000.0
120000,120000.0
120000,120000.0
120000,120000.0
119900,119900.0
119900,119900.0
119750,119750.0
119500,119500.0
119500,119500.0
119500,119500.0
119500,119500.0
119200,119200.0
119000,119000.0
119000,119000.0
119000,119000.0
119000,119000.0
119000,119000.0
119000,119000.0
119000,119000.0
118964,118964.0
118858,118858.0
118500,118500.0
118500,118500.0
118500,118500.0
118500,118500.0
118400,118400.0
118000,118000.0
118000,118000.0
118000,118000.0
118000,118000.0
118000,118000.0
118000,118000.0
117500,117500.0
117500,117500.0
117000,117000.0
117000,117000.0
117000,117000.0
117000,117000.0
116900,116900.0
116500,116500.0
116050,116050.0
116000,116000.0
116000,116000.0
116000,116000.0
115000,115000.0
115000,115000.0
115000,115000.0
115000,115000.0
115000,115000.0
115000,115000.0
115000,115000.0
115000,115000.0
115000,115000.0
115000,115000.0
115000,115000.0
115000,115000.0
114504,114504.0
114500,114500.0
114500,114500.0
113000,113000.0
113000,113000.0
113000,113000.0
113000,113000.0
113000,113000.0
113000,113000.0
112500,112500.0
112500,112500.0
112000,112000.0
112000,112000.0
112000,112000.0
112000,112000.0
112000,112000.0
112000,112000.0
112000,112000.0
111250,111250.0
111000,111000.0
110500,110500.0
110500,110500.0
110000,110000.0
110000,110000.0
110000,110000.0
110000,110000.0
110000,110000.0
110000,110000.0
110000,110000.0
110000,110000.0
110000,110000.0
110000,110000.0
110000,110000.0
110000,110000.0
110000,110000.0
109900,109900.0
109900,109900.0
109900,109900.0
109500,109500.0
109500,109500.0
109500,109500.0
109500,109500.0
109008,109008.0
109000,109000.0
109000,109000.0
108959,108959.0
108500,108500.0
108480,108480.0
108000,108000.0
108000,108000.0
108000,108000.0
108000,108000.0
108000,108000.0
108000,108000.0
107900,107900.0
107500,107500.0
107500,107500.0
107500,107500.0
107400,107400.0
107000,107000.0
107000,107000.0
107000,107000.0
106500,106500.0
106500,106500.0
106250,106250.0
106000,106000.0
106000,106000.0
106000,106000.0
105900,105900.0
105500,105500.0
105000,105000.0
105000,105000.0
105000,105000.0
105000,105000.0
105000,105000.0
104900,104900.0
104900,104900.0
104000,104000.0
103600,103600.0
103200,103200.0
103000,103000.0
102776,102776.0
102000,102000.0
102000,102000.0
102000,102000.0
101800,101800.0
101000,101000.0
100000,100000.0
100000,100000.0
100000,100000.0
100000,100000.0
100000,100000.0
100000,100000.0
100000,100000.0
100000,100000.0
100000,100000.0
99900,99900.0
99500,99500.0
98600,98600.0
98300,98300.0
98000,98000.0
98000,98000.0
98000,98000.0
97500,97500.0
97000,97000.0
97000,97000.0
97000,97000.0
96500,96500.0
96500,96500.0
95000,95000.0
95000,95000.0
94750,94750.0
94500,94500.0
94000,94000.0
93500,93500.0
93500,93500.0
93000,93000.0
93000,93000.0
93000,93000.0
92900,92900.0
92000,92000.0
91500,91500.0
91500,91500.0
91300,91300.0
91000,91000.0
91000,91000.0
91000,91000.0
90350,90350.0
90000,90000.0
90000,90000.0
90000,90000.0
89500,89500.0
89500,89500.0
89471,89471.0
89000,89000.0
88000,88000.0
88000,88000.0
88000,88000.0
88000,88000.0
87500,87500.0
87000,87000.0
87000,87000.0
87000,87000.0
87000,87000.0
86000,86000.0
86000,86000.0
86000,86000.0
85500,85500.0
85400,85400.0
85000,85000.0
85000,85000.0
85000,85000.0
85000,85000.0
84900,84900.0
84500,84500.0
84500,84500.0
84500,84500.0
84000,84000.0
83500,83500.0
83000,83000.0
83000,83000.0
82500,82500.0
82500,82500.0
82500,82500.0
82000,82000.0
82000,82000.0
82000,82000.0
81000,81000.0
81000,81000.0
81000,81000.0
80500,80500.0
80000,80000.0
80000,80000.0
80000,80000.0
80000,80000.0
79900,79900.0
79900,79900.0
79500,79500.0
79000,79000.0
79000,79000.0
79000,79000.0
78000,78000.0
76500,76500.0
76000,76000.0
75500,75500.0
75000,75000.0
73000,73000.0
72500,72500.0
68500,68500.0
68400,68400.0
67000,67000.0
67000,67000.0
66500,66500.0
64500,64500.0
62383,62383.0
61000,61000.0
60000,60000.0
60000,60000.0
60000,60000.0
58500,58500.0
55993,55993.0
55000,55000.0
55000,55000.0
52500,52500.0
52000,52000.0
40000,40000.0
39300,39300.0
37900,37900.0
35311,35311.0
34900,34900.0
