MiscFeature,SalePrice
NA,147400.0
NA,147000.0
NA,147000.0
NA,147000.0
NA,147000.0
NA,147000.0
NA,147000.0
NA,147000.0
NA,147000.0
NA,147000.0
NA,146800.0
NA,146500.0
NA,146000.0
NA,146000.0
NA,146000.0
NA,145900.0
NA,145500.0
NA,145250.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,145000.0
NA,144900.0
NA,144500.0
NA,144500.0
NA,144152.0
NA,144000.0
NA,144000.0
Shed,144000.0
NA,144000.0
NA,144000.0
NA,144000.0
NA,144000.0
NA,144000.0
NA,144000.0
NA,144000.0
NA,143900.0
NA,143750.0
NA,143500.0
NA,143500.0
NA,143250.0
Shed,143000.0
NA,143000.0
NA,143000.0
NA,143000.0
NA,143000.0
NA,143000.0
NA,143000.0
NA,143000.0
NA,143000.0
NA,143000.0
NA,142953.0
NA,142600.0
NA,142500.0
NA,142500.0
NA,142500.0
NA,142125.0
NA,142000.0
NA,142000.0
NA,142000.0
NA,142000.0
NA,141500.0
NA,141000.0
NA,141000.0
NA,141000.0
NA,141000.0
NA,141000.0
NA,141000.0
NA,141000.0
NA,141000.0
NA,140200.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
Shed,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,140000.0
NA,139950.0
Shed,139900.0
NA,139600.0
NA,139500.0
NA,139400.0
NA,139400.0
NA,139000.0
NA,139000.0
NA,139000.0
NA,139000.0
NA,139000.0
NA,139000.0
Shed,139000.0
NA,139000.0
NA,139000.0
NA,139000.0
NA,139000.0
NA,138887.0
NA,138800.0
NA,138500.0
NA,138500.0
NA,138000.0
NA,138000.0
NA,138000.0
NA,137900.0
NA,137500.0
NA,137500.0
NA,137500.0
NA,137500.0
NA,137500.0
NA,137500.0
NA,137450.0
NA,137000.0
NA,137000.0
NA,137000.0
NA,137000.0
NA,137000.0
NA,136905.0
NA,136900.0
NA,136500.0
NA,136500.0
NA,136500.0
NA,136500.0
NA,136500.0
NA,136000.0
NA,136000.0
NA,136000.0
NA,135960.0
NA,135900.0
NA,135750.0
NA,135500.0
NA,135500.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,135000.0
NA,134900.0
NA,134900.0
NA,134800.0
NA,134500.0
NA,134500.0
NA,134450.0
NA,134432.0
NA,134000.0
NA,134000.0
NA,134000.0
NA,133900.0
NA,133900.0
NA,133700.0
NA,133500.0
NA,133000.0
NA,133000.0
NA,133000.0
Othr,133000.0
NA,133000.0
NA,133000.0
NA,132500.0
NA,132500.0
NA,132500.0
NA,132500.0
NA,132500.0
NA,132500.0
NA,132250.0
NA,132000.0
NA,132000.0
NA,132000.0
NA,132000.0
NA,132000.0
NA,132000.0
NA,131500.0
NA,131500.0
NA,131500.0
Shed,131400.0
NA,131000.0
NA,131000.0
NA,131000.0
NA,130500.0
NA,130500.0
NA,130500.0
NA,130250.0
NA,130000.0
NA,130000.0
NA,130000.0
NA,130000.0
NA,130000.0
NA,130000.0
NA,130000.0
NA,130000.0
NA,130000.0
Shed,130000.0
NA,130000.0
NA,129900.0
NA,129900.0
NA,129900.0
NA,129900.0
NA,129500.0
NA,129500.0
NA,129500.0
NA,129500.0
NA,129000.0
NA,129000.0
NA,129000.0
Shed,129000.0
NA,129000.0
NA,129000.0
NA,129000.0
NA,129000.0
Shed,128950.0
NA,128900.0
NA,128500.0
NA,128500.0
NA,128500.0
NA,128500.0
NA,128200.0
NA,128000.0
NA,128000.0
NA,128000.0
NA,128000.0
NA,128000.0
NA,128000.0
NA,128000.0
NA,127500.0
NA,127500.0
Shed,127500.0
NA,127500.0
NA,127500.0
NA,127500.0
NA,127000.0
NA,127000.0
NA,127000.0
NA,127000.0
NA,127000.0
NA,127000.0
NA,127000.0
NA,127000.0
NA,127000.0
NA,126500.0
NA,126175.0
NA,126000.0
NA,126000.0
NA,126000.0
NA,125500.0
NA,125500.0
NA,125500.0
NA,125500.0
NA,125000.0
NA,125000.0
NA,125000.0
NA,125000.0
NA,125000.0
NA,125000.0
NA,125000.0
NA,125000.0
NA,125000.0
NA,125000.0
NA,124900.0
NA,124900.0
NA,124500.0
NA,124500.0
NA,124500.0
NA,124500.0
NA,124000.0
NA,124000.0
NA,124000.0
NA,124000.0
NA,124000.0
NA,124000.0
NA,123600.0
NA,123500.0
NA,123000.0
NA,123000.0
NA,123000.0
NA,123000.0
Shed,122900.0
NA,122500.0
NA,122500.0
NA,122000.0
NA,122000.0
NA,122000.0
NA,122000.0
NA,121600.0
NA,121500.0
NA,121000.0
NA,120500.0
Shed,120500.0
NA,120500.0
NA,120500.0
NA,120000.0
NA,120000.0
NA,120000.0
Shed,120000.0
NA,120000.0
NA,120000.0
NA,120000.0
NA,119900.0
NA,119900.0
NA,119750.0
NA,119500.0
NA,119500.0
NA,119500.0
NA,119500.0
NA,119200.0
NA,119000.0
NA,119000.0
NA,119000.0
NA,119000.0
NA,119000.0
NA,119000.0
NA,119000.0
NA,118964.0
NA,118858.0
NA,118500.0
NA,118500.0
NA,118500.0
NA,118500.0
NA,118400.0
NA,118000.0
NA,118000.0
NA,118000.0
NA,118000.0
NA,118000.0
NA,118000.0
NA,117500.0
NA,117500.0
NA,117000.0
NA,117000.0
NA,117000.0
NA,117000.0
NA,116900.0
NA,116500.0
Shed,116050.0
NA,116000.0
NA,116000.0
NA,116000.0
NA,115000.0
NA,115000.0
NA,115000.0
NA,115000.0
NA,115000.0
NA,115000.0
NA,115000.0
NA,115000.0
NA,115000.0
NA,115000.0
NA,115000.0
NA,115000.0
NA,114504.0
Shed,114500.0
NA,114500.0
NA,113000.0
NA,113000.0
NA,113000.0
NA,113000.0
NA,113000.0
NA,113000.0
NA,112500.0
NA,112500.0
NA,112000.0
NA,112000.0
NA,112000.0
NA,112000.0
NA,112000.0
NA,112000.0
NA,112000.0
NA,111250.0
NA,111000.0
NA,110500.0
NA,110500.0
NA,110000.0
NA,110000.0
NA,110000.0
Shed,110000.0
NA,110000.0
NA,110000.0
NA,110000.0
NA,110000.0
NA,110000.0
NA,110000.0
NA,110000.0
NA,110000.0
NA,110000.0
NA,109900.0
NA,109900.0
NA,109900.0
NA,109500.0
NA,109500.0
NA,109500.0
NA,109500.0
NA,109008.0
NA,109000.0
NA,109000.0
NA,108959.0
NA,108500.0
NA,108480.0
NA,108000.0
NA,108000.0
NA,108000.0
NA,108000.0
NA,108000.0
NA,108000.0
NA,107900.0
NA,107500.0
NA,107500.0
NA,107500.0
NA,107400.0
NA,107000.0
NA,107000.0
NA,107000.0
Shed,106500.0
NA,106500.0
NA,106250.0
NA,106000.0
NA,106000.0
NA,106000.0
NA,105900.0
NA,105500.0
NA,105000.0
NA,105000.0
NA,105000.0
NA,105000.0
NA,105000.0
NA,104900.0
NA,104900.0
NA,104000.0
NA,103600.0
NA,103200.0
NA,103000.0
NA,102776.0
NA,102000.0
NA,102000.0
NA,102000.0
NA,101800.0
NA,101000.0
Shed,100000.0
NA,100000.0
NA,100000.0
NA,100000.0
NA,100000.0
NA,100000.0
NA,100000.0
NA,100000.0
NA,100000.0
NA,99900.0
NA,99500.0
NA,98600.0
NA,98300.0
NA,98000.0
NA,98000.0
NA,98000.0
NA,97500.0
NA,97000.0
NA,97000.0
NA,97000.0
NA,96500.0
NA,96500.0
NA,95000.0
NA,95000.0
NA,94750.0
NA,94500.0
NA,94000.0
NA,93500.0
NA,93500.0
NA,93000.0
NA,93000.0
NA,93000.0
NA,92900.0
NA,92000.0
NA,91500.0
NA,91500.0
NA,91300.0
NA,91000.0
NA,91000.0
NA,91000.0
NA,90350.0
Shed,90000.0
NA,90000.0
NA,90000.0
NA,89500.0
NA,89500.0
NA,89471.0
NA,89000.0
NA,88000.0
NA,88000.0
Shed,88000.0
NA,88000.0
NA,87500.0
NA,87000.0
NA,87000.0
NA,87000.0
NA,87000.0
NA,86000.0
NA,86000.0
NA,86000.0
NA,85500.0
NA,85400.0
NA,85000.0
NA,85000.0
NA,85000.0
NA,85000.0
NA,84900.0
NA,84500.0
NA,84500.0
NA,84500.0
NA,84000.0
NA,83500.0
Shed,83000.0
NA,83000.0
NA,82500.0
NA,82500.0
NA,82500.0
NA,82000.0
NA,82000.0
NA,82000.0
NA,81000.0
NA,81000.0
Shed,81000.0
NA,80500.0
NA,80000.0
NA,80000.0
NA,80000.0
NA,80000.0
NA,79900.0
NA,79900.0
Shed,79500.0
NA,79000.0
NA,79000.0
NA,79000.0
NA,78000.0
Shed,76500.0
NA,76000.0
NA,75500.0
NA,75000.0
NA,73000.0
NA,72500.0
NA,68500.0
NA,68400.0
NA,67000.0
NA,67000.0
NA,66500.0
NA,64500.0
NA,62383.0
NA,61000.0
NA,60000.0
NA,60000.0
NA,60000.0
NA,58500.0
Shed,55993.0
Othr,55000.0
NA,55000.0
NA,52500.0
NA,52000.0
NA,40000.0
NA,39300.0
NA,37900.0
NA,35311.0
NA,34900.0
