FireplaceQu,SalePrice
TA,215000.0
TA,215000.0
Gd,215000.0
Fa,215000.0
TA,215000.0
Gd,214900.0
Gd,214500.0
TA,214000.0
Gd,214000.0
Gd,214000.0
TA,214000.0
Gd,214000.0
Gd,213500.0
Gd,213500.0
Gd,213490.0
TA,213250.0
Gd,213000.0
TA,213000.0
TA,213000.0
Gd,212900.0
TA,212000.0
TA,212000.0
Gd,212000.0
TA,211000.0
TA,211000.0
Gd,210000.0
TA,210000.0
Gd,210000.0
Gd,210000.0
TA,210000.0
Gd,209500.0
TA,208900.0
Gd,208900.0
TA,208500.0
Gd,208300.0
Gd,207500.0
Gd,207500.0
Gd,207500.0
TA,207500.0
TA,207500.0
Gd,207000.0
Gd,207000.0
Gd,206900.0
TA,206300.0
Gd,206000.0
Gd,205950.0
TA,205000.0
Fa,205000.0
Gd,205000.0
TA,205000.0
Fa,205000.0
Gd,205000.0
Gd,204900.0
TA,204750.0
TA,204000.0
TA,204000.0
TA,203000.0
Gd,203000.0
Gd,202900.0
Gd,202665.0
Gd,202500.0
TA,202500.0
Gd,202500.0
Gd,201800.0
Gd,201000.0
TA,201000.0
Gd,201000.0
TA,200624.0
TA,200500.0
Gd,200500.0
Gd,200141.0
Gd,200100.0
TA,200000.0
Gd,200000.0
TA,200000.0
Gd,200000.0
TA,200000.0
Gd,200000.0
TA,200000.0
TA,200000.0
TA,199900.0
Gd,199900.0
Gd,198900.0
Ex,198500.0
TA,197900.0
TA,197900.0
Gd,197900.0
TA,197500.0
TA,197500.0
Gd,197000.0
TA,197000.0
Gd,197000.0
TA,197000.0
Gd,196500.0
TA,196500.0
Gd,196000.0
Gd,196000.0
TA,196000.0
Gd,195400.0
TA,195000.0
Gd,195000.0
Gd,195000.0
Gd,194700.0
TA,194500.0
Gd,194500.0
TA,194500.0
Gd,194201.0
Gd,194000.0
Gd,194000.0
TA,194000.0
Gd,193879.0
Gd,193500.0
Fa,193500.0
Fa,193000.0
TA,193000.0
TA,193000.0
TA,192500.0
TA,192500.0
Gd,192140.0
TA,192000.0
TA,192000.0
TA,192000.0
TA,192000.0
Gd,192000.0
TA,191000.0
TA,191000.0
Gd,191000.0
Gd,191000.0
TA,190000.0
Gd,190000.0
Gd,190000.0
TA,190000.0
TA,190000.0
Gd,190000.0
Gd,190000.0
Gd,190000.0
Gd,190000.0
TA,190000.0
Gd,190000.0
TA,190000.0
TA,190000.0
Gd,189950.0
Gd,189000.0
Gd,189000.0
TA,189000.0
TA,189000.0
TA,189000.0
Gd,189000.0
Gd,188700.0
Gd,188500.0
TA,188000.0
TA,188000.0
TA,188000.0
Gd,187750.0
TA,187500.0
Gd,187500.0
TA,187500.0
TA,187500.0
Ex,187500.0
TA,187500.0
Gd,187100.0
TA,187000.0
TA,187000.0
Fa,187000.0
TA,186700.0
Gd,186500.0
TA,186500.0
Gd,186000.0
TA,185900.0
Gd,185850.0
Gd,185750.0
Gd,185500.0
TA,185000.0
TA,185000.0
TA,185000.0
Gd,185000.0
Gd,185000.0
TA,185000.0
Gd,185000.0
TA,185000.0
TA,185000.0
Gd,185000.0
TA,184900.0
Gd,184750.0
TA,184100.0
TA,184000.0
TA,184000.0
Gd,184000.0
Gd,184000.0
TA,183900.0
Gd,183500.0
Gd,183200.0
Gd,183000.0
TA,182900.0
Gd,182000.0
Gd,181900.0
TA,181500.0
Gd,181134.0
TA,181000.0
TA,181000.0
Fa,181000.0
Gd,181000.0
TA,181000.0
TA,181000.0
TA,181000.0
Gd,180500.0
TA,180500.0
Gd,180500.0
Gd,180500.0
Gd,180000.0
TA,180000.0
TA,180000.0
TA,180000.0
TA,180000.0
TA,180000.0
Gd,180000.0
TA,180000.0
TA,180000.0
TA,180000.0
Gd,179900.0
TA,179900.0
TA,179900.0
Gd,179900.0
TA,179900.0
Gd,179665.0
Gd,179600.0
Gd,179540.0
Gd,179500.0
TA,179400.0
TA,179200.0
Fa,179200.0
TA,179000.0
TA,179000.0
TA,179000.0
Gd,178900.0
TA,178740.0
Gd,178400.0
TA,178000.0
Gd,178000.0
Gd,178000.0
TA,178000.0
TA,178000.0
Gd,178000.0
TA,178000.0
TA,177500.0
Gd,177500.0
TA,177500.0
TA,177000.0
TA,177000.0
Gd,177000.0
Gd,177000.0
TA,177000.0
TA,176500.0
TA,176500.0
Gd,176485.0
Gd,176432.0
Fa,176000.0
TA,176000.0
TA,176000.0
TA,176000.0
TA,176000.0
Gd,176000.0
Gd,176000.0
Gd,176000.0
TA,175900.0
TA,175900.0
TA,175500.0
TA,175500.0
Gd,175500.0
Gd,175000.0
TA,175000.0
TA,175000.0
Fa,175000.0
TA,175000.0
TA,175000.0
TA,175000.0
TA,175000.0
TA,175000.0
Fa,174900.0
Gd,174500.0
Gd,174000.0
Gd,174000.0
TA,174000.0
Gd,174000.0
TA,174000.0
TA,174000.0
Gd,174000.0
Gd,173900.0
Gd,173733.0
TA,173500.0
TA,173000.0
TA,173000.0
TA,173000.0
Gd,173000.0
Gd,173000.0
TA,173000.0
TA,173000.0
Gd,172785.0
TA,172500.0
Gd,172500.0
Gd,172500.0
TA,172500.0
TA,172500.0
TA,172400.0
Po,172000.0
Gd,171900.0
Gd,171750.0
Fa,171500.0
TA,171000.0
TA,171000.0
TA,171000.0
Po,171000.0
Gd,171000.0
Gd,170000.0
TA,170000.0
TA,170000.0
Gd,170000.0
TA,170000.0
TA,170000.0
TA,170000.0
TA,170000.0
Gd,169990.0
Fa,169900.0
TA,169500.0
TA,169500.0
TA,169000.0
TA,169000.0
Gd,169000.0
TA,168500.0
TA,168500.0
Fa,168500.0
TA,168000.0
TA,168000.0
Gd,168000.0
TA,168000.0
TA,167900.0
TA,167900.0
TA,167500.0
Gd,167500.0
Gd,167500.0
Gd,167240.0
Gd,167000.0
Po,167000.0
Fa,167000.0
Fa,167000.0
Po,166000.0
Gd,166000.0
TA,165600.0
Gd,165500.0
TA,165500.0
TA,165500.0
Gd,165400.0
TA,165150.0
Gd,165000.0
TA,165000.0
TA,165000.0
Gd,165000.0
TA,165000.0
TA,165000.0
TA,165000.0
TA,165000.0
Gd,164990.0
TA,164900.0
Gd,164700.0
Gd,164500.0
Fa,164500.0
TA,164000.0
Gd,164000.0
TA,164000.0
Gd,163990.0
TA,163900.0
Gd,163500.0
TA,163500.0
TA,163000.0
TA,163000.0
TA,163000.0
TA,163000.0
Gd,162900.0
TA,162900.0
Fa,162500.0
Gd,162000.0
Gd,162000.0
TA,162000.0
TA,162000.0
TA,161750.0
Gd,161500.0
TA,161500.0
Gd,161000.0
Gd,161000.0
Gd,160200.0
TA,160000.0
Gd,160000.0
Fa,160000.0
TA,160000.0
TA,160000.0
TA,160000.0
Po,160000.0
Gd,160000.0
TA,160000.0
Gd,160000.0
TA,160000.0
Gd,160000.0
Gd,159950.0
Gd,159895.0
Gd,159500.0
Fa,159500.0
Fa,159500.0
Gd,159434.0
Gd,159000.0
Gd,159000.0
Gd,159000.0
Gd,159000.0
TA,158900.0
Gd,158500.0
Gd,158000.0
Fa,158000.0
TA,158000.0
Fa,158000.0
Fa,158000.0
TA,158000.0
Gd,157900.0
Po,157900.0
Gd,157500.0
Po,157500.0
Fa,157000.0
Gd,157000.0
Fa,157000.0
Gd,157000.0
TA,157000.0
Gd,157000.0
Gd,156932.0
Gd,156500.0
Fa,156000.0
TA,156000.0
Fa,156000.0
Fa,156000.0
Gd,155900.0
TA,155835.0
Gd,155000.0
Fa,155000.0
Fa,155000.0
TA,155000.0
Gd,155000.0
Fa,155000.0
Gd,155000.0
TA,155000.0
Fa,155000.0
TA,155000.0
TA,155000.0
TA,155000.0
Po,155000.0
TA,155000.0
Gd,154900.0
Fa,154500.0
TA,154300.0
TA,154000.0
Gd,154000.0
Po,154000.0
TA,154000.0
Fa,154000.0
TA,153900.0
Gd,153900.0
Gd,153575.0
TA,153500.0
Gd,153500.0
Fa,153500.0
TA,153337.0
TA,153000.0
Gd,153000.0
Fa,153000.0
Gd,152000.0
Po,152000.0
TA,152000.0
TA,152000.0
TA,152000.0
Fa,152000.0
Fa,151500.0
Gd,151400.0
TA,151000.0
TA,151000.0
Gd,151000.0
Gd,151000.0
Fa,151000.0
TA,150900.0
Fa,150750.0
Po,150500.0
Po,150000.0
TA,150000.0
Gd,150000.0
TA,150000.0
Fa,149900.0
Fa,149900.0
Gd,149900.0
Fa,149900.0
Po,149700.0
TA,149500.0
TA,149500.0
Po,149350.0
TA,149300.0
TA,149000.0
Gd,149000.0
Gd,149000.0
Gd,149000.0
Gd,148800.0
TA,148500.0
TA,148500.0
Fa,148500.0
Fa,148000.0
Fa,148000.0
TA,148000.0
Gd,148000.0
TA,148000.0
Po,148000.0
Po,148000.0
Fa,147500.0
Gd,147400.0
Po,147000.0
Gd,147000.0
Fa,147000.0
Gd,147000.0
Fa,147000.0
TA,147000.0
Fa,147000.0
Fa,147000.0
Gd,147000.0
TA,146800.0
Gd,146500.0
Gd,146000.0
Fa,146000.0
TA,146000.0
TA,145900.0
Fa,145500.0
Fa,145250.0
TA,145000.0
Fa,145000.0
Fa,145000.0
Gd,145000.0
Gd,145000.0
Gd,145000.0
TA,145000.0
Gd,145000.0
TA,145000.0
Fa,145000.0
Fa,145000.0
Po,145000.0
Fa,145000.0
Gd,145000.0
Po,144900.0
Gd,144500.0
Gd,144500.0
Gd,144152.0
Fa,144000.0
TA,144000.0
TA,144000.0
TA,144000.0
Gd,144000.0
Gd,144000.0
Gd,144000.0
Fa,144000.0
Gd,144000.0
TA,144000.0
TA,143900.0
Fa,143750.0
TA,143500.0
Fa,143500.0
Fa,143250.0
TA,143000.0
Fa,143000.0
Gd,143000.0
TA,143000.0
Gd,143000.0
TA,143000.0
TA,143000.0
Gd,143000.0
Gd,143000.0
Gd,143000.0
TA,142953.0
TA,142600.0
Fa,142500.0
Fa,142500.0
Gd,142500.0
Fa,142125.0
Fa,142000.0
Fa,142000.0
Fa,142000.0
Gd,142000.0
Gd,141500.0
Po,141000.0
TA,141000.0
Po,141000.0
Gd,141000.0
TA,141000.0
Gd,141000.0
TA,141000.0
Gd,141000.0
Gd,140200.0
Gd,140000.0
Gd,140000.0
Gd,140000.0
TA,140000.0
Gd,140000.0
Po,140000.0
Fa,140000.0
Gd,140000.0
Gd,140000.0
TA,140000.0
Po,140000.0
Gd,140000.0
TA,140000.0
Po,140000.0
Po,140000.0
Po,140000.0
Po,140000.0
Gd,140000.0
Gd,140000.0
TA,140000.0
Po,139950.0
TA,139900.0
Gd,139600.0
Gd,139500.0
Gd,139400.0
Po,139400.0
Fa,139000.0
Po,139000.0
Gd,139000.0
Po,139000.0
Gd,139000.0
Po,139000.0
Po,139000.0
Po,139000.0
Po,139000.0
Gd,139000.0
TA,139000.0
Gd,138887.0
Po,138800.0
Gd,138500.0
Fa,138500.0
Po,138000.0
TA,138000.0
Po,138000.0
Gd,137900.0
Po,137500.0
Po,137500.0
Gd,137500.0
Gd,137500.0
Gd,137500.0
Gd,137500.0
Gd,137450.0
Po,137000.0
Po,137000.0
Gd,137000.0
Fa,137000.0
Gd,137000.0
TA,136905.0
Gd,136900.0
Po,136500.0
Fa,136500.0
Po,136500.0
Gd,136500.0
Gd,136500.0
Po,136000.0
Gd,136000.0
TA,136000.0
TA,135960.0
Gd,135900.0
Po,135750.0
Fa,135500.0
Gd,135500.0
Po,135000.0
Gd,135000.0
Fa,135000.0
TA,135000.0
Gd,135000.0
Gd,135000.0
TA,135000.0
TA,135000.0
Fa,135000.0
Fa,135000.0
Po,135000.0
Gd,135000.0
Po,135000.0
Fa,135000.0
Po,135000.0
TA,135000.0
TA,135000.0
Po,134900.0
Gd,134900.0
Po,134800.0
Po,134500.0
Po,134500.0
Fa,134450.0
Gd,134432.0
Po,134000.0
Fa,134000.0
TA,134000.0
Gd,133900.0
Po,133900.0
Po,133700.0
Fa,133500.0
TA,133000.0
TA,133000.0
Gd,133000.0
Gd,133000.0
Fa,133000.0
Po,133000.0
Fa,132500.0
Po,132500.0
Fa,132500.0
Fa,132500.0
Gd,132500.0
Po,132500.0
Po,132250.0
Gd,132000.0
Gd,132000.0
Gd,132000.0
Fa,132000.0
Gd,132000.0
Po,132000.0
Gd,131500.0
Gd,131500.0
Po,131500.0
TA,131400.0
Gd,131000.0
Fa,131000.0
Gd,131000.0
TA,130500.0
Fa,130500.0
Ex,130500.0
Fa,130250.0
TA,130000.0
Gd,130000.0
Gd,130000.0
Po,130000.0
Fa,130000.0
Fa,130000.0
Gd,130000.0
Fa,130000.0
Gd,130000.0
Po,130000.0
Gd,130000.0
TA,129900.0
TA,129900.0
Po,129900.0
Po,129900.0
Fa,129500.0
Po,129500.0
Po,129500.0
Gd,129500.0
Fa,129000.0
Po,129000.0
Po,129000.0
Po,129000.0
Po,129000.0
Po,129000.0
Po,129000.0
Po,129000.0
Po,128950.0
Fa,128900.0
Po,128500.0
Fa,128500.0
Po,128500.0
Po,128500.0
Po,128200.0
TA,128000.0
Gd,128000.0
Gd,128000.0
Gd,128000.0
Fa,128000.0
Fa,128000.0
Po,128000.0
Po,127500.0
Gd,127500.0
Po,127500.0
Po,127500.0
Gd,127500.0
Fa,127500.0
Po,127000.0
Fa,127000.0
Po,127000.0
Po,127000.0
Gd,127000.0
Po,127000.0
Gd,127000.0
Fa,127000.0
TA,127000.0
Po,126500.0
Gd,126175.0
Po,126000.0
TA,126000.0
Fa,126000.0
Po,125500.0
Gd,125500.0
Gd,125500.0
Po,125500.0
TA,125000.0
Gd,125000.0
Fa,125000.0
Fa,125000.0
Fa,125000.0
Po,125000.0
Po,125000.0
Po,125000.0
Po,125000.0
Po,125000.0
Po,124900.0
Po,124900.0
Po,124500.0
Gd,124500.0
Fa,124500.0
Po,124500.0
Po,124000.0
Gd,124000.0
TA,124000.0
Gd,124000.0
TA,124000.0
Po,124000.0
TA,123600.0
Gd,123500.0
Po,123000.0
Fa,123000.0
Po,123000.0
Po,123000.0
Po,122900.0
Fa,122500.0
Po,122500.0
Fa,122000.0
Po,122000.0
Gd,122000.0
Gd,122000.0
Po,121600.0
Gd,121500.0
Gd,121000.0
Gd,120500.0
Po,120500.0
Gd,120500.0
Po,120500.0
Gd,120000.0
TA,120000.0
Po,120000.0
Po,120000.0
Fa,120000.0
Gd,120000.0
Gd,120000.0
Gd,119900.0
Fa,119900.0
Gd,119750.0
Gd,119500.0
Po,119500.0
Po,119500.0
Po,119500.0
Gd,119200.0
TA,119000.0
Po,119000.0
Gd,119000.0
Po,119000.0
Po,119000.0
TA,119000.0
Gd,119000.0
TA,118964.0
TA,118858.0
Po,118500.0
Po,118500.0
Po,118500.0
Gd,118500.0
Gd,118400.0
TA,118000.0
Po,118000.0
Gd,118000.0
Po,118000.0
Po,118000.0
Gd,118000.0
Fa,117500.0
Gd,117500.0
Gd,117000.0
Po,117000.0
Fa,117000.0
Po,117000.0
Gd,116900.0
Po,116500.0
Po,116050.0
Po,116000.0
Gd,116000.0
Gd,116000.0
Po,115000.0
Gd,115000.0
Po,115000.0
Gd,115000.0
Gd,115000.0
Gd,115000.0
Gd,115000.0
TA,115000.0
TA,115000.0
Po,115000.0
Po,115000.0
Po,115000.0
Po,114504.0
Gd,114500.0
Po,114500.0
Gd,113000.0
Gd,113000.0
Gd,113000.0
Po,113000.0
Gd,113000.0
Po,113000.0
Po,112500.0
Po,112500.0
Gd,112000.0
Po,112000.0
Po,112000.0
TA,112000.0
Gd,112000.0
Po,112000.0
Po,112000.0
Po,111250.0
Gd,111000.0
Po,110500.0
Gd,110500.0
Po,110000.0
Po,110000.0
Po,110000.0
Gd,110000.0
Gd,110000.0
TA,110000.0
Po,110000.0
TA,110000.0
Gd,110000.0
Po,110000.0
Po,110000.0
Po,110000.0
Po,110000.0
Po,109900.0
Po,109900.0
Po,109900.0
Po,109500.0
Gd,109500.0
Po,109500.0
Po,109500.0
Po,109008.0
Po,109000.0
Po,109000.0
TA,108959.0
Po,108500.0
Po,108480.0
Po,108000.0
Gd,108000.0
Po,108000.0
Gd,108000.0
Gd,108000.0
Po,108000.0
Po,107900.0
Po,107500.0
Po,107500.0
Gd,107500.0
Gd,107400.0
Po,107000.0
TA,107000.0
Po,107000.0
Po,106500.0
Po,106500.0
Po,106250.0
Po,106000.0
Gd,106000.0
Po,106000.0
Po,105900.0
Gd,105500.0
Po,105000.0
Gd,105000.0
Po,105000.0
Gd,105000.0
Gd,105000.0
Po,104900.0
Gd,104900.0
Gd,104000.0
Gd,103600.0
Po,103200.0
Po,103000.0
Gd,102776.0
Po,102000.0
Gd,102000.0
Gd,102000.0
Po,101800.0
Po,101000.0
Po,100000.0
Po,100000.0
Gd,100000.0
TA,100000.0
Po,100000.0
Po,100000.0
Po,100000.0
Po,100000.0
Gd,100000.0
Gd,99900.0
TA,99500.0
Po,98600.0
Po,98300.0
Po,98000.0
Po,98000.0
Gd,98000.0
Gd,97500.0
Po,97000.0
Po,97000.0
TA,97000.0
Gd,96500.0
Po,96500.0
Po,95000.0
Po,95000.0
Po,94750.0
Po,94500.0
Po,94000.0
Po,93500.0
Po,93500.0
Gd,93000.0
Po,93000.0
Gd,93000.0
Po,92900.0
Po,92000.0
TA,91500.0
Po,91500.0
Po,91300.0
Po,91000.0
Gd,91000.0
Po,91000.0
Gd,90350.0
Po,90000.0
Po,90000.0
Po,90000.0
Po,89500.0
Po,89500.0
Gd,89471.0
Po,89000.0
Po,88000.0
Po,88000.0
Po,88000.0
Po,88000.0
Po,87500.0
TA,87000.0
Po,87000.0
Po,87000.0
Po,87000.0
Po,86000.0
Po,86000.0
Po,86000.0
Po,85500.0
Po,85400.0
Po,85000.0
Po,85000.0
Po,85000.0
Po,85000.0
Po,84900.0
Po,84500.0
Po,84500.0
TA,84500.0
Po,84000.0
Po,83500.0
Po,83000.0
Po,83000.0
Po,82500.0
TA,82500.0
Po,82500.0
Po,82000.0
Po,82000.0
Po,82000.0
Po,81000.0
Po,81000.0
Gd,81000.0
Po,80500.0
Po,80000.0
Po,80000.0
Po,80000.0
Po,80000.0
Po,79900.0
Po,79900.0
Po,79500.0
Po,79000.0
Po,79000.0
Gd,79000.0
Po,78000.0
Po,76500.0
Po,76000.0
Po,75500.0
Po,75000.0
Po,73000.0
Po,72500.0
Po,68500.0
Po,68400.0
Po,67000.0
Gd,67000.0
Po,66500.0
Po,64500.0
Po,62383.0
Po,61000.0
Po,60000.0
Po,60000.0
Po,60000.0
Po,58500.0
Po,55993.0
Po,55000.0
Po,55000.0
Po,52500.0
Po,52000.0
Po,40000.0
Po,39300.0
Po,37900.0
Po,35311.0
Po,34900.0
