Condition1,SalePrice
Norm,290000.0
Norm,290000.0
Norm,290000.0
RRNn,290000.0
Norm,290000.0
Norm,289000.0
Norm,287090.0
Norm,287000.0
Norm,287000.0
Norm,286000.0
Norm,285000.0
Norm,285000.0
Norm,285000.0
Norm,284000.0
Norm,284000.0
Norm,283463.0
RRAn,282922.0
Norm,281213.0
Norm,281000.0
Norm,280000.0
Norm,280000.0
Norm,280000.0
Norm,280000.0
Norm,279500.0
PosN,278000.0
Norm,278000.0
Norm,277500.0
Norm,277000.0
Norm,277000.0
Norm,276000.0
Norm,275500.0
Norm,275000.0
Norm,275000.0
Norm,275000.0
Norm,275000.0
Norm,275000.0
Norm,274970.0
Norm,274900.0
Norm,274725.0
Norm,274300.0
Norm,274000.0
Norm,272000.0
PosN,272000.0
Norm,271900.0
Norm,271000.0
Norm,271000.0
Norm,270000.0
Norm,270000.0
Norm,270000.0
Norm,269790.0
Norm,269500.0
Norm,268000.0
Norm,268000.0
Norm,267000.0
Norm,266500.0
Norm,266000.0
Norm,266000.0
Norm,265979.0
Norm,265900.0
Norm,265000.0
Norm,264561.0
Norm,264132.0
RRAn,263435.0
Norm,263000.0
Norm,262500.0
PosN,262500.0
Norm,262280.0
Norm,262000.0
Norm,261500.0
Norm,260400.0
Norm,260000.0
Norm,260000.0
Norm,260000.0
Norm,260000.0
Norm,260000.0
Norm,260000.0
Norm,259500.0
Norm,259000.0
Norm,258000.0
Norm,257500.0
Norm,257000.0
Norm,256300.0
Norm,256000.0
Norm,256000.0
Norm,255900.0
Norm,255500.0
Norm,255000.0
Norm,255000.0
Norm,254900.0
Norm,254000.0
Norm,253293.0
Norm,253000.0
Norm,252678.0
Norm,252000.0
Norm,251000.0
Norm,250580.0
Norm,250000.0
Norm,250000.0
Norm,250000.0
PosA,250000.0
Norm,250000.0
Norm,250000.0
Norm,250000.0
RRAn,250000.0
Norm,249700.0
Norm,248900.0
Norm,248328.0
Norm,248000.0
Norm,248000.0
Norm,246578.0
Norm,245500.0
Norm,245350.0
Norm,245000.0
Feedr,244600.0
Norm,244400.0
Norm,244000.0
Norm,244000.0
Norm,244000.0
Norm,243000.0
PosN,242000.0
PosA,242000.0
Norm,241500.0
Norm,241500.0
Norm,241000.0
Feedr,240000.0
Norm,240000.0
Norm,240000.0
Norm,240000.0
Norm,240000.0
Norm,240000.0
Norm,239900.0
Norm,239799.0
Norm,239686.0
Norm,239500.0
Norm,239000.0
Norm,239000.0
Feedr,239000.0
Norm,239000.0
Norm,239000.0
Norm,239000.0
Norm,238000.0
Norm,237500.0
Norm,237000.0
Norm,237000.0
Norm,236500.0
Norm,236500.0
Norm,236000.0
Norm,236000.0
Feedr,235128.0
Norm,235000.0
Artery,235000.0
Norm,235000.0
PosA,235000.0
Norm,235000.0
Norm,235000.0
Norm,235000.0
Norm,234000.0
Norm,234000.0
Norm,233230.0
Norm,233170.0
Norm,233000.0
Norm,232600.0
RRAn,232000.0
Norm,232000.0
Norm,232000.0
Norm,231500.0
Norm,231500.0
Norm,230500.0
Norm,230000.0
Norm,230000.0
Norm,230000.0
Norm,230000.0
Norm,230000.0
Norm,230000.0
Norm,230000.0
Norm,230000.0
Norm,229456.0
Norm,229000.0
Norm,228950.0
Norm,228500.0
Norm,228500.0
Norm,228000.0
Norm,228000.0
Norm,227875.0
Norm,227680.0
Norm,227000.0
Norm,227000.0
Norm,227000.0
Norm,226700.0
Norm,226000.0
Norm,226000.0
Norm,226000.0
Norm,225000.0
Feedr,225000.0
Norm,225000.0
Norm,225000.0
Norm,225000.0
Norm,225000.0
Norm,224900.0
Norm,224900.0
Norm,224500.0
Norm,224000.0
PosN,224000.0
Norm,223500.0
Norm,223500.0
Norm,223000.0
Norm,222500.0
Norm,222500.0
Norm,222000.0
Norm,222000.0
Norm,222000.0
Norm,221500.0
Norm,221000.0
Norm,221000.0
Norm,220000.0
Norm,220000.0
Norm,220000.0
Norm,220000.0
Norm,220000.0
Norm,219500.0
Norm,219500.0
Norm,219500.0
Norm,219210.0
Norm,218000.0
Norm,217500.0
Norm,217000.0
Norm,217000.0
Norm,216837.0
Norm,216500.0
Norm,216000.0
Norm,215200.0
Norm,215000.0
Norm,215000.0
Norm,215000.0
Norm,215000.0
Norm,215000.0
Norm,215000.0
Norm,215000.0
Norm,215000.0
Norm,214900.0
PosN,214500.0
Norm,214000.0
Norm,214000.0
Norm,214000.0
RRNn,214000.0
Feedr,214000.0
Norm,213500.0
Norm,213500.0
Norm,213490.0
RRAn,213250.0
Norm,213000.0
Norm,213000.0
Norm,213000.0
Norm,212900.0
PosN,212000.0
Norm,212000.0
Norm,212000.0
Norm,211000.0
Norm,211000.0
Norm,210000.0
Norm,210000.0
Norm,210000.0
Norm,210000.0
Norm,210000.0
Norm,209500.0
Norm,208900.0
Norm,208900.0
Norm,208500.0
Norm,208300.0
Norm,207500.0
Norm,207500.0
Norm,207500.0
Norm,207500.0
Norm,207500.0
Norm,207000.0
Norm,207000.0
Norm,206900.0
Norm,206300.0
Norm,206000.0
Norm,205950.0
Norm,205000.0
Norm,205000.0
Norm,205000.0
Norm,205000.0
Norm,205000.0
Norm,205000.0
Norm,204900.0
Norm,204750.0
Norm,204000.0
Norm,204000.0
Norm,203000.0
Norm,203000.0
Norm,202900.0
Norm,202665.0
Norm,202500.0
Norm,202500.0
Norm,202500.0
Norm,201800.0
Norm,201000.0
Norm,201000.0
Norm,201000.0
Norm,200624.0
Norm,200500.0
Norm,200500.0
Norm,200141.0
Norm,200100.0
PosN,200000.0
Norm,200000.0
Norm,200000.0
Feedr,200000.0
Feedr,200000.0
Norm,200000.0
Norm,200000.0
Artery,200000.0
Norm,199900.0
Norm,199900.0
Norm,198900.0
Norm,198500.0
Norm,197900.0
Norm,197900.0
Norm,197900.0
Norm,197500.0
PosN,197500.0
Norm,197000.0
Norm,197000.0
Norm,197000.0
Norm,197000.0
Norm,196500.0
Norm,196500.0
Norm,196000.0
Norm,196000.0
Norm,196000.0
Norm,195400.0
Norm,195000.0
Norm,195000.0
Norm,195000.0
Norm,194700.0
RRNe,194500.0
Norm,194500.0
Norm,194500.0
Norm,194201.0
Norm,194000.0
Norm,194000.0
Feedr,194000.0
Norm,193879.0
Norm,193500.0
Norm,193500.0
Norm,193000.0
Norm,193000.0
Norm,193000.0
Norm,192500.0
Norm,192500.0
RRAn,192140.0
Norm,192000.0
Norm,192000.0
Norm,192000.0
Norm,192000.0
Norm,192000.0
Norm,191000.0
Norm,191000.0
Norm,191000.0
Norm,191000.0
Norm,190000.0
Norm,190000.0
Norm,190000.0
Norm,190000.0
Norm,190000.0
PosA,190000.0
PosA,190000.0
Norm,190000.0
Norm,190000.0
Feedr,190000.0
Norm,190000.0
Norm,190000.0
Norm,190000.0
Norm,189950.0
Norm,189000.0
Norm,189000.0
Norm,189000.0
Norm,189000.0
Norm,189000.0
Feedr,189000.0
Norm,188700.0
Norm,188500.0
Norm,188000.0
Norm,188000.0
Norm,188000.0
Norm,187750.0
Norm,187500.0
Norm,187500.0
Norm,187500.0
Norm,187500.0
Norm,187500.0
Norm,187500.0
Norm,187100.0
RRNe,187000.0
Feedr,187000.0
Norm,187000.0
Norm,186700.0
Norm,186500.0
Norm,186500.0
Norm,186000.0
Norm,185900.0
Norm,185850.0
PosN,185750.0
Norm,185500.0
Norm,185000.0
Norm,185000.0
Norm,185000.0
Norm,185000.0
Norm,185000.0
Norm,185000.0
Norm,185000.0
PosA,185000.0
Norm,185000.0
Norm,185000.0
Norm,184900.0
PosN,184750.0
Norm,184100.0
Norm,184000.0
Norm,184000.0
Norm,184000.0
RRAn,184000.0
Norm,183900.0
Norm,183500.0
Norm,183200.0
Norm,183000.0
Norm,182900.0
Norm,182000.0
Norm,181900.0
Feedr,181500.0
Norm,181134.0
Norm,181000.0
Norm,181000.0
Norm,181000.0
Norm,181000.0
Norm,181000.0
RRAn,181000.0
Norm,181000.0
Norm,180500.0
Norm,180500.0
Norm,180500.0
Norm,180500.0
PosA,180000.0
Norm,180000.0
Norm,180000.0
Norm,180000.0
Norm,180000.0
Norm,180000.0
Norm,180000.0
Norm,180000.0
Norm,180000.0
Norm,180000.0
Norm,179900.0
RRAn,179900.0
Feedr,179900.0
Norm,179900.0
Norm,179900.0
Norm,179665.0
Norm,179600.0
Norm,179540.0
Norm,179500.0
Norm,179400.0
Norm,179200.0
Norm,179200.0
RRAn,179000.0
Norm,179000.0
Norm,179000.0
RRAn,178900.0
Norm,178740.0
Norm,178400.0
Norm,178000.0
Norm,178000.0
Norm,178000.0
Norm,178000.0
Norm,178000.0
Norm,178000.0
Norm,178000.0
Norm,177500.0
Norm,177500.0
Norm,177500.0
Norm,177000.0
Norm,177000.0
Norm,177000.0
Norm,177000.0
Norm,177000.0
Norm,176500.0
Norm,176500.0
Norm,176485.0
Norm,176432.0
Norm,176000.0
Artery,176000.0
Norm,176000.0
Norm,176000.0
Norm,176000.0
Feedr,176000.0
Norm,176000.0
Norm,176000.0
Norm,175900.0
Norm,175900.0
Norm,175500.0
Norm,175500.0
Norm,175500.0
Norm,175000.0
Norm,175000.0
Norm,175000.0
Norm,175000.0
Norm,175000.0
Norm,175000.0
Feedr,175000.0
Norm,175000.0
Norm,175000.0
Norm,174900.0
Norm,174500.0
Norm,174000.0
Norm,174000.0
Norm,174000.0
Norm,174000.0
Norm,174000.0
Norm,174000.0
Norm,174000.0
Norm,173900.0
Norm,173733.0
Norm,173500.0
Norm,173000.0
Norm,173000.0
Norm,173000.0
Norm,173000.0
Norm,173000.0
Feedr,173000.0
RRAn,173000.0
Norm,172785.0
Norm,172500.0
Norm,172500.0
Norm,172500.0
Norm,172500.0
Norm,172500.0
Norm,172400.0
Norm,172000.0
Norm,171900.0
Norm,171750.0
Norm,171500.0
Norm,171000.0
Norm,171000.0
RRAe,171000.0
Norm,171000.0
Norm,171000.0
Norm,170000.0
Norm,170000.0
Norm,170000.0
Norm,170000.0
Norm,170000.0
Norm,170000.0
Norm,170000.0
Norm,170000.0
RRAn,169990.0
Norm,169900.0
Norm,169500.0
PosN,169500.0
Feedr,169000.0
Norm,169000.0
Feedr,169000.0
Norm,168500.0
Norm,168500.0
Feedr,168500.0
Norm,168000.0
Norm,168000.0
Artery,168000.0
Norm,168000.0
Norm,167900.0
Norm,167900.0
RRAn,167500.0
Feedr,167500.0
Norm,167500.0
Norm,167240.0
Norm,167000.0
Norm,167000.0
Norm,167000.0
Norm,167000.0
Artery,166000.0
Norm,166000.0
Norm,165600.0
Norm,165500.0
Norm,165500.0
Norm,165500.0
Norm,165400.0
Norm,165150.0
Norm,165000.0
Norm,165000.0
Norm,165000.0
PosN,165000.0
Norm,165000.0
Norm,165000.0
Artery,165000.0
Norm,165000.0
Norm,164990.0
Norm,164900.0
Norm,164700.0
Norm,164500.0
Norm,164500.0
Norm,164000.0
Norm,164000.0
Norm,164000.0
Norm,163990.0
Norm,163900.0
Norm,163500.0
PosN,163500.0
Norm,163000.0
Norm,163000.0
Norm,163000.0
Norm,163000.0
Norm,162900.0
Norm,162900.0
Norm,162500.0
Norm,162000.0
RRAn,162000.0
Norm,162000.0
Norm,162000.0
Norm,161750.0
Feedr,161500.0
Norm,161500.0
Norm,161000.0
Norm,161000.0
Norm,160200.0
Norm,160000.0
Norm,160000.0
Norm,160000.0
Norm,160000.0
Norm,160000.0
Norm,160000.0
Norm,160000.0
Norm,160000.0
Norm,160000.0
Feedr,160000.0
Norm,160000.0
Norm,160000.0
Norm,159950.0
Norm,159895.0
Norm,159500.0
Norm,159500.0
Norm,159500.0
Norm,159434.0
RRAe,159000.0
Norm,159000.0
Norm,159000.0
Feedr,159000.0
Norm,158900.0
Norm,158500.0
RRAe,158000.0
Norm,158000.0
Norm,158000.0
Norm,158000.0
Norm,158000.0
Norm,158000.0
Norm,157900.0
Norm,157900.0
Norm,157500.0
Norm,157500.0
Norm,157000.0
Norm,157000.0
Norm,157000.0
Norm,157000.0
RRAn,157000.0
Norm,157000.0
Norm,156932.0
Norm,156500.0
Norm,156000.0
Norm,156000.0
Norm,156000.0
Norm,156000.0
Norm,155900.0
Norm,155835.0
Norm,155000.0
PosN,155000.0
Feedr,155000.0
Feedr,155000.0
Norm,155000.0
Norm,155000.0
Norm,155000.0
PosN,155000.0
Norm,155000.0
Norm,155000.0
Norm,155000.0
Norm,155000.0
Norm,155000.0
RRAe,155000.0
Norm,154900.0
Norm,154500.0
Feedr,154300.0
Norm,154000.0
Norm,154000.0
Norm,154000.0
RRAn,154000.0
Norm,154000.0
Norm,153900.0
Artery,153900.0
RRAn,153575.0
Norm,153500.0
Norm,153500.0
Norm,153500.0
Feedr,153337.0
Norm,153000.0
Norm,153000.0
Norm,153000.0
Norm,152000.0
Norm,152000.0
Norm,152000.0
RRAn,152000.0
Norm,152000.0
Norm,152000.0
Norm,151500.0
Norm,151400.0
Norm,151000.0
Norm,151000.0
Norm,151000.0
Norm,151000.0
Norm,151000.0
Norm,150900.0
Norm,150750.0
Norm,150500.0
Norm,150000.0
Feedr,150000.0
Feedr,150000.0
Norm,150000.0
Norm,149900.0
Norm,149900.0
Norm,149900.0
Norm,149900.0
Artery,149700.0
Norm,149500.0
Feedr,149500.0
Norm,149350.0
Norm,149300.0
Norm,149000.0
Norm,149000.0
Norm,149000.0
Norm,149000.0
Norm,148800.0
Norm,148500.0
Norm,148500.0
Norm,148500.0
Norm,148000.0
Norm,148000.0
Norm,148000.0
Norm,148000.0
Norm,148000.0
Norm,148000.0
Norm,148000.0
Norm,147500.0
Norm,147400.0
Norm,147000.0
Norm,147000.0
Norm,147000.0
Feedr,147000.0
Norm,147000.0
Norm,147000.0
Norm,147000.0
Norm,147000.0
Norm,147000.0
Norm,146800.0
Artery,146500.0
Norm,146000.0
Feedr,146000.0
Norm,146000.0
Feedr,145900.0
Norm,145500.0
Norm,145250.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,145000.0
Norm,144900.0
Norm,144500.0
Norm,144500.0
Norm,144152.0
Norm,144000.0
Norm,144000.0
Norm,144000.0
Feedr,144000.0
Norm,144000.0
Norm,144000.0
Norm,144000.0
Feedr,144000.0
Norm,144000.0
Norm,144000.0
RRAe,143900.0
Norm,143750.0
Norm,143500.0
Norm,143500.0
Norm,143250.0
Norm,143000.0
Norm,143000.0
Norm,143000.0
Norm,143000.0
Norm,143000.0
Norm,143000.0
Norm,143000.0
Artery,143000.0
Artery,143000.0
Feedr,143000.0
Feedr,142953.0
Norm,142600.0
Norm,142500.0
Norm,142500.0
RRAe,142500.0
Norm,142125.0
Norm,142000.0
Feedr,142000.0
Norm,142000.0
Norm,142000.0
Norm,141500.0
Norm,141000.0
Norm,141000.0
Norm,141000.0
Norm,141000.0
Norm,141000.0
Norm,141000.0
Norm,141000.0
Artery,141000.0
RRAn,140200.0
Norm,140000.0
RRAn,140000.0
Norm,140000.0
Norm,140000.0
Norm,140000.0
Feedr,140000.0
Norm,140000.0
Norm,140000.0
Norm,140000.0
Norm,140000.0
Feedr,140000.0
Norm,140000.0
Norm,140000.0
Norm,140000.0
Norm,140000.0
Norm,140000.0
Norm,140000.0
Norm,140000.0
Norm,140000.0
Artery,140000.0
Norm,139950.0
Norm,139900.0
Norm,139600.0
Norm,139500.0
Norm,139400.0
Norm,139400.0
Norm,139000.0
Norm,139000.0
Feedr,139000.0
Norm,139000.0
Norm,139000.0
Norm,139000.0
Artery,139000.0
Feedr,139000.0
Norm,139000.0
Norm,139000.0
Norm,139000.0
Norm,138887.0
Norm,138800.0
RRAe,138500.0
Feedr,138500.0
Norm,138000.0
Norm,138000.0
Norm,138000.0
Norm,137900.0
Feedr,137500.0
Norm,137500.0
Norm,137500.0
Norm,137500.0
Norm,137500.0
Norm,137500.0
Norm,137450.0
Norm,137000.0
Norm,137000.0
Norm,137000.0
Norm,137000.0
Feedr,137000.0
Feedr,136905.0
Norm,136900.0
Norm,136500.0
Norm,136500.0
Norm,136500.0
Norm,136500.0
Norm,136500.0
Norm,136000.0
Artery,136000.0
Norm,136000.0
Norm,135960.0
Norm,135900.0
Norm,135750.0
Norm,135500.0
Norm,135500.0
Norm,135000.0
Norm,135000.0
Norm,135000.0
Norm,135000.0
Norm,135000.0
Norm,135000.0
Norm,135000.0
Feedr,135000.0
Norm,135000.0
Norm,135000.0
Norm,135000.0
Norm,135000.0
Norm,135000.0
Norm,135000.0
Norm,135000.0
Norm,135000.0
Feedr,135000.0
Norm,134900.0
Norm,134900.0
Norm,134800.0
Norm,134500.0
Norm,134500.0
Norm,134450.0
Feedr,134432.0
Norm,134000.0
Norm,134000.0
Feedr,134000.0
Norm,133900.0
Norm,133900.0
Norm,133700.0
Norm,133500.0
Artery,133000.0
Norm,133000.0
Norm,133000.0
Norm,133000.0
Feedr,133000.0
Norm,133000.0
Norm,132500.0
Norm,132500.0
Norm,132500.0
Norm,132500.0
Norm,132500.0
Norm,132500.0
Norm,132250.0
Norm,132000.0
Norm,132000.0
Norm,132000.0
Norm,132000.0
Norm,132000.0
Norm,132000.0
Norm,131500.0
Norm,131500.0
Norm,131500.0
Feedr,131400.0
Norm,131000.0
Norm,131000.0
Norm,131000.0
RRAe,130500.0
Norm,130500.0
Norm,130500.0
Norm,130250.0
Norm,130000.0
Norm,130000.0
Norm,130000.0
Norm,130000.0
Norm,130000.0
Norm,130000.0
RRAn,130000.0
Feedr,130000.0
Norm,130000.0
Norm,130000.0
Norm,130000.0
Artery,129900.0
Norm,129900.0
Feedr,129900.0
Norm,129900.0
Norm,129500.0
Norm,129500.0
Norm,129500.0
Norm,129500.0
Norm,129000.0
Norm,129000.0
RRAn,129000.0
Feedr,129000.0
Norm,129000.0
Norm,129000.0
Norm,129000.0
Norm,129000.0
Norm,128950.0
Norm,128900.0
Feedr,128500.0
Norm,128500.0
Norm,128500.0
Norm,128500.0
Norm,128200.0
Norm,128000.0
RRNn,128000.0
Norm,128000.0
Norm,128000.0
Norm,128000.0
Norm,128000.0
Norm,128000.0
Norm,127500.0
Norm,127500.0
Norm,127500.0
Norm,127500.0
Norm,127500.0
Norm,127500.0
Norm,127000.0
Norm,127000.0
RRAn,127000.0
Norm,127000.0
Norm,127000.0
Norm,127000.0
Norm,127000.0
Norm,127000.0
Norm,127000.0
Norm,126500.0
Norm,126175.0
Norm,126000.0
Norm,126000.0
Norm,126000.0
Norm,125500.0
Norm,125500.0
Norm,125500.0
Norm,125500.0
RRAe,125000.0
Norm,125000.0
Feedr,125000.0
Norm,125000.0
Norm,125000.0
Feedr,125000.0
Norm,125000.0
Norm,125000.0
Norm,125000.0
Norm,125000.0
Norm,124900.0
Norm,124900.0
Norm,124500.0
Artery,124500.0
Norm,124500.0
Norm,124500.0
Norm,124000.0
Artery,124000.0
Norm,124000.0
Norm,124000.0
Norm,124000.0
Norm,124000.0
Norm,123600.0
Norm,123500.0
Norm,123000.0
Norm,123000.0
Norm,123000.0
Norm,123000.0
Artery,122900.0
Norm,122500.0
Norm,122500.0
Norm,122000.0
Norm,122000.0
Feedr,122000.0
Norm,122000.0
Feedr,121600.0
Norm,121500.0
Norm,121000.0
Norm,120500.0
Norm,120500.0
Norm,120500.0
Norm,120500.0
Artery,120000.0
Norm,120000.0
Norm,120000.0
Norm,120000.0
Norm,120000.0
Norm,120000.0
Norm,120000.0
Artery,119900.0
Norm,119900.0
Norm,119750.0
Norm,119500.0
Norm,119500.0
Norm,119500.0
Norm,119500.0
Artery,119200.0
Norm,119000.0
Norm,119000.0
Norm,119000.0
Norm,119000.0
Norm,119000.0
Norm,119000.0
Norm,119000.0
Norm,118964.0
Norm,118858.0
Norm,118500.0
Norm,118500.0
Feedr,118500.0
Norm,118500.0
Norm,118400.0
Artery,118000.0
Norm,118000.0
Norm,118000.0
Norm,118000.0
Norm,118000.0
Norm,118000.0
Norm,117500.0
Norm,117500.0
Feedr,117000.0
Norm,117000.0
Norm,117000.0
Norm,117000.0
Norm,116900.0
Norm,116500.0
Norm,116050.0
Norm,116000.0
Norm,116000.0
Norm,116000.0
Norm,115000.0
Artery,115000.0
Norm,115000.0
Norm,115000.0
Norm,115000.0
Artery,115000.0
Norm,115000.0
Norm,115000.0
Norm,115000.0
Artery,115000.0
Norm,115000.0
Norm,115000.0
Norm,114504.0
Norm,114500.0
Feedr,114500.0
Norm,113000.0
Norm,113000.0
Artery,113000.0
Norm,113000.0
Norm,113000.0
Norm,113000.0
Norm,112500.0
Norm,112500.0
Artery,112000.0
Norm,112000.0
Norm,112000.0
RRAe,112000.0
Norm,112000.0
Norm,112000.0
Norm,112000.0
Norm,111250.0
Norm,111000.0
Norm,110500.0
Artery,110500.0
RRNn,110000.0
Norm,110000.0
Norm,110000.0
Norm,110000.0
Norm,110000.0
Norm,110000.0
Norm,110000.0
Norm,110000.0
Norm,110000.0
Norm,110000.0
Norm,110000.0
Norm,110000.0
Norm,110000.0
Norm,109900.0
Norm,109900.0
Norm,109900.0
Norm,109500.0
Norm,109500.0
Norm,109500.0
PosN,109500.0
Norm,109008.0
Norm,109000.0
Norm,109000.0
Feedr,108959.0
Norm,108500.0
Norm,108480.0
Norm,108000.0
Feedr,108000.0
Norm,108000.0
Norm,108000.0
Artery,108000.0
Norm,108000.0
Norm,107900.0
Norm,107500.0
Norm,107500.0
Norm,107500.0
Norm,107400.0
Norm,107000.0
Norm,107000.0
Norm,107000.0
Norm,106500.0
Norm,106500.0
Norm,106250.0
Norm,106000.0
Norm,106000.0
Norm,106000.0
Norm,105900.0
Artery,105500.0
Norm,105000.0
Artery,105000.0
Artery,105000.0
Norm,105000.0
Artery,105000.0
Norm,104900.0
Feedr,104900.0
Norm,104000.0
Artery,103600.0
Norm,103200.0
Norm,103000.0
Norm,102776.0
Norm,102000.0
Norm,102000.0
Norm,102000.0
Norm,101800.0
Norm,101000.0
Norm,100000.0
Norm,100000.0
Norm,100000.0
Feedr,100000.0
Feedr,100000.0
Norm,100000.0
Norm,100000.0
Norm,100000.0
Norm,100000.0
Feedr,99900.0
Norm,99500.0
Norm,98600.0
Norm,98300.0
Norm,98000.0
Norm,98000.0
Norm,98000.0
Artery,97500.0
Norm,97000.0
Norm,97000.0
Norm,97000.0
Norm,96500.0
Norm,96500.0
Artery,95000.0
Artery,95000.0
Norm,94750.0
Norm,94500.0
Feedr,94000.0
Norm,93500.0
Norm,93500.0
Norm,93000.0
Norm,93000.0
Norm,93000.0
Norm,92900.0
Norm,92000.0
Artery,91500.0
Norm,91500.0
Artery,91300.0
Norm,91000.0
Norm,91000.0
Norm,91000.0
Norm,90350.0
Norm,90000.0
Norm,90000.0
Norm,90000.0
Norm,89500.0
Artery,89500.0
Norm,89471.0
Norm,89000.0
Norm,88000.0
Norm,88000.0
Norm,88000.0
Norm,88000.0
Norm,87500.0
Feedr,87000.0
RRAe,87000.0
Norm,87000.0
Norm,87000.0
Norm,86000.0
Norm,86000.0
Norm,86000.0
Norm,85500.0
Norm,85400.0
Feedr,85000.0
Norm,85000.0
Feedr,85000.0
Norm,85000.0
Norm,84900.0
Norm,84500.0
Norm,84500.0
Norm,84500.0
Norm,84000.0
Norm,83500.0
Norm,83000.0
Norm,83000.0
Norm,82500.0
Norm,82500.0
Norm,82500.0
Norm,82000.0
Feedr,82000.0
Norm,82000.0
Feedr,81000.0
Norm,81000.0
Norm,81000.0
Norm,80500.0
Artery,80000.0
Norm,80000.0
Norm,80000.0
Norm,80000.0
Feedr,79900.0
Norm,79900.0
RRAn,79500.0
Artery,79000.0
Norm,79000.0
Norm,79000.0
Norm,78000.0
Norm,76500.0
Norm,76000.0
Norm,75500.0
Norm,75000.0
Artery,73000.0
Feedr,72500.0
Feedr,68500.0
Norm,68400.0
Norm,67000.0
Norm,67000.0
Artery,66500.0
Norm,64500.0
Norm,62383.0
Norm,61000.0
Norm,60000.0
Norm,60000.0
Norm,60000.0
Norm,58500.0
Norm,55993.0
Norm,55000.0
Norm,55000.0
Feedr,52500.0
Norm,52000.0
Feedr,40000.0
Norm,39300.0
Norm,37900.0
Norm,35311.0
Norm,34900.0
