LandSlope,SalePrice
Mod,260000.0
Sev,260000.0
Mod,260000.0
Mod,259500.0
Gtl,259000.0
Gtl,258000.0
Gtl,257500.0
Gtl,257000.0
Gtl,256300.0
Mod,256000.0
Gtl,256000.0
Gtl,255900.0
Gtl,255500.0
Gtl,255000.0
Gtl,255000.0
Gtl,254900.0
Gtl,254000.0
Gtl,253293.0
Gtl,253000.0
Gtl,252678.0
Gtl,252000.0
Gtl,251000.0
Gtl,250580.0
Gtl,250000.0
Gtl,250000.0
Gtl,250000.0
Gtl,250000.0
Gtl,250000.0
Gtl,250000.0
Gtl,250000.0
Gtl,250000.0
Gtl,249700.0
Gtl,248900.0
Gtl,248328.0
Gtl,248000.0
Gtl,248000.0
Gtl,246578.0
Gtl,245500.0
Gtl,245350.0
Gtl,245000.0
Gtl,244600.0
Gtl,244400.0
Gtl,244000.0
Gtl,244000.0
Gtl,244000.0
Gtl,243000.0
Gtl,242000.0
Mod,242000.0
Gtl,241500.0
Sev,241500.0
Gtl,241000.0
Mod,240000.0
Gtl,240000.0
Gtl,240000.0
Gtl,240000.0
Gtl,240000.0
Gtl,240000.0
Gtl,239900.0
Gtl,239799.0
Gtl,239686.0
Gtl,239500.0
Gtl,239000.0
Gtl,239000.0
Gtl,239000.0
Gtl,239000.0
Gtl,239000.0
Gtl,239000.0
Gtl,238000.0
Gtl,237500.0
Gtl,237000.0
Gtl,237000.0
Gtl,236500.0
Gtl,236500.0
Gtl,236000.0
Gtl,236000.0
Gtl,235128.0
Gtl,235000.0
Gtl,235000.0
Mod,235000.0
Gtl,235000.0
Gtl,235000.0
Gtl,235000.0
Gtl,235000.0
Gtl,234000.0
Gtl,234000.0
Gtl,233230.0
Gtl,233170.0
Gtl,233000.0
Gtl,232600.0
Gtl,232000.0
Gtl,232000.0
Gtl,232000.0
Gtl,231500.0
Gtl,231500.0
Gtl,230500.0
Gtl,230000.0
Gtl,230000.0
Gtl,230000.0
Gtl,230000.0
Gtl,230000.0
Gtl,230000.0
Mod,230000.0
Gtl,230000.0
Gtl,229456.0
Gtl,229000.0
Sev,228950.0
Gtl,228500.0
Gtl,228500.0
Gtl,228000.0
Gtl,228000.0
Gtl,227875.0
Gtl,227680.0
Gtl,227000.0
Gtl,227000.0
Gtl,227000.0
Gtl,226700.0
Gtl,226000.0
Gtl,226000.0
Gtl,226000.0
Gtl,225000.0
Gtl,225000.0
Mod,225000.0
Gtl,225000.0
Gtl,225000.0
Gtl,225000.0
Gtl,224900.0
Gtl,224900.0
Gtl,224500.0
Gtl,224000.0
Gtl,224000.0
Gtl,223500.0
Gtl,223500.0
Gtl,223000.0
Gtl,222500.0
Gtl,222500.0
Gtl,222000.0
Gtl,222000.0
Gtl,222000.0
Gtl,221500.0
Gtl,221000.0
Gtl,221000.0
Gtl,220000.0
Gtl,220000.0
Gtl,220000.0
Gtl,220000.0
Mod,220000.0
Gtl,219500.0
Gtl,219500.0
Gtl,219500.0
Gtl,219210.0
Gtl,218000.0
Gtl,217500.0
Gtl,217000.0
Gtl,217000.0
Gtl,216837.0
Gtl,216500.0
Gtl,216000.0
Gtl,215200.0
Gtl,215000.0
Gtl,215000.0
Gtl,215000.0
Gtl,215000.0
Gtl,215000.0
Gtl,215000.0
Gtl,215000.0
Gtl,215000.0
Gtl,214900.0
Gtl,214500.0
Gtl,214000.0
Gtl,214000.0
Gtl,214000.0
Gtl,214000.0
Gtl,214000.0
Gtl,213500.0
Gtl,213500.0
Gtl,213490.0
Gtl,213250.0
Gtl,213000.0
Gtl,213000.0
Gtl,213000.0
Gtl,212900.0
Gtl,212000.0
Gtl,212000.0
Gtl,212000.0
Gtl,211000.0
Gtl,211000.0
Gtl,210000.0
Gtl,210000.0
Gtl,210000.0
Gtl,210000.0
Gtl,210000.0
Gtl,209500.0
Mod,208900.0
Gtl,208900.0
Gtl,208500.0
Gtl,208300.0
Gtl,207500.0
Gtl,207500.0
Gtl,207500.0
Gtl,207500.0
Gtl,207500.0
Gtl,207000.0
Gtl,207000.0
Gtl,206900.0
Gtl,206300.0
Gtl,206000.0
Gtl,205950.0
Gtl,205000.0
Gtl,205000.0
Gtl,205000.0
Gtl,205000.0
Gtl,205000.0
Gtl,205000.0
Gtl,204900.0
Gtl,204750.0
Gtl,204000.0
Gtl,204000.0
Gtl,203000.0
Gtl,203000.0
Gtl,202900.0
Gtl,202665.0
Gtl,202500.0
Gtl,202500.0
Gtl,202500.0
Gtl,201800.0
Gtl,201000.0
Gtl,201000.0
Gtl,201000.0
Gtl,200624.0
Gtl,200500.0
Gtl,200500.0
Gtl,200141.0
Gtl,200100.0
Gtl,200000.0
Gtl,200000.0
Gtl,200000.0
Gtl,200000.0
Mod,200000.0
Gtl,200000.0
Gtl,200000.0
Gtl,200000.0
Gtl,199900.0
Gtl,199900.0
Gtl,198900.0
Gtl,198500.0
Gtl,197900.0
Gtl,197900.0
Gtl,197900.0
Gtl,197500.0
Gtl,197500.0
Gtl,197000.0
Gtl,197000.0
Gtl,197000.0
Gtl,197000.0
Gtl,196500.0
Gtl,196500.0
Gtl,196000.0
Gtl,196000.0
Mod,196000.0
Gtl,195400.0
Gtl,195000.0
Gtl,195000.0
Gtl,195000.0
Gtl,194700.0
Gtl,194500.0
Gtl,194500.0
Gtl,194500.0
Gtl,194201.0
Gtl,194000.0
Gtl,194000.0
Gtl,194000.0
Gtl,193879.0
Gtl,193500.0
Gtl,193500.0
Gtl,193000.0
Gtl,193000.0
Gtl,193000.0
Gtl,192500.0
Gtl,192500.0
Gtl,192140.0
Gtl,192000.0
Gtl,192000.0
Gtl,192000.0
Gtl,192000.0
Gtl,192000.0
Gtl,191000.0
Gtl,191000.0
Gtl,191000.0
Mod,191000.0
Gtl,190000.0
Gtl,190000.0
Gtl,190000.0
Mod,190000.0
Gtl,190000.0
Gtl,190000.0
Gtl,190000.0
Gtl,190000.0
Gtl,190000.0
Gtl,190000.0
Gtl,190000.0
Mod,190000.0
Gtl,190000.0
Gtl,189950.0
Gtl,189000.0
Gtl,189000.0
Gtl,189000.0
Gtl,189000.0
Gtl,189000.0
Gtl,189000.0
Mod,188700.0
Gtl,188500.0
Gtl,188000.0
Gtl,188000.0
Gtl,188000.0
Gtl,187750.0
Gtl,187500.0
Gtl,187500.0
Gtl,187500.0
Gtl,187500.0
Gtl,187500.0
Gtl,187500.0
Gtl,187100.0
Gtl,187000.0
Gtl,187000.0
Mod,187000.0
Mod,186700.0
Gtl,186500.0
Gtl,186500.0
Gtl,186000.0
Gtl,185900.0
Gtl,185850.0
Gtl,185750.0
Gtl,185500.0
Gtl,185000.0
Gtl,185000.0
Gtl,185000.0
Gtl,185000.0
Gtl,185000.0
Sev,185000.0
Gtl,185000.0
Gtl,185000.0
Gtl,185000.0
Gtl,185000.0
Gtl,184900.0
Gtl,184750.0
Gtl,184100.0
Gtl,184000.0
Gtl,184000.0
Gtl,184000.0
Gtl,184000.0
Gtl,183900.0
Gtl,183500.0
Gtl,183200.0
Gtl,183000.0
Gtl,182900.0
Gtl,182000.0
Gtl,181900.0
Gtl,181500.0
Gtl,181134.0
Gtl,181000.0
Gtl,181000.0
Gtl,181000.0
Gtl,181000.0
Gtl,181000.0
Gtl,181000.0
Gtl,181000.0
Gtl,180500.0
Gtl,180500.0
Gtl,180500.0
Gtl,180500.0
Gtl,180000.0
Gtl,180000.0
Sev,180000.0
Gtl,180000.0
Gtl,180000.0
Gtl,180000.0
Gtl,180000.0
Gtl,180000.0
Gtl,180000.0
Gtl,180000.0
Gtl,179900.0
Gtl,179900.0
Gtl,179900.0
Gtl,179900.0
Gtl,179900.0
Gtl,179665.0
Gtl,179600.0
Gtl,179540.0
Mod,179500.0
Gtl,179400.0
Gtl,179200.0
Gtl,179200.0
Gtl,179000.0
Gtl,179000.0
Gtl,179000.0
Gtl,178900.0
Gtl,178740.0
Gtl,178400.0
Gtl,178000.0
Gtl,178000.0
Gtl,178000.0
Gtl,178000.0
Gtl,178000.0
Gtl,178000.0
Gtl,178000.0
Gtl,177500.0
Gtl,177500.0
Gtl,177500.0
Gtl,177000.0
Gtl,177000.0
Gtl,177000.0
Gtl,177000.0
Gtl,177000.0
Gtl,176500.0
Gtl,176500.0
Gtl,176485.0
Gtl,176432.0
Gtl,176000.0
Gtl,176000.0
Gtl,176000.0
Gtl,176000.0
Gtl,176000.0
Gtl,176000.0
Gtl,176000.0
Gtl,176000.0
Gtl,175900.0
Gtl,175900.0
Gtl,175500.0
Gtl,175500.0
Gtl,175500.0
Gtl,175000.0
Gtl,175000.0
Gtl,175000.0
Gtl,175000.0
Gtl,175000.0
Gtl,175000.0
Gtl,175000.0
Gtl,175000.0
Gtl,175000.0
Gtl,174900.0
Gtl,174500.0
Gtl,174000.0
Gtl,174000.0
Gtl,174000.0
Gtl,174000.0
Gtl,174000.0
Gtl,174000.0
Gtl,174000.0
Gtl,173900.0
Gtl,173733.0
Gtl,173500.0
Gtl,173000.0
Gtl,173000.0
Gtl,173000.0
Gtl,173000.0
Gtl,173000.0
Gtl,173000.0
Gtl,173000.0
Gtl,172785.0
Gtl,172500.0
Gtl,172500.0
Gtl,172500.0
Gtl,172500.0
Gtl,172500.0
Gtl,172400.0
Mod,172000.0
Gtl,171900.0
Gtl,171750.0
Gtl,171500.0
Gtl,171000.0
Gtl,171000.0
Gtl,171000.0
Gtl,171000.0
Gtl,171000.0
Gtl,170000.0
Mod,170000.0
Gtl,170000.0
Gtl,170000.0
Gtl,170000.0
Gtl,170000.0
Gtl,170000.0
Gtl,170000.0
Gtl,169990.0
Gtl,169900.0
Gtl,169500.0
Gtl,169500.0
Gtl,169000.0
Gtl,169000.0
Gtl,169000.0
Gtl,168500.0
Gtl,168500.0
Gtl,168500.0
Gtl,168000.0
Mod,168000.0
Gtl,168000.0
Mod,168000.0
Mod,167900.0
Gtl,167900.0
Gtl,167500.0
Gtl,167500.0
Gtl,167500.0
Gtl,167240.0
Gtl,167000.0
Gtl,167000.0
Gtl,167000.0
Gtl,167000.0
Gtl,166000.0
Gtl,166000.0
Gtl,165600.0
Gtl,165500.0
Gtl,165500.0
Gtl,165500.0
Gtl,165400.0
Gtl,165150.0
Gtl,165000.0
Gtl,165000.0
Gtl,165000.0
Gtl,165000.0
Gtl,165000.0
Gtl,165000.0
Gtl,165000.0
Gtl,165000.0
Gtl,164990.0
Gtl,164900.0
Gtl,164700.0
Gtl,164500.0
Gtl,164500.0
Gtl,164000.0
Gtl,164000.0
Mod,164000.0
Gtl,163990.0
Gtl,163900.0
Gtl,163500.0
Gtl,163500.0
Gtl,163000.0
Gtl,163000.0
Gtl,163000.0
Gtl,163000.0
Gtl,162900.0
Gtl,162900.0
Gtl,162500.0
Gtl,162000.0
Gtl,162000.0
Gtl,162000.0
Gtl,162000.0
Gtl,161750.0
Gtl,161500.0
Gtl,161500.0
Gtl,161000.0
Gtl,161000.0
Gtl,160200.0
Gtl,160000.0
Gtl,160000.0
Gtl,160000.0
Gtl,160000.0
Gtl,160000.0
Gtl,160000.0
Gtl,160000.0
Gtl,160000.0
Gtl,160000.0
Gtl,160000.0
Sev,160000.0
Mod,160000.0
Gtl,159950.0
Gtl,159895.0
Gtl,159500.0
Gtl,159500.0
Gtl,159500.0
Gtl,159434.0
Gtl,159000.0
Gtl,159000.0
Gtl,159000.0
Gtl,159000.0
Gtl,158900.0
Gtl,158500.0
Gtl,158000.0
Gtl,158000.0
Gtl,158000.0
Gtl,158000.0
Gtl,158000.0
Gtl,158000.0
Gtl,157900.0
Gtl,157900.0
Gtl,157500.0
Gtl,157500.0
Gtl,157000.0
Gtl,157000.0
Gtl,157000.0
Gtl,157000.0
Gtl,157000.0
Gtl,157000.0
Gtl,156932.0
Gtl,156500.0
Gtl,156000.0
Gtl,156000.0
Gtl,156000.0
Gtl,156000.0
Gtl,155900.0
Gtl,155835.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,155000.0
Gtl,154900.0
Gtl,154500.0
Gtl,154300.0
Gtl,154000.0
Gtl,154000.0
Gtl,154000.0
Gtl,154000.0
Gtl,154000.0
Gtl,153900.0
Gtl,153900.0
Gtl,153575.0
Gtl,153500.0
Gtl,153500.0
Gtl,153500.0
Gtl,153337.0
Gtl,153000.0
Gtl,153000.0
Gtl,153000.0
Gtl,152000.0
Gtl,152000.0
Mod,152000.0
Gtl,152000.0
Gtl,152000.0
Gtl,152000.0
Gtl,151500.0
Gtl,151400.0
Gtl,151000.0
Gtl,151000.0
Gtl,151000.0
Gtl,151000.0
Gtl,151000.0
Gtl,150900.0
Gtl,150750.0
Gtl,150500.0
Gtl,150000.0
Gtl,150000.0
Gtl,150000.0
Gtl,150000.0
Gtl,149900.0
Gtl,149900.0
Gtl,149900.0
Gtl,149900.0
Gtl,149700.0
Gtl,149500.0
Gtl,149500.0
Gtl,149350.0
Gtl,149300.0
Gtl,149000.0
Gtl,149000.0
Mod,149000.0
Gtl,149000.0
Gtl,148800.0
Gtl,148500.0
Gtl,148500.0
Gtl,148500.0
Gtl,148000.0
Gtl,148000.0
Gtl,148000.0
Gtl,148000.0
Gtl,148000.0
Gtl,148000.0
Gtl,148000.0
Gtl,147500.0
Gtl,147400.0
Gtl,147000.0
Gtl,147000.0
Gtl,147000.0
Gtl,147000.0
Mod,147000.0
Gtl,147000.0
Gtl,147000.0
Gtl,147000.0
Gtl,147000.0
Gtl,146800.0
Gtl,146500.0
Gtl,146000.0
Gtl,146000.0
Gtl,146000.0
Gtl,145900.0
Gtl,145500.0
Gtl,145250.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,145000.0
Gtl,144900.0
Gtl,144500.0
Mod,144500.0
Gtl,144152.0
Gtl,144000.0
Gtl,144000.0
Gtl,144000.0
Gtl,144000.0
Gtl,144000.0
Gtl,144000.0
Gtl,144000.0
Gtl,144000.0
Gtl,144000.0
Gtl,144000.0
Gtl,143900.0
Gtl,143750.0
Gtl,143500.0
Mod,143500.0
Gtl,143250.0
Gtl,143000.0
Gtl,143000.0
Sev,143000.0
Gtl,143000.0
Gtl,143000.0
Gtl,143000.0
Gtl,143000.0
Gtl,143000.0
Gtl,143000.0
Gtl,143000.0
Gtl,142953.0
Gtl,142600.0
Gtl,142500.0
Gtl,142500.0
Gtl,142500.0
Gtl,142125.0
Gtl,142000.0
Gtl,142000.0
Gtl,142000.0
Gtl,142000.0
Gtl,141500.0
Gtl,141000.0
Gtl,141000.0
Gtl,141000.0
Gtl,141000.0
Gtl,141000.0
Gtl,141000.0
Gtl,141000.0
Gtl,141000.0
Gtl,140200.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,140000.0
Gtl,139950.0
Gtl,139900.0
Gtl,139600.0
Gtl,139500.0
Gtl,139400.0
Gtl,139400.0
Gtl,139000.0
Gtl,139000.0
Gtl,139000.0
Gtl,139000.0
Gtl,139000.0
Gtl,139000.0
Gtl,139000.0
Gtl,139000.0
Gtl,139000.0
Gtl,139000.0
Gtl,139000.0
Gtl,138887.0
Gtl,138800.0
Gtl,138500.0
Gtl,138500.0
Gtl,138000.0
Gtl,138000.0
Gtl,138000.0
Gtl,137900.0
Gtl,137500.0
Gtl,137500.0
Gtl,137500.0
Gtl,137500.0
Gtl,137500.0
Gtl,137500.0
Gtl,137450.0
Gtl,137000.0
Gtl,137000.0
Gtl,137000.0
Gtl,137000.0
Gtl,137000.0
Gtl,136905.0
Gtl,136900.0
Gtl,136500.0
Gtl,136500.0
Gtl,136500.0
Gtl,136500.0
Gtl,136500.0
Gtl,136000.0
Gtl,136000.0
Gtl,136000.0
Gtl,135960.0
Gtl,135900.0
Gtl,135750.0
Gtl,135500.0
Gtl,135500.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Sev,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,135000.0
Gtl,134900.0
Gtl,134900.0
Gtl,134800.0
Gtl,134500.0
Gtl,134500.0
Gtl,134450.0
Gtl,134432.0
Gtl,134000.0
Gtl,134000.0
Gtl,134000.0
Gtl,133900.0
Gtl,133900.0
Gtl,133700.0
Gtl,133500.0
Gtl,133000.0
Gtl,133000.0
Gtl,133000.0
Gtl,133000.0
Gtl,133000.0
Gtl,133000.0
Gtl,132500.0
Gtl,132500.0
Gtl,132500.0
Gtl,132500.0
Gtl,132500.0
Gtl,132500.0
Mod,132250.0
Gtl,132000.0
Gtl,132000.0
Gtl,132000.0
Gtl,132000.0
Gtl,132000.0
Gtl,132000.0
Gtl,131500.0
Gtl,131500.0
Gtl,131500.0
Gtl,131400.0
Gtl,131000.0
Mod,131000.0
Gtl,131000.0
Gtl,130500.0
Gtl,130500.0
Gtl,130500.0
Gtl,130250.0
Mod,130000.0
Gtl,130000.0
Gtl,130000.0
Gtl,130000.0
Gtl,130000.0
Gtl,130000.0
Gtl,130000.0
Gtl,130000.0
Gtl,130000.0
Gtl,130000.0
Gtl,130000.0
Gtl,129900.0
Gtl,129900.0
Gtl,129900.0
Gtl,129900.0
Gtl,129500.0
Gtl,129500.0
Gtl,129500.0
Gtl,129500.0
Gtl,129000.0
Gtl,129000.0
Gtl,129000.0
Gtl,129000.0
Gtl,129000.0
Gtl,129000.0
Gtl,129000.0
Gtl,129000.0
Gtl,128950.0
Gtl,128900.0
Gtl,128500.0
Gtl,128500.0
Gtl,128500.0
Gtl,128500.0
Gtl,128200.0
Gtl,128000.0
Gtl,128000.0
Gtl,128000.0
Gtl,128000.0
Gtl,128000.0
Gtl,128000.0
Gtl,128000.0
Gtl,127500.0
Gtl,127500.0
Gtl,127500.0
Gtl,127500.0
Gtl,127500.0
Gtl,127500.0
Gtl,127000.0
Gtl,127000.0
Gtl,127000.0
Gtl,127000.0
Gtl,127000.0
Gtl,127000.0
Gtl,127000.0
Gtl,127000.0
Gtl,127000.0
Gtl,126500.0
Gtl,126175.0
Gtl,126000.0
Gtl,126000.0
Gtl,126000.0
Gtl,125500.0
Gtl,125500.0
Gtl,125500.0
Gtl,125500.0
Gtl,125000.0
Gtl,125000.0
Gtl,125000.0
Gtl,125000.0
Gtl,125000.0
Gtl,125000.0
Gtl,125000.0
Gtl,125000.0
Gtl,125000.0
Gtl,125000.0
Gtl,124900.0
Gtl,124900.0
Gtl,124500.0
Gtl,124500.0
Gtl,124500.0
Gtl,124500.0
Mod,124000.0
Gtl,124000.0
Gtl,124000.0
Gtl,124000.0
Gtl,124000.0
Gtl,124000.0
Gtl,123600.0
Gtl,123500.0
Gtl,123000.0
Gtl,123000.0
Gtl,123000.0
Gtl,123000.0
Gtl,122900.0
Gtl,122500.0
Gtl,122500.0
Gtl,122000.0
Gtl,122000.0
Gtl,122000.0
Gtl,122000.0
Mod,121600.0
Gtl,121500.0
Gtl,121000.0
Gtl,120500.0
Gtl,120500.0
Gtl,120500.0
Gtl,120500.0
Gtl,120000.0
Gtl,120000.0
Gtl,120000.0
Gtl,120000.0
Gtl,120000.0
Gtl,120000.0
Gtl,120000.0
Gtl,119900.0
Gtl,119900.0
Gtl,119750.0
Gtl,119500.0
Gtl,119500.0
Gtl,119500.0
Gtl,119500.0
Gtl,119200.0
Gtl,119000.0
Gtl,119000.0
Gtl,119000.0
Gtl,119000.0
Gtl,119000.0
Gtl,119000.0
Gtl,119000.0
Gtl,118964.0
Gtl,118858.0
Gtl,118500.0
Gtl,118500.0
Gtl,118500.0
Gtl,118500.0
Mod,118400.0
Gtl,118000.0
Gtl,118000.0
Gtl,118000.0
Gtl,118000.0
Gtl,118000.0
Gtl,118000.0
Gtl,117500.0
Gtl,117500.0
Gtl,117000.0
Gtl,117000.0
Gtl,117000.0
Gtl,117000.0
Gtl,116900.0
Gtl,116500.0
Gtl,116050.0
Gtl,116000.0
Gtl,116000.0
Gtl,116000.0
Gtl,115000.0
Gtl,115000.0
Gtl,115000.0
Gtl,115000.0
Gtl,115000.0
Gtl,115000.0
Gtl,115000.0
Gtl,115000.0
Gtl,115000.0
Gtl,115000.0
Gtl,115000.0
Gtl,115000.0
Gtl,114504.0
Gtl,114500.0
Gtl,114500.0
Gtl,113000.0
Gtl,113000.0
Mod,113000.0
Gtl,113000.0
Gtl,113000.0
Gtl,113000.0
Gtl,112500.0
Gtl,112500.0
Gtl,112000.0
Gtl,112000.0
Gtl,112000.0
Gtl,112000.0
Gtl,112000.0
Gtl,112000.0
Gtl,112000.0
Gtl,111250.0
Gtl,111000.0
Gtl,110500.0
Gtl,110500.0
Mod,110000.0
Gtl,110000.0
Gtl,110000.0
Gtl,110000.0
Gtl,110000.0
Gtl,110000.0
Gtl,110000.0
Gtl,110000.0
Gtl,110000.0
Gtl,110000.0
Gtl,110000.0
Mod,110000.0
Gtl,110000.0
Gtl,109900.0
Gtl,109900.0
Gtl,109900.0
Gtl,109500.0
Gtl,109500.0
Gtl,109500.0
Gtl,109500.0
Gtl,109008.0
Gtl,109000.0
Gtl,109000.0
Gtl,108959.0
Gtl,108500.0
Sev,108480.0
Gtl,108000.0
Gtl,108000.0
Mod,108000.0
Gtl,108000.0
Gtl,108000.0
Gtl,108000.0
Gtl,107900.0
Gtl,107500.0
Gtl,107500.0
Gtl,107500.0
Gtl,107400.0
Gtl,107000.0
Gtl,107000.0
Gtl,107000.0
Gtl,106500.0
Gtl,106500.0
Gtl,106250.0
Gtl,106000.0
Gtl,106000.0
Gtl,106000.0
Gtl,105900.0
Mod,105500.0
Gtl,105000.0
Gtl,105000.0
Gtl,105000.0
Gtl,105000.0
Gtl,105000.0
Gtl,104900.0
Gtl,104900.0
Gtl,104000.0
Gtl,103600.0
Gtl,103200.0
Gtl,103000.0
Mod,102776.0
Gtl,102000.0
Gtl,102000.0
Gtl,102000.0
Gtl,101800.0
Gtl,101000.0
Gtl,100000.0
Gtl,100000.0
Gtl,100000.0
Gtl,100000.0
Gtl,100000.0
Gtl,100000.0
Gtl,100000.0
Gtl,100000.0
Mod,100000.0
Gtl,99900.0
Gtl,99500.0
Gtl,98600.0
Gtl,98300.0
Gtl,98000.0
Gtl,98000.0
Gtl,98000.0
Gtl,97500.0
Gtl,97000.0
Gtl,97000.0
Gtl,97000.0
Gtl,96500.0
Gtl,96500.0
Gtl,95000.0
Mod,95000.0
Gtl,94750.0
Gtl,94500.0
Gtl,94000.0
Gtl,93500.0
Gtl,93500.0
Gtl,93000.0
Mod,93000.0
Gtl,93000.0
Gtl,92900.0
Gtl,92000.0
Gtl,91500.0
Gtl,91500.0
Gtl,91300.0
Gtl,91000.0
Gtl,91000.0
Gtl,91000.0
Gtl,90350.0
Gtl,90000.0
Gtl,90000.0
Gtl,90000.0
Gtl,89500.0
Gtl,89500.0
Gtl,89471.0
Gtl,89000.0
Gtl,88000.0
Gtl,88000.0
Gtl,88000.0
Gtl,88000.0
Gtl,87500.0
Gtl,87000.0
Gtl,87000.0
Gtl,87000.0
Gtl,87000.0
Gtl,86000.0
Gtl,86000.0
Gtl,86000.0
Gtl,85500.0
Gtl,85400.0
Gtl,85000.0
Gtl,85000.0
Gtl,85000.0
Gtl,85000.0
Gtl,84900.0
