LandContour,SalePrice
Lvl,285000.0
Lvl,285000.0
Lvl,285000.0
Lvl,284000.0
Lvl,284000.0
HLS,283463.0
Lvl,282922.0
Lvl,281213.0
Lvl,281000.0
Lvl,280000.0
Lvl,280000.0
Low,280000.0
Lvl,280000.0
Lvl,279500.0
Lvl,278000.0
Lvl,278000.0
Lvl,277500.0
Low,277000.0
Low,277000.0
Lvl,276000.0
Lvl,275500.0
Low,275000.0
Lvl,275000.0
Low,275000.0
Lvl,275000.0
HLS,275000.0
Lvl,274970.0
Lvl,274900.0
HLS,274725.0
Lvl,274300.0
Lvl,274000.0
Lvl,272000.0
Lvl,272000.0
Lvl,271900.0
Lvl,271000.0
Lvl,271000.0
Lvl,270000.0
Lvl,270000.0
Lvl,270000.0
Lvl,269790.0
Lvl,269500.0
Lvl,268000.0
Lvl,268000.0
Lvl,267000.0
Lvl,266500.0
Lvl,266000.0
Lvl,266000.0
Lvl,265979.0
HLS,265900.0
Lvl,265000.0
Lvl,264561.0
Lvl,264132.0
Lvl,263435.0
Lvl,263000.0
Lvl,262500.0
Lvl,262500.0
Lvl,262280.0
Lvl,262000.0
Lvl,261500.0
Lvl,260400.0
Lvl,260000.0
Lvl,260000.0
Lvl,260000.0
Low,260000.0
Low,260000.0
Low,260000.0
Lvl,259500.0
Lvl,259000.0
Lvl,258000.0
Lvl,257500.0
Lvl,257000.0
Lvl,256300.0
Low,256000.0
Lvl,256000.0
Lvl,255900.0
Lvl,255500.0
Lvl,255000.0
Lvl,255000.0
Lvl,254900.0
Lvl,254000.0
Lvl,253293.0
Lvl,253000.0
Lvl,252678.0
Lvl,252000.0
Lvl,251000.0
Lvl,250580.0
Lvl,250000.0
Lvl,250000.0
Lvl,250000.0
Lvl,250000.0
Lvl,250000.0
Lvl,250000.0
Lvl,250000.0
Lvl,250000.0
Lvl,249700.0
HLS,248900.0
Lvl,248328.0
Lvl,248000.0
Lvl,248000.0
Lvl,246578.0
Lvl,245500.0
Lvl,245350.0
Lvl,245000.0
Lvl,244600.0
Lvl,244400.0
Lvl,244000.0
Lvl,244000.0
Lvl,244000.0
Lvl,243000.0
Lvl,242000.0
HLS,242000.0
Lvl,241500.0
Low,241500.0
Lvl,241000.0
Low,240000.0
Lvl,240000.0
Bnk,240000.0
HLS,240000.0
Lvl,240000.0
Lvl,240000.0
HLS,239900.0
Lvl,239799.0
Lvl,239686.0
Lvl,239500.0
Lvl,239000.0
Lvl,239000.0
Lvl,239000.0
Lvl,239000.0
Lvl,239000.0
HLS,239000.0
Lvl,238000.0
Lvl,237500.0
Lvl,237000.0
Lvl,237000.0
Lvl,236500.0
Lvl,236500.0
Lvl,236000.0
Lvl,236000.0
Lvl,235128.0
Lvl,235000.0
Lvl,235000.0
HLS,235000.0
Lvl,235000.0
Lvl,235000.0
Lvl,235000.0
Lvl,235000.0
Lvl,234000.0
Lvl,234000.0
Lvl,233230.0
Lvl,233170.0
Lvl,233000.0
Lvl,232600.0
Lvl,232000.0
Lvl,232000.0
Lvl,232000.0
Lvl,231500.0
Lvl,231500.0
Lvl,230500.0
Lvl,230000.0
Lvl,230000.0
Lvl,230000.0
Lvl,230000.0
Lvl,230000.0
Lvl,230000.0
HLS,230000.0
Lvl,230000.0
Lvl,229456.0
Lvl,229000.0
HLS,228950.0
Lvl,228500.0
Lvl,228500.0
Lvl,228000.0
Lvl,228000.0
Lvl,227875.0
Lvl,227680.0
Lvl,227000.0
Lvl,227000.0
Lvl,227000.0
Lvl,226700.0
Lvl,226000.0
Lvl,226000.0
Lvl,226000.0
Lvl,225000.0
Lvl,225000.0
Bnk,225000.0
Lvl,225000.0
Lvl,225000.0
Lvl,225000.0
Lvl,224900.0
Lvl,224900.0
HLS,224500.0
Lvl,224000.0
Low,224000.0
Lvl,223500.0
Lvl,223500.0
Lvl,223000.0
Lvl,222500.0
Lvl,222500.0
Lvl,222000.0
Lvl,222000.0
Lvl,222000.0
Lvl,221500.0
Lvl,221000.0
Lvl,221000.0
Lvl,220000.0
Lvl,220000.0
Lvl,220000.0
Lvl,220000.0
HLS,220000.0
Lvl,219500.0
Lvl,219500.0
Lvl,219500.0
Lvl,219210.0
Lvl,218000.0
Bnk,217500.0
Bnk,217000.0
Lvl,217000.0
Lvl,216837.0
Lvl,216500.0
Lvl,216000.0
Lvl,215200.0
Lvl,215000.0
Lvl,215000.0
Lvl,215000.0
Lvl,215000.0
Lvl,215000.0
Lvl,215000.0
Low,215000.0
Lvl,215000.0
Lvl,214900.0
Bnk,214500.0
Lvl,214000.0
Lvl,214000.0
Lvl,214000.0
Lvl,214000.0
Lvl,214000.0
Lvl,213500.0
Lvl,213500.0
Lvl,213490.0
Lvl,213250.0
Lvl,213000.0
Lvl,213000.0
Lvl,213000.0
Lvl,212900.0
Lvl,212000.0
Lvl,212000.0
Lvl,212000.0
Lvl,211000.0
Lvl,211000.0
Lvl,210000.0
Lvl,210000.0
Lvl,210000.0
Bnk,210000.0
Lvl,210000.0
Lvl,209500.0
Lvl,208900.0
Lvl,208900.0
Lvl,208500.0
Lvl,208300.0
Lvl,207500.0
Lvl,207500.0
Lvl,207500.0
Lvl,207500.0
Lvl,207500.0
Lvl,207000.0
Bnk,207000.0
Lvl,206900.0
Lvl,206300.0
Lvl,206000.0
Lvl,205950.0
Lvl,205000.0
Lvl,205000.0
Lvl,205000.0
Lvl,205000.0
Lvl,205000.0
Lvl,205000.0
Lvl,204900.0
Lvl,204750.0
Lvl,204000.0
Lvl,204000.0
Lvl,203000.0
Lvl,203000.0
Lvl,202900.0
Lvl,202665.0
Lvl,202500.0
Lvl,202500.0
Lvl,202500.0
Lvl,201800.0
Lvl,201000.0
Lvl,201000.0
HLS,201000.0
Lvl,200624.0
Lvl,200500.0
Bnk,200500.0
Lvl,200141.0
Lvl,200100.0
Lvl,200000.0
Lvl,200000.0
Lvl,200000.0
Bnk,200000.0
HLS,200000.0
Lvl,200000.0
Lvl,200000.0
Lvl,200000.0
Lvl,199900.0
Lvl,199900.0
Lvl,198900.0
Lvl,198500.0
Lvl,197900.0
Lvl,197900.0
Lvl,197900.0
Lvl,197500.0
Lvl,197500.0
Lvl,197000.0
Lvl,197000.0
Lvl,197000.0
Lvl,197000.0
Lvl,196500.0
Lvl,196500.0
Lvl,196000.0
Lvl,196000.0
Lvl,196000.0
Lvl,195400.0
Lvl,195000.0
Lvl,195000.0
Lvl,195000.0
Lvl,194700.0
Lvl,194500.0
Lvl,194500.0
Lvl,194500.0
Lvl,194201.0
Lvl,194000.0
Lvl,194000.0
Lvl,194000.0
Lvl,193879.0
Lvl,193500.0
Lvl,193500.0
Lvl,193000.0
Lvl,193000.0
Lvl,193000.0
Lvl,192500.0
Lvl,192500.0
Lvl,192140.0
Lvl,192000.0
Lvl,192000.0
Lvl,192000.0
Lvl,192000.0
Lvl,192000.0
Lvl,191000.0
Lvl,191000.0
Lvl,191000.0
Bnk,191000.0
Lvl,190000.0
Lvl,190000.0
Lvl,190000.0
Low,190000.0
Lvl,190000.0
Lvl,190000.0
Lvl,190000.0
Lvl,190000.0
Lvl,190000.0
Lvl,190000.0
Lvl,190000.0
Low,190000.0
Lvl,190000.0
Lvl,189950.0
HLS,189000.0
Lvl,189000.0
Lvl,189000.0
Lvl,189000.0
Lvl,189000.0
Lvl,189000.0
HLS,188700.0
Lvl,188500.0
Lvl,188000.0
Lvl,188000.0
Lvl,188000.0
Lvl,187750.0
Lvl,187500.0
Lvl,187500.0
Low,187500.0
Lvl,187500.0
Lvl,187500.0
Lvl,187500.0
Lvl,187100.0
Lvl,187000.0
Lvl,187000.0
Lvl,187000.0
Lvl,186700.0
Lvl,186500.0
Lvl,186500.0
Lvl,186000.0
Lvl,185900.0
Lvl,185850.0
Lvl,185750.0
Lvl,185500.0
Lvl,185000.0
Lvl,185000.0
HLS,185000.0
Lvl,185000.0
Lvl,185000.0
Low,185000.0
Lvl,185000.0
Lvl,185000.0
Lvl,185000.0
Lvl,185000.0
Lvl,184900.0
Bnk,184750.0
Lvl,184100.0
Lvl,184000.0
Lvl,184000.0
Lvl,184000.0
Lvl,184000.0
Lvl,183900.0
Lvl,183500.0
Lvl,183200.0
Lvl,183000.0
Lvl,182900.0
Lvl,182000.0
Lvl,181900.0
Lvl,181500.0
Lvl,181134.0
Lvl,181000.0
Lvl,181000.0
Lvl,181000.0
Lvl,181000.0
Lvl,181000.0
Lvl,181000.0
Lvl,181000.0
Lvl,180500.0
Lvl,180500.0
Lvl,180500.0
Lvl,180500.0
Lvl,180000.0
Lvl,180000.0
Low,180000.0
Lvl,180000.0
Lvl,180000.0
HLS,180000.0
Lvl,180000.0
Lvl,180000.0
Lvl,180000.0
Lvl,180000.0
Lvl,179900.0
Lvl,179900.0
Lvl,179900.0
Lvl,179900.0
Lvl,179900.0
Lvl,179665.0
Lvl,179600.0
Lvl,179540.0
Bnk,179500.0
Lvl,179400.0
Lvl,179200.0
Lvl,179200.0
Lvl,179000.0
Lvl,179000.0
Lvl,179000.0
Lvl,178900.0
Lvl,178740.0
Lvl,178400.0
Lvl,178000.0
Lvl,178000.0
Lvl,178000.0
Lvl,178000.0
Lvl,178000.0
Lvl,178000.0
Lvl,178000.0
Lvl,177500.0
Bnk,177500.0
Lvl,177500.0
Lvl,177000.0
Lvl,177000.0
Lvl,177000.0
Lvl,177000.0
Bnk,177000.0
Lvl,176500.0
Lvl,176500.0
Lvl,176485.0
Lvl,176432.0
Lvl,176000.0
Lvl,176000.0
Lvl,176000.0
Lvl,176000.0
Lvl,176000.0
Lvl,176000.0
Lvl,176000.0
Lvl,176000.0
Lvl,175900.0
Lvl,175900.0
Lvl,175500.0
Lvl,175500.0
Lvl,175500.0
Lvl,175000.0
Lvl,175000.0
Lvl,175000.0
Lvl,175000.0
HLS,175000.0
Lvl,175000.0
Lvl,175000.0
Lvl,175000.0
Lvl,175000.0
Lvl,174900.0
Bnk,174500.0
Lvl,174000.0
Lvl,174000.0
Lvl,174000.0
Lvl,174000.0
Lvl,174000.0
Lvl,174000.0
Lvl,174000.0
Lvl,173900.0
Lvl,173733.0
Lvl,173500.0
Lvl,173000.0
Lvl,173000.0
Lvl,173000.0
HLS,173000.0
Lvl,173000.0
Lvl,173000.0
Lvl,173000.0
Lvl,172785.0
Lvl,172500.0
Lvl,172500.0
Lvl,172500.0
Lvl,172500.0
Lvl,172500.0
Lvl,172400.0
Lvl,172000.0
Lvl,171900.0
Lvl,171750.0
Lvl,171500.0
Lvl,171000.0
Lvl,171000.0
Lvl,171000.0
Lvl,171000.0
Lvl,171000.0
Lvl,170000.0
Lvl,170000.0
Lvl,170000.0
Lvl,170000.0
Lvl,170000.0
Lvl,170000.0
Lvl,170000.0
Lvl,170000.0
Lvl,169990.0
Lvl,169900.0
Lvl,169500.0
Lvl,169500.0
Lvl,169000.0
HLS,169000.0
Lvl,169000.0
Lvl,168500.0
Lvl,168500.0
Lvl,168500.0
Lvl,168000.0
Bnk,168000.0
Lvl,168000.0
Low,168000.0
Lvl,167900.0
Lvl,167900.0
Lvl,167500.0
Lvl,167500.0
Lvl,167500.0
Lvl,167240.0
Lvl,167000.0
Lvl,167000.0
Lvl,167000.0
Lvl,167000.0
Lvl,166000.0
Lvl,166000.0
Lvl,165600.0
Lvl,165500.0
Lvl,165500.0
Lvl,165500.0
Lvl,165400.0
Lvl,165150.0
Lvl,165000.0
Lvl,165000.0
Lvl,165000.0
Lvl,165000.0
Lvl,165000.0
Lvl,165000.0
Lvl,165000.0
Lvl,165000.0
Lvl,164990.0
Lvl,164900.0
Lvl,164700.0
Lvl,164500.0
Lvl,164500.0
Lvl,164000.0
Lvl,164000.0
Bnk,164000.0
Lvl,163990.0
Lvl,163900.0
HLS,163500.0
Lvl,163500.0
Lvl,163000.0
Lvl,163000.0
Lvl,163000.0
Lvl,163000.0
Lvl,162900.0
Lvl,162900.0
Lvl,162500.0
Lvl,162000.0
Lvl,162000.0
Lvl,162000.0
Lvl,162000.0
Lvl,161750.0
Lvl,161500.0
Lvl,161500.0
Lvl,161000.0
Lvl,161000.0
Lvl,160200.0
Lvl,160000.0
Lvl,160000.0
Lvl,160000.0
Lvl,160000.0
HLS,160000.0
Lvl,160000.0
Lvl,160000.0
Lvl,160000.0
Lvl,160000.0
Bnk,160000.0
Bnk,160000.0
Low,160000.0
Lvl,159950.0
Lvl,159895.0
Bnk,159500.0
Bnk,159500.0
Lvl,159500.0
Bnk,159434.0
Lvl,159000.0
Bnk,159000.0
Lvl,159000.0
Lvl,159000.0
Lvl,158900.0
Lvl,158500.0
Lvl,158000.0
Lvl,158000.0
Lvl,158000.0
Lvl,158000.0
Lvl,158000.0
Lvl,158000.0
Lvl,157900.0
Lvl,157900.0
Lvl,157500.0
Lvl,157500.0
Lvl,157000.0
Lvl,157000.0
Lvl,157000.0
Lvl,157000.0
Lvl,157000.0
Lvl,157000.0
Lvl,156932.0
Lvl,156500.0
Lvl,156000.0
Lvl,156000.0
Lvl,156000.0
Lvl,156000.0
Lvl,155900.0
Lvl,155835.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,155000.0
Lvl,154900.0
Lvl,154500.0
Lvl,154300.0
Lvl,154000.0
Lvl,154000.0
Lvl,154000.0
Lvl,154000.0
Lvl,154000.0
Lvl,153900.0
Lvl,153900.0
Lvl,153575.0
Lvl,153500.0
Lvl,153500.0
Lvl,153500.0
Bnk,153337.0
Lvl,153000.0
Lvl,153000.0
Lvl,153000.0
Lvl,152000.0
Lvl,152000.0
Low,152000.0
Lvl,152000.0
Lvl,152000.0
Lvl,152000.0
Lvl,151500.0
Lvl,151400.0
Lvl,151000.0
Lvl,151000.0
Lvl,151000.0
Lvl,151000.0
Lvl,151000.0
Lvl,150900.0
Lvl,150750.0
Lvl,150500.0
Lvl,150000.0
Lvl,150000.0
Lvl,150000.0
Lvl,150000.0
Lvl,149900.0
Lvl,149900.0
Lvl,149900.0
Lvl,149900.0
Lvl,149700.0
Lvl,149500.0
Lvl,149500.0
Lvl,149350.0
Lvl,149300.0
Lvl,149000.0
Lvl,149000.0
HLS,149000.0
Lvl,149000.0
Lvl,148800.0
Lvl,148500.0
Lvl,148500.0
Lvl,148500.0
Lvl,148000.0
Lvl,148000.0
Lvl,148000.0
Lvl,148000.0
Lvl,148000.0
Lvl,148000.0
Lvl,148000.0
Lvl,147500.0
Lvl,147400.0
Lvl,147000.0
Lvl,147000.0
Lvl,147000.0
Lvl,147000.0
Low,147000.0
Lvl,147000.0
Lvl,147000.0
Lvl,147000.0
Lvl,147000.0
Lvl,146800.0
Lvl,146500.0
Lvl,146000.0
Lvl,146000.0
Lvl,146000.0
Lvl,145900.0
Lvl,145500.0
Lvl,145250.0
Lvl,145000.0
Lvl,145000.0
Lvl,145000.0
Lvl,145000.0
Bnk,145000.0
Lvl,145000.0
Lvl,145000.0
HLS,145000.0
HLS,145000.0
Lvl,145000.0
Lvl,145000.0
Lvl,145000.0
Lvl,145000.0
Lvl,145000.0
Lvl,144900.0
Lvl,144500.0
Lvl,144500.0
Lvl,144152.0
Lvl,144000.0
Lvl,144000.0
Lvl,144000.0
Lvl,144000.0
Lvl,144000.0
Lvl,144000.0
Bnk,144000.0
Lvl,144000.0
Lvl,144000.0
Lvl,144000.0
Lvl,143900.0
Lvl,143750.0
Lvl,143500.0
Lvl,143500.0
Lvl,143250.0
Lvl,143000.0
Lvl,143000.0
Low,143000.0
Lvl,143000.0
Lvl,143000.0
Low,143000.0
Lvl,143000.0
Lvl,143000.0
Lvl,143000.0
Lvl,143000.0
Lvl,142953.0
Lvl,142600.0
Lvl,142500.0
Lvl,142500.0
Lvl,142500.0
Lvl,142125.0
Lvl,142000.0
Lvl,142000.0
Lvl,142000.0
Lvl,142000.0
Lvl,141500.0
Lvl,141000.0
Lvl,141000.0
Lvl,141000.0
Lvl,141000.0
Lvl,141000.0
Bnk,141000.0
Lvl,141000.0
Lvl,141000.0
Lvl,140200.0
Lvl,140000.0
Bnk,140000.0
Lvl,140000.0
Lvl,140000.0
Bnk,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Lvl,140000.0
Bnk,140000.0
Lvl,139950.0
Lvl,139900.0
Lvl,139600.0
Lvl,139500.0
Bnk,139400.0
Lvl,139400.0
Lvl,139000.0
Lvl,139000.0
Lvl,139000.0
Lvl,139000.0
Lvl,139000.0
Lvl,139000.0
Lvl,139000.0
Lvl,139000.0
Lvl,139000.0
Lvl,139000.0
Low,139000.0
Lvl,138887.0
Lvl,138800.0
Lvl,138500.0
Lvl,138500.0
Lvl,138000.0
Lvl,138000.0
Lvl,138000.0
Lvl,137900.0
Lvl,137500.0
Lvl,137500.0
Lvl,137500.0
Lvl,137500.0
Lvl,137500.0
Lvl,137500.0
Lvl,137450.0
Lvl,137000.0
Lvl,137000.0
Lvl,137000.0
Lvl,137000.0
Lvl,137000.0
Lvl,136905.0
Lvl,136900.0
Lvl,136500.0
Lvl,136500.0
Lvl,136500.0
Bnk,136500.0
Lvl,136500.0
Lvl,136000.0
Lvl,136000.0
Lvl,136000.0
Lvl,135960.0
Bnk,135900.0
Lvl,135750.0
Lvl,135500.0
Lvl,135500.0
Lvl,135000.0
HLS,135000.0
Lvl,135000.0
HLS,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,135000.0
Lvl,134900.0
Lvl,134900.0
Lvl,134800.0
Lvl,134500.0
Lvl,134500.0
Lvl,134450.0
Lvl,134432.0
Lvl,134000.0
Bnk,134000.0
Lvl,134000.0
Lvl,133900.0
Lvl,133900.0
Lvl,133700.0
Lvl,133500.0
Lvl,133000.0
Lvl,133000.0
Lvl,133000.0
Lvl,133000.0
Lvl,133000.0
Lvl,133000.0
Lvl,132500.0
Lvl,132500.0
Lvl,132500.0
Lvl,132500.0
Lvl,132500.0
Lvl,132500.0
HLS,132250.0
Lvl,132000.0
Lvl,132000.0
Lvl,132000.0
Lvl,132000.0
Lvl,132000.0
Lvl,132000.0
Lvl,131500.0
Lvl,131500.0
Lvl,131500.0
Lvl,131400.0
Lvl,131000.0
Low,131000.0
Lvl,131000.0
Lvl,130500.0
Lvl,130500.0
Lvl,130500.0
Lvl,130250.0
Bnk,130000.0
Lvl,130000.0
Lvl,130000.0
Lvl,130000.0
Lvl,130000.0
Lvl,130000.0
Lvl,130000.0
Lvl,130000.0
Bnk,130000.0
Lvl,130000.0
Lvl,130000.0
Lvl,129900.0
Lvl,129900.0
Lvl,129900.0
Lvl,129900.0
Lvl,129500.0
Lvl,129500.0
Lvl,129500.0
Lvl,129500.0
Lvl,129000.0
Lvl,129000.0
Lvl,129000.0
Lvl,129000.0
Lvl,129000.0
Lvl,129000.0
Lvl,129000.0
Lvl,129000.0
Lvl,128950.0
Lvl,128900.0
Lvl,128500.0
Lvl,128500.0
Lvl,128500.0
Lvl,128500.0
Lvl,128200.0
Lvl,128000.0
Lvl,128000.0
Bnk,128000.0
Lvl,128000.0
Lvl,128000.0
Lvl,128000.0
Lvl,128000.0
Lvl,127500.0
Lvl,127500.0
Lvl,127500.0
Lvl,127500.0
Lvl,127500.0
Lvl,127500.0
Lvl,127000.0
Lvl,127000.0
Lvl,127000.0
Lvl,127000.0
Lvl,127000.0
Lvl,127000.0
Lvl,127000.0
Lvl,127000.0
Lvl,127000.0
Lvl,126500.0
Lvl,126175.0
Lvl,126000.0
Lvl,126000.0
Lvl,126000.0
Lvl,125500.0
Lvl,125500.0
Lvl,125500.0
Lvl,125500.0
Lvl,125000.0
Lvl,125000.0
Lvl,125000.0
Lvl,125000.0
Lvl,125000.0
HLS,125000.0
Lvl,125000.0
Lvl,125000.0
Lvl,125000.0
Lvl,125000.0
Bnk,124900.0
Lvl,124900.0
Lvl,124500.0
Lvl,124500.0
Lvl,124500.0
Lvl,124500.0
HLS,124000.0
Lvl,124000.0
Lvl,124000.0
Lvl,124000.0
Lvl,124000.0
Lvl,124000.0
Lvl,123600.0
Lvl,123500.0
Lvl,123000.0
Low,123000.0
Lvl,123000.0
Lvl,123000.0
Lvl,122900.0
Lvl,122500.0
Lvl,122500.0
Lvl,122000.0
Lvl,122000.0
Bnk,122000.0
Lvl,122000.0
Lvl,121600.0
Lvl,121500.0
Lvl,121000.0
Lvl,120500.0
Lvl,120500.0
Lvl,120500.0
Lvl,120500.0
Lvl,120000.0
Lvl,120000.0
Lvl,120000.0
Lvl,120000.0
Lvl,120000.0
Lvl,120000.0
Lvl,120000.0
Lvl,119900.0
Lvl,119900.0
Bnk,119750.0
Bnk,119500.0
Lvl,119500.0
Lvl,119500.0
Lvl,119500.0
Lvl,119200.0
Lvl,119000.0
Lvl,119000.0
Lvl,119000.0
Lvl,119000.0
Lvl,119000.0
Lvl,119000.0
Lvl,119000.0
Bnk,118964.0
Bnk,118858.0
Lvl,118500.0
Lvl,118500.0
Lvl,118500.0
Bnk,118500.0
Bnk,118400.0
Lvl,118000.0
Lvl,118000.0
Lvl,118000.0
Lvl,118000.0
Lvl,118000.0
Lvl,118000.0
Lvl,117500.0
Lvl,117500.0
Lvl,117000.0
Lvl,117000.0
Lvl,117000.0
Lvl,117000.0
Lvl,116900.0
Lvl,116500.0
Lvl,116050.0
Lvl,116000.0
Lvl,116000.0
Lvl,116000.0
Lvl,115000.0
Lvl,115000.0
Lvl,115000.0
Lvl,115000.0
Lvl,115000.0
Lvl,115000.0
Lvl,115000.0
Lvl,115000.0
Lvl,115000.0
Bnk,115000.0
Lvl,115000.0
Lvl,115000.0
Lvl,114504.0
Lvl,114500.0
Lvl,114500.0
Lvl,113000.0
Lvl,113000.0
HLS,113000.0
Lvl,113000.0
Lvl,113000.0
Lvl,113000.0
Lvl,112500.0
Lvl,112500.0
Lvl,112000.0
Lvl,112000.0
Lvl,112000.0
Lvl,112000.0
Lvl,112000.0
Lvl,112000.0
Lvl,112000.0
Lvl,111250.0
Bnk,111000.0
Lvl,110500.0
Lvl,110500.0
Bnk,110000.0
Lvl,110000.0
Lvl,110000.0
Lvl,110000.0
Lvl,110000.0
Bnk,110000.0
Lvl,110000.0
Lvl,110000.0
Lvl,110000.0
Lvl,110000.0
Lvl,110000.0
Bnk,110000.0
Lvl,110000.0
Lvl,109900.0
Lvl,109900.0
Lvl,109900.0
Lvl,109500.0
Lvl,109500.0
Lvl,109500.0
Lvl,109500.0
Lvl,109008.0
Lvl,109000.0
Lvl,109000.0
Lvl,108959.0
Lvl,108500.0
Lvl,108480.0
Lvl,108000.0
Lvl,108000.0
Low,108000.0
Lvl,108000.0
Lvl,108000.0
Lvl,108000.0
Lvl,107900.0
Lvl,107500.0
Lvl,107500.0
Lvl,107500.0
Lvl,107400.0
Lvl,107000.0
Lvl,107000.0
Lvl,107000.0
Lvl,106500.0
Lvl,106500.0
Lvl,106250.0
Lvl,106000.0
Lvl,106000.0
Lvl,106000.0
Lvl,105900.0
HLS,105500.0
Lvl,105000.0
Lvl,105000.0
Lvl,105000.0
Lvl,105000.0
Lvl,105000.0
Lvl,104900.0
Lvl,104900.0
Lvl,104000.0
Lvl,103600.0
Lvl,103200.0
Lvl,103000.0
HLS,102776.0
Lvl,102000.0
Lvl,102000.0
Lvl,102000.0
Lvl,101800.0
Lvl,101000.0
Lvl,100000.0
Lvl,100000.0
Lvl,100000.0
Lvl,100000.0
Lvl,100000.0
Lvl,100000.0
Lvl,100000.0
Lvl,100000.0
Lvl,100000.0
Lvl,99900.0
Lvl,99500.0
Lvl,98600.0
Lvl,98300.0
Lvl,98000.0
Lvl,98000.0
Lvl,98000.0
Lvl,97500.0
Lvl,97000.0
Lvl,97000.0
Lvl,97000.0
Lvl,96500.0
Lvl,96500.0
Lvl,95000.0
Bnk,95000.0
HLS,94750.0
Lvl,94500.0
Lvl,94000.0
Lvl,93500.0
Lvl,93500.0
Lvl,93000.0
Bnk,93000.0
Lvl,93000.0
Lvl,92900.0
Lvl,92000.0
Lvl,91500.0
Lvl,91500.0
Lvl,91300.0
Lvl,91000.0
Lvl,91000.0
Bnk,91000.0
Lvl,90350.0
Lvl,90000.0
Lvl,90000.0
Lvl,90000.0
Lvl,89500.0
Lvl,89500.0
Bnk,89471.0
Lvl,89000.0
Lvl,88000.0
Lvl,88000.0
Lvl,88000.0
Lvl,88000.0
Lvl,87500.0
Bnk,87000.0
Lvl,87000.0
Lvl,87000.0
Lvl,87000.0
Lvl,86000.0
Lvl,86000.0
Lvl,86000.0
Bnk,85500.0
Lvl,85400.0
Lvl,85000.0
Lvl,85000.0
Lvl,85000.0
Lvl,85000.0
Low,84900.0
Lvl,84500.0
Lvl,84500.0
Lvl,84500.0
Lvl,84000.0
Lvl,83500.0
