OverallCond,SalePrice
5,213500.0
5,213500.0
5,213490.0
5,213250.0
5,213000.0
5,213000.0
5,213000.0
5,212900.0
6,212000.0
5,212000.0
5,212000.0
5,211000.0
5,211000.0
5,210000.0
5,210000.0
5,210000.0
7,210000.0
6,210000.0
5,209500.0
5,208900.0
5,208900.0
5,208500.0
5,208300.0
6,207500.0
5,207500.0
5,207500.0
5,207500.0
6,207500.0
5,207000.0
7,207000.0
5,206900.0
5,206300.0
5,206000.0
6,205950.0
7,205000.0
5,205000.0
7,205000.0
5,205000.0
6,205000.0
6,205000.0
5,204900.0
5,204750.0
5,204000.0
5,204000.0
5,203000.0
5,203000.0
5,202900.0
5,202665.0
5,202500.0
7,202500.0
5,202500.0
6,201800.0
5,201000.0
5,201000.0
5,201000.0
3,200624.0
5,200500.0
6,200500.0
5,200141.0
6,200100.0
6,200000.0
5,200000.0
5,200000.0
7,200000.0
5,200000.0
5,200000.0
5,200000.0
5,200000.0
5,199900.0
5,199900.0
5,198900.0
5,198500.0
7,197900.0
5,197900.0
5,197900.0
7,197500.0
7,197500.0
5,197000.0
3,197000.0
5,197000.0
6,197000.0
5,196500.0
5,196500.0
5,196000.0
5,196000.0
5,196000.0
5,195400.0
6,195000.0
5,195000.0
5,195000.0
5,194700.0
7,194500.0
5,194500.0
5,194500.0
5,194201.0
5,194000.0
5,194000.0
7,194000.0
5,193879.0
6,193500.0
5,193500.0
5,193000.0
5,193000.0
5,193000.0
5,192500.0
5,192500.0
5,192140.0
5,192000.0
5,192000.0
5,192000.0
5,192000.0
5,192000.0
5,191000.0
5,191000.0
5,191000.0
7,191000.0
6,190000.0
5,190000.0
5,190000.0
5,190000.0
5,190000.0
6,190000.0
6,190000.0
5,190000.0
5,190000.0
5,190000.0
5,190000.0
5,190000.0
5,190000.0
8,189950.0
5,189000.0
5,189000.0
5,189000.0
5,189000.0
5,189000.0
6,189000.0
7,188700.0
5,188500.0
5,188000.0
5,188000.0
5,188000.0
5,187750.0
5,187500.0
5,187500.0
8,187500.0
5,187500.0
5,187500.0
5,187500.0
5,187100.0
5,187000.0
7,187000.0
8,187000.0
4,186700.0
5,186500.0
5,186500.0
5,186000.0
5,185900.0
5,185850.0
7,185750.0
5,185500.0
5,185000.0
8,185000.0
5,185000.0
5,185000.0
7,185000.0
5,185000.0
5,185000.0
6,185000.0
6,185000.0
5,185000.0
5,184900.0
5,184750.0
5,184100.0
5,184000.0
9,184000.0
6,184000.0
5,184000.0
5,183900.0
5,183500.0
5,183200.0
5,183000.0
7,182900.0
5,182000.0
6,181900.0
8,181500.0
5,181134.0
5,181000.0
5,181000.0
6,181000.0
5,181000.0
5,181000.0
5,181000.0
5,181000.0
5,180500.0
5,180500.0
6,180500.0
7,180500.0
5,180000.0
5,180000.0
5,180000.0
6,180000.0
5,180000.0
5,180000.0
5,180000.0
5,180000.0
5,180000.0
5,180000.0
5,179900.0
6,179900.0
5,179900.0
8,179900.0
6,179900.0
5,179665.0
5,179600.0
5,179540.0
8,179500.0
5,179400.0
5,179200.0
5,179200.0
5,179000.0
5,179000.0
5,179000.0
5,178900.0
5,178740.0
9,178400.0
5,178000.0
7,178000.0
5,178000.0
5,178000.0
7,178000.0
5,178000.0
7,178000.0
5,177500.0
7,177500.0
5,177500.0
6,177000.0
5,177000.0
7,177000.0
7,177000.0
6,177000.0
8,176500.0
5,176500.0
5,176485.0
5,176432.0
5,176000.0
5,176000.0
5,176000.0
6,176000.0
5,176000.0
5,176000.0
5,176000.0
5,176000.0
5,175900.0
5,175900.0
6,175500.0
6,175500.0
5,175500.0
6,175000.0
5,175000.0
6,175000.0
5,175000.0
5,175000.0
6,175000.0
7,175000.0
6,175000.0
5,175000.0
7,174900.0
7,174500.0
5,174000.0
6,174000.0
5,174000.0
5,174000.0
5,174000.0
5,174000.0
9,174000.0
5,173900.0
5,173733.0
5,173500.0
5,173000.0
5,173000.0
6,173000.0
5,173000.0
5,173000.0
8,173000.0
5,173000.0
5,172785.0
5,172500.0
5,172500.0
5,172500.0
5,172500.0
5,172500.0
5,172400.0
4,172000.0
5,171900.0
5,171750.0
6,171500.0
5,171000.0
6,171000.0
5,171000.0
6,171000.0
6,171000.0
6,170000.0
5,170000.0
5,170000.0
4,170000.0
8,170000.0
5,170000.0
6,170000.0
6,170000.0
5,169990.0
5,169900.0
4,169500.0
5,169500.0
6,169000.0
5,169000.0
7,169000.0
5,168500.0
5,168500.0
5,168500.0
5,168000.0
6,168000.0
9,168000.0
4,168000.0
6,167900.0
5,167900.0
8,167500.0
5,167500.0
5,167500.0
5,167240.0
5,167000.0
5,167000.0
7,167000.0
6,167000.0
4,166000.0
5,166000.0
5,165600.0
5,165500.0
6,165500.0
6,165500.0
5,165400.0
5,165150.0
5,165000.0
6,165000.0
5,165000.0
5,165000.0
5,165000.0
7,165000.0
6,165000.0
5,165000.0
5,164990.0
7,164900.0
5,164700.0
5,164500.0
6,164500.0
5,164000.0
5,164000.0
7,164000.0
5,163990.0
5,163900.0
7,163500.0
3,163500.0
5,163000.0
7,163000.0
6,163000.0
7,163000.0
7,162900.0
5,162900.0
6,162500.0
7,162000.0
5,162000.0
5,162000.0
6,162000.0
7,161750.0
5,161500.0
5,161500.0
7,161000.0
9,161000.0
5,160200.0
5,160000.0
4,160000.0
6,160000.0
7,160000.0
7,160000.0
5,160000.0
8,160000.0
6,160000.0
5,160000.0
5,160000.0
5,160000.0
5,160000.0
5,159950.0
5,159895.0
8,159500.0
6,159500.0
6,159500.0
5,159434.0
5,159000.0
7,159000.0
5,159000.0
7,159000.0
5,158900.0
8,158500.0
5,158000.0
7,158000.0
6,158000.0
5,158000.0
6,158000.0
7,158000.0
6,157900.0
7,157900.0
5,157500.0
8,157500.0
5,157000.0
5,157000.0
6,157000.0
5,157000.0
5,157000.0
7,157000.0
5,156932.0
3,156500.0
5,156000.0
6,156000.0
7,156000.0
8,156000.0
5,155900.0
5,155835.0
5,155000.0
5,155000.0
7,155000.0
9,155000.0
8,155000.0
6,155000.0
5,155000.0
5,155000.0
7,155000.0
5,155000.0
6,155000.0
4,155000.0
6,155000.0
5,155000.0
6,154900.0
8,154500.0
5,154300.0
8,154000.0
5,154000.0
6,154000.0
6,154000.0
7,154000.0
5,153900.0
8,153900.0
7,153575.0
5,153500.0
6,153500.0
6,153500.0
5,153337.0
6,153000.0
6,153000.0
7,153000.0
7,152000.0
5,152000.0
5,152000.0
5,152000.0
5,152000.0
5,152000.0
8,151500.0
4,151400.0
7,151000.0
6,151000.0
5,151000.0
5,151000.0
8,151000.0
5,150900.0
6,150750.0
7,150500.0
7,150000.0
4,150000.0
6,150000.0
3,150000.0
7,149900.0
8,149900.0
4,149900.0
6,149900.0
7,149700.0
7,149500.0
4,149500.0
6,149350.0
5,149300.0
7,149000.0
5,149000.0
6,149000.0
6,149000.0
5,148800.0
6,148500.0
6,148500.0
6,148500.0
6,148000.0
7,148000.0
5,148000.0
5,148000.0
6,148000.0
7,148000.0
5,148000.0
6,147500.0
5,147400.0
7,147000.0
7,147000.0
5,147000.0
5,147000.0
6,147000.0
6,147000.0
8,147000.0
7,147000.0
5,147000.0
5,146800.0
7,146500.0
5,146000.0
8,146000.0
5,146000.0
7,145900.0
7,145500.0
5,145250.0
5,145000.0
7,145000.0
6,145000.0
5,145000.0
5,145000.0
7,145000.0
5,145000.0
6,145000.0
6,145000.0
5,145000.0
7,145000.0
9,145000.0
8,145000.0
5,145000.0
7,144900.0
5,144500.0
6,144500.0
5,144152.0
6,144000.0
7,144000.0
5,144000.0
5,144000.0
6,144000.0
5,144000.0
6,144000.0
5,144000.0
5,144000.0
5,144000.0
5,143900.0
6,143750.0
5,143500.0
7,143500.0
5,143250.0
5,143000.0
5,143000.0
8,143000.0
5,143000.0
5,143000.0
4,143000.0
6,143000.0
9,143000.0
6,143000.0
5,143000.0
5,142953.0
5,142600.0
6,142500.0
5,142500.0
5,142500.0
6,142125.0
6,142000.0
8,142000.0
5,142000.0
6,142000.0
6,141500.0
6,141000.0
5,141000.0
5,141000.0
5,141000.0
5,141000.0
6,141000.0
5,141000.0
4,141000.0
5,140200.0
5,140000.0
6,140000.0
5,140000.0
5,140000.0
5,140000.0
7,140000.0
6,140000.0
5,140000.0
6,140000.0
5,140000.0
9,140000.0
8,140000.0
5,140000.0
5,140000.0
6,140000.0
5,140000.0
7,140000.0
5,140000.0
8,140000.0
6,140000.0
6,139950.0
5,139900.0
5,139600.0
7,139500.0
7,139400.0
7,139400.0
6,139000.0
5,139000.0
6,139000.0
6,139000.0
5,139000.0
7,139000.0
6,139000.0
6,139000.0
7,139000.0
6,139000.0
5,139000.0
5,138887.0
5,138800.0
8,138500.0
5,138500.0
8,138000.0
5,138000.0
4,138000.0
3,137900.0
7,137500.0
5,137500.0
5,137500.0
6,137500.0
5,137500.0
8,137500.0
6,137450.0
8,137000.0
6,137000.0
6,137000.0
6,137000.0
5,137000.0
6,136905.0
4,136900.0
5,136500.0
8,136500.0
6,136500.0
5,136500.0
5,136500.0
7,136000.0
7,136000.0
5,136000.0
5,135960.0
6,135900.0
7,135750.0
5,135500.0
7,135500.0
7,135000.0
8,135000.0
6,135000.0
5,135000.0
7,135000.0
6,135000.0
5,135000.0
7,135000.0
6,135000.0
7,135000.0
4,135000.0
5,135000.0
7,135000.0
5,135000.0
7,135000.0
3,135000.0
5,135000.0
5,134900.0
9,134900.0
7,134800.0
7,134500.0
5,134500.0
6,134450.0
4,134432.0
5,134000.0
5,134000.0
5,134000.0
6,133900.0
8,133900.0
5,133700.0
6,133500.0
7,133000.0
5,133000.0
7,133000.0
7,133000.0
5,133000.0
7,133000.0
6,132500.0
7,132500.0
5,132500.0
6,132500.0
6,132500.0
5,132500.0
5,132250.0
8,132000.0
6,132000.0
6,132000.0
7,132000.0
7,132000.0
5,132000.0
5,131500.0
5,131500.0
4,131500.0
6,131400.0
4,131000.0
5,131000.0
6,131000.0
8,130500.0
6,130500.0
9,130500.0
6,130250.0
5,130000.0
5,130000.0
5,130000.0
7,130000.0
4,130000.0
7,130000.0
7,130000.0
7,130000.0
6,130000.0
6,130000.0
5,130000.0
5,129900.0
7,129900.0
5,129900.0
7,129900.0
5,129500.0
6,129500.0
7,129500.0
5,129500.0
6,129000.0
5,129000.0
5,129000.0
5,129000.0
8,129000.0
7,129000.0
5,129000.0
5,129000.0
5,128950.0
6,128900.0
6,128500.0
5,128500.0
6,128500.0
7,128500.0
6,128200.0
5,128000.0
8,128000.0
4,128000.0
6,128000.0
7,128000.0
5,128000.0
6,128000.0
7,127500.0
5,127500.0
6,127500.0
5,127500.0
6,127500.0
5,127500.0
7,127000.0
5,127000.0
8,127000.0
7,127000.0
6,127000.0
8,127000.0
7,127000.0
5,127000.0
6,127000.0
5,126500.0
8,126175.0
6,126000.0
5,126000.0
5,126000.0
6,125500.0
6,125500.0
8,125500.0
7,125500.0
5,125000.0
5,125000.0
5,125000.0
5,125000.0
6,125000.0
7,125000.0
5,125000.0
8,125000.0
5,125000.0
6,125000.0
7,124900.0
6,124900.0
7,124500.0
5,124500.0
6,124500.0
7,124500.0
5,124000.0
6,124000.0
6,124000.0
5,124000.0
5,124000.0
5,124000.0
5,123600.0
7,123500.0
6,123000.0
5,123000.0
5,123000.0
5,123000.0
7,122900.0
5,122500.0
6,122500.0
6,122000.0
5,122000.0
4,122000.0
5,122000.0
7,121600.0
6,121500.0
6,121000.0
6,120500.0
6,120500.0
8,120500.0
6,120500.0
6,120000.0
6,120000.0
7,120000.0
7,120000.0
6,120000.0
6,120000.0
7,120000.0
7,119900.0
5,119900.0
7,119750.0
6,119500.0
5,119500.0
5,119500.0
7,119500.0
5,119200.0
4,119000.0
8,119000.0
7,119000.0
5,119000.0
7,119000.0
6,119000.0
7,119000.0
5,118964.0
5,118858.0
5,118500.0
5,118500.0
5,118500.0
5,118500.0
5,118400.0
6,118000.0
8,118000.0
4,118000.0
5,118000.0
7,118000.0
9,118000.0
6,117500.0
4,117500.0
8,117000.0
7,117000.0
8,117000.0
5,117000.0
7,116900.0
7,116500.0
5,116050.0
8,116000.0
7,116000.0
7,116000.0
5,115000.0
7,115000.0
5,115000.0
4,115000.0
5,115000.0
6,115000.0
6,115000.0
4,115000.0
5,115000.0
8,115000.0
5,115000.0
7,115000.0
7,114504.0
6,114500.0
5,114500.0
5,113000.0
4,113000.0
5,113000.0
5,113000.0
6,113000.0
6,113000.0
6,112500.0
5,112500.0
6,112000.0
5,112000.0
3,112000.0
5,112000.0
7,112000.0
5,112000.0
7,112000.0
5,111250.0
5,111000.0
9,110500.0
6,110500.0
5,110000.0
6,110000.0
7,110000.0
8,110000.0
8,110000.0
4,110000.0
6,110000.0
3,110000.0
5,110000.0
5,110000.0
6,110000.0
5,110000.0
5,110000.0
5,109900.0
7,109900.0
7,109900.0
7,109500.0
8,109500.0
6,109500.0
5,109500.0
6,109008.0
7,109000.0
6,109000.0
4,108959.0
4,108500.0
6,108480.0
8,108000.0
5,108000.0
6,108000.0
6,108000.0
5,108000.0
5,108000.0
7,107900.0
7,107500.0
7,107500.0
4,107500.0
6,107400.0
4,107000.0
5,107000.0
4,107000.0
7,106500.0
6,106500.0
7,106250.0
6,106000.0
5,106000.0
5,106000.0
8,105900.0
6,105500.0
7,105000.0
5,105000.0
6,105000.0
5,105000.0
4,105000.0
7,104900.0
4,104900.0
6,104000.0
6,103600.0
6,103200.0
5,103000.0
7,102776.0
5,102000.0
5,102000.0
5,102000.0
5,101800.0
7,101000.0
7,100000.0
5,100000.0
6,100000.0
5,100000.0
5,100000.0
5,100000.0
5,100000.0
5,100000.0
6,100000.0
8,99900.0
5,99500.0
3,98600.0
5,98300.0
6,98000.0
5,98000.0
3,98000.0
5,97500.0
6,97000.0
5,97000.0
6,97000.0
5,96500.0
7,96500.0
6,95000.0
5,95000.0
5,94750.0
5,94500.0
8,94000.0
4,93500.0
5,93500.0
4,93000.0
4,93000.0
5,93000.0
4,92900.0
7,92000.0
3,91500.0
5,91500.0
8,91300.0
5,91000.0
4,91000.0
5,91000.0
6,90350.0
5,90000.0
5,90000.0
5,90000.0
3,89500.0
7,89500.0
7,89471.0
7,89000.0
4,88000.0
5,88000.0
7,88000.0
4,88000.0
4,87500.0
7,87000.0
6,87000.0
2,87000.0
5,87000.0
8,86000.0
7,86000.0
6,86000.0
7,85500.0
5,85400.0
2,85000.0
3,85000.0
7,85000.0
4,85000.0
7,84900.0
8,84500.0
6,84500.0
5,84500.0
3,84000.0
5,83500.0
5,83000.0
5,83000.0
5,82500.0
5,82500.0
7,82500.0
5,82000.0
4,82000.0
3,82000.0
3,81000.0
7,81000.0
4,81000.0
5,80500.0
6,80000.0
4,80000.0
3,80000.0
4,80000.0
7,79900.0
5,79900.0
6,79500.0
5,79000.0
4,79000.0
6,79000.0
5,78000.0
2,76500.0
3,76000.0
6,75500.0
5,75000.0
5,73000.0
6,72500.0
6,68500.0
4,68400.0
2,67000.0
3,67000.0
6,66500.0
6,64500.0
5,62383.0
1,61000.0
3,60000.0
3,60000.0
5,60000.0
3,58500.0
5,55993.0
5,55000.0
4,55000.0
4,52500.0
6,52000.0
4,40000.0
3,39300.0
6,37900.0
3,35311.0
5,34900.0
