HeatingQC,SalePrice
Ex,242000.0
Ex,242000.0
Gd,241500.0
Ex,241500.0
Ex,241000.0
Ex,240000.0
TA,240000.0
TA,240000.0
Ex,240000.0
Ex,240000.0
Ex,240000.0
Ex,239900.0
Ex,239799.0
Ex,239686.0
Ex,239500.0
Gd,239000.0
Ex,239000.0
TA,239000.0
Ex,239000.0
TA,239000.0
Ex,239000.0
Ex,238000.0
Ex,237500.0
Ex,237000.0
Ex,237000.0
Ex,236500.0
Ex,236500.0
Ex,236000.0
Ex,236000.0
Ex,235128.0
Gd,235000.0
Gd,235000.0
Ex,235000.0
Fa,235000.0
Ex,235000.0
Ex,235000.0
Ex,235000.0
Ex,234000.0
Ex,234000.0
Ex,233230.0
Ex,233170.0
Ex,233000.0
Ex,232600.0
Ex,232000.0
Ex,232000.0
Ex,232000.0
Ex,231500.0
Ex,231500.0
Ex,230500.0
Ex,230000.0
Ex,230000.0
Ex,230000.0
Ex,230000.0
Ex,230000.0
Ex,230000.0
Fa,230000.0
Ex,230000.0
Ex,229456.0
Gd,229000.0
Ex,228950.0
Gd,228500.0
Ex,228500.0
TA,228000.0
Ex,228000.0
Ex,227875.0
Ex,227680.0
Ex,227000.0
Ex,227000.0
Ex,227000.0
Gd,226700.0
Ex,226000.0
Ex,226000.0
Ex,226000.0
TA,225000.0
Gd,225000.0
Ex,225000.0
Ex,225000.0
Ex,225000.0
Ex,225000.0
Ex,224900.0
Ex,224900.0
Gd,224500.0
Ex,224000.0
Ex,224000.0
Ex,223500.0
Ex,223500.0
Gd,223000.0
Ex,222500.0
Ex,222500.0
Ex,222000.0
Ex,222000.0
Gd,222000.0
Ex,221500.0
Ex,221000.0
Gd,221000.0
Ex,220000.0
Ex,220000.0
Ex,220000.0
Ex,220000.0
TA,220000.0
Ex,219500.0
Ex,219500.0
TA,219500.0
Ex,219210.0
TA,218000.0
Ex,217500.0
TA,217000.0
Ex,217000.0
Ex,216837.0
Ex,216500.0
Ex,216000.0
Ex,215200.0
Fa,215000.0
Ex,215000.0
Gd,215000.0
Ex,215000.0
Ex,215000.0
Ex,215000.0
Ex,215000.0
Gd,215000.0
Ex,214900.0
Gd,214500.0
Ex,214000.0
Ex,214000.0
Ex,214000.0
Ex,214000.0
Ex,214000.0
Ex,213500.0
Ex,213500.0
Ex,213490.0
Ex,213250.0
Ex,213000.0
Ex,213000.0
Ex,213000.0
Ex,212900.0
Ex,212000.0
TA,212000.0
Ex,212000.0
TA,211000.0
Ex,211000.0
Ex,210000.0
Ex,210000.0
Ex,210000.0
Ex,210000.0
TA,210000.0
Ex,209500.0
Ex,208900.0
Ex,208900.0
Ex,208500.0
Ex,208300.0
TA,207500.0
Ex,207500.0
Ex,207500.0
Gd,207500.0
TA,207500.0
Ex,207000.0
Gd,207000.0
TA,206900.0
Ex,206300.0
Ex,206000.0
Ex,205950.0
Gd,205000.0
Ex,205000.0
Gd,205000.0
Ex,205000.0
TA,205000.0
TA,205000.0
Ex,204900.0
Ex,204750.0
Ex,204000.0
Ex,204000.0
Ex,203000.0
Ex,203000.0
Ex,202900.0
Ex,202665.0
Ex,202500.0
Ex,202500.0
Ex,202500.0
TA,201800.0
Ex,201000.0
Ex,201000.0
Ex,201000.0
TA,200624.0
Ex,200500.0
TA,200500.0
Ex,200141.0
Gd,200100.0
Ex,200000.0
Ex,200000.0
Ex,200000.0
Ex,200000.0
Gd,200000.0
Ex,200000.0
Ex,200000.0
TA,200000.0
Gd,199900.0
Ex,199900.0
Ex,198900.0
Ex,198500.0
TA,197900.0
Ex,197900.0
Fa,197900.0
TA,197500.0
Ex,197500.0
Ex,197000.0
Ex,197000.0
Ex,197000.0
TA,197000.0
Ex,196500.0
TA,196500.0
Ex,196000.0
Ex,196000.0
TA,196000.0
Ex,195400.0
TA,195000.0
Ex,195000.0
Ex,195000.0
Ex,194700.0
Ex,194500.0
Ex,194500.0
Ex,194500.0
Ex,194201.0
Ex,194000.0
Ex,194000.0
Ex,194000.0
Ex,193879.0
TA,193500.0
Ex,193500.0
Ex,193000.0
Ex,193000.0
Ex,193000.0
Ex,192500.0
Ex,192500.0
Ex,192140.0
Ex,192000.0
Ex,192000.0
Gd,192000.0
Ex,192000.0
Ex,192000.0
Ex,191000.0
Ex,191000.0
Ex,191000.0
Fa,191000.0
Ex,190000.0
Gd,190000.0
Ex,190000.0
Gd,190000.0
TA,190000.0
Ex,190000.0
TA,190000.0
Ex,190000.0
Ex,190000.0
Ex,190000.0
Ex,190000.0
Fa,190000.0
Ex,190000.0
Gd,189950.0
Gd,189000.0
Ex,189000.0
Ex,189000.0
Gd,189000.0
Ex,189000.0
Ex,189000.0
Fa,188700.0
Ex,188500.0
TA,188000.0
Ex,188000.0
Gd,188000.0
Ex,187750.0
TA,187500.0
Ex,187500.0
Gd,187500.0
Ex,187500.0
Gd,187500.0
Gd,187500.0
Ex,187100.0
Ex,187000.0
Ex,187000.0
Gd,187000.0
Gd,186700.0
Ex,186500.0
Ex,186500.0
Ex,186000.0
Ex,185900.0
Ex,185850.0
Gd,185750.0
Ex,185500.0
Gd,185000.0
Gd,185000.0
Gd,185000.0
Gd,185000.0
Ex,185000.0
TA,185000.0
Ex,185000.0
TA,185000.0
TA,185000.0
Ex,185000.0
Ex,184900.0
Ex,184750.0
Ex,184100.0
TA,184000.0
Gd,184000.0
Ex,184000.0
Ex,184000.0
Ex,183900.0
Ex,183500.0
Ex,183200.0
Ex,183000.0
Ex,182900.0
Ex,182000.0
Ex,181900.0
Ex,181500.0
Ex,181134.0
TA,181000.0
Ex,181000.0
Fa,181000.0
Ex,181000.0
Ex,181000.0
Ex,181000.0
Ex,181000.0
Gd,180500.0
Ex,180500.0
Ex,180500.0
TA,180500.0
TA,180000.0
Ex,180000.0
Ex,180000.0
Gd,180000.0
Ex,180000.0
Gd,180000.0
Ex,180000.0
TA,180000.0
TA,180000.0
TA,180000.0
Ex,179900.0
TA,179900.0
Gd,179900.0
Gd,179900.0
Gd,179900.0
Ex,179665.0
Ex,179600.0
Ex,179540.0
Ex,179500.0
Gd,179400.0
Gd,179200.0
Gd,179200.0
Ex,179000.0
TA,179000.0
Ex,179000.0
Ex,178900.0
Ex,178740.0
Gd,178400.0
TA,178000.0
Ex,178000.0
Ex,178000.0
Gd,178000.0
Gd,178000.0
Ex,178000.0
Ex,178000.0
Ex,177500.0
Fa,177500.0
Ex,177500.0
Gd,177000.0
Ex,177000.0
Ex,177000.0
Gd,177000.0
Gd,177000.0
Ex,176500.0
Gd,176500.0
Ex,176485.0
Gd,176432.0
Gd,176000.0
TA,176000.0
Ex,176000.0
Gd,176000.0
Gd,176000.0
Gd,176000.0
Ex,176000.0
Ex,176000.0
Ex,175900.0
Ex,175900.0
TA,175500.0
Fa,175500.0
Ex,175500.0
Gd,175000.0
TA,175000.0
Gd,175000.0
Ex,175000.0
Ex,175000.0
Ex,175000.0
Ex,175000.0
TA,175000.0
Ex,175000.0
TA,174900.0
Ex,174500.0
Ex,174000.0
Gd,174000.0
Gd,174000.0
Ex,174000.0
Ex,174000.0
Ex,174000.0
TA,174000.0
Ex,173900.0
Ex,173733.0
Ex,173500.0
Ex,173000.0
Ex,173000.0
Gd,173000.0
Ex,173000.0
Ex,173000.0
Gd,173000.0
Ex,173000.0
Gd,172785.0
Ex,172500.0
Ex,172500.0
Ex,172500.0
Gd,172500.0
Gd,172500.0
Ex,172400.0
Ex,172000.0
Ex,171900.0
Ex,171750.0
TA,171500.0
Gd,171000.0
TA,171000.0
TA,171000.0
TA,171000.0
Ex,171000.0
Gd,170000.0
Gd,170000.0
Ex,170000.0
TA,170000.0
Gd,170000.0
Ex,170000.0
TA,170000.0
Gd,170000.0
Ex,169990.0
TA,169900.0
Ex,169500.0
TA,169500.0
Gd,169000.0
Gd,169000.0
Ex,169000.0
Gd,168500.0
Ex,168500.0
TA,168500.0
Gd,168000.0
Gd,168000.0
Gd,168000.0
Ex,168000.0
TA,167900.0
TA,167900.0
TA,167500.0
TA,167500.0
Gd,167500.0
Ex,167240.0
TA,167000.0
TA,167000.0
Ex,167000.0
TA,167000.0
Fa,166000.0
TA,166000.0
Gd,165600.0
Gd,165500.0
Ex,165500.0
Gd,165500.0
Ex,165400.0
Gd,165150.0
Gd,165000.0
TA,165000.0
TA,165000.0
TA,165000.0
Ex,165000.0
TA,165000.0
TA,165000.0
Ex,165000.0
Ex,164990.0
Ex,164900.0
Ex,164700.0
Ex,164500.0
Ex,164500.0
Ex,164000.0
Gd,164000.0
Gd,164000.0
Ex,163990.0
Gd,163900.0
Ex,163500.0
Gd,163500.0
TA,163000.0
Fa,163000.0
Ex,163000.0
Ex,163000.0
TA,162900.0
TA,162900.0
TA,162500.0
Ex,162000.0
Ex,162000.0
Ex,162000.0
TA,162000.0
Ex,161750.0
TA,161500.0
Ex,161500.0
Fa,161000.0
Ex,161000.0
Ex,160200.0
Ex,160000.0
TA,160000.0
TA,160000.0
Ex,160000.0
Ex,160000.0
Gd,160000.0
Gd,160000.0
TA,160000.0
Ex,160000.0
Ex,160000.0
TA,160000.0
Fa,160000.0
TA,159950.0
Ex,159895.0
Ex,159500.0
TA,159500.0
Ex,159500.0
Ex,159434.0
Ex,159000.0
TA,159000.0
Gd,159000.0
Ex,159000.0
TA,158900.0
Ex,158500.0
Ex,158000.0
Ex,158000.0
TA,158000.0
TA,158000.0
TA,158000.0
TA,158000.0
Gd,157900.0
TA,157900.0
Ex,157500.0
Gd,157500.0
TA,157000.0
TA,157000.0
Gd,157000.0
Gd,157000.0
TA,157000.0
Ex,157000.0
Ex,156932.0
Gd,156500.0
Ex,156000.0
Ex,156000.0
TA,156000.0
Gd,156000.0
Ex,155900.0
Ex,155835.0
Gd,155000.0
TA,155000.0
TA,155000.0
Ex,155000.0
Ex,155000.0
TA,155000.0
Ex,155000.0
TA,155000.0
Gd,155000.0
Ex,155000.0
TA,155000.0
Ex,155000.0
Gd,155000.0
Ex,155000.0
Ex,154900.0
TA,154500.0
TA,154300.0
Ex,154000.0
Ex,154000.0
Ex,154000.0
Ex,154000.0
Ex,154000.0
Ex,153900.0
Gd,153900.0
Ex,153575.0
Ex,153500.0
Gd,153500.0
Ex,153500.0
TA,153337.0
Gd,153000.0
Ex,153000.0
TA,153000.0
Gd,152000.0
TA,152000.0
Gd,152000.0
Ex,152000.0
TA,152000.0
TA,152000.0
TA,151500.0
Gd,151400.0
TA,151000.0
TA,151000.0
Ex,151000.0
Ex,151000.0
Gd,151000.0
TA,150900.0
Gd,150750.0
TA,150500.0
TA,150000.0
Ex,150000.0
Ex,150000.0
TA,150000.0
TA,149900.0
TA,149900.0
TA,149900.0
Ex,149900.0
TA,149700.0
TA,149500.0
Ex,149500.0
Gd,149350.0
Ex,149300.0
Ex,149000.0
Ex,149000.0
TA,149000.0
Ex,149000.0
Ex,148800.0
TA,148500.0
TA,148500.0
TA,148500.0
TA,148000.0
TA,148000.0
Ex,148000.0
Ex,148000.0
TA,148000.0
TA,148000.0
Gd,148000.0
Gd,147500.0
Ex,147400.0
Gd,147000.0
Gd,147000.0
TA,147000.0
Ex,147000.0
TA,147000.0
Ex,147000.0
Ex,147000.0
Ex,147000.0
Ex,147000.0
TA,146800.0
Ex,146500.0
Ex,146000.0
Gd,146000.0
Fa,146000.0
Gd,145900.0
Ex,145500.0
TA,145250.0
Ex,145000.0
Ex,145000.0
TA,145000.0
Gd,145000.0
TA,145000.0
Gd,145000.0
Ex,145000.0
TA,145000.0
TA,145000.0
Ex,145000.0
Ex,145000.0
Ex,145000.0
Ex,145000.0
Gd,145000.0
Gd,144900.0
Ex,144500.0
Ex,144500.0
Ex,144152.0
TA,144000.0
Gd,144000.0
Gd,144000.0
TA,144000.0
Ex,144000.0
TA,144000.0
Ex,144000.0
TA,144000.0
Ex,144000.0
TA,144000.0
TA,143900.0
TA,143750.0
Ex,143500.0
TA,143500.0
TA,143250.0
Ex,143000.0
TA,143000.0
Ex,143000.0
TA,143000.0
Ex,143000.0
TA,143000.0
TA,143000.0
Ex,143000.0
Ex,143000.0
TA,143000.0
TA,142953.0
TA,142600.0
TA,142500.0
TA,142500.0
Ex,142500.0
Gd,142125.0
Ex,142000.0
Gd,142000.0
Fa,142000.0
Ex,142000.0
TA,141500.0
Ex,141000.0
Ex,141000.0
TA,141000.0
Ex,141000.0
TA,141000.0
TA,141000.0
Ex,141000.0
Ex,141000.0
Gd,140200.0
Gd,140000.0
Gd,140000.0
Ex,140000.0
Ex,140000.0
Ex,140000.0
Ex,140000.0
TA,140000.0
Ex,140000.0
TA,140000.0
TA,140000.0
Gd,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
TA,140000.0
Gd,140000.0
Ex,140000.0
TA,140000.0
Gd,139950.0
TA,139900.0
Ex,139600.0
TA,139500.0
Ex,139400.0
TA,139400.0
TA,139000.0
TA,139000.0
Gd,139000.0
Fa,139000.0
Gd,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
TA,139000.0
Ex,139000.0
TA,139000.0
Gd,138887.0
Ex,138800.0
Ex,138500.0
Gd,138500.0
Ex,138000.0
Ex,138000.0
Gd,138000.0
TA,137900.0
Ex,137500.0
TA,137500.0
Ex,137500.0
Gd,137500.0
Ex,137500.0
Ex,137500.0
Ex,137450.0
Gd,137000.0
TA,137000.0
Gd,137000.0
TA,137000.0
Gd,137000.0
Fa,136905.0
Gd,136900.0
TA,136500.0
Ex,136500.0
TA,136500.0
Fa,136500.0
Ex,136500.0
Gd,136000.0
TA,136000.0
TA,136000.0
TA,135960.0
Ex,135900.0
Ex,135750.0
Gd,135500.0
TA,135500.0
Ex,135000.0
Gd,135000.0
TA,135000.0
TA,135000.0
Ex,135000.0
Ex,135000.0
TA,135000.0
TA,135000.0
Ex,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
TA,135000.0
Ex,135000.0
TA,135000.0
TA,135000.0
TA,134900.0
TA,134900.0
TA,134800.0
Gd,134500.0
TA,134500.0
TA,134450.0
TA,134432.0
TA,134000.0
TA,134000.0
Ex,134000.0
Ex,133900.0
Gd,133900.0
TA,133700.0
Ex,133500.0
TA,133000.0
Ex,133000.0
Ex,133000.0
Gd,133000.0
Fa,133000.0
TA,133000.0
TA,132500.0
Gd,132500.0
TA,132500.0
TA,132500.0
Ex,132500.0
Gd,132500.0
Gd,132250.0
Ex,132000.0
Ex,132000.0
Gd,132000.0
TA,132000.0
Ex,132000.0
TA,132000.0
Ex,131500.0
Ex,131500.0
Ex,131500.0
Ex,131400.0
Gd,131000.0
TA,131000.0
Ex,131000.0
Ex,130500.0
Ex,130500.0
Ex,130500.0
TA,130250.0
TA,130000.0
Ex,130000.0
Ex,130000.0
TA,130000.0
Ex,130000.0
Ex,130000.0
Ex,130000.0
Ex,130000.0
TA,130000.0
TA,130000.0
Ex,130000.0
Gd,129900.0
TA,129900.0
TA,129900.0
TA,129900.0
Ex,129500.0
TA,129500.0
Ex,129500.0
Fa,129500.0
TA,129000.0
TA,129000.0
TA,129000.0
TA,129000.0
Gd,129000.0
Ex,129000.0
Gd,129000.0
Gd,129000.0
Fa,128950.0
Gd,128900.0
TA,128500.0
TA,128500.0
TA,128500.0
Ex,128500.0
TA,128200.0
TA,128000.0
Ex,128000.0
TA,128000.0
Ex,128000.0
TA,128000.0
TA,128000.0
TA,128000.0
Gd,127500.0
Fa,127500.0
Ex,127500.0
TA,127500.0
TA,127500.0
TA,127500.0
Ex,127000.0
TA,127000.0
Gd,127000.0
TA,127000.0
TA,127000.0
Ex,127000.0
TA,127000.0
Gd,127000.0
Ex,127000.0
Gd,126500.0
Ex,126175.0
Fa,126000.0
TA,126000.0
Gd,126000.0
TA,125500.0
Ex,125500.0
Gd,125500.0
Gd,125500.0
TA,125000.0
TA,125000.0
TA,125000.0
TA,125000.0
Ex,125000.0
TA,125000.0
TA,125000.0
Gd,125000.0
TA,125000.0
TA,125000.0
Ex,124900.0
TA,124900.0
TA,124500.0
Gd,124500.0
Ex,124500.0
Ex,124500.0
TA,124000.0
TA,124000.0
TA,124000.0
Ex,124000.0
TA,124000.0
TA,124000.0
Ex,123600.0
Fa,123500.0
TA,123000.0
TA,123000.0
TA,123000.0
TA,123000.0
Ex,122900.0
Ex,122500.0
Gd,122500.0
TA,122000.0
TA,122000.0
TA,122000.0
Fa,122000.0
TA,121600.0
TA,121500.0
Fa,121000.0
Ex,120500.0
TA,120500.0
Ex,120500.0
TA,120500.0
Ex,120000.0
TA,120000.0
Ex,120000.0
Fa,120000.0
Ex,120000.0
Ex,120000.0
TA,120000.0
TA,119900.0
Gd,119900.0
Ex,119750.0
TA,119500.0
TA,119500.0
TA,119500.0
TA,119500.0
TA,119200.0
TA,119000.0
Ex,119000.0
Gd,119000.0
TA,119000.0
TA,119000.0
Ex,119000.0
TA,119000.0
TA,118964.0
TA,118858.0
TA,118500.0
TA,118500.0
Gd,118500.0
TA,118500.0
TA,118400.0
Ex,118000.0
Gd,118000.0
TA,118000.0
TA,118000.0
Gd,118000.0
Ex,118000.0
Ex,117500.0
TA,117500.0
Gd,117000.0
Ex,117000.0
Ex,117000.0
Ex,117000.0
TA,116900.0
Gd,116500.0
Gd,116050.0
TA,116000.0
Gd,116000.0
Gd,116000.0
Ex,115000.0
TA,115000.0
TA,115000.0
Gd,115000.0
Ex,115000.0
Gd,115000.0
TA,115000.0
TA,115000.0
TA,115000.0
TA,115000.0
TA,115000.0
TA,115000.0
Ex,114504.0
TA,114500.0
Ex,114500.0
Gd,113000.0
TA,113000.0
Ex,113000.0
TA,113000.0
TA,113000.0
TA,113000.0
Gd,112500.0
TA,112500.0
Gd,112000.0
TA,112000.0
Ex,112000.0
TA,112000.0
Ex,112000.0
Ex,112000.0
Gd,112000.0
TA,111250.0
Ex,111000.0
Gd,110500.0
Gd,110500.0
TA,110000.0
Gd,110000.0
TA,110000.0
Gd,110000.0
Ex,110000.0
TA,110000.0
TA,110000.0
Gd,110000.0
TA,110000.0
Gd,110000.0
TA,110000.0
Ex,110000.0
TA,110000.0
TA,109900.0
TA,109900.0
Ex,109900.0
TA,109500.0
Ex,109500.0
Gd,109500.0
Gd,109500.0
Ex,109008.0
TA,109000.0
Gd,109000.0
TA,108959.0
Gd,108500.0
Ex,108480.0
Ex,108000.0
Ex,108000.0
Gd,108000.0
Ex,108000.0
TA,108000.0
TA,108000.0
Ex,107900.0
Ex,107500.0
TA,107500.0
TA,107500.0
Gd,107400.0
Fa,107000.0
TA,107000.0
TA,107000.0
TA,106500.0
Ex,106500.0
TA,106250.0
TA,106000.0
TA,106000.0
TA,106000.0
Gd,105900.0
Gd,105500.0
TA,105000.0
TA,105000.0
Ex,105000.0
TA,105000.0
TA,105000.0
Gd,104900.0
Gd,104900.0
Ex,104000.0
TA,103600.0
Ex,103200.0
TA,103000.0
Gd,102776.0
TA,102000.0
Ex,102000.0
TA,102000.0
TA,101800.0
TA,101000.0
Gd,100000.0
Gd,100000.0
TA,100000.0
TA,100000.0
TA,100000.0
TA,100000.0
TA,100000.0
TA,100000.0
Ex,100000.0
Ex,99900.0
TA,99500.0
TA,98600.0
Gd,98300.0
TA,98000.0
Fa,98000.0
TA,98000.0
TA,97500.0
Gd,97000.0
Gd,97000.0
TA,97000.0
Fa,96500.0
Gd,96500.0
TA,95000.0
TA,95000.0
TA,94750.0
TA,94500.0
Gd,94000.0
Gd,93500.0
TA,93500.0
TA,93000.0
TA,93000.0
Gd,93000.0
Fa,92900.0
Ex,92000.0
Fa,91500.0
TA,91500.0
Gd,91300.0
TA,91000.0
Fa,91000.0
TA,91000.0
TA,90350.0
TA,90000.0
TA,90000.0
Fa,90000.0
TA,89500.0
TA,89500.0
TA,89471.0
Gd,89000.0
TA,88000.0
TA,88000.0
TA,88000.0
TA,88000.0
Fa,87500.0
Ex,87000.0
Po,87000.0
Fa,87000.0
Gd,87000.0
TA,86000.0
Ex,86000.0
Ex,86000.0
TA,85500.0
TA,85400.0
TA,85000.0
TA,85000.0
Gd,85000.0
TA,85000.0
Ex,84900.0
Gd,84500.0
Gd,84500.0
Ex,84500.0
Ex,84000.0
TA,83500.0
Fa,83000.0
TA,83000.0
Ex,82500.0
TA,82500.0
Gd,82500.0
TA,82000.0
Gd,82000.0
Fa,82000.0
TA,81000.0
Gd,81000.0
TA,81000.0
Gd,80500.0
TA,80000.0
TA,80000.0
TA,80000.0
Fa,80000.0
Gd,79900.0
Gd,79900.0
TA,79500.0
Fa,79000.0
Gd,79000.0
Ex,79000.0
TA,78000.0
Ex,76500.0
TA,76000.0
Ex,75500.0
Fa,75000.0
Gd,73000.0
TA,72500.0
Fa,68500.0
TA,68400.0
Gd,67000.0
TA,67000.0
Ex,66500.0
TA,64500.0
Gd,62383.0
Gd,61000.0
TA,60000.0
Fa,60000.0
TA,60000.0
TA,58500.0
TA,55993.0
Fa,55000.0
Fa,55000.0
Fa,52500.0
Gd,52000.0
TA,40000.0
Fa,39300.0
Fa,37900.0
TA,35311.0
TA,34900.0
