OpenPorchSF,SalePrice
0,217500.0
120,217000.0
27,217000.0
33,216837.0
48,216500.0
96,216000.0
45,215200.0
62,215000.0
192,215000.0
0,215000.0
81,215000.0
20,215000.0
48,215000.0
25,215000.0
63,215000.0
40,214900.0
60,214500.0
29,214000.0
74,214000.0
0,214000.0
0,214000.0
18,214000.0
53,213500.0
0,213500.0
20,213490.0
73,213250.0
35,213000.0
72,213000.0
234,213000.0
20,212900.0
61,212000.0
54,212000.0
105,212000.0
228,211000.0
36,211000.0
98,210000.0
133,210000.0
30,210000.0
38,210000.0
0,210000.0
73,209500.0
39,208900.0
241,208900.0
61,208500.0
102,208300.0
258,207500.0
56,207500.0
62,207500.0
0,207500.0
131,207500.0
30,207000.0
0,207000.0
0,206900.0
0,206300.0
61,206000.0
0,205950.0
68,205000.0
130,205000.0
0,205000.0
81,205000.0
42,205000.0
69,205000.0
33,204900.0
162,204750.0
29,204000.0
122,204000.0
66,203000.0
98,203000.0
0,202900.0
35,202665.0
49,202500.0
45,202500.0
35,202500.0
84,201800.0
150,201000.0
87,201000.0
18,201000.0
0,200624.0
77,200500.0
0,200500.0
20,200141.0
0,200100.0
204,200000.0
238,200000.0
46,200000.0
110,200000.0
114,200000.0
23,200000.0
91,200000.0
0,200000.0
0,199900.0
116,199900.0
36,198900.0
0,198500.0
113,197900.0
36,197900.0
0,197900.0
0,197500.0
96,197500.0
50,197000.0
63,197000.0
84,197000.0
88,197000.0
70,196500.0
66,196500.0
158,196000.0
63,196000.0
32,196000.0
54,195400.0
224,195000.0
68,195000.0
48,195000.0
28,194700.0
70,194500.0
0,194500.0
46,194500.0
16,194201.0
54,194000.0
93,194000.0
180,194000.0
55,193879.0
72,193500.0
42,193500.0
69,193000.0
88,193000.0
75,193000.0
20,192500.0
96,192500.0
40,192140.0
35,192000.0
117,192000.0
38,192000.0
20,192000.0
39,192000.0
25,191000.0
120,191000.0
20,191000.0
0,191000.0
122,190000.0
66,190000.0
0,190000.0
80,190000.0
111,190000.0
0,190000.0
0,190000.0
56,190000.0
36,190000.0
24,190000.0
0,190000.0
198,190000.0
39,190000.0
240,189950.0
120,189000.0
18,189000.0
39,189000.0
60,189000.0
104,189000.0
0,189000.0
0,188700.0
51,188500.0
0,188000.0
155,188000.0
84,188000.0
121,187750.0
48,187500.0
22,187500.0
168,187500.0
36,187500.0
0,187500.0
44,187500.0
33,187100.0
70,187000.0
100,187000.0
42,187000.0
263,186700.0
45,186500.0
0,186500.0
22,186000.0
45,185900.0
36,185850.0
0,185750.0
105,185500.0
94,185000.0
63,185000.0
75,185000.0
120,185000.0
36,185000.0
0,185000.0
39,185000.0
0,185000.0
69,185000.0
113,185000.0
41,184900.0
406,184750.0
0,184100.0
0,184000.0
32,184000.0
100,184000.0
75,184000.0
34,183900.0
48,183500.0
75,183200.0
45,183000.0
0,182900.0
120,182000.0
110,181900.0
0,181500.0
30,181134.0
0,181000.0
36,181000.0
0,181000.0
0,181000.0
48,181000.0
103,181000.0
68,181000.0
0,180500.0
34,180500.0
0,180500.0
0,180500.0
0,180000.0
0,180000.0
130,180000.0
96,180000.0
68,180000.0
0,180000.0
75,180000.0
0,180000.0
26,180000.0
58,180000.0
30,179900.0
208,179900.0
244,179900.0
92,179900.0
169,179900.0
24,179665.0
60,179600.0
24,179540.0
24,179500.0
0,179400.0
0,179200.0
51,179200.0
63,179000.0
0,179000.0
55,179000.0
72,178900.0
20,178740.0
76,178400.0
46,178000.0
0,178000.0
35,178000.0
40,178000.0
40,178000.0
0,178000.0
112,178000.0
26,177500.0
0,177500.0
32,177500.0
75,177000.0
0,177000.0
0,177000.0
0,177000.0
0,177000.0
51,176500.0
28,176500.0
22,176485.0
22,176432.0
32,176000.0
0,176000.0
144,176000.0
0,176000.0
21,176000.0
43,176000.0
64,176000.0
24,176000.0
124,175900.0
20,175900.0
0,175500.0
0,175500.0
27,175500.0
0,175000.0
0,175000.0
0,175000.0
0,175000.0
22,175000.0
0,175000.0
0,175000.0
0,175000.0
40,175000.0
129,174900.0
0,174500.0
38,174000.0
0,174000.0
36,174000.0
24,174000.0
20,174000.0
0,174000.0
36,174000.0
35,173900.0
234,173733.0
35,173500.0
27,173000.0
45,173000.0
26,173000.0
0,173000.0
27,173000.0
40,173000.0
38,173000.0
0,172785.0
0,172500.0
0,172500.0
16,172500.0
24,172500.0
0,172500.0
40,172400.0
189,172000.0
54,171900.0
36,171750.0
83,171500.0
0,171000.0
50,171000.0
0,171000.0
0,171000.0
84,171000.0
104,170000.0
38,170000.0
0,170000.0
418,170000.0
21,170000.0
74,170000.0
120,170000.0
98,170000.0
0,169990.0
0,169900.0
0,169500.0
168,169500.0
144,169000.0
38,169000.0
0,169000.0
72,168500.0
32,168500.0
0,168500.0
40,168000.0
0,168000.0
169,168000.0
0,168000.0
128,167900.0
16,167900.0
135,167500.0
0,167500.0
0,167500.0
0,167240.0
0,167000.0
0,167000.0
0,167000.0
0,167000.0
0,166000.0
0,166000.0
63,165600.0
38,165500.0
30,165500.0
28,165500.0
128,165400.0
0,165150.0
110,165000.0
42,165000.0
0,165000.0
116,165000.0
50,165000.0
0,165000.0
52,165000.0
304,165000.0
0,164990.0
42,164900.0
54,164700.0
234,164500.0
68,164500.0
125,164000.0
0,164000.0
12,164000.0
24,163990.0
25,163900.0
0,163500.0
0,163500.0
20,163000.0
341,163000.0
0,163000.0
25,163000.0
0,162900.0
28,162900.0
0,162500.0
17,162000.0
48,162000.0
247,162000.0
116,162000.0
36,161750.0
0,161500.0
0,161500.0
63,161000.0
0,161000.0
16,160200.0
138,160000.0
0,160000.0
0,160000.0
0,160000.0
70,160000.0
0,160000.0
0,160000.0
116,160000.0
48,160000.0
292,160000.0
0,160000.0
41,160000.0
0,159950.0
16,159895.0
48,159500.0
0,159500.0
0,159500.0
0,159434.0
102,159000.0
0,159000.0
76,159000.0
24,159000.0
0,158900.0
36,158500.0
50,158000.0
0,158000.0
104,158000.0
0,158000.0
0,158000.0
36,158000.0
0,157900.0
39,157900.0
40,157500.0
78,157500.0
213,157000.0
0,157000.0
0,157000.0
49,157000.0
0,157000.0
0,157000.0
36,156932.0
0,156500.0
0,156000.0
0,156000.0
0,156000.0
48,156000.0
0,155900.0
0,155835.0
64,155000.0
108,155000.0
0,155000.0
0,155000.0
0,155000.0
0,155000.0
0,155000.0
124,155000.0
0,155000.0
44,155000.0
0,155000.0
0,155000.0
20,155000.0
78,155000.0
0,154900.0
0,154500.0
0,154300.0
90,154000.0
27,154000.0
58,154000.0
0,154000.0
0,154000.0
63,153900.0
0,153900.0
0,153575.0
199,153500.0
116,153500.0
88,153500.0
0,153337.0
0,153000.0
0,153000.0
0,153000.0
0,152000.0
0,152000.0
0,152000.0
0,152000.0
0,152000.0
0,152000.0
0,151500.0
20,151400.0
12,151000.0
0,151000.0
172,151000.0
166,151000.0
0,151000.0
0,150900.0
0,150750.0
0,150500.0
80,150000.0
78,150000.0
40,150000.0
0,150000.0
0,149900.0
0,149900.0
140,149900.0
0,149900.0
158,149700.0
0,149500.0
0,149500.0
65,149350.0
0,149300.0
0,149000.0
0,149000.0
0,149000.0
0,149000.0
60,148800.0
0,148500.0
0,148500.0
0,148500.0
0,148000.0
30,148000.0
0,148000.0
28,148000.0
0,148000.0
0,148000.0
82,148000.0
68,147500.0
166,147400.0
128,147000.0
80,147000.0
0,147000.0
30,147000.0
0,147000.0
0,147000.0
240,147000.0
36,147000.0
49,147000.0
0,146800.0
0,146500.0
102,146000.0
64,146000.0
0,146000.0
70,145900.0
0,145500.0
45,145250.0
64,145000.0
0,145000.0
0,145000.0
0,145000.0
0,145000.0
50,145000.0
54,145000.0
0,145000.0
0,145000.0
0,145000.0
0,145000.0
0,145000.0
0,145000.0
28,145000.0
0,144900.0
0,144500.0
78,144500.0
166,144152.0
0,144000.0
0,144000.0
56,144000.0
0,144000.0
0,144000.0
0,144000.0
0,144000.0
0,144000.0
0,144000.0
28,144000.0
30,143900.0
60,143750.0
0,143500.0
0,143500.0
312,143250.0
30,143000.0
111,143000.0
48,143000.0
0,143000.0
0,143000.0
0,143000.0
0,143000.0
0,143000.0
0,143000.0
26,143000.0
0,142953.0
0,142600.0
0,142500.0
0,142500.0
0,142500.0
0,142125.0
85,142000.0
0,142000.0
0,142000.0
39,142000.0
0,141500.0
0,141000.0
0,141000.0
0,141000.0
0,141000.0
0,141000.0
162,141000.0
0,141000.0
0,141000.0
0,140200.0
35,140000.0
11,140000.0
64,140000.0
30,140000.0
0,140000.0
0,140000.0
55,140000.0
0,140000.0
0,140000.0
0,140000.0
0,140000.0
0,140000.0
50,140000.0
0,140000.0
34,140000.0
0,140000.0
0,140000.0
44,140000.0
0,140000.0
0,140000.0
0,139950.0
0,139900.0
0,139600.0
0,139500.0
0,139400.0
0,139400.0
0,139000.0
20,139000.0
0,139000.0
0,139000.0
44,139000.0
0,139000.0
0,139000.0
80,139000.0
0,139000.0
0,139000.0
0,139000.0
40,138887.0
32,138800.0
144,138500.0
0,138500.0
0,138000.0
64,138000.0
0,138000.0
30,137900.0
0,137500.0
0,137500.0
0,137500.0
118,137500.0
40,137500.0
0,137500.0
16,137450.0
60,137000.0
0,137000.0
0,137000.0
0,137000.0
0,137000.0
0,136905.0
0,136900.0
0,136500.0
0,136500.0
319,136500.0
0,136500.0
0,136500.0
0,136000.0
15,136000.0
45,136000.0
0,135960.0
184,135900.0
0,135750.0
0,135500.0
0,135500.0
0,135000.0
0,135000.0
0,135000.0
0,135000.0
0,135000.0
0,135000.0
0,135000.0
0,135000.0
0,135000.0
0,135000.0
0,135000.0
0,135000.0
0,135000.0
20,135000.0
16,135000.0
44,135000.0
211,135000.0
0,134900.0
0,134900.0
32,134800.0
18,134500.0
72,134500.0
0,134450.0
59,134432.0
90,134000.0
0,134000.0
63,134000.0
0,133900.0
0,133900.0
0,133700.0
0,133500.0
0,133000.0
40,133000.0
0,133000.0
28,133000.0
0,133000.0
0,133000.0
24,132500.0
132,132500.0
0,132500.0
18,132500.0
0,132500.0
0,132500.0
0,132250.0
112,132000.0
0,132000.0
98,132000.0
0,132000.0
0,132000.0
0,132000.0
0,131500.0
0,131500.0
0,131500.0
0,131400.0
0,131000.0
0,131000.0
0,131000.0
44,130500.0
0,130500.0
0,130500.0
0,130250.0
50,130000.0
40,130000.0
40,130000.0
0,130000.0
0,130000.0
0,130000.0
0,130000.0
0,130000.0
192,130000.0
0,130000.0
40,130000.0
0,129900.0
110,129900.0
0,129900.0
0,129900.0
0,129500.0
0,129500.0
0,129500.0
0,129500.0
0,129000.0
265,129000.0
288,129000.0
0,129000.0
0,129000.0
0,129000.0
0,129000.0
0,129000.0
0,128950.0
0,128900.0
0,128500.0
0,128500.0
0,128500.0
0,128500.0
0,128200.0
205,128000.0
0,128000.0
66,128000.0
291,128000.0
0,128000.0
0,128000.0
0,128000.0
0,127500.0
0,127500.0
0,127500.0
0,127500.0
0,127500.0
55,127500.0
0,127000.0
0,127000.0
0,127000.0
0,127000.0
0,127000.0
104,127000.0
0,127000.0
0,127000.0
26,127000.0
0,126500.0
98,126175.0
0,126000.0
0,126000.0
64,126000.0
0,125500.0
65,125500.0
96,125500.0
0,125500.0
0,125000.0
0,125000.0
0,125000.0
0,125000.0
0,125000.0
50,125000.0
48,125000.0
0,125000.0
0,125000.0
36,125000.0
0,124900.0
0,124900.0
0,124500.0
0,124500.0
88,124500.0
0,124500.0
0,124000.0
0,124000.0
0,124000.0
0,124000.0
152,124000.0
88,124000.0
0,123600.0
0,123500.0
0,123000.0
0,123000.0
0,123000.0
144,123000.0
0,122900.0
36,122500.0
0,122500.0
0,122000.0
0,122000.0
0,122000.0
54,122000.0
57,121600.0
0,121500.0
98,121000.0
25,120500.0
0,120500.0
0,120500.0
0,120500.0
0,120000.0
28,120000.0
176,120000.0
285,120000.0
0,120000.0
0,120000.0
0,120000.0
0,119900.0
0,119900.0
0,119750.0
0,119500.0
0,119500.0
0,119500.0
0,119500.0
130,119200.0
0,119000.0
130,119000.0
0,119000.0
0,119000.0
80,119000.0
36,119000.0
0,119000.0
0,118964.0
0,118858.0
0,118500.0
32,118500.0
0,118500.0
188,118500.0
22,118400.0
4,118000.0
0,118000.0
0,118000.0
0,118000.0
28,118000.0
200,118000.0
0,117500.0
48,117500.0
0,117000.0
0,117000.0
0,117000.0
68,117000.0
0,116900.0
0,116500.0
0,116050.0
0,116000.0
0,116000.0
0,116000.0
0,115000.0
0,115000.0
0,115000.0
114,115000.0
0,115000.0
0,115000.0
24,115000.0
0,115000.0
0,115000.0
0,115000.0
0,115000.0
0,115000.0
158,114504.0
0,114500.0
0,114500.0
0,113000.0
140,113000.0
0,113000.0
28,113000.0
0,113000.0
113,113000.0
0,112500.0
0,112500.0
0,112000.0
0,112000.0
0,112000.0
0,112000.0
0,112000.0
0,112000.0
24,112000.0
0,111250.0
0,111000.0
42,110500.0
120,110500.0
0,110000.0
0,110000.0
35,110000.0
46,110000.0
113,110000.0
0,110000.0
0,110000.0
0,110000.0
25,110000.0
0,110000.0
0,110000.0
0,110000.0
0,110000.0
29,109900.0
0,109900.0
0,109900.0
0,109500.0
0,109500.0
0,109500.0
0,109500.0
0,109008.0
52,109000.0
39,109000.0
0,108959.0
0,108500.0
0,108480.0
0,108000.0
96,108000.0
47,108000.0
0,108000.0
0,108000.0
0,108000.0
0,107900.0
0,107500.0
0,107500.0
287,107500.0
0,107400.0
172,107000.0
0,107000.0
42,107000.0
0,106500.0
28,106500.0
114,106250.0
0,106000.0
156,106000.0
0,106000.0
0,105900.0
0,105500.0
0,105000.0
0,105000.0
0,105000.0
0,105000.0
0,105000.0
0,104900.0
0,104900.0
198,104000.0
0,103600.0
0,103200.0
23,103000.0
0,102776.0
0,102000.0
0,102000.0
128,102000.0
0,101800.0
0,101000.0
0,100000.0
0,100000.0
0,100000.0
0,100000.0
0,100000.0
0,100000.0
0,100000.0
0,100000.0
0,100000.0
96,99900.0
0,99500.0
0,98600.0
27,98300.0
0,98000.0
0,98000.0
0,98000.0
0,97500.0
0,97000.0
45,97000.0
0,97000.0
0,96500.0
160,96500.0
0,95000.0
74,95000.0
0,94750.0
0,94500.0
0,94000.0
0,93500.0
28,93500.0
0,93000.0
32,93000.0
36,93000.0
0,92900.0
0,92000.0
0,91500.0
0,91500.0
20,91300.0
101,91000.0
100,91000.0
141,91000.0
0,90350.0
0,90000.0
57,90000.0
0,90000.0
0,89500.0
144,89500.0
72,89471.0
0,89000.0
0,88000.0
0,88000.0
0,88000.0
0,88000.0
0,87500.0
0,87000.0
0,87000.0
0,87000.0
0,87000.0
0,86000.0
0,86000.0
20,86000.0
0,85500.0
0,85400.0
0,85000.0
0,85000.0
0,85000.0
30,85000.0
0,84900.0
0,84500.0
0,84500.0
56,84500.0
0,84000.0
96,83500.0
0,83000.0
0,83000.0
0,82500.0
0,82500.0
0,82500.0
0,82000.0
0,82000.0
0,82000.0
151,81000.0
0,81000.0
20,81000.0
0,80500.0
0,80000.0
0,80000.0
24,80000.0
0,80000.0
98,79900.0
0,79900.0
0,79500.0
8,79000.0
0,79000.0
0,79000.0
0,78000.0
0,76500.0
0,76000.0
24,75500.0
0,75000.0
0,73000.0
0,72500.0
0,68500.0
0,68400.0
0,67000.0
0,67000.0
0,66500.0
0,64500.0
0,62383.0
0,61000.0
0,60000.0
0,60000.0
0,60000.0
0,58500.0
0,55993.0
0,55000.0
0,55000.0
20,52500.0
0,52000.0
54,40000.0
0,39300.0
0,37900.0
0,35311.0
523,34900.0
