Electrical,SalePrice
SBrkr,172000.0
SBrkr,171900.0
SBrkr,171750.0
SBrkr,171500.0
SBrkr,171000.0
SBrkr,171000.0
SBrkr,171000.0
SBrkr,171000.0
SBrkr,171000.0
SBrkr,170000.0
SBrkr,170000.0
SBrkr,170000.0
SBrkr,170000.0
SBrkr,170000.0
SBrkr,170000.0
SBrkr,170000.0
SBrkr,170000.0
SBrkr,169990.0
SBrkr,169900.0
FuseF,169500.0
SBrkr,169500.0
SBrkr,169000.0
SBrkr,169000.0
SBrkr,169000.0
SBrkr,168500.0
SBrkr,168500.0
SBrkr,168500.0
SBrkr,168000.0
SBrkr,168000.0
SBrkr,168000.0
SBrkr,168000.0
SBrkr,167900.0
SBrkr,167900.0
SBrkr,167500.0
SBrkr,167500.0
NA,167500.0
SBrkr,167240.0
SBrkr,167000.0
SBrkr,167000.0
SBrkr,167000.0
SBrkr,167000.0
SBrkr,166000.0
FuseA,166000.0
SBrkr,165600.0
SBrkr,165500.0
SBrkr,165500.0
SBrkr,165500.0
SBrkr,165400.0
SBrkr,165150.0
SBrkr,165000.0
SBrkr,165000.0
SBrkr,165000.0
SBrkr,165000.0
SBrkr,165000.0
SBrkr,165000.0
SBrkr,165000.0
SBrkr,165000.0
SBrkr,164990.0
SBrkr,164900.0
SBrkr,164700.0
SBrkr,164500.0
SBrkr,164500.0
SBrkr,164000.0
SBrkr,164000.0
SBrkr,164000.0
SBrkr,163990.0
SBrkr,163900.0
SBrkr,163500.0
SBrkr,163500.0
SBrkr,163000.0
SBrkr,163000.0
SBrkr,163000.0
SBrkr,163000.0
SBrkr,162900.0
SBrkr,162900.0
SBrkr,162500.0
SBrkr,162000.0
SBrkr,162000.0
SBrkr,162000.0
SBrkr,162000.0
SBrkr,161750.0
SBrkr,161500.0
FuseA,161500.0
SBrkr,161000.0
SBrkr,161000.0
SBrkr,160200.0
SBrkr,160000.0
FuseA,160000.0
SBrkr,160000.0
SBrkr,160000.0
SBrkr,160000.0
SBrkr,160000.0
SBrkr,160000.0
SBrkr,160000.0
SBrkr,160000.0
SBrkr,160000.0
SBrkr,160000.0
SBrkr,160000.0
SBrkr,159950.0
SBrkr,159895.0
SBrkr,159500.0
SBrkr,159500.0
SBrkr,159500.0
SBrkr,159434.0
SBrkr,159000.0
SBrkr,159000.0
SBrkr,159000.0
SBrkr,159000.0
SBrkr,158900.0
SBrkr,158500.0
SBrkr,158000.0
SBrkr,158000.0
SBrkr,158000.0
SBrkr,158000.0
SBrkr,158000.0
SBrkr,158000.0
SBrkr,157900.0
SBrkr,157900.0
FuseA,157500.0
SBrkr,157500.0
SBrkr,157000.0
SBrkr,157000.0
SBrkr,157000.0
SBrkr,157000.0
SBrkr,157000.0
SBrkr,157000.0
SBrkr,156932.0
SBrkr,156500.0
SBrkr,156000.0
SBrkr,156000.0
SBrkr,156000.0
SBrkr,156000.0
SBrkr,155900.0
SBrkr,155835.0
SBrkr,155000.0
SBrkr,155000.0
FuseA,155000.0
SBrkr,155000.0
SBrkr,155000.0
FuseA,155000.0
SBrkr,155000.0
SBrkr,155000.0
SBrkr,155000.0
SBrkr,155000.0
SBrkr,155000.0
SBrkr,155000.0
SBrkr,155000.0
SBrkr,155000.0
SBrkr,154900.0
SBrkr,154500.0
FuseA,154300.0
SBrkr,154000.0
SBrkr,154000.0
SBrkr,154000.0
SBrkr,154000.0
SBrkr,154000.0
SBrkr,153900.0
SBrkr,153900.0
FuseA,153575.0
SBrkr,153500.0
SBrkr,153500.0
SBrkr,153500.0
SBrkr,153337.0
SBrkr,153000.0
SBrkr,153000.0
SBrkr,153000.0
FuseA,152000.0
FuseA,152000.0
SBrkr,152000.0
SBrkr,152000.0
SBrkr,152000.0
SBrkr,152000.0
SBrkr,151500.0
SBrkr,151400.0
SBrkr,151000.0
SBrkr,151000.0
SBrkr,151000.0
SBrkr,151000.0
SBrkr,151000.0
SBrkr,150900.0
SBrkr,150750.0
SBrkr,150500.0
FuseA,150000.0
SBrkr,150000.0
FuseA,150000.0
SBrkr,150000.0
SBrkr,149900.0
SBrkr,149900.0
SBrkr,149900.0
SBrkr,149900.0
FuseA,149700.0
SBrkr,149500.0
SBrkr,149500.0
SBrkr,149350.0
SBrkr,149300.0
SBrkr,149000.0
SBrkr,149000.0
SBrkr,149000.0
SBrkr,149000.0
SBrkr,148800.0
SBrkr,148500.0
SBrkr,148500.0
SBrkr,148500.0
SBrkr,148000.0
SBrkr,148000.0
SBrkr,148000.0
SBrkr,148000.0
SBrkr,148000.0
SBrkr,148000.0
SBrkr,148000.0
SBrkr,147500.0
SBrkr,147400.0
FuseA,147000.0
SBrkr,147000.0
SBrkr,147000.0
SBrkr,147000.0
SBrkr,147000.0
SBrkr,147000.0
SBrkr,147000.0
SBrkr,147000.0
SBrkr,147000.0
SBrkr,146800.0
SBrkr,146500.0
SBrkr,146000.0
SBrkr,146000.0
SBrkr,146000.0
SBrkr,145900.0
SBrkr,145500.0
SBrkr,145250.0
SBrkr,145000.0
SBrkr,145000.0
SBrkr,145000.0
SBrkr,145000.0
SBrkr,145000.0
SBrkr,145000.0
SBrkr,145000.0
FuseA,145000.0
FuseF,145000.0
SBrkr,145000.0
SBrkr,145000.0
SBrkr,145000.0
SBrkr,145000.0
SBrkr,145000.0
SBrkr,144900.0
SBrkr,144500.0
FuseA,144500.0
SBrkr,144152.0
SBrkr,144000.0
SBrkr,144000.0
SBrkr,144000.0
SBrkr,144000.0
SBrkr,144000.0
SBrkr,144000.0
SBrkr,144000.0
FuseA,144000.0
SBrkr,144000.0
SBrkr,144000.0
SBrkr,143900.0
SBrkr,143750.0
SBrkr,143500.0
SBrkr,143500.0
SBrkr,143250.0
SBrkr,143000.0
SBrkr,143000.0
SBrkr,143000.0
SBrkr,143000.0
SBrkr,143000.0
SBrkr,143000.0
SBrkr,143000.0
SBrkr,143000.0
SBrkr,143000.0
SBrkr,143000.0
SBrkr,142953.0
SBrkr,142600.0
SBrkr,142500.0
SBrkr,142500.0
SBrkr,142500.0
FuseA,142125.0
SBrkr,142000.0
SBrkr,142000.0
SBrkr,142000.0
SBrkr,142000.0
SBrkr,141500.0
FuseA,141000.0
SBrkr,141000.0
SBrkr,141000.0
SBrkr,141000.0
FuseA,141000.0
SBrkr,141000.0
SBrkr,141000.0
SBrkr,141000.0
SBrkr,140200.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
SBrkr,140000.0
FuseA,140000.0
SBrkr,139950.0
SBrkr,139900.0
FuseA,139600.0
SBrkr,139500.0
FuseF,139400.0
SBrkr,139400.0
SBrkr,139000.0
SBrkr,139000.0
SBrkr,139000.0
SBrkr,139000.0
FuseA,139000.0
SBrkr,139000.0
SBrkr,139000.0
SBrkr,139000.0
SBrkr,139000.0
SBrkr,139000.0
SBrkr,139000.0
FuseF,138887.0
SBrkr,138800.0
SBrkr,138500.0
SBrkr,138500.0
SBrkr,138000.0
SBrkr,138000.0
FuseA,138000.0
FuseA,137900.0
SBrkr,137500.0
SBrkr,137500.0
SBrkr,137500.0
FuseA,137500.0
SBrkr,137500.0
SBrkr,137500.0
SBrkr,137450.0
FuseP,137000.0
SBrkr,137000.0
SBrkr,137000.0
SBrkr,137000.0
FuseA,137000.0
SBrkr,136905.0
SBrkr,136900.0
SBrkr,136500.0
SBrkr,136500.0
SBrkr,136500.0
SBrkr,136500.0
SBrkr,136500.0
SBrkr,136000.0
SBrkr,136000.0
SBrkr,136000.0
SBrkr,135960.0
SBrkr,135900.0
FuseA,135750.0
SBrkr,135500.0
SBrkr,135500.0
SBrkr,135000.0
SBrkr,135000.0
SBrkr,135000.0
SBrkr,135000.0
SBrkr,135000.0
SBrkr,135000.0
SBrkr,135000.0
SBrkr,135000.0
FuseA,135000.0
SBrkr,135000.0
FuseA,135000.0
SBrkr,135000.0
SBrkr,135000.0
SBrkr,135000.0
SBrkr,135000.0
SBrkr,135000.0
SBrkr,135000.0
SBrkr,134900.0
SBrkr,134900.0
SBrkr,134800.0
SBrkr,134500.0
SBrkr,134500.0
SBrkr,134450.0
SBrkr,134432.0
SBrkr,134000.0
SBrkr,134000.0
SBrkr,134000.0
SBrkr,133900.0
SBrkr,133900.0
FuseA,133700.0
SBrkr,133500.0
FuseA,133000.0
SBrkr,133000.0
SBrkr,133000.0
SBrkr,133000.0
SBrkr,133000.0
SBrkr,133000.0
SBrkr,132500.0
SBrkr,132500.0
SBrkr,132500.0
SBrkr,132500.0
FuseF,132500.0
SBrkr,132500.0
SBrkr,132250.0
FuseA,132000.0
SBrkr,132000.0
SBrkr,132000.0
SBrkr,132000.0
SBrkr,132000.0
SBrkr,132000.0
FuseF,131500.0
SBrkr,131500.0
SBrkr,131500.0
SBrkr,131400.0
SBrkr,131000.0
SBrkr,131000.0
SBrkr,131000.0
SBrkr,130500.0
SBrkr,130500.0
SBrkr,130500.0
SBrkr,130250.0
SBrkr,130000.0
SBrkr,130000.0
SBrkr,130000.0
SBrkr,130000.0
FuseF,130000.0
SBrkr,130000.0
SBrkr,130000.0
SBrkr,130000.0
FuseA,130000.0
SBrkr,130000.0
SBrkr,130000.0
FuseF,129900.0
SBrkr,129900.0
SBrkr,129900.0
FuseA,129900.0
SBrkr,129500.0
SBrkr,129500.0
SBrkr,129500.0
SBrkr,129500.0
SBrkr,129000.0
SBrkr,129000.0
SBrkr,129000.0
SBrkr,129000.0
SBrkr,129000.0
SBrkr,129000.0
SBrkr,129000.0
SBrkr,129000.0
SBrkr,128950.0
SBrkr,128900.0
SBrkr,128500.0
SBrkr,128500.0
SBrkr,128500.0
SBrkr,128500.0
SBrkr,128200.0
SBrkr,128000.0
SBrkr,128000.0
FuseF,128000.0
SBrkr,128000.0
SBrkr,128000.0
SBrkr,128000.0
SBrkr,128000.0
SBrkr,127500.0
SBrkr,127500.0
SBrkr,127500.0
SBrkr,127500.0
FuseA,127500.0
SBrkr,127500.0
SBrkr,127000.0
SBrkr,127000.0
SBrkr,127000.0
SBrkr,127000.0
SBrkr,127000.0
SBrkr,127000.0
SBrkr,127000.0
SBrkr,127000.0
SBrkr,127000.0
SBrkr,126500.0
SBrkr,126175.0
FuseF,126000.0
SBrkr,126000.0
SBrkr,126000.0
SBrkr,125500.0
SBrkr,125500.0
SBrkr,125500.0
SBrkr,125500.0
SBrkr,125000.0
FuseA,125000.0
SBrkr,125000.0
SBrkr,125000.0
SBrkr,125000.0
SBrkr,125000.0
SBrkr,125000.0
SBrkr,125000.0
SBrkr,125000.0
SBrkr,125000.0
SBrkr,124900.0
SBrkr,124900.0
SBrkr,124500.0
SBrkr,124500.0
SBrkr,124500.0
SBrkr,124500.0
SBrkr,124000.0
FuseA,124000.0
SBrkr,124000.0
FuseA,124000.0
SBrkr,124000.0
SBrkr,124000.0
SBrkr,123600.0
FuseA,123500.0
SBrkr,123000.0
SBrkr,123000.0
SBrkr,123000.0
SBrkr,123000.0
SBrkr,122900.0
SBrkr,122500.0
SBrkr,122500.0
SBrkr,122000.0
SBrkr,122000.0
FuseF,122000.0
SBrkr,122000.0
SBrkr,121600.0
SBrkr,121500.0
FuseF,121000.0
SBrkr,120500.0
SBrkr,120500.0
SBrkr,120500.0
SBrkr,120500.0
SBrkr,120000.0
SBrkr,120000.0
SBrkr,120000.0
SBrkr,120000.0
SBrkr,120000.0
SBrkr,120000.0
SBrkr,120000.0
SBrkr,119900.0
SBrkr,119900.0
SBrkr,119750.0
SBrkr,119500.0
SBrkr,119500.0
SBrkr,119500.0
SBrkr,119500.0
SBrkr,119200.0
SBrkr,119000.0
SBrkr,119000.0
SBrkr,119000.0
FuseA,119000.0
SBrkr,119000.0
SBrkr,119000.0
SBrkr,119000.0
SBrkr,118964.0
SBrkr,118858.0
SBrkr,118500.0
SBrkr,118500.0
SBrkr,118500.0
SBrkr,118500.0
FuseA,118400.0
SBrkr,118000.0
SBrkr,118000.0
FuseF,118000.0
SBrkr,118000.0
SBrkr,118000.0
SBrkr,118000.0
SBrkr,117500.0
SBrkr,117500.0
SBrkr,117000.0
SBrkr,117000.0
SBrkr,117000.0
SBrkr,117000.0
SBrkr,116900.0
SBrkr,116500.0
SBrkr,116050.0
FuseA,116000.0
SBrkr,116000.0
SBrkr,116000.0
SBrkr,115000.0
FuseF,115000.0
SBrkr,115000.0
FuseA,115000.0
FuseA,115000.0
FuseA,115000.0
SBrkr,115000.0
SBrkr,115000.0
SBrkr,115000.0
SBrkr,115000.0
SBrkr,115000.0
SBrkr,115000.0
FuseA,114504.0
SBrkr,114500.0
FuseA,114500.0
SBrkr,113000.0
FuseA,113000.0
FuseA,113000.0
SBrkr,113000.0
FuseA,113000.0
SBrkr,113000.0
FuseA,112500.0
SBrkr,112500.0
SBrkr,112000.0
SBrkr,112000.0
FuseA,112000.0
SBrkr,112000.0
SBrkr,112000.0
SBrkr,112000.0
SBrkr,112000.0
SBrkr,111250.0
SBrkr,111000.0
SBrkr,110500.0
SBrkr,110500.0
SBrkr,110000.0
SBrkr,110000.0
SBrkr,110000.0
SBrkr,110000.0
FuseA,110000.0
