MoSold,SalePrice
11,227000.0
3,227000.0
12,227000.0
2,226700.0
6,226000.0
5,226000.0
5,226000.0
7,225000.0
6,225000.0
8,225000.0
6,225000.0
10,225000.0
5,225000.0
5,224900.0
7,224900.0
7,224500.0
6,224000.0
11,224000.0
9,223500.0
5,223500.0
12,223000.0
5,222500.0
7,222500.0
6,222000.0
12,222000.0
11,222000.0
7,221500.0
9,221000.0
6,221000.0
6,220000.0
5,220000.0
3,220000.0
2,220000.0
3,220000.0
2,219500.0
7,219500.0
7,219500.0
11,219210.0
7,218000.0
3,217500.0
10,217000.0
7,217000.0
10,216837.0
5,216500.0
1,216000.0
6,215200.0
5,215000.0
6,215000.0
6,215000.0
9,215000.0
5,215000.0
7,215000.0
8,215000.0
11,215000.0
2,214900.0
7,214500.0
8,214000.0
12,214000.0
3,214000.0
6,214000.0
1,214000.0
4,213500.0
4,213500.0
4,213490.0
6,213250.0
5,213000.0
7,213000.0
10,213000.0
7,212900.0
4,212000.0
6,212000.0
4,212000.0
9,211000.0
5,211000.0
4,210000.0
7,210000.0
6,210000.0
5,210000.0
2,210000.0
8,209500.0
4,208900.0
4,208900.0
2,208500.0
9,208300.0
12,207500.0
5,207500.0
4,207500.0
9,207500.0
5,207500.0
7,207000.0
6,207000.0
6,206900.0
11,206300.0
2,206000.0
5,205950.0
2,205000.0
5,205000.0
10,205000.0
1,205000.0
10,205000.0
9,205000.0
4,204900.0
5,204750.0
6,204000.0
7,204000.0
6,203000.0
1,203000.0
4,202900.0
3,202665.0
10,202500.0
5,202500.0
9,202500.0
5,201800.0
4,201000.0
7,201000.0
7,201000.0
3,200624.0
6,200500.0
3,200500.0
10,200141.0
7,200100.0
11,200000.0
6,200000.0
12,200000.0
3,200000.0
5,200000.0
5,200000.0
6,200000.0
8,200000.0
7,199900.0
11,199900.0
5,198900.0
7,198500.0
11,197900.0
3,197900.0
6,197900.0
3,197500.0
10,197500.0
8,197000.0
8,197000.0
4,197000.0
11,197000.0
8,196500.0
3,196500.0
7,196000.0
8,196000.0
5,196000.0
9,195400.0
6,195000.0
7,195000.0
9,195000.0
6,194700.0
2,194500.0
2,194500.0
10,194500.0
2,194201.0
7,194000.0
5,194000.0
6,194000.0
7,193879.0
6,193500.0
10,193500.0
7,193000.0
6,193000.0
4,193000.0
5,192500.0
2,192500.0
7,192140.0
9,192000.0
3,192000.0
7,192000.0
4,192000.0
9,192000.0
7,191000.0
7,191000.0
5,191000.0
9,191000.0
1,190000.0
6,190000.0
11,190000.0
12,190000.0
7,190000.0
6,190000.0
11,190000.0
4,190000.0
8,190000.0
8,190000.0
7,190000.0
6,190000.0
6,190000.0
6,189950.0
10,189000.0
10,189000.0
4,189000.0
6,189000.0
5,189000.0
5,189000.0
8,188700.0
7,188500.0
7,188000.0
7,188000.0
6,188000.0
8,187750.0
6,187500.0
5,187500.0
7,187500.0
4,187500.0
8,187500.0
7,187500.0
6,187100.0
6,187000.0
8,187000.0
7,187000.0
5,186700.0
3,186500.0
5,186500.0
3,186000.0
9,185900.0
6,185850.0
8,185750.0
5,185500.0
12,185000.0
4,185000.0
6,185000.0
5,185000.0
7,185000.0
6,185000.0
10,185000.0
2,185000.0
7,185000.0
10,185000.0
8,184900.0
10,184750.0
3,184100.0
11,184000.0
6,184000.0
6,184000.0
2,184000.0
3,183900.0
5,183500.0
6,183200.0
6,183000.0
4,182900.0
12,182000.0
6,181900.0
5,181500.0
8,181134.0
1,181000.0
7,181000.0
1,181000.0
5,181000.0
11,181000.0
6,181000.0
8,181000.0
7,180500.0
5,180500.0
7,180500.0
4,180500.0
7,180000.0
4,180000.0
10,180000.0
7,180000.0
9,180000.0
10,180000.0
7,180000.0
5,180000.0
5,180000.0
7,180000.0
1,179900.0
2,179900.0
5,179900.0
10,179900.0
5,179900.0
9,179665.0
11,179600.0
7,179540.0
7,179500.0
8,179400.0
7,179200.0
6,179200.0
6,179000.0
3,179000.0
12,179000.0
7,178900.0
5,178740.0
7,178400.0
6,178000.0
8,178000.0
10,178000.0
12,178000.0
5,178000.0
6,178000.0
1,178000.0
8,177500.0
11,177500.0
6,177500.0
7,177000.0
6,177000.0
3,177000.0
5,177000.0
3,177000.0
5,176500.0
6,176500.0
8,176485.0
3,176432.0
6,176000.0
5,176000.0
4,176000.0
7,176000.0
6,176000.0
4,176000.0
6,176000.0
7,176000.0
7,175900.0
5,175900.0
6,175500.0
9,175500.0
6,175500.0
6,175000.0
3,175000.0
2,175000.0
8,175000.0
8,175000.0
10,175000.0
6,175000.0
3,175000.0
8,175000.0
5,174900.0
7,174500.0
3,174000.0
5,174000.0
3,174000.0
6,174000.0
6,174000.0
11,174000.0
7,174000.0
8,173900.0
6,173733.0
2,173500.0
6,173000.0
12,173000.0
7,173000.0
11,173000.0
7,173000.0
7,173000.0
2,173000.0
5,172785.0
8,172500.0
7,172500.0
6,172500.0
3,172500.0
7,172500.0
1,172400.0
9,172000.0
3,171900.0
3,171750.0
2,171500.0
7,171000.0
4,171000.0
1,171000.0
7,171000.0
3,171000.0
7,170000.0
4,170000.0
12,170000.0
7,170000.0
4,170000.0
10,170000.0
1,170000.0
9,170000.0
10,169990.0
5,169900.0
6,169500.0
7,169500.0
5,169000.0
8,169000.0
3,169000.0
5,168500.0
6,168500.0
6,168500.0
5,168000.0
11,168000.0
11,168000.0
3,168000.0
6,167900.0
4,167900.0
10,167500.0
4,167500.0
5,167500.0
3,167240.0
10,167000.0
4,167000.0
3,167000.0
2,167000.0
6,166000.0
6,166000.0
5,165600.0
4,165500.0
7,165500.0
10,165500.0
7,165400.0
11,165150.0
12,165000.0
6,165000.0
8,165000.0
6,165000.0
4,165000.0
8,165000.0
6,165000.0
6,165000.0
7,164990.0
6,164900.0
6,164700.0
6,164500.0
5,164500.0
5,164000.0
8,164000.0
6,164000.0
7,163990.0
7,163900.0
8,163500.0
3,163500.0
6,163000.0
10,163000.0
11,163000.0
4,163000.0
6,162900.0
3,162900.0
6,162500.0
3,162000.0
8,162000.0
6,162000.0
12,162000.0
3,161750.0
9,161500.0
11,161500.0
6,161000.0
10,161000.0
9,160200.0
12,160000.0
5,160000.0
2,160000.0
7,160000.0
6,160000.0
5,160000.0
7,160000.0
3,160000.0
3,160000.0
1,160000.0
6,160000.0
5,160000.0
6,159950.0
3,159895.0
7,159500.0
7,159500.0
7,159500.0
7,159434.0
6,159000.0
6,159000.0
7,159000.0
10,159000.0
4,158900.0
8,158500.0
5,158000.0
10,158000.0
8,158000.0
7,158000.0
8,158000.0
3,158000.0
4,157900.0
4,157900.0
12,157500.0
6,157500.0
5,157000.0
6,157000.0
11,157000.0
6,157000.0
4,157000.0
10,157000.0
3,156932.0
6,156500.0
7,156000.0
6,156000.0
6,156000.0
7,156000.0
5,155900.0
7,155835.0
4,155000.0
7,155000.0
6,155000.0
4,155000.0
6,155000.0
6,155000.0
6,155000.0
6,155000.0
6,155000.0
5,155000.0
7,155000.0
1,155000.0
12,155000.0
7,155000.0
7,154900.0
2,154500.0
1,154300.0
5,154000.0
10,154000.0
11,154000.0
5,154000.0
5,154000.0
3,153900.0
6,153900.0
7,153575.0
3,153500.0
6,153500.0
7,153500.0
6,153337.0
10,153000.0
3,153000.0
5,153000.0
10,152000.0
6,152000.0
11,152000.0
4,152000.0
6,152000.0
5,152000.0
4,151500.0
6,151400.0
7,151000.0
7,151000.0
6,151000.0
6,151000.0
7,151000.0
7,150900.0
7,150750.0
9,150500.0
7,150000.0
6,150000.0
5,150000.0
8,150000.0
7,149900.0
11,149900.0
11,149900.0
4,149900.0
4,149700.0
3,149500.0
2,149500.0
6,149350.0
5,149300.0
3,149000.0
1,149000.0
2,149000.0
8,149000.0
3,148800.0
7,148500.0
4,148500.0
8,148500.0
4,148000.0
5,148000.0
7,148000.0
6,148000.0
7,148000.0
6,148000.0
10,148000.0
6,147500.0
7,147400.0
7,147000.0
7,147000.0
6,147000.0
12,147000.0
10,147000.0
4,147000.0
12,147000.0
5,147000.0
2,147000.0
5,146800.0
6,146500.0
2,146000.0
10,146000.0
7,146000.0
9,145900.0
8,145500.0
4,145250.0
6,145000.0
7,145000.0
6,145000.0
7,145000.0
1,145000.0
8,145000.0
6,145000.0
8,145000.0
8,145000.0
2,145000.0
10,145000.0
5,145000.0
6,145000.0
5,145000.0
5,144900.0
6,144500.0
5,144500.0
4,144152.0
9,144000.0
12,144000.0
6,144000.0
10,144000.0
6,144000.0
5,144000.0
7,144000.0
7,144000.0
6,144000.0
6,144000.0
3,143900.0
10,143750.0
4,143500.0
10,143500.0
3,143250.0
10,143000.0
7,143000.0
6,143000.0
5,143000.0
5,143000.0
6,143000.0
3,143000.0
7,143000.0
1,143000.0
6,143000.0
6,142953.0
11,142600.0
3,142500.0
6,142500.0
3,142500.0
4,142125.0
7,142000.0
5,142000.0
5,142000.0
10,142000.0
4,141500.0
5,141000.0
4,141000.0
4,141000.0
6,141000.0
5,141000.0
12,141000.0
5,141000.0
7,141000.0
10,140200.0
2,140000.0
4,140000.0
3,140000.0
6,140000.0
6,140000.0
4,140000.0
10,140000.0
5,140000.0
7,140000.0
7,140000.0
5,140000.0
3,140000.0
10,140000.0
3,140000.0
12,140000.0
8,140000.0
10,140000.0
6,140000.0
9,140000.0
4,140000.0
9,139950.0
8,139900.0
6,139600.0
7,139500.0
6,139400.0
7,139400.0
5,139000.0
9,139000.0
4,139000.0
8,139000.0
5,139000.0
12,139000.0
6,139000.0
6,139000.0
6,139000.0
11,139000.0
4,139000.0
7,138887.0
3,138800.0
4,138500.0
11,138500.0
6,138000.0
5,138000.0
5,138000.0
10,137900.0
5,137500.0
4,137500.0
7,137500.0
1,137500.0
4,137500.0
5,137500.0
10,137450.0
4,137000.0
7,137000.0
7,137000.0
11,137000.0
7,137000.0
6,136905.0
10,136900.0
4,136500.0
7,136500.0
1,136500.0
6,136500.0
3,136500.0
6,136000.0
8,136000.0
9,136000.0
12,135960.0
3,135900.0
4,135750.0
10,135500.0
4,135500.0
8,135000.0
9,135000.0
7,135000.0
9,135000.0
6,135000.0
5,135000.0
5,135000.0
6,135000.0
4,135000.0
7,135000.0
12,135000.0
8,135000.0
5,135000.0
6,135000.0
4,135000.0
12,135000.0
11,135000.0
4,134900.0
7,134900.0
5,134800.0
5,134500.0
5,134500.0
5,134450.0
7,134432.0
8,134000.0
6,134000.0
8,134000.0
11,133900.0
4,133900.0
7,133700.0
8,133500.0
8,133000.0
6,133000.0
7,133000.0
9,133000.0
6,133000.0
3,133000.0
7,132500.0
3,132500.0
7,132500.0
5,132500.0
5,132500.0
7,132500.0
1,132250.0
7,132000.0
5,132000.0
3,132000.0
6,132000.0
5,132000.0
4,132000.0
11,131500.0
11,131500.0
4,131500.0
3,131400.0
1,131000.0
6,131000.0
3,131000.0
3,130500.0
5,130500.0
10,130500.0
7,130250.0
2,130000.0
4,130000.0
5,130000.0
4,130000.0
7,130000.0
6,130000.0
5,130000.0
5,130000.0
11,130000.0
11,130000.0
4,130000.0
4,129900.0
6,129900.0
7,129900.0
7,129900.0
2,129500.0
6,129500.0
4,129500.0
4,129500.0
6,129000.0
8,129000.0
5,129000.0
5,129000.0
7,129000.0
5,129000.0
5,129000.0
5,129000.0
1,128950.0
6,128900.0
5,128500.0
10,128500.0
5,128500.0
6,128500.0
2,128200.0
2,128000.0
6,128000.0
5,128000.0
6,128000.0
2,128000.0
2,128000.0
7,128000.0
9,127500.0
11,127500.0
10,127500.0
10,127500.0
11,127500.0
7,127500.0
1,127000.0
1,127000.0
6,127000.0
5,127000.0
5,127000.0
4,127000.0
3,127000.0
8,127000.0
7,127000.0
7,126500.0
7,126175.0
4,126000.0
8,126000.0
4,126000.0
8,125500.0
7,125500.0
5,125500.0
6,125500.0
11,125000.0
3,125000.0
5,125000.0
2,125000.0
10,125000.0
6,125000.0
8,125000.0
7,125000.0
5,125000.0
5,125000.0
1,124900.0
9,124900.0
6,124500.0
7,124500.0
7,124500.0
7,124500.0
8,124000.0
6,124000.0
5,124000.0
11,124000.0
4,124000.0
8,124000.0
8,123600.0
9,123500.0
11,123000.0
9,123000.0
6,123000.0
12,123000.0
7,122900.0
8,122500.0
4,122500.0
1,122000.0
2,122000.0
1,122000.0
12,122000.0
8,121600.0
5,121500.0
5,121000.0
2,120500.0
11,120500.0
6,120500.0
5,120500.0
6,120000.0
4,120000.0
6,120000.0
6,120000.0
10,120000.0
6,120000.0
7,120000.0
5,119900.0
7,119900.0
6,119750.0
6,119500.0
7,119500.0
10,119500.0
2,119500.0
11,119200.0
11,119000.0
4,119000.0
1,119000.0
4,119000.0
5,119000.0
10,119000.0
2,119000.0
6,118964.0
6,118858.0
10,118500.0
5,118500.0
4,118500.0
3,118500.0
5,118400.0
1,118000.0
5,118000.0
9,118000.0
6,118000.0
5,118000.0
6,118000.0
7,117500.0
5,117500.0
6,117000.0
8,117000.0
5,117000.0
7,117000.0
8,116900.0
2,116500.0
7,116050.0
10,116000.0
7,116000.0
10,116000.0
4,115000.0
8,115000.0
4,115000.0
4,115000.0
3,115000.0
3,115000.0
6,115000.0
11,115000.0
11,115000.0
12,115000.0
11,115000.0
4,115000.0
10,114504.0
9,114500.0
7,114500.0
6,113000.0
4,113000.0
2,113000.0
5,113000.0
8,113000.0
8,113000.0
6,112500.0
3,112500.0
5,112000.0
5,112000.0
10,112000.0
4,112000.0
8,112000.0
3,112000.0
5,112000.0
4,111250.0
2,111000.0
8,110500.0
7,110500.0
5,110000.0
5,110000.0
4,110000.0
8,110000.0
6,110000.0
7,110000.0
4,110000.0
7,110000.0
7,110000.0
4,110000.0
6,110000.0
5,110000.0
10,110000.0
7,109900.0
12,109900.0
7,109900.0
6,109500.0
5,109500.0
5,109500.0
8,109500.0
7,109008.0
1,109000.0
7,109000.0
1,108959.0
7,108500.0
12,108480.0
8,108000.0
5,108000.0
9,108000.0
7,108000.0
10,108000.0
5,108000.0
8,107900.0
4,107500.0
1,107500.0
12,107500.0
5,107400.0
9,107000.0
3,107000.0
11,107000.0
7,106500.0
4,106500.0
8,106250.0
9,106000.0
11,106000.0
4,106000.0
5,105900.0
6,105500.0
11,105000.0
4,105000.0
10,105000.0
10,105000.0
1,105000.0
3,104900.0
6,104900.0
7,104000.0
7,103600.0
4,103200.0
1,103000.0
1,102776.0
4,102000.0
6,102000.0
5,102000.0
3,101800.0
3,101000.0
8,100000.0
6,100000.0
7,100000.0
4,100000.0
10,100000.0
11,100000.0
7,100000.0
5,100000.0
5,100000.0
7,99900.0
4,99500.0
12,98600.0
7,98300.0
4,98000.0
5,98000.0
4,98000.0
1,97500.0
3,97000.0
12,97000.0
5,97000.0
6,96500.0
6,96500.0
3,95000.0
8,95000.0
5,94750.0
6,94500.0
5,94000.0
7,93500.0
9,93500.0
11,93000.0
2,93000.0
4,93000.0
6,92900.0
8,92000.0
8,91500.0
4,91500.0
12,91300.0
11,91000.0
5,91000.0
4,91000.0
3,90350.0
10,90000.0
9,90000.0
6,90000.0
8,89500.0
3,89500.0
3,89471.0
6,89000.0
6,88000.0
3,88000.0
7,88000.0
8,88000.0
5,87500.0
6,87000.0
12,87000.0
5,87000.0
3,87000.0
5,86000.0
7,86000.0
1,86000.0
8,85500.0
7,85400.0
10,85000.0
4,85000.0
5,85000.0
6,85000.0
4,84900.0
6,84500.0
12,84500.0
7,84500.0
1,84000.0
5,83500.0
5,83000.0
6,83000.0
3,82500.0
4,82500.0
12,82500.0
6,82000.0
9,82000.0
7,82000.0
5,81000.0
6,81000.0
8,81000.0
7,80500.0
6,80000.0
4,80000.0
7,80000.0
7,80000.0
9,79900.0
6,79900.0
8,79500.0
4,79000.0
4,79000.0
5,79000.0
7,78000.0
5,76500.0
10,76000.0
5,75500.0
1,75000.0
6,73000.0
7,72500.0
5,68500.0
4,68400.0
11,67000.0
9,67000.0
8,66500.0
8,64500.0
12,62383.0
3,61000.0
6,60000.0
1,60000.0
1,60000.0
6,58500.0
6,55993.0
7,55000.0
1,55000.0
3,52500.0
7,52000.0
7,40000.0
1,39300.0
5,37900.0
10,35311.0
11,34900.0
