Foundation,SalePrice
CBlock,250000.0
PConc,249700.0
PConc,248900.0
PConc,248328.0
PConc,248000.0
PConc,248000.0
PConc,246578.0
PConc,245500.0
PConc,245350.0
PConc,245000.0
PConc,244600.0
CBlock,244400.0
CBlock,244000.0
PConc,244000.0
CBlock,244000.0
CBlock,243000.0
CBlock,242000.0
CBlock,242000.0
CBlock,241500.0
CBlock,241500.0
PConc,241000.0
PConc,240000.0
CBlock,240000.0
BrkTil,240000.0
PConc,240000.0
PConc,240000.0
PConc,240000.0
PConc,239900.0
PConc,239799.0
PConc,239686.0
PConc,239500.0
PConc,239000.0
PConc,239000.0
BrkTil,239000.0
PConc,239000.0
BrkTil,239000.0
PConc,239000.0
PConc,238000.0
CBlock,237500.0
PConc,237000.0
PConc,237000.0
PConc,236500.0
PConc,236500.0
PConc,236000.0
PConc,236000.0
PConc,235128.0
CBlock,235000.0
PConc,235000.0
PConc,235000.0
CBlock,235000.0
CBlock,235000.0
PConc,235000.0
PConc,235000.0
BrkTil,234000.0
PConc,234000.0
PConc,233230.0
PConc,233170.0
PConc,233000.0
PConc,232600.0
PConc,232000.0
PConc,232000.0
PConc,232000.0
PConc,231500.0
PConc,231500.0
PConc,230500.0
PConc,230000.0
PConc,230000.0
PConc,230000.0
PConc,230000.0
PConc,230000.0
PConc,230000.0
PConc,230000.0
PConc,230000.0
PConc,229456.0
PConc,229000.0
CBlock,228950.0
CBlock,228500.0
PConc,228500.0
CBlock,228000.0
PConc,228000.0
PConc,227875.0
PConc,227680.0
PConc,227000.0
PConc,227000.0
PConc,227000.0
PConc,226700.0
PConc,226000.0
CBlock,226000.0
PConc,226000.0
CBlock,225000.0
CBlock,225000.0
CBlock,225000.0
PConc,225000.0
PConc,225000.0
PConc,225000.0
PConc,224900.0
PConc,224900.0
PConc,224500.0
PConc,224000.0
CBlock,224000.0
PConc,223500.0
CBlock,223500.0
CBlock,223000.0
PConc,222500.0
PConc,222500.0
PConc,222000.0
CBlock,222000.0
PConc,222000.0
PConc,221500.0
PConc,221000.0
PConc,221000.0
PConc,220000.0
PConc,220000.0
PConc,220000.0
PConc,220000.0
CBlock,220000.0
PConc,219500.0
PConc,219500.0
CBlock,219500.0
PConc,219210.0
CBlock,218000.0
CBlock,217500.0
CBlock,217000.0
PConc,217000.0
PConc,216837.0
PConc,216500.0
PConc,216000.0
PConc,215200.0
CBlock,215000.0
PConc,215000.0
CBlock,215000.0
PConc,215000.0
PConc,215000.0
PConc,215000.0
PConc,215000.0
CBlock,215000.0
PConc,214900.0
BrkTil,214500.0
PConc,214000.0
PConc,214000.0
PConc,214000.0
PConc,214000.0
PConc,214000.0
PConc,213500.0
PConc,213500.0
PConc,213490.0
PConc,213250.0
PConc,213000.0
PConc,213000.0
PConc,213000.0
PConc,212900.0
PConc,212000.0
PConc,212000.0
PConc,212000.0
PConc,211000.0
PConc,211000.0
PConc,210000.0
PConc,210000.0
PConc,210000.0
BrkTil,210000.0
CBlock,210000.0
PConc,209500.0
PConc,208900.0
PConc,208900.0
PConc,208500.0
PConc,208300.0
CBlock,207500.0
PConc,207500.0
PConc,207500.0
CBlock,207500.0
CBlock,207500.0
PConc,207000.0
BrkTil,207000.0
CBlock,206900.0
PConc,206300.0
PConc,206000.0
PConc,205950.0
PConc,205000.0
PConc,205000.0
BrkTil,205000.0
PConc,205000.0
CBlock,205000.0
CBlock,205000.0
PConc,204900.0
PConc,204750.0
PConc,204000.0
PConc,204000.0
PConc,203000.0
PConc,203000.0
PConc,202900.0
PConc,202665.0
PConc,202500.0
CBlock,202500.0
PConc,202500.0
CBlock,201800.0
PConc,201000.0
PConc,201000.0
PConc,201000.0
PConc,200624.0
PConc,200500.0
CBlock,200500.0
PConc,200141.0
BrkTil,200100.0
CBlock,200000.0
PConc,200000.0
PConc,200000.0
CBlock,200000.0
PConc,200000.0
PConc,200000.0
PConc,200000.0
CBlock,200000.0
PConc,199900.0
PConc,199900.0
PConc,198900.0
Slab,198500.0
CBlock,197900.0
PConc,197900.0
CBlock,197900.0
CBlock,197500.0
CBlock,197500.0
PConc,197000.0
BrkTil,197000.0
PConc,197000.0
CBlock,197000.0
PConc,196500.0
CBlock,196500.0
PConc,196000.0
PConc,196000.0
PConc,196000.0
PConc,195400.0
CBlock,195000.0
PConc,195000.0
PConc,195000.0
PConc,194700.0
PConc,194500.0
PConc,194500.0
PConc,194500.0
PConc,194201.0
PConc,194000.0
PConc,194000.0
PConc,194000.0
PConc,193879.0
CBlock,193500.0
PConc,193500.0
PConc,193000.0
PConc,193000.0
PConc,193000.0
PConc,192500.0
PConc,192500.0
PConc,192140.0
PConc,192000.0
CBlock,192000.0
PConc,192000.0
PConc,192000.0
PConc,192000.0
PConc,191000.0
PConc,191000.0
PConc,191000.0
BrkTil,191000.0
CBlock,190000.0
CBlock,190000.0
CBlock,190000.0
PConc,190000.0
PConc,190000.0
CBlock,190000.0
CBlock,190000.0
PConc,190000.0
PConc,190000.0
CBlock,190000.0
PConc,190000.0
CBlock,190000.0
PConc,190000.0
BrkTil,189950.0
PConc,189000.0
PConc,189000.0
PConc,189000.0
PConc,189000.0
PConc,189000.0
BrkTil,189000.0
CBlock,188700.0
PConc,188500.0
CBlock,188000.0
PConc,188000.0
PConc,188000.0
PConc,187750.0
CBlock,187500.0
PConc,187500.0
CBlock,187500.0
CBlock,187500.0
CBlock,187500.0
PConc,187500.0
PConc,187100.0
PConc,187000.0
CBlock,187000.0
CBlock,187000.0
CBlock,186700.0
PConc,186500.0
PConc,186500.0
PConc,186000.0
PConc,185900.0
PConc,185850.0
CBlock,185750.0
PConc,185500.0
PConc,185000.0
PConc,185000.0
PConc,185000.0
PConc,185000.0
BrkTil,185000.0
PConc,185000.0
PConc,185000.0
CBlock,185000.0
CBlock,185000.0
PConc,185000.0
PConc,184900.0
PConc,184750.0
PConc,184100.0
CBlock,184000.0
CBlock,184000.0
PConc,184000.0
PConc,184000.0
PConc,183900.0
PConc,183500.0
PConc,183200.0
PConc,183000.0
CBlock,182900.0
PConc,182000.0
CBlock,181900.0
CBlock,181500.0
PConc,181134.0
CBlock,181000.0
PConc,181000.0
CBlock,181000.0
PConc,181000.0
PConc,181000.0
PConc,181000.0
PConc,181000.0
CBlock,180500.0
PConc,180500.0
PConc,180500.0
PConc,180500.0
CBlock,180000.0
PConc,180000.0
CBlock,180000.0
CBlock,180000.0
PConc,180000.0
PConc,180000.0
PConc,180000.0
CBlock,180000.0
CBlock,180000.0
CBlock,180000.0
PConc,179900.0
CBlock,179900.0
PConc,179900.0
PConc,179900.0
CBlock,179900.0
PConc,179665.0
PConc,179600.0
PConc,179540.0
PConc,179500.0
PConc,179400.0
PConc,179200.0
CBlock,179200.0
PConc,179000.0
CBlock,179000.0
PConc,179000.0
PConc,178900.0
PConc,178740.0
CBlock,178400.0
CBlock,178000.0
BrkTil,178000.0
PConc,178000.0
PConc,178000.0
PConc,178000.0
PConc,178000.0
CBlock,178000.0
PConc,177500.0
CBlock,177500.0
PConc,177500.0
PConc,177000.0
PConc,177000.0
BrkTil,177000.0
CBlock,177000.0
BrkTil,177000.0
CBlock,176500.0
PConc,176500.0
PConc,176485.0
PConc,176432.0
PConc,176000.0
CBlock,176000.0
PConc,176000.0
CBlock,176000.0
PConc,176000.0
CBlock,176000.0
PConc,176000.0
PConc,176000.0
PConc,175900.0
PConc,175900.0
CBlock,175500.0
CBlock,175500.0
PConc,175500.0
CBlock,175000.0
CBlock,175000.0
CBlock,175000.0
CBlock,175000.0
PConc,175000.0
CBlock,175000.0
BrkTil,175000.0
PConc,175000.0
PConc,175000.0
CBlock,174900.0
CBlock,174500.0
PConc,174000.0
PConc,174000.0
PConc,174000.0
PConc,174000.0
PConc,174000.0
PConc,174000.0
CBlock,174000.0
PConc,173900.0
PConc,173733.0
PConc,173500.0
PConc,173000.0
PConc,173000.0
PConc,173000.0
PConc,173000.0
PConc,173000.0
CBlock,173000.0
PConc,173000.0
PConc,172785.0
PConc,172500.0
CBlock,172500.0
PConc,172500.0
PConc,172500.0
CBlock,172500.0
PConc,172400.0
CBlock,172000.0
PConc,171900.0
PConc,171750.0
CBlock,171500.0
CBlock,171000.0
CBlock,171000.0
CBlock,171000.0
CBlock,171000.0
CBlock,171000.0
CBlock,170000.0
CBlock,170000.0
PConc,170000.0
CBlock,170000.0
CBlock,170000.0
CBlock,170000.0
CBlock,170000.0
CBlock,170000.0
PConc,169990.0
CBlock,169900.0
PConc,169500.0
CBlock,169500.0
Slab,169000.0
PConc,169000.0
PConc,169000.0
PConc,168500.0
PConc,168500.0
CBlock,168500.0
PConc,168000.0
CBlock,168000.0
BrkTil,168000.0
CBlock,168000.0
CBlock,167900.0
CBlock,167900.0
BrkTil,167500.0
CBlock,167500.0
PConc,167500.0
PConc,167240.0
CBlock,167000.0
CBlock,167000.0
PConc,167000.0
CBlock,167000.0
CBlock,166000.0
CBlock,166000.0
PConc,165600.0
CBlock,165500.0
PConc,165500.0
CBlock,165500.0
PConc,165400.0
CBlock,165150.0
CBlock,165000.0
CBlock,165000.0
CBlock,165000.0
PConc,165000.0
PConc,165000.0
PConc,165000.0
CBlock,165000.0
PConc,165000.0
PConc,164990.0
CBlock,164900.0
PConc,164700.0
PConc,164500.0
CBlock,164500.0
PConc,164000.0
CBlock,164000.0
Wood,164000.0
PConc,163990.0
PConc,163900.0
BrkTil,163500.0
CBlock,163500.0
CBlock,163000.0
BrkTil,163000.0
CBlock,163000.0
BrkTil,163000.0
PConc,162900.0
PConc,162900.0
PConc,162500.0
CBlock,162000.0
PConc,162000.0
PConc,162000.0
CBlock,162000.0
CBlock,161750.0
CBlock,161500.0
CBlock,161500.0
PConc,161000.0
BrkTil,161000.0
PConc,160200.0
CBlock,160000.0
CBlock,160000.0
CBlock,160000.0
CBlock,160000.0
BrkTil,160000.0
PConc,160000.0
PConc,160000.0
CBlock,160000.0
PConc,160000.0
PConc,160000.0
CBlock,160000.0
CBlock,160000.0
CBlock,159950.0
PConc,159895.0
BrkTil,159500.0
CBlock,159500.0
CBlock,159500.0
BrkTil,159434.0
PConc,159000.0
CBlock,159000.0
CBlock,159000.0
CBlock,159000.0
CBlock,158900.0
CBlock,158500.0
PConc,158000.0
CBlock,158000.0
CBlock,158000.0
CBlock,158000.0
CBlock,158000.0
CBlock,158000.0
CBlock,157900.0
CBlock,157900.0
CBlock,157500.0
PConc,157500.0
CBlock,157000.0
CBlock,157000.0
CBlock,157000.0
PConc,157000.0
CBlock,157000.0
BrkTil,157000.0
PConc,156932.0
CBlock,156500.0
PConc,156000.0
CBlock,156000.0
CBlock,156000.0
CBlock,156000.0
PConc,155900.0
PConc,155835.0
PConc,155000.0
CBlock,155000.0
CBlock,155000.0
PConc,155000.0
PConc,155000.0
CBlock,155000.0
CBlock,155000.0
CBlock,155000.0
CBlock,155000.0
PConc,155000.0
CBlock,155000.0
CBlock,155000.0
CBlock,155000.0
PConc,155000.0
BrkTil,154900.0
CBlock,154500.0
CBlock,154300.0
CBlock,154000.0
PConc,154000.0
CBlock,154000.0
CBlock,154000.0
CBlock,154000.0
PConc,153900.0
BrkTil,153900.0
BrkTil,153575.0
PConc,153500.0
BrkTil,153500.0
CBlock,153500.0
CBlock,153337.0
CBlock,153000.0
CBlock,153000.0
CBlock,153000.0
BrkTil,152000.0
CBlock,152000.0
PConc,152000.0
CBlock,152000.0
CBlock,152000.0
PConc,152000.0
CBlock,151500.0
CBlock,151400.0
CBlock,151000.0
CBlock,151000.0
PConc,151000.0
PConc,151000.0
CBlock,151000.0
CBlock,150900.0
CBlock,150750.0
CBlock,150500.0
CBlock,150000.0
CBlock,150000.0
CBlock,150000.0
PConc,150000.0
PConc,149900.0
CBlock,149900.0
CBlock,149900.0
CBlock,149900.0
CBlock,149700.0
CBlock,149500.0
CBlock,149500.0
CBlock,149350.0
PConc,149300.0
CBlock,149000.0
PConc,149000.0
BrkTil,149000.0
BrkTil,149000.0
PConc,148800.0
CBlock,148500.0
CBlock,148500.0
CBlock,148500.0
CBlock,148000.0
CBlock,148000.0
PConc,148000.0
PConc,148000.0
CBlock,148000.0
CBlock,148000.0
CBlock,148000.0
CBlock,147500.0
PConc,147400.0
CBlock,147000.0
CBlock,147000.0
CBlock,147000.0
PConc,147000.0
CBlock,147000.0
PConc,147000.0
CBlock,147000.0
CBlock,147000.0
PConc,147000.0
PConc,146800.0
CBlock,146500.0
PConc,146000.0
CBlock,146000.0
CBlock,146000.0
CBlock,145900.0
CBlock,145500.0
CBlock,145250.0
PConc,145000.0
CBlock,145000.0
CBlock,145000.0
CBlock,145000.0
CBlock,145000.0
BrkTil,145000.0
CBlock,145000.0
CBlock,145000.0
CBlock,145000.0
PConc,145000.0
CBlock,145000.0
CBlock,145000.0
CBlock,145000.0
PConc,145000.0
CBlock,144900.0
PConc,144500.0
CBlock,144500.0
PConc,144152.0
CBlock,144000.0
CBlock,144000.0
CBlock,144000.0
Slab,144000.0
PConc,144000.0
BrkTil,144000.0
BrkTil,144000.0
CBlock,144000.0
PConc,144000.0
CBlock,144000.0
CBlock,143900.0
CBlock,143750.0
CBlock,143500.0
CBlock,143500.0
CBlock,143250.0
Wood,143000.0
CBlock,143000.0
CBlock,143000.0
CBlock,143000.0
PConc,143000.0
CBlock,143000.0
CBlock,143000.0
PConc,143000.0
CBlock,143000.0
CBlock,143000.0
Slab,142953.0
CBlock,142600.0
CBlock,142500.0
CBlock,142500.0
PConc,142500.0
CBlock,142125.0
CBlock,142000.0
CBlock,142000.0
CBlock,142000.0
CBlock,142000.0
BrkTil,141500.0
CBlock,141000.0
PConc,141000.0
PConc,141000.0
CBlock,141000.0
CBlock,141000.0
PConc,141000.0
PConc,141000.0
CBlock,141000.0
BrkTil,140200.0
BrkTil,140000.0
BrkTil,140000.0
PConc,140000.0
CBlock,140000.0
CBlock,140000.0
CBlock,140000.0
CBlock,140000.0
PConc,140000.0
CBlock,140000.0
CBlock,140000.0
BrkTil,140000.0
BrkTil,140000.0
CBlock,140000.0
CBlock,140000.0
CBlock,140000.0
CBlock,140000.0
CBlock,140000.0
PConc,140000.0
CBlock,140000.0
CBlock,140000.0
CBlock,139950.0
CBlock,139900.0
Slab,139600.0
BrkTil,139500.0
PConc,139400.0
CBlock,139400.0
CBlock,139000.0
CBlock,139000.0
CBlock,139000.0
CBlock,139000.0
CBlock,139000.0
CBlock,139000.0
PConc,139000.0
PConc,139000.0
CBlock,139000.0
PConc,139000.0
CBlock,139000.0
BrkTil,138887.0
CBlock,138800.0
CBlock,138500.0
CBlock,138500.0
PConc,138000.0
PConc,138000.0
CBlock,138000.0
CBlock,137900.0
PConc,137500.0
CBlock,137500.0
BrkTil,137500.0
CBlock,137500.0
PConc,137500.0
BrkTil,137500.0
BrkTil,137450.0
Stone,137000.0
CBlock,137000.0
CBlock,137000.0
CBlock,137000.0
CBlock,137000.0
CBlock,136905.0
CBlock,136900.0
CBlock,136500.0
CBlock,136500.0
CBlock,136500.0
PConc,136500.0
PConc,136500.0
CBlock,136000.0
BrkTil,136000.0
CBlock,136000.0
CBlock,135960.0
PConc,135900.0
CBlock,135750.0
PConc,135500.0
PConc,135500.0
CBlock,135000.0
CBlock,135000.0
CBlock,135000.0
PConc,135000.0
CBlock,135000.0
PConc,135000.0
CBlock,135000.0
CBlock,135000.0
CBlock,135000.0
CBlock,135000.0
CBlock,135000.0
CBlock,135000.0
CBlock,135000.0
CBlock,135000.0
CBlock,135000.0
BrkTil,135000.0
CBlock,135000.0
CBlock,134900.0
BrkTil,134900.0
CBlock,134800.0
CBlock,134500.0
CBlock,134500.0
CBlock,134450.0
CBlock,134432.0
PConc,134000.0
PConc,134000.0
CBlock,134000.0
BrkTil,133900.0
CBlock,133900.0
CBlock,133700.0
CBlock,133500.0
CBlock,133000.0
PConc,133000.0
BrkTil,133000.0
CBlock,133000.0
CBlock,133000.0
CBlock,133000.0
CBlock,132500.0
CBlock,132500.0
CBlock,132500.0
CBlock,132500.0
CBlock,132500.0
CBlock,132500.0
PConc,132250.0
BrkTil,132000.0
CBlock,132000.0
PConc,132000.0
CBlock,132000.0
BrkTil,132000.0
CBlock,132000.0
BrkTil,131500.0
PConc,131500.0
PConc,131500.0
CBlock,131400.0
CBlock,131000.0
CBlock,131000.0
BrkTil,131000.0
CBlock,130500.0
CBlock,130500.0
CBlock,130500.0
CBlock,130250.0
CBlock,130000.0
PConc,130000.0
PConc,130000.0
BrkTil,130000.0
CBlock,130000.0
PConc,130000.0
BrkTil,130000.0
CBlock,130000.0
PConc,130000.0
CBlock,130000.0
PConc,130000.0
BrkTil,129900.0
PConc,129900.0
CBlock,129900.0
CBlock,129900.0
CBlock,129500.0
CBlock,129500.0
CBlock,129500.0
BrkTil,129500.0
CBlock,129000.0
CBlock,129000.0
CBlock,129000.0
CBlock,129000.0
CBlock,129000.0
CBlock,129000.0
CBlock,129000.0
CBlock,129000.0
CBlock,128950.0
CBlock,128900.0
CBlock,128500.0
CBlock,128500.0
CBlock,128500.0
CBlock,128500.0
CBlock,128200.0
CBlock,128000.0
BrkTil,128000.0
PConc,128000.0
CBlock,128000.0
CBlock,128000.0
CBlock,128000.0
BrkTil,128000.0
BrkTil,127500.0
CBlock,127500.0
CBlock,127500.0
CBlock,127500.0
BrkTil,127500.0
CBlock,127500.0
CBlock,127000.0
CBlock,127000.0
PConc,127000.0
CBlock,127000.0
BrkTil,127000.0
CBlock,127000.0
PConc,127000.0
CBlock,127000.0
PConc,127000.0
CBlock,126500.0
CBlock,126175.0
BrkTil,126000.0
CBlock,126000.0
PConc,126000.0
CBlock,125500.0
CBlock,125500.0
BrkTil,125500.0
CBlock,125500.0
CBlock,125000.0
BrkTil,125000.0
CBlock,125000.0
CBlock,125000.0
CBlock,125000.0
CBlock,125000.0
CBlock,125000.0
PConc,125000.0
CBlock,125000.0
CBlock,125000.0
CBlock,124900.0
BrkTil,124900.0
CBlock,124500.0
CBlock,124500.0
CBlock,124500.0
CBlock,124500.0
CBlock,124000.0
BrkTil,124000.0
CBlock,124000.0
CBlock,124000.0
CBlock,124000.0
CBlock,124000.0
PConc,123600.0
PConc,123500.0
PConc,123000.0
CBlock,123000.0
CBlock,123000.0
CBlock,123000.0
CBlock,122900.0
CBlock,122500.0
PConc,122500.0
CBlock,122000.0
CBlock,122000.0
CBlock,122000.0
BrkTil,122000.0
CBlock,121600.0
CBlock,121500.0
BrkTil,121000.0
CBlock,120500.0
CBlock,120500.0
BrkTil,120500.0
PConc,120500.0
PConc,120000.0
CBlock,120000.0
CBlock,120000.0
CBlock,120000.0
CBlock,120000.0
BrkTil,120000.0
BrkTil,120000.0
CBlock,119900.0
CBlock,119900.0
PConc,119750.0
BrkTil,119500.0
CBlock,119500.0
CBlock,119500.0
CBlock,119500.0
CBlock,119200.0
CBlock,119000.0
BrkTil,119000.0
PConc,119000.0
CBlock,119000.0
CBlock,119000.0
CBlock,119000.0
CBlock,119000.0
Slab,118964.0
Slab,118858.0
CBlock,118500.0
CBlock,118500.0
CBlock,118500.0
PConc,118500.0
BrkTil,118400.0
BrkTil,118000.0
CBlock,118000.0
CBlock,118000.0
CBlock,118000.0
CBlock,118000.0
CBlock,118000.0
CBlock,117500.0
BrkTil,117500.0
CBlock,117000.0
CBlock,117000.0
BrkTil,117000.0
CBlock,117000.0
PConc,116900.0
CBlock,116500.0
CBlock,116050.0
BrkTil,116000.0
BrkTil,116000.0
Stone,116000.0
CBlock,115000.0
CBlock,115000.0
CBlock,115000.0
BrkTil,115000.0
BrkTil,115000.0
CBlock,115000.0
PConc,115000.0
Slab,115000.0
CBlock,115000.0
CBlock,115000.0
CBlock,115000.0
CBlock,115000.0
CBlock,114504.0
PConc,114500.0
CBlock,114500.0
BrkTil,113000.0
CBlock,113000.0
CBlock,113000.0
CBlock,113000.0
BrkTil,113000.0
CBlock,113000.0
CBlock,112500.0
CBlock,112500.0
BrkTil,112000.0
CBlock,112000.0
CBlock,112000.0
Slab,112000.0
BrkTil,112000.0
CBlock,112000.0
CBlock,112000.0
CBlock,111250.0
PConc,111000.0
CBlock,110500.0
BrkTil,110500.0
CBlock,110000.0
PConc,110000.0
CBlock,110000.0
BrkTil,110000.0
BrkTil,110000.0
CBlock,110000.0
CBlock,110000.0
CBlock,110000.0
CBlock,110000.0
CBlock,110000.0
CBlock,110000.0
CBlock,110000.0
CBlock,110000.0
Slab,109900.0
PConc,109900.0
CBlock,109900.0
CBlock,109500.0
BrkTil,109500.0
BrkTil,109500.0
CBlock,109500.0
CBlock,109008.0
CBlock,109000.0
CBlock,109000.0
CBlock,108959.0
PConc,108500.0
BrkTil,108480.0
PConc,108000.0
CBlock,108000.0
CBlock,108000.0
CBlock,108000.0
CBlock,108000.0
PConc,108000.0
CBlock,107900.0
Slab,107500.0
CBlock,107500.0
Stone,107500.0
CBlock,107400.0
CBlock,107000.0
CBlock,107000.0
CBlock,107000.0
Slab,106500.0
BrkTil,106500.0
BrkTil,106250.0
CBlock,106000.0
PConc,106000.0
CBlock,106000.0
BrkTil,105900.0
CBlock,105500.0
BrkTil,105000.0
CBlock,105000.0
PConc,105000.0
BrkTil,105000.0
PConc,105000.0
BrkTil,104900.0
BrkTil,104900.0
CBlock,104000.0
BrkTil,103600.0
CBlock,103200.0
CBlock,103000.0
Stone,102776.0
CBlock,102000.0
BrkTil,102000.0
BrkTil,102000.0
Slab,101800.0
BrkTil,101000.0
BrkTil,100000.0
PConc,100000.0
CBlock,100000.0
CBlock,100000.0
PConc,100000.0
CBlock,100000.0
CBlock,100000.0
CBlock,100000.0
CBlock,100000.0
PConc,99900.0
CBlock,99500.0
CBlock,98600.0
CBlock,98300.0
CBlock,98000.0
BrkTil,98000.0
Slab,98000.0
CBlock,97500.0
CBlock,97000.0
PConc,97000.0
CBlock,97000.0
BrkTil,96500.0
BrkTil,96500.0
CBlock,95000.0
CBlock,95000.0
CBlock,94750.0
CBlock,94500.0
CBlock,94000.0
CBlock,93500.0
PConc,93500.0
CBlock,93000.0
CBlock,93000.0
Slab,93000.0
Slab,92900.0
CBlock,92000.0
CBlock,91500.0
CBlock,91500.0
BrkTil,91300.0
CBlock,91000.0
BrkTil,91000.0
BrkTil,91000.0
PConc,90350.0
Slab,90000.0
BrkTil,90000.0
Slab,90000.0
CBlock,89500.0
CBlock,89500.0
BrkTil,89471.0
CBlock,89000.0
CBlock,88000.0
CBlock,88000.0
BrkTil,88000.0
CBlock,88000.0
Slab,87500.0
BrkTil,87000.0
CBlock,87000.0
BrkTil,87000.0
CBlock,87000.0
CBlock,86000.0
BrkTil,86000.0
BrkTil,86000.0
PConc,85500.0
CBlock,85400.0
CBlock,85000.0
CBlock,85000.0
CBlock,85000.0
BrkTil,85000.0
CBlock,84900.0
CBlock,84500.0
CBlock,84500.0
PConc,84500.0
Slab,84000.0
CBlock,83500.0
BrkTil,83000.0
CBlock,83000.0
CBlock,82500.0
CBlock,82500.0
CBlock,82500.0
PConc,82000.0
CBlock,82000.0
Slab,82000.0
PConc,81000.0
CBlock,81000.0
CBlock,81000.0
Slab,80500.0
CBlock,80000.0
CBlock,80000.0
CBlock,80000.0
BrkTil,80000.0
BrkTil,79900.0
PConc,79900.0
BrkTil,79500.0
BrkTil,79000.0
BrkTil,79000.0
BrkTil,79000.0
PConc,78000.0
CBlock,76500.0
BrkTil,76000.0
CBlock,75500.0
CBlock,75000.0
BrkTil,73000.0
CBlock,72500.0
BrkTil,68500.0
CBlock,68400.0
BrkTil,67000.0
BrkTil,67000.0
CBlock,66500.0
BrkTil,64500.0
CBlock,62383.0
BrkTil,61000.0
CBlock,60000.0
BrkTil,60000.0
CBlock,60000.0
BrkTil,58500.0
CBlock,55993.0
