Neighborhood,SalePrice
SWISU,179500.0
Somerst,179400.0
SawyerW,179200.0
SawyerW,179200.0
Gilbert,179000.0
Edwards,179000.0
SawyerW,179000.0
Gilbert,178900.0
Blmngtn,178740.0
NAmes,178400.0
SawyerW,178000.0
OldTown,178000.0
Gilbert,178000.0
Gilbert,178000.0
Gilbert,178000.0
CollgCr,178000.0
NWAmes,178000.0
CollgCr,177500.0
Crawfor,177500.0
Somerst,177500.0
Gilbert,177000.0
Somerst,177000.0
Crawfor,177000.0
Edwards,177000.0
Crawfor,177000.0
NAmes,176500.0
Gilbert,176500.0
Gilbert,176485.0
CollgCr,176432.0
Somerst,176000.0
NAmes,176000.0
Somerst,176000.0
Timber,176000.0
Gilbert,176000.0
NWAmes,176000.0
Edwards,176000.0
Gilbert,176000.0
SawyerW,175900.0
Blmngtn,175900.0
NWAmes,175500.0
NWAmes,175500.0
NridgHt,175500.0
NWAmes,175000.0
Timber,175000.0
NWAmes,175000.0
Timber,175000.0
Gilbert,175000.0
Sawyer,175000.0
SWISU,175000.0
NWAmes,175000.0
Gilbert,175000.0
NAmes,174900.0
Crawfor,174500.0
Gilbert,174000.0
NWAmes,174000.0
Gilbert,174000.0
Gilbert,174000.0
Blmngtn,174000.0
Somerst,174000.0
NAmes,174000.0
CollgCr,173900.0
Somerst,173733.0
CollgCr,173500.0
Mitchel,173000.0
SawyerW,173000.0
Gilbert,173000.0
ClearCr,173000.0
NridgHt,173000.0
NWAmes,173000.0
Gilbert,173000.0
Gilbert,172785.0
Somerst,172500.0
Sawyer,172500.0
Blmngtn,172500.0
Somerst,172500.0
Sawyer,172500.0
Gilbert,172400.0
Mitchel,172000.0
Somerst,171900.0
NridgHt,171750.0
Mitchel,171500.0
Mitchel,171000.0
SawyerW,171000.0
Sawyer,171000.0
Mitchel,171000.0
NAmes,171000.0
Timber,170000.0
Mitchel,170000.0
Gilbert,170000.0
Sawyer,170000.0
OldTown,170000.0
StoneBr,170000.0
NWAmes,170000.0
NWAmes,170000.0
Gilbert,169990.0
Mitchel,169900.0
IDOTRR,169500.0
NAmes,169500.0
Gilbert,169000.0
Gilbert,169000.0
SWISU,169000.0
Gilbert,168500.0
Somerst,168500.0
NAmes,168500.0
Gilbert,168000.0
Sawyer,168000.0
OldTown,168000.0
Mitchel,168000.0
NAmes,167900.0
NWAmes,167900.0
BrkSide,167500.0
NAmes,167500.0
Timber,167500.0
Blmngtn,167240.0
NAmes,167000.0
NAmes,167000.0
Edwards,167000.0
NAmes,167000.0
NAmes,166000.0
NAmes,166000.0
Gilbert,165600.0
NAmes,165500.0
Mitchel,165500.0
NAmes,165500.0
Edwards,165400.0
NWAmes,165150.0
NAmes,165000.0
Veenker,165000.0
NWAmes,165000.0
Sawyer,165000.0
Somerst,165000.0
Crawfor,165000.0
NAmes,165000.0
Mitchel,165000.0
CollgCr,164990.0
NAmes,164900.0
Somerst,164700.0
Somerst,164500.0
Sawyer,164500.0
Mitchel,164000.0
Crawfor,164000.0
Gilbert,164000.0
CollgCr,163990.0
Gilbert,163900.0
Crawfor,163500.0
NAmes,163500.0
NAmes,163000.0
OldTown,163000.0
NAmes,163000.0
OldTown,163000.0
BrkSide,162900.0
NWAmes,162900.0
Veenker,162500.0
NAmes,162000.0
Gilbert,162000.0
Mitchel,162000.0
NWAmes,162000.0
CollgCr,161750.0
NWAmes,161500.0
ClearCr,161500.0
OldTown,161000.0
OldTown,161000.0
Blmngtn,160200.0
NAmes,160000.0
OldTown,160000.0
NAmes,160000.0
Mitchel,160000.0
Crawfor,160000.0
Gilbert,160000.0
SWISU,160000.0
NAmes,160000.0
Somerst,160000.0
Edwards,160000.0
Timber,160000.0
Mitchel,160000.0
NAmes,159950.0
Blmngtn,159895.0
OldTown,159500.0
Edwards,159500.0
NAmes,159500.0
SWISU,159434.0
SawyerW,159000.0
NAmes,159000.0
NAmes,159000.0
BrkSide,159000.0
Sawyer,158900.0
Crawfor,158500.0
SawyerW,158000.0
NAmes,158000.0
NWAmes,158000.0
Sawyer,158000.0
NAmes,158000.0
Sawyer,158000.0
NAmes,157900.0
Mitchel,157900.0
NAmes,157500.0
OldTown,157500.0
NAmes,157000.0
Crawfor,157000.0
NWAmes,157000.0
Edwards,157000.0
NWAmes,157000.0
OldTown,157000.0
Gilbert,156932.0
NAmes,156500.0
CollgCr,156000.0
Mitchel,156000.0
NAmes,156000.0
NAmes,156000.0
CollgCr,155900.0
CollgCr,155835.0
Edwards,155000.0
NAmes,155000.0
NAmes,155000.0
SWISU,155000.0
OldTown,155000.0
NAmes,155000.0
Edwards,155000.0
NAmes,155000.0
ClearCr,155000.0
Somerst,155000.0
NPkVill,155000.0
Sawyer,155000.0
NAmes,155000.0
SawyerW,155000.0
Crawfor,154900.0
Sawyer,154500.0
NAmes,154300.0
Sawyer,154000.0
NridgHt,154000.0
NAmes,154000.0
NWAmes,154000.0
NAmes,154000.0
SawyerW,153900.0
OldTown,153900.0
BrkSide,153575.0
Mitchel,153500.0
OldTown,153500.0
NWAmes,153500.0
SawyerW,153337.0
NAmes,153000.0
NAmes,153000.0
NAmes,153000.0
OldTown,152000.0
IDOTRR,152000.0
CollgCr,152000.0
NWAmes,152000.0
NWAmes,152000.0
SawyerW,152000.0
NAmes,151500.0
MeadowV,151400.0
Sawyer,151000.0
Blueste,151000.0
Somerst,151000.0
Somerst,151000.0
NAmes,151000.0
Mitchel,150900.0
NAmes,150750.0
CollgCr,150500.0
NAmes,150000.0
Sawyer,150000.0
NAmes,150000.0
Edwards,150000.0
CollgCr,149900.0
CollgCr,149900.0
Edwards,149900.0
NAmes,149900.0
OldTown,149700.0
Sawyer,149500.0
NAmes,149500.0
Sawyer,149350.0
CollgCr,149300.0
NAmes,149000.0
CollgCr,149000.0
Crawfor,149000.0
BrkSide,149000.0
Somerst,148800.0
NPkVill,148500.0
NPkVill,148500.0
NAmes,148500.0
NAmes,148000.0
Edwards,148000.0
CollgCr,148000.0
Edwards,148000.0
NWAmes,148000.0
Sawyer,148000.0
Sawyer,148000.0
Edwards,147500.0
Somerst,147400.0
IDOTRR,147000.0
NAmes,147000.0
NPkVill,147000.0
Mitchel,147000.0
CollgCr,147000.0
SawyerW,147000.0
NAmes,147000.0
OldTown,147000.0
Somerst,147000.0
Mitchel,146800.0
NAmes,146500.0
Somerst,146000.0
NAmes,146000.0
NPkVill,146000.0
Edwards,145900.0
NAmes,145500.0
NAmes,145250.0
CollgCr,145000.0
NAmes,145000.0
NAmes,145000.0
BrkSide,145000.0
Gilbert,145000.0
SWISU,145000.0
NAmes,145000.0
Crawfor,145000.0
Crawfor,145000.0
CollgCr,145000.0
NWAmes,145000.0
Sawyer,145000.0
NAmes,145000.0
Edwards,145000.0
NAmes,144900.0
CollgCr,144500.0
Edwards,144500.0
Somerst,144152.0
Sawyer,144000.0
SawyerW,144000.0
OldTown,144000.0
SawyerW,144000.0
CollgCr,144000.0
BrkSide,144000.0
OldTown,144000.0
NAmes,144000.0
CollgCr,144000.0
NAmes,144000.0
Sawyer,143900.0
NPkVill,143750.0
Sawyer,143500.0
CollgCr,143500.0
NAmes,143250.0
Mitchel,143000.0
NAmes,143000.0
ClearCr,143000.0
SawyerW,143000.0
CollgCr,143000.0
Mitchel,143000.0
NAmes,143000.0
OldTown,143000.0
NAmes,143000.0
NWAmes,143000.0
SawyerW,142953.0
NAmes,142600.0
Mitchel,142500.0
Sawyer,142500.0
SawyerW,142500.0
NAmes,142125.0
NAmes,142000.0
Sawyer,142000.0
NAmes,142000.0
NAmes,142000.0
BrkSide,141500.0
NAmes,141000.0
SawyerW,141000.0
NAmes,141000.0
Gilbert,141000.0
NAmes,141000.0
IDOTRR,141000.0
CollgCr,141000.0
NAmes,141000.0
BrkSide,140200.0
Crawfor,140000.0
OldTown,140000.0
Edwards,140000.0
NAmes,140000.0
SWISU,140000.0
Edwards,140000.0
NPkVill,140000.0
CollgCr,140000.0
NAmes,140000.0
NWAmes,140000.0
OldTown,140000.0
SWISU,140000.0
NAmes,140000.0
NAmes,140000.0
Sawyer,140000.0
OldTown,140000.0
NAmes,140000.0
Edwards,140000.0
NAmes,140000.0
NAmes,140000.0
NAmes,139950.0
NAmes,139900.0
Edwards,139600.0
SWISU,139500.0
IDOTRR,139400.0
NAmes,139400.0
NAmes,139000.0
Sawyer,139000.0
NAmes,139000.0
NAmes,139000.0
NAmes,139000.0
NAmes,139000.0
OldTown,139000.0
Sawyer,139000.0
NAmes,139000.0
Crawfor,139000.0
Mitchel,139000.0
Crawfor,138887.0
NAmes,138800.0
Sawyer,138500.0
NAmes,138500.0
Mitchel,138000.0
CollgCr,138000.0
NAmes,138000.0
NAmes,137900.0
NAmes,137500.0
Edwards,137500.0
Crawfor,137500.0
Timber,137500.0
Edwards,137500.0
BrkSide,137500.0
SWISU,137450.0
OldTown,137000.0
Sawyer,137000.0
NAmes,137000.0
Sawyer,137000.0
NAmes,137000.0
NWAmes,136905.0
Edwards,136900.0
Sawyer,136500.0
CollgCr,136500.0
NAmes,136500.0
SWISU,136500.0
CollgCr,136500.0
NAmes,136000.0
OldTown,136000.0
NAmes,136000.0
NAmes,135960.0
SWISU,135900.0
NAmes,135750.0
NAmes,135500.0
Edwards,135500.0
OldTown,135000.0
OldTown,135000.0
Sawyer,135000.0
NAmes,135000.0
IDOTRR,135000.0
Edwards,135000.0
Mitchel,135000.0
Sawyer,135000.0
Edwards,135000.0
NAmes,135000.0
NAmes,135000.0
Sawyer,135000.0
NAmes,135000.0
NAmes,135000.0
NAmes,135000.0
SWISU,135000.0
NWAmes,135000.0
Sawyer,134900.0
BrkSide,134900.0
NAmes,134800.0
NAmes,134500.0
NAmes,134500.0
NAmes,134450.0
ClearCr,134432.0
MeadowV,134000.0
Mitchel,134000.0
Sawyer,134000.0
OldTown,133900.0
CollgCr,133900.0
NAmes,133700.0
CollgCr,133500.0
NAmes,133000.0
NAmes,133000.0
BrkSide,133000.0
NAmes,133000.0
Sawyer,133000.0
CollgCr,133000.0
Sawyer,132500.0
Sawyer,132500.0
NAmes,132500.0
NAmes,132500.0
BrkSide,132500.0
CollgCr,132500.0
Mitchel,132250.0
BrkSide,132000.0
NAmes,132000.0
NAmes,132000.0
NAmes,132000.0
OldTown,132000.0
Sawyer,132000.0
OldTown,131500.0
CollgCr,131500.0
Sawyer,131500.0
Sawyer,131400.0
Edwards,131000.0
Mitchel,131000.0
BrkSide,131000.0
Sawyer,130500.0
Edwards,130500.0
Mitchel,130500.0
CollgCr,130250.0
NAmes,130000.0
Edwards,130000.0
Edwards,130000.0
OldTown,130000.0
ClearCr,130000.0
Sawyer,130000.0
BrkSide,130000.0
Sawyer,130000.0
SWISU,130000.0
Mitchel,130000.0
Edwards,130000.0
OldTown,129900.0
MeadowV,129900.0
NAmes,129900.0
NAmes,129900.0
Sawyer,129500.0
Mitchel,129500.0
Mitchel,129500.0
OldTown,129500.0
Edwards,129000.0
NAmes,129000.0
BrkSide,129000.0
Sawyer,129000.0
NAmes,129000.0
NAmes,129000.0
Sawyer,129000.0
Sawyer,129000.0
NAmes,128950.0
NAmes,128900.0
OldTown,128500.0
Sawyer,128500.0
CollgCr,128500.0
CollgCr,128500.0
CollgCr,128200.0
NPkVill,128000.0
BrkSide,128000.0
SWISU,128000.0
OldTown,128000.0
Sawyer,128000.0
NAmes,128000.0
BrkSide,128000.0
Edwards,127500.0
Edwards,127500.0
NAmes,127500.0
Edwards,127500.0
BrkSide,127500.0
NPkVill,127500.0
Sawyer,127000.0
BrkSide,127000.0
BrkSide,127000.0
CollgCr,127000.0
SWISU,127000.0
Sawyer,127000.0
IDOTRR,127000.0
NAmes,127000.0
MeadowV,127000.0
NAmes,126500.0
OldTown,126175.0
Edwards,126000.0
Mitchel,126000.0
CollgCr,126000.0
Sawyer,125500.0
IDOTRR,125500.0
IDOTRR,125500.0
OldTown,125500.0
Sawyer,125000.0
OldTown,125000.0
Sawyer,125000.0
SawyerW,125000.0
Edwards,125000.0
OldTown,125000.0
Edwards,125000.0
OldTown,125000.0
Sawyer,125000.0
BrDale,125000.0
CollgCr,124900.0
OldTown,124900.0
Mitchel,124500.0
OldTown,124500.0
NAmes,124500.0
NAmes,124500.0
CollgCr,124000.0
OldTown,124000.0
Blueste,124000.0
NAmes,124000.0
NAmes,124000.0
NAmes,124000.0
CollgCr,123600.0
Edwards,123500.0
NAmes,123000.0
CollgCr,123000.0
NAmes,123000.0
NAmes,123000.0
NAmes,122900.0
BrDale,122500.0
OldTown,122500.0
CollgCr,122000.0
Sawyer,122000.0
OldTown,122000.0
OldTown,122000.0
BrkSide,121600.0
Sawyer,121500.0
BrkSide,121000.0
IDOTRR,120500.0
NAmes,120500.0
IDOTRR,120500.0
NAmes,120500.0
Edwards,120000.0
SawyerW,120000.0
OldTown,120000.0
NAmes,120000.0
NAmes,120000.0
OldTown,120000.0
BrkSide,120000.0
OldTown,119900.0
SawyerW,119900.0
Crawfor,119750.0
IDOTRR,119500.0
NAmes,119500.0
Mitchel,119500.0
BrDale,119500.0
NAmes,119200.0
NAmes,119000.0
Edwards,119000.0
BrkSide,119000.0
NAmes,119000.0
NAmes,119000.0
Edwards,119000.0
OldTown,119000.0
SawyerW,118964.0
SawyerW,118858.0
NAmes,118500.0
Edwards,118500.0
Sawyer,118500.0
SWISU,118500.0
IDOTRR,118400.0
BrkSide,118000.0
BrDale,118000.0
Edwards,118000.0
NAmes,118000.0
BrDale,118000.0
Edwards,118000.0
NAmes,117500.0
OldTown,117500.0
OldTown,117000.0
OldTown,117000.0
BrkSide,117000.0
Edwards,117000.0
OldTown,116900.0
BrkSide,116500.0
NAmes,116050.0
OldTown,116000.0
Edwards,116000.0
NAmes,116000.0
OldTown,115000.0
IDOTRR,115000.0
NAmes,115000.0
BrkSide,115000.0
SWISU,115000.0
OldTown,115000.0
MeadowV,115000.0
Mitchel,115000.0
NAmes,115000.0
OldTown,115000.0
NAmes,115000.0
Edwards,115000.0
OldTown,114504.0
BrkSide,114500.0
NAmes,114500.0
OldTown,113000.0
Edwards,113000.0
Mitchel,113000.0
BrDale,113000.0
BrkSide,113000.0
Edwards,113000.0
OldTown,112500.0
CollgCr,112500.0
OldTown,112000.0
BrDale,112000.0
Edwards,112000.0
Sawyer,112000.0
Sawyer,112000.0
Mitchel,112000.0
Edwards,112000.0
NAmes,111250.0
Edwards,111000.0
OldTown,110500.0
OldTown,110500.0
IDOTRR,110000.0
OldTown,110000.0
OldTown,110000.0
Edwards,110000.0
OldTown,110000.0
BrkSide,110000.0
CollgCr,110000.0
NAmes,110000.0
NAmes,110000.0
NAmes,110000.0
NAmes,110000.0
Edwards,110000.0
NAmes,110000.0
NAmes,109900.0
Sawyer,109900.0
IDOTRR,109900.0
NAmes,109500.0
OldTown,109500.0
BrkSide,109500.0
NAmes,109500.0
NAmes,109008.0
NAmes,109000.0
OldTown,109000.0
Sawyer,108959.0
OldTown,108500.0
OldTown,108480.0
Sawyer,108000.0
Edwards,108000.0
IDOTRR,108000.0
Edwards,108000.0
Edwards,108000.0
Sawyer,108000.0
OldTown,107900.0
NAmes,107500.0
Edwards,107500.0
OldTown,107500.0
OldTown,107400.0
OldTown,107000.0
Edwards,107000.0
SawyerW,107000.0
NAmes,106500.0
IDOTRR,106500.0
OldTown,106250.0
BrDale,106000.0
OldTown,106000.0
BrDale,106000.0
OldTown,105900.0
